total_nacional_region,comuna_78,especie_9,total_numero_de_upa1011,total_superficie_cultivo_ha
Región del Biobío,Contulmo,Lleuque,0,0
Región del Biobío,Contulmo,Luma,0,0
Región del Biobío,Contulmo,Luma de Más Afuera,0,0
Región del Biobío,Contulmo,Maitén,0,0
Región del Biobío,Contulmo,Mañío de Hojas Cortas,0,0
Región del Biobío,Contulmo,Mañío de Hojas Largas,0,0
Región del Biobío,Contulmo,Mañío de Hojas Punzantes,0,0
Región del Biobío,Contulmo,Mardoño,0,0
Región del Biobío,Contulmo,Melí,0,0
Región del Biobío,Contulmo,Molle,0,0
Región del Biobío,Contulmo,Naranjillo,0,0
Región del Biobío,Contulmo,Notro,0,0
Región del Biobío,Contulmo,Ñirre,0,0
Región del Biobío,Contulmo,Olivillo,0,0
Región del Biobío,Contulmo,Palma Chilena,0,0
Región del Biobío,Contulmo,Patagua,0,0
Región del Biobío,Contulmo,Pelu,0,0
Región del Biobío,Contulmo,Peumo,0,0
Región del Biobío,Contulmo,Picha-Picha,0,0
Región del Biobío,Contulmo,Pimiento,0,0
Región del Biobío,Contulmo,Pitra,0,0
Región del Biobío,Contulmo,Polizón,0,0
Región del Biobío,Contulmo,Queñoa,0,0
Región del Biobío,Contulmo,Queñoa de Altura,0,0
Región del Biobío,Contulmo,Queule,0,0
Región del Biobío,Contulmo,Quillay,0,0
Región del Biobío,Contulmo,Radal,0,0
Región del Biobío,Contulmo,Rarán,0,0
Región del Biobío,Contulmo,Raulí,0,0
Región del Biobío,Contulmo,Roble,20,3252.423852587441
Región del Biobío,Contulmo,Roble Blanco,0,0
Región del Biobío,Contulmo,Ruil,0,0
Región del Biobío,Contulmo,Sándalo,0,0
Región del Biobío,Contulmo,Sauce Amargo,0,0
Región del Biobío,Contulmo,Sauco,0,0
Región del Biobío,Contulmo,Tamarugo,0,0
Región del Biobío,Contulmo,Tara,0,0
Región del Biobío,Contulmo,Tayu,0,0
Región del Biobío,Contulmo,Tepa,0,0
Región del Biobío,Contulmo,Tiaca,0,0
Región del Biobío,Contulmo,Tineo,0,0
Región del Biobío,Contulmo,Trevo,0,0
Región del Biobío,Contulmo,Ulmo,0,0
Región del Biobío,Curanilahue,Total,136,18866.57996019053
Región del Biobío,Curanilahue,Sin clasificar,1,5
Región del Biobío,Curanilahue,Alerce,0,0
Región del Biobío,Curanilahue,Algarrobo,0,0
Región del Biobío,Curanilahue,Algarrobo del Norte,0,0
Región del Biobío,Curanilahue,Araucaria,1,27.5
Región del Biobío,Curanilahue,Arrayán,8,165.63
Región del Biobío,Curanilahue,Avellanillo,0,0
Región del Biobío,Curanilahue,Avellano,5,6
Región del Biobío,Curanilahue,Belloto del Norte,0,0
Región del Biobío,Curanilahue,Belloto del Sur,0,0
Región del Biobío,Curanilahue,Boldo,0,0
Región del Biobío,Curanilahue,Canelo,1,23.9
Región del Biobío,Curanilahue,Carbonillo o Carbón,0,0
Región del Biobío,Curanilahue,Chañar,0,0
Región del Biobío,Curanilahue,Ciprés de La Cordillera,0,0
Región del Biobío,Curanilahue,Ciprés de Las Guaitecas,0,0
Región del Biobío,Curanilahue,Coigüe,24,14153.19999910073
Región del Biobío,Curanilahue,Coigüe de Chiloé,0,0
Región del Biobío,Curanilahue,Coigüe de Magallanes,0,0
Región del Biobío,Curanilahue,Culén,0,0
Región del Biobío,Curanilahue,Espino,0,0
Región del Biobío,Curanilahue,Fuinque,0,0
Región del Biobío,Curanilahue,Huala,0,0
Región del Biobío,Curanilahue,Hualo,0,0
Región del Biobío,Curanilahue,Huayún,0,0
Región del Biobío,Curanilahue,Huella,0,0
Región del Biobío,Curanilahue,Huingán,0,0
Región del Biobío,Curanilahue,Laurel,2,1.8
Región del Biobío,Curanilahue,Lenga,0,0
Región del Biobío,Curanilahue,Leña Dura,0,0
Región del Biobío,Curanilahue,Lingue,0,0
Región del Biobío,Curanilahue,Lingue del Norte,0,0
Región del Biobío,Curanilahue,Litre,0,0
Región del Biobío,Curanilahue,Lleuque,0,0
Región del Biobío,Curanilahue,Luma,1,0.5
Región del Biobío,Curanilahue,Luma de Más Afuera,0,0
Región del Biobío,Curanilahue,Maitén,0,0
Región del Biobío,Curanilahue,Mañío de Hojas Cortas,0,0
Región del Biobío,Curanilahue,Mañío de Hojas Largas,0,0
Región del Biobío,Curanilahue,Mañío de Hojas Punzantes,0,0
Región del Biobío,Curanilahue,Mardoño,0,0
Región del Biobío,Curanilahue,Melí,0,0
Región del Biobío,Curanilahue,Molle,0,0
Región del Biobío,Curanilahue,Naranjillo,0,0
Región del Biobío,Curanilahue,Notro,0,0
Región del Biobío,Curanilahue,Ñirre,0,0
Región del Biobío,Curanilahue,Olivillo,0,0
Región del Biobío,Curanilahue,Palma Chilena,0,0
Región del Biobío,Curanilahue,Patagua,0,0
Región del Biobío,Curanilahue,Pelu,0,0
Región del Biobío,Curanilahue,Peumo,0,0
Región del Biobío,Curanilahue,Picha-Picha,0,0
Región del Biobío,Curanilahue,Pimiento,0,0
Región del Biobío,Curanilahue,Pitra,0,0
Región del Biobío,Curanilahue,Polizón,0,0
Región del Biobío,Curanilahue,Queñoa,0,0
Región del Biobío,Curanilahue,Queñoa de Altura,0,0
Región del Biobío,Curanilahue,Queule,0,0
Región del Biobío,Curanilahue,Quillay,0,0
Región del Biobío,Curanilahue,Radal,0,0
Región del Biobío,Curanilahue,Rarán,0,0
Región del Biobío,Curanilahue,Raulí,4,63.3
Región del Biobío,Curanilahue,Roble,82,4257.469961089796
Región del Biobío,Curanilahue,Roble Blanco,9,162.28
Región del Biobío,Curanilahue,Ruil,0,0
Región del Biobío,Curanilahue,Sándalo,0,0
Región del Biobío,Curanilahue,Sauce Amargo,0,0
Región del Biobío,Curanilahue,Sauco,0,0
Región del Biobío,Curanilahue,Tamarugo,0,0
Región del Biobío,Curanilahue,Tara,0,0
Región del Biobío,Curanilahue,Tayu,0,0
Región del Biobío,Curanilahue,Tepa,0,0
Región del Biobío,Curanilahue,Tiaca,0,0
Región del Biobío,Curanilahue,Tineo,0,0
Región del Biobío,Curanilahue,Trevo,0,0
Región del Biobío,Curanilahue,Ulmo,0,0
Región del Biobío,Los Álamos,Total,88,14641.91056163577
Región del Biobío,Los Álamos,Sin clasificar,0,0
Región del Biobío,Los Álamos,Alerce,0,0
Región del Biobío,Los Álamos,Algarrobo,0,0
Región del Biobío,Los Álamos,Algarrobo del Norte,0,0
Región del Biobío,Los Álamos,Araucaria,0,0
Región del Biobío,Los Álamos,Arrayán,5,6.71
Región del Biobío,Los Álamos,Avellanillo,0,0
Región del Biobío,Los Álamos,Avellano,19,68.9
Región del Biobío,Los Álamos,Belloto del Norte,0,0
Región del Biobío,Los Álamos,Belloto del Sur,0,0
Región del Biobío,Los Álamos,Boldo,14,155.52108773399
Región del Biobío,Los Álamos,Canelo,1,0.5
Región del Biobío,Los Álamos,Carbonillo o Carbón,0,0
Región del Biobío,Los Álamos,Chañar,0,0
Región del Biobío,Los Álamos,Ciprés de La Cordillera,0,0
Región del Biobío,Los Álamos,Ciprés de Las Guaitecas,0,0
Región del Biobío,Los Álamos,Coigüe,2,13202.82000366508
Región del Biobío,Los Álamos,Coigüe de Chiloé,0,0
Región del Biobío,Los Álamos,Coigüe de Magallanes,0,0
Región del Biobío,Los Álamos,Culén,0,0
Región del Biobío,Los Álamos,Espino,0,0
Región del Biobío,Los Álamos,Fuinque,0,0
Región del Biobío,Los Álamos,Huala,0,0
Región del Biobío,Los Álamos,Hualo,0,0
Región del Biobío,Los Álamos,Huayún,0,0
Región del Biobío,Los Álamos,Huella,0,0
Región del Biobío,Los Álamos,Huingán,0,0
Región del Biobío,Los Álamos,Laurel,0,0
Región del Biobío,Los Álamos,Lenga,1,1
Región del Biobío,Los Álamos,Leña Dura,0,0
Región del Biobío,Los Álamos,Lingue,2,18
Región del Biobío,Los Álamos,Lingue del Norte,0,0
Región del Biobío,Los Álamos,Litre,0,0
Región del Biobío,Los Álamos,Lleuque,0,0
Región del Biobío,Los Álamos,Luma,0,0
Región del Biobío,Los Álamos,Luma de Más Afuera,0,0
Región del Biobío,Los Álamos,Maitén,0,0
Región del Biobío,Los Álamos,Mañío de Hojas Cortas,0,0
Región del Biobío,Los Álamos,Mañío de Hojas Largas,0,0
Región del Biobío,Los Álamos,Mañío de Hojas Punzantes,0,0
Región del Biobío,Los Álamos,Mardoño,0,0
Región del Biobío,Los Álamos,Melí,0,0
Región del Biobío,Los Álamos,Molle,0,0
Región del Biobío,Los Álamos,Naranjillo,0,0
Región del Biobío,Los Álamos,Notro,0,0
Región del Biobío,Los Álamos,Ñirre,0,0
Región del Biobío,Los Álamos,Olivillo,0,0
Región del Biobío,Los Álamos,Palma Chilena,0,0
Región del Biobío,Los Álamos,Patagua,0,0
Región del Biobío,Los Álamos,Pelu,0,0
Región del Biobío,Los Álamos,Peumo,0,0
Región del Biobío,Los Álamos,Picha-Picha,0,0
Región del Biobío,Los Álamos,Pimiento,0,0
Región del Biobío,Los Álamos,Pitra,1,0.5
Región del Biobío,Los Álamos,Polizón,1,0.5
Región del Biobío,Los Álamos,Queñoa,0,0
Región del Biobío,Los Álamos,Queñoa de Altura,0,0
Región del Biobío,Los Álamos,Queule,0,0
Región del Biobío,Los Álamos,Quillay,0,0
Región del Biobío,Los Álamos,Radal,0,0
Región del Biobío,Los Álamos,Rarán,0,0
Región del Biobío,Los Álamos,Raulí,0,0
Región del Biobío,Los Álamos,Roble,42,1116.4594702367
Región del Biobío,Los Álamos,Roble Blanco,2,69
Región del Biobío,Los Álamos,Ruil,0,0
Región del Biobío,Los Álamos,Sándalo,0,0
Región del Biobío,Los Álamos,Sauce Amargo,0,0
Región del Biobío,Los Álamos,Sauco,0,0
Región del Biobío,Los Álamos,Tamarugo,0,0
Región del Biobío,Los Álamos,Tara,0,0
Región del Biobío,Los Álamos,Tayu,0,0
Región del Biobío,Los Álamos,Tepa,0,0
Región del Biobío,Los Álamos,Tiaca,0,0
Región del Biobío,Los Álamos,Tineo,0,0
Región del Biobío,Los Álamos,Trevo,0,0
Región del Biobío,Los Álamos,Ulmo,1,2
Región del Biobío,Tirúa,Total,120,3282.61785005081
Región del Biobío,Tirúa,Sin clasificar,1,1
Región del Biobío,Tirúa,Alerce,0,0
Región del Biobío,Tirúa,Algarrobo,0,0
Región del Biobío,Tirúa,Algarrobo del Norte,0,0
Región del Biobío,Tirúa,Araucaria,0,0
Región del Biobío,Tirúa,Arrayán,17,20.2
Región del Biobío,Tirúa,Avellanillo,0,0
Región del Biobío,Tirúa,Avellano,23,45.75
Región del Biobío,Tirúa,Belloto del Norte,0,0
Región del Biobío,Tirúa,Belloto del Sur,0,0
Región del Biobío,Tirúa,Boldo,14,17.35
Región del Biobío,Tirúa,Canelo,9,15.7
Región del Biobío,Tirúa,Carbonillo o Carbón,0,0
Región del Biobío,Tirúa,Chañar,0,0
Región del Biobío,Tirúa,Ciprés de La Cordillera,0,0
Región del Biobío,Tirúa,Ciprés de Las Guaitecas,0,0
Región del Biobío,Tirúa,Coigüe,43,627.3800010720561
Región del Biobío,Tirúa,Coigüe de Chiloé,0,0
Región del Biobío,Tirúa,Coigüe de Magallanes,0,0
Región del Biobío,Tirúa,Culén,0,0
Región del Biobío,Tirúa,Espino,0,0
Región del Biobío,Tirúa,Fuinque,0,0
Región del Biobío,Tirúa,Huala,0,0
Región del Biobío,Tirúa,Hualo,0,0
Región del Biobío,Tirúa,Huayún,1,30
Región del Biobío,Tirúa,Huella,0,0
Región del Biobío,Tirúa,Huingán,0,0
Región del Biobío,Tirúa,Laurel,2,8
Región del Biobío,Tirúa,Lenga,0,0
Región del Biobío,Tirúa,Leña Dura,0,0
Región del Biobío,Tirúa,Lingue,0,0
Región del Biobío,Tirúa,Lingue del Norte,0,0
Región del Biobío,Tirúa,Litre,0,0
Región del Biobío,Tirúa,Lleuque,0,0
Región del Biobío,Tirúa,Luma,0,0
Región del Biobío,Tirúa,Luma de Más Afuera,0,0
Región del Biobío,Tirúa,Maitén,0,0
Región del Biobío,Tirúa,Mañío de Hojas Cortas,0,0
Región del Biobío,Tirúa,Mañío de Hojas Largas,0,0
Región del Biobío,Tirúa,Mañío de Hojas Punzantes,0,0
Región del Biobío,Tirúa,Mardoño,0,0
Región del Biobío,Tirúa,Melí,0,0
Región del Biobío,Tirúa,Molle,0,0
Región del Biobío,Tirúa,Naranjillo,0,0
Región del Biobío,Tirúa,Notro,1,0.5
Región del Biobío,Tirúa,Ñirre,0,0
Región del Biobío,Tirúa,Olivillo,1,15
Región del Biobío,Tirúa,Palma Chilena,0,0
Región del Biobío,Tirúa,Patagua,0,0
Región del Biobío,Tirúa,Pelu,0,0
Región del Biobío,Tirúa,Peumo,0,0
Región del Biobío,Tirúa,Picha-Picha,0,0
Región del Biobío,Tirúa,Pimiento,0,0
Región del Biobío,Tirúa,Pitra,1,0.5
Región del Biobío,Tirúa,Polizón,0,0
Región del Biobío,Tirúa,Queñoa,0,0
Región del Biobío,Tirúa,Queñoa de Altura,0,0
Región del Biobío,Tirúa,Queule,0,0
Región del Biobío,Tirúa,Quillay,0,0
Región del Biobío,Tirúa,Radal,2,16.2
Región del Biobío,Tirúa,Rarán,0,0
Región del Biobío,Tirúa,Raulí,1,1
Región del Biobío,Tirúa,Roble,6,2425.537848978754
Región del Biobío,Tirúa,Roble Blanco,0,0
Región del Biobío,Tirúa,Ruil,0,0
Región del Biobío,Tirúa,Sándalo,0,0
Región del Biobío,Tirúa,Sauce Amargo,0,0
Región del Biobío,Tirúa,Sauco,0,0
Región del Biobío,Tirúa,Tamarugo,0,0
Región del Biobío,Tirúa,Tara,0,0
Región del Biobío,Tirúa,Tayu,0,0
Región del Biobío,Tirúa,Tepa,0,0
Región del Biobío,Tirúa,Tiaca,1,5
Región del Biobío,Tirúa,Tineo,0,0
Región del Biobío,Tirúa,Trevo,0,0
Región del Biobío,Tirúa,Ulmo,7,53.5
Región del Biobío,Los Ángeles,Total,241,3588.438101658188
Región del Biobío,Los Ángeles,Sin clasificar,4,2.53
Región del Biobío,Los Ángeles,Alerce,2,1.05
Región del Biobío,Los Ángeles,Algarrobo,0,0
Región del Biobío,Los Ángeles,Algarrobo del Norte,0,0
Región del Biobío,Los Ángeles,Araucaria,0,0
Región del Biobío,Los Ángeles,Arrayán,5,36
Región del Biobío,Los Ángeles,Avellanillo,0,0
Región del Biobío,Los Ángeles,Avellano,0,0
Región del Biobío,Los Ángeles,Belloto del Norte,0,0
Región del Biobío,Los Ángeles,Belloto del Sur,0,0
Región del Biobío,Los Ángeles,Boldo,11,28.4
Región del Biobío,Los Ángeles,Canelo,7,28.625
Región del Biobío,Los Ángeles,Carbonillo o Carbón,0,0
Región del Biobío,Los Ángeles,Chañar,0,0
Región del Biobío,Los Ángeles,Ciprés de La Cordillera,0,0
Región del Biobío,Los Ángeles,Ciprés de Las Guaitecas,0,0
Región del Biobío,Los Ángeles,Coigüe,2,918.380001280904
Región del Biobío,Los Ángeles,Coigüe de Chiloé,0,0
Región del Biobío,Los Ángeles,Coigüe de Magallanes,0,0
Región del Biobío,Los Ángeles,Culén,2,5.1
Región del Biobío,Los Ángeles,Espino,2,2.5
Región del Biobío,Los Ángeles,Fuinque,0,0
Región del Biobío,Los Ángeles,Huala,0,0
Región del Biobío,Los Ángeles,Hualo,0,0
Región del Biobío,Los Ángeles,Huayún,0,0
Región del Biobío,Los Ángeles,Huella,0,0
Región del Biobío,Los Ángeles,Huingán,3,2
Región del Biobío,Los Ángeles,Laurel,1,0.8
Región del Biobío,Los Ángeles,Lenga,0,0
Región del Biobío,Los Ángeles,Leña Dura,1,0.5
Región del Biobío,Los Ángeles,Lingue,0,0
Región del Biobío,Los Ángeles,Lingue del Norte,0,0
Región del Biobío,Los Ángeles,Litre,22,173.24
Región del Biobío,Los Ángeles,Lleuque,0,0
Región del Biobío,Los Ángeles,Luma,0,0
Región del Biobío,Los Ángeles,Luma de Más Afuera,0,0
Región del Biobío,Los Ángeles,Maitén,6,15.95
Región del Biobío,Los Ángeles,Mañío de Hojas Cortas,0,0
Región del Biobío,Los Ángeles,Mañío de Hojas Largas,0,0
Región del Biobío,Los Ángeles,Mañío de Hojas Punzantes,0,0
Región del Biobío,Los Ángeles,Mardoño,0,0
Región del Biobío,Los Ángeles,Melí,0,0
Región del Biobío,Los Ángeles,Molle,0,0
Región del Biobío,Los Ángeles,Naranjillo,0,0
Región del Biobío,Los Ángeles,Notro,1,4.69
Región del Biobío,Los Ángeles,Ñirre,0,0
Región del Biobío,Los Ángeles,Olivillo,0,0
Región del Biobío,Los Ángeles,Palma Chilena,0,0
Región del Biobío,Los Ángeles,Patagua,0,0
Región del Biobío,Los Ángeles,Pelu,0,0
Región del Biobío,Los Ángeles,Peumo,8,39.5
Región del Biobío,Los Ángeles,Picha-Picha,0,0
Región del Biobío,Los Ángeles,Pimiento,0,0
Región del Biobío,Los Ángeles,Pitra,7,211.3
Región del Biobío,Los Ángeles,Polizón,0,0
Región del Biobío,Los Ángeles,Queñoa,0,0
Región del Biobío,Los Ángeles,Queñoa de Altura,0,0
Región del Biobío,Los Ángeles,Queule,0,0
Región del Biobío,Los Ángeles,Quillay,129,597.677
Región del Biobío,Los Ángeles,Radal,1,4
Región del Biobío,Los Ángeles,Rarán,0,0
Región del Biobío,Los Ángeles,Raulí,3,65.17
Región del Biobío,Los Ángeles,Roble,35,1424.566100377284
Región del Biobío,Los Ángeles,Roble Blanco,1,21.46
Región del Biobío,Los Ángeles,Ruil,0,0
Región del Biobío,Los Ángeles,Sándalo,0,0
Región del Biobío,Los Ángeles,Sauce Amargo,0,0
Región del Biobío,Los Ángeles,Sauco,0,0
Región del Biobío,Los Ángeles,Tamarugo,0,0
Región del Biobío,Los Ángeles,Tara,0,0
Región del Biobío,Los Ángeles,Tayu,0,0
Región del Biobío,Los Ángeles,Tepa,0,0
Región del Biobío,Los Ángeles,Tiaca,0,0
Región del Biobío,Los Ángeles,Tineo,0,0
Región del Biobío,Los Ángeles,Trevo,0,0
Región del Biobío,Los Ángeles,Ulmo,1,5
Región del Biobío,Antuco,Total,51,30997.78559060459
Región del Biobío,Antuco,Sin clasificar,0,0
Región del Biobío,Antuco,Alerce,0,0
Región del Biobío,Antuco,Algarrobo,0,0
Región del Biobío,Antuco,Algarrobo del Norte,0,0
Región del Biobío,Antuco,Araucaria,0,0
Región del Biobío,Antuco,Arrayán,0,0
Región del Biobío,Antuco,Avellanillo,0,0
Región del Biobío,Antuco,Avellano,0,0
Región del Biobío,Antuco,Belloto del Norte,0,0
Región del Biobío,Antuco,Belloto del Sur,0,0
Región del Biobío,Antuco,Boldo,0,0
Región del Biobío,Antuco,Canelo,1,6
Región del Biobío,Antuco,Carbonillo o Carbón,0,0
Región del Biobío,Antuco,Chañar,0,0
Región del Biobío,Antuco,Ciprés de La Cordillera,1,920.42
Región del Biobío,Antuco,Ciprés de Las Guaitecas,0,0
Región del Biobío,Antuco,Coigüe,5,1180.259996742282
Región del Biobío,Antuco,Coigüe de Chiloé,0,0
Región del Biobío,Antuco,Coigüe de Magallanes,0,0
Región del Biobío,Antuco,Culén,0,0
Región del Biobío,Antuco,Espino,0,0
Región del Biobío,Antuco,Fuinque,0,0
Región del Biobío,Antuco,Huala,0,0
Región del Biobío,Antuco,Hualo,0,0
Región del Biobío,Antuco,Huayún,0,0
Región del Biobío,Antuco,Huella,0,0
Región del Biobío,Antuco,Huingán,0,0
Región del Biobío,Antuco,Laurel,0,0
Región del Biobío,Antuco,Lenga,1,2046.969
Región del Biobío,Antuco,Leña Dura,0,0
Región del Biobío,Antuco,Lingue,1,4
Región del Biobío,Antuco,Lingue del Norte,0,0
Región del Biobío,Antuco,Litre,1,0.2
Región del Biobío,Antuco,Lleuque,0,0
Región del Biobío,Antuco,Luma,0,0
Región del Biobío,Antuco,Luma de Más Afuera,0,0
Región del Biobío,Antuco,Maitén,0,0
Región del Biobío,Antuco,Mañío de Hojas Cortas,0,0
Región del Biobío,Antuco,Mañío de Hojas Largas,1,13
Región del Biobío,Antuco,Mañío de Hojas Punzantes,0,0
Región del Biobío,Antuco,Mardoño,0,0
Región del Biobío,Antuco,Melí,0,0
Región del Biobío,Antuco,Molle,0,0
Región del Biobío,Antuco,Naranjillo,0,0
Región del Biobío,Antuco,Notro,0,0
Región del Biobío,Antuco,Ñirre,1,8222.005
Región del Biobío,Antuco,Olivillo,0,0
Región del Biobío,Antuco,Palma Chilena,0,0
Región del Biobío,Antuco,Patagua,0,0
Región del Biobío,Antuco,Pelu,0,0
Región del Biobío,Antuco,Peumo,0,0
Región del Biobío,Antuco,Picha-Picha,0,0
Región del Biobío,Antuco,Pimiento,0,0
Región del Biobío,Antuco,Pitra,0,0
Región del Biobío,Antuco,Polizón,0,0
Región del Biobío,Antuco,Queñoa,0,0
Región del Biobío,Antuco,Queñoa de Altura,0,0
Región del Biobío,Antuco,Queule,0,0
Región del Biobío,Antuco,Quillay,5,27.4
Región del Biobío,Antuco,Radal,0,0
Región del Biobío,Antuco,Rarán,0,0
Región del Biobío,Antuco,Raulí,10,10566.1
Región del Biobío,Antuco,Roble,27,8011.431593862308
Región del Biobío,Antuco,Roble Blanco,0,0
Región del Biobío,Antuco,Ruil,0,0
Región del Biobío,Antuco,Sándalo,0,0
Región del Biobío,Antuco,Sauce Amargo,0,0
Región del Biobío,Antuco,Sauco,0,0
Región del Biobío,Antuco,Tamarugo,0,0
Región del Biobío,Antuco,Tara,0,0
Región del Biobío,Antuco,Tayu,0,0
Región del Biobío,Antuco,Tepa,0,0
Región del Biobío,Antuco,Tiaca,0,0
Región del Biobío,Antuco,Tineo,0,0
Región del Biobío,Antuco,Trevo,0,0
Región del Biobío,Antuco,Ulmo,0,0
Región del Biobío,Cabrero,Total,28,1811.26880470736
Región del Biobío,Cabrero,Sin clasificar,1,0.2
Región del Biobío,Cabrero,Alerce,0,0
Región del Biobío,Cabrero,Algarrobo,0,0
Región del Biobío,Cabrero,Algarrobo del Norte,0,0
Región del Biobío,Cabrero,Araucaria,0,0
Región del Biobío,Cabrero,Arrayán,0,0
Región del Biobío,Cabrero,Avellanillo,0,0
Región del Biobío,Cabrero,Avellano,0,0
Región del Biobío,Cabrero,Belloto del Norte,0,0
Región del Biobío,Cabrero,Belloto del Sur,0,0
Región del Biobío,Cabrero,Boldo,2,3.75
Región del Biobío,Cabrero,Canelo,0,0
Región del Biobío,Cabrero,Carbonillo o Carbón,0,0
Región del Biobío,Cabrero,Chañar,0,0
Región del Biobío,Cabrero,Ciprés de La Cordillera,0,0
Región del Biobío,Cabrero,Ciprés de Las Guaitecas,0,0
Región del Biobío,Cabrero,Coigüe,1,153.279999735066
Región del Biobío,Cabrero,Coigüe de Chiloé,0,0
Región del Biobío,Cabrero,Coigüe de Magallanes,0,0
Región del Biobío,Cabrero,Culén,0,0
Región del Biobío,Cabrero,Espino,0,0
Región del Biobío,Cabrero,Fuinque,0,0
Región del Biobío,Cabrero,Huala,0,0
Región del Biobío,Cabrero,Hualo,0,0
Región del Biobío,Cabrero,Huayún,0,0
Región del Biobío,Cabrero,Huella,0,0
Región del Biobío,Cabrero,Huingán,0,0
Región del Biobío,Cabrero,Laurel,0,0
Región del Biobío,Cabrero,Lenga,0,0
Región del Biobío,Cabrero,Leña Dura,0,0
Región del Biobío,Cabrero,Lingue,0,0
Región del Biobío,Cabrero,Lingue del Norte,0,0
Región del Biobío,Cabrero,Litre,7,66.034
Región del Biobío,Cabrero,Lleuque,0,0
Región del Biobío,Cabrero,Luma,0,0
Región del Biobío,Cabrero,Luma de Más Afuera,0,0
Región del Biobío,Cabrero,Maitén,2,16
Región del Biobío,Cabrero,Mañío de Hojas Cortas,0,0
Región del Biobío,Cabrero,Mañío de Hojas Largas,0,0
Región del Biobío,Cabrero,Mañío de Hojas Punzantes,0,0
Región del Biobío,Cabrero,Mardoño,0,0
Región del Biobío,Cabrero,Melí,0,0
Región del Biobío,Cabrero,Molle,0,0
Región del Biobío,Cabrero,Naranjillo,0,0
Región del Biobío,Cabrero,Notro,0,0
Región del Biobío,Cabrero,Ñirre,0,0
Región del Biobío,Cabrero,Olivillo,0,0
Región del Biobío,Cabrero,Palma Chilena,0,0
Región del Biobío,Cabrero,Patagua,0,0
Región del Biobío,Cabrero,Pelu,0,0
Región del Biobío,Cabrero,Peumo,0,0
Región del Biobío,Cabrero,Picha-Picha,0,0
Región del Biobío,Cabrero,Pimiento,0,0
Región del Biobío,Cabrero,Pitra,0,0
Región del Biobío,Cabrero,Polizón,0,0
Región del Biobío,Cabrero,Queñoa,0,0
Región del Biobío,Cabrero,Queñoa de Altura,0,0
Región del Biobío,Cabrero,Queule,0,0
Región del Biobío,Cabrero,Quillay,12,169.65
Región del Biobío,Cabrero,Radal,0,0
Región del Biobío,Cabrero,Rarán,0,0
Región del Biobío,Cabrero,Raulí,1,0.5
Región del Biobío,Cabrero,Roble,2,1401.804804972294
Región del Biobío,Cabrero,Roble Blanco,0,0
Región del Biobío,Cabrero,Ruil,0,0
Región del Biobío,Cabrero,Sándalo,0,0
Región del Biobío,Cabrero,Sauce Amargo,1,0.05
Región del Biobío,Cabrero,Sauco,0,0
Región del Biobío,Cabrero,Tamarugo,0,0
Región del Biobío,Cabrero,Tara,0,0
Región del Biobío,Cabrero,Tayu,0,0
Región del Biobío,Cabrero,Tepa,0,0
Región del Biobío,Cabrero,Tiaca,0,0
Región del Biobío,Cabrero,Tineo,0,0
Región del Biobío,Cabrero,Trevo,0,0
Región del Biobío,Cabrero,Ulmo,0,0
Región del Biobío,Laja,Total,75,1945.515589176338
Región del Biobío,Laja,Sin clasificar,0,0
Región del Biobío,Laja,Alerce,0,0
Región del Biobío,Laja,Algarrobo,0,0
Región del Biobío,Laja,Algarrobo del Norte,0,0
Región del Biobío,Laja,Araucaria,0,0
Región del Biobío,Laja,Arrayán,0,0
Región del Biobío,Laja,Avellanillo,0,0
Región del Biobío,Laja,Avellano,0,0
Región del Biobío,Laja,Belloto del Norte,0,0
Región del Biobío,Laja,Belloto del Sur,0,0
Región del Biobío,Laja,Boldo,11,149.235
Región del Biobío,Laja,Canelo,0,0
Región del Biobío,Laja,Carbonillo o Carbón,0,0
Región del Biobío,Laja,Chañar,0,0
Región del Biobío,Laja,Ciprés de La Cordillera,0,0
Región del Biobío,Laja,Ciprés de Las Guaitecas,0,0
Región del Biobío,Laja,Coigüe,2,193.190003149482
Región del Biobío,Laja,Coigüe de Chiloé,0,0
Región del Biobío,Laja,Coigüe de Magallanes,0,0
Región del Biobío,Laja,Culén,0,0
Región del Biobío,Laja,Espino,0,0
Región del Biobío,Laja,Fuinque,0,0
Región del Biobío,Laja,Huala,0,0
Región del Biobío,Laja,Hualo,0,0
Región del Biobío,Laja,Huayún,0,0
Región del Biobío,Laja,Huella,0,0
Región del Biobío,Laja,Huingán,0,0
Región del Biobío,Laja,Laurel,0,0
Región del Biobío,Laja,Lenga,0,0
Región del Biobío,Laja,Leña Dura,0,0
Región del Biobío,Laja,Lingue,0,0
Región del Biobío,Laja,Lingue del Norte,0,0
Región del Biobío,Laja,Litre,10,50.94
Región del Biobío,Laja,Lleuque,0,0
Región del Biobío,Laja,Luma,0,0
Región del Biobío,Laja,Luma de Más Afuera,0,0
Región del Biobío,Laja,Maitén,2,1.005
Región del Biobío,Laja,Mañío de Hojas Cortas,0,0
Región del Biobío,Laja,Mañío de Hojas Largas,0,0
Región del Biobío,Laja,Mañío de Hojas Punzantes,0,0
Región del Biobío,Laja,Mardoño,0,0
Región del Biobío,Laja,Melí,0,0
Región del Biobío,Laja,Molle,0,0
Región del Biobío,Laja,Naranjillo,0,0
Región del Biobío,Laja,Notro,0,0
Región del Biobío,Laja,Ñirre,0,0
Región del Biobío,Laja,Olivillo,0,0
