total_nacional_region,comuna_78,especie_9,total_numero_de_upa1011,total_superficie_cultivo_ha
Región de La Araucanía,Curacautín,Avellano,0,0
Región de La Araucanía,Curacautín,Belloto del Norte,0,0
Región de La Araucanía,Curacautín,Belloto del Sur,0,0
Región de La Araucanía,Curacautín,Boldo,0,0
Región de La Araucanía,Curacautín,Canelo,0,0
Región de La Araucanía,Curacautín,Carbonillo o Carbón,0,0
Región de La Araucanía,Curacautín,Chañar,0,0
Región de La Araucanía,Curacautín,Ciprés de La Cordillera,0,0
Región de La Araucanía,Curacautín,Ciprés de Las Guaitecas,0,0
Región de La Araucanía,Curacautín,Coigüe,20,8335.876
Región de La Araucanía,Curacautín,Coigüe de Chiloé,0,0
Región de La Araucanía,Curacautín,Coigüe de Magallanes,0,0
Región de La Araucanía,Curacautín,Culén,0,0
Región de La Araucanía,Curacautín,Espino,0,0
Región de La Araucanía,Curacautín,Fuinque,0,0
Región de La Araucanía,Curacautín,Huala,0,0
Región de La Araucanía,Curacautín,Hualo,0,0
Región de La Araucanía,Curacautín,Huayún,0,0
Región de La Araucanía,Curacautín,Huella,26,148.358
Región de La Araucanía,Curacautín,Huingán,0,0
Región de La Araucanía,Curacautín,Laurel,0,0
Región de La Araucanía,Curacautín,Lenga,3,17931.9
Región de La Araucanía,Curacautín,Leña Dura,0,0
Región de La Araucanía,Curacautín,Lingue,0,0
Región de La Araucanía,Curacautín,Lingue del Norte,0,0
Región de La Araucanía,Curacautín,Litre,0,0
Región de La Araucanía,Curacautín,Lleuque,0,0
Región de La Araucanía,Curacautín,Luma,0,0
Región de La Araucanía,Curacautín,Luma de Más Afuera,0,0
Región de La Araucanía,Curacautín,Maitén,2,4
Región de La Araucanía,Curacautín,Mañío de Hojas Cortas,0,0
Región de La Araucanía,Curacautín,Mañío de Hojas Largas,0,0
Región de La Araucanía,Curacautín,Mañío de Hojas Punzantes,0,0
Región de La Araucanía,Curacautín,Mardoño,0,0
Región de La Araucanía,Curacautín,Melí,0,0
Región de La Araucanía,Curacautín,Molle,0,0
Región de La Araucanía,Curacautín,Naranjillo,0,0
Región de La Araucanía,Curacautín,Notro,0,0
Región de La Araucanía,Curacautín,Ñirre,2,18.5
Región de La Araucanía,Curacautín,Olivillo,2,8.2
Región de La Araucanía,Curacautín,Palma Chilena,0,0
Región de La Araucanía,Curacautín,Patagua,0,0
Región de La Araucanía,Curacautín,Pelu,0,0
Región de La Araucanía,Curacautín,Peumo,0,0
Región de La Araucanía,Curacautín,Picha-Picha,0,0
Región de La Araucanía,Curacautín,Pimiento,0,0
Región de La Araucanía,Curacautín,Pitra,1,0.5
Región de La Araucanía,Curacautín,Polizón,0,0
Región de La Araucanía,Curacautín,Queñoa,0,0
Región de La Araucanía,Curacautín,Queñoa de Altura,0,0
Región de La Araucanía,Curacautín,Queule,0,0
Región de La Araucanía,Curacautín,Quillay,0,0
Región de La Araucanía,Curacautín,Radal,0,0
Región de La Araucanía,Curacautín,Rarán,0,0
Región de La Araucanía,Curacautín,Raulí,45,6628.88
Región de La Araucanía,Curacautín,Roble,93,15161.79829489776
Región de La Araucanía,Curacautín,Roble Blanco,0,0
Región de La Araucanía,Curacautín,Ruil,7,663.9
Región de La Araucanía,Curacautín,Sándalo,0,0
Región de La Araucanía,Curacautín,Sauce Amargo,0,0
Región de La Araucanía,Curacautín,Sauco,0,0
Región de La Araucanía,Curacautín,Tamarugo,0,0
Región de La Araucanía,Curacautín,Tara,0,0
Región de La Araucanía,Curacautín,Tayu,0,0
Región de La Araucanía,Curacautín,Tepa,0,0
Región de La Araucanía,Curacautín,Tiaca,0,0
Región de La Araucanía,Curacautín,Tineo,0,0
Región de La Araucanía,Curacautín,Trevo,0,0
Región de La Araucanía,Curacautín,Ulmo,0,0
Región de La Araucanía,Ercilla,Total,34,2727.206493732211
Región de La Araucanía,Ercilla,Sin clasificar,1,775.6799992903359
Región de La Araucanía,Ercilla,Alerce,0,0
Región de La Araucanía,Ercilla,Algarrobo,0,0
Región de La Araucanía,Ercilla,Algarrobo del Norte,0,0
Región de La Araucanía,Ercilla,Araucaria,0,0
Región de La Araucanía,Ercilla,Arrayán,0,0
Región de La Araucanía,Ercilla,Avellanillo,0,0
Región de La Araucanía,Ercilla,Avellano,1,1
Región de La Araucanía,Ercilla,Belloto del Norte,0,0
Región de La Araucanía,Ercilla,Belloto del Sur,0,0
Región de La Araucanía,Ercilla,Boldo,0,0
Región de La Araucanía,Ercilla,Canelo,0,0
Región de La Araucanía,Ercilla,Carbonillo o Carbón,0,0
Región de La Araucanía,Ercilla,Chañar,0,0
Región de La Araucanía,Ercilla,Ciprés de La Cordillera,0,0
Región de La Araucanía,Ercilla,Ciprés de Las Guaitecas,0,0
Región de La Araucanía,Ercilla,Coigüe,1,29.2
Región de La Araucanía,Ercilla,Coigüe de Chiloé,0,0
Región de La Araucanía,Ercilla,Coigüe de Magallanes,0,0
Región de La Araucanía,Ercilla,Culén,0,0
Región de La Araucanía,Ercilla,Espino,0,0
Región de La Araucanía,Ercilla,Fuinque,0,0
Región de La Araucanía,Ercilla,Huala,0,0
Región de La Araucanía,Ercilla,Hualo,0,0
Región de La Araucanía,Ercilla,Huayún,1,8.325000000000001
Región de La Araucanía,Ercilla,Huella,0,0
Región de La Araucanía,Ercilla,Huingán,0,0
Región de La Araucanía,Ercilla,Laurel,0,0
Región de La Araucanía,Ercilla,Lenga,0,0
Región de La Araucanía,Ercilla,Leña Dura,0,0
Región de La Araucanía,Ercilla,Lingue,1,2
Región de La Araucanía,Ercilla,Lingue del Norte,0,0
Región de La Araucanía,Ercilla,Litre,0,0
Región de La Araucanía,Ercilla,Lleuque,0,0
Región de La Araucanía,Ercilla,Luma,0,0
Región de La Araucanía,Ercilla,Luma de Más Afuera,0,0
Región de La Araucanía,Ercilla,Maitén,0,0
Región de La Araucanía,Ercilla,Mañío de Hojas Cortas,0,0
Región de La Araucanía,Ercilla,Mañío de Hojas Largas,0,0
Región de La Araucanía,Ercilla,Mañío de Hojas Punzantes,0,0
Región de La Araucanía,Ercilla,Mardoño,0,0
Región de La Araucanía,Ercilla,Melí,0,0
Región de La Araucanía,Ercilla,Molle,0,0
Región de La Araucanía,Ercilla,Naranjillo,0,0
Región de La Araucanía,Ercilla,Notro,0,0
Región de La Araucanía,Ercilla,Ñirre,0,0
Región de La Araucanía,Ercilla,Olivillo,0,0
Región de La Araucanía,Ercilla,Palma Chilena,0,0
Región de La Araucanía,Ercilla,Patagua,0,0
Región de La Araucanía,Ercilla,Pelu,0,0
Región de La Araucanía,Ercilla,Peumo,1,5
Región de La Araucanía,Ercilla,Picha-Picha,0,0
Región de La Araucanía,Ercilla,Pimiento,0,0
Región de La Araucanía,Ercilla,Pitra,0,0
Región de La Araucanía,Ercilla,Polizón,0,0
Región de La Araucanía,Ercilla,Queñoa,0,0
Región de La Araucanía,Ercilla,Queñoa de Altura,0,0
Región de La Araucanía,Ercilla,Queule,0,0
Región de La Araucanía,Ercilla,Quillay,0,0
Región de La Araucanía,Ercilla,Radal,0,0
Región de La Araucanía,Ercilla,Rarán,0,0
Región de La Araucanía,Ercilla,Raulí,4,275.296327047052
Región de La Araucanía,Ercilla,Roble,26,1630.705167394823
Región de La Araucanía,Ercilla,Roble Blanco,0,0
Región de La Araucanía,Ercilla,Ruil,0,0
Región de La Araucanía,Ercilla,Sándalo,0,0
Región de La Araucanía,Ercilla,Sauce Amargo,0,0
Región de La Araucanía,Ercilla,Sauco,0,0
Región de La Araucanía,Ercilla,Tamarugo,0,0
Región de La Araucanía,Ercilla,Tara,0,0
Región de La Araucanía,Ercilla,Tayu,0,0
Región de La Araucanía,Ercilla,Tepa,0,0
Región de La Araucanía,Ercilla,Tiaca,0,0
Región de La Araucanía,Ercilla,Tineo,0,0
Región de La Araucanía,Ercilla,Trevo,0,0
Región de La Araucanía,Ercilla,Ulmo,0,0
Región de La Araucanía,Lonquimay,Total,606,94818.431
Región de La Araucanía,Lonquimay,Sin clasificar,0,0
Región de La Araucanía,Lonquimay,Alerce,0,0
Región de La Araucanía,Lonquimay,Algarrobo,0,0
Región de La Araucanía,Lonquimay,Algarrobo del Norte,0,0
Región de La Araucanía,Lonquimay,Araucaria,104,36444.25
Región de La Araucanía,Lonquimay,Arrayán,0,0
Región de La Araucanía,Lonquimay,Avellanillo,0,0
Región de La Araucanía,Lonquimay,Avellano,0,0
Región de La Araucanía,Lonquimay,Belloto del Norte,0,0
Región de La Araucanía,Lonquimay,Belloto del Sur,0,0
Región de La Araucanía,Lonquimay,Boldo,0,0
Región de La Araucanía,Lonquimay,Canelo,0,0
Región de La Araucanía,Lonquimay,Carbonillo o Carbón,0,0
Región de La Araucanía,Lonquimay,Chañar,0,0
Región de La Araucanía,Lonquimay,Ciprés de La Cordillera,0,0
Región de La Araucanía,Lonquimay,Ciprés de Las Guaitecas,0,0
Región de La Araucanía,Lonquimay,Coigüe,18,12751.06
Región de La Araucanía,Lonquimay,Coigüe de Chiloé,0,0
Región de La Araucanía,Lonquimay,Coigüe de Magallanes,0,0
Región de La Araucanía,Lonquimay,Culén,0,0
Región de La Araucanía,Lonquimay,Espino,0,0
Región de La Araucanía,Lonquimay,Fuinque,0,0
Región de La Araucanía,Lonquimay,Huala,0,0
Región de La Araucanía,Lonquimay,Hualo,0,0
Región de La Araucanía,Lonquimay,Huayún,0,0
Región de La Araucanía,Lonquimay,Huella,3,96.2
Región de La Araucanía,Lonquimay,Huingán,0,0
Región de La Araucanía,Lonquimay,Laurel,0,0
Región de La Araucanía,Lonquimay,Lenga,68,6635.92
Región de La Araucanía,Lonquimay,Leña Dura,0,0
Región de La Araucanía,Lonquimay,Lingue,0,0
Región de La Araucanía,Lonquimay,Lingue del Norte,0,0
Región de La Araucanía,Lonquimay,Litre,0,0
Región de La Araucanía,Lonquimay,Lleuque,0,0
Región de La Araucanía,Lonquimay,Luma,0,0
Región de La Araucanía,Lonquimay,Luma de Más Afuera,0,0
Región de La Araucanía,Lonquimay,Maitén,0,0
Región de La Araucanía,Lonquimay,Mañío de Hojas Cortas,0,0
Región de La Araucanía,Lonquimay,Mañío de Hojas Largas,0,0
Región de La Araucanía,Lonquimay,Mañío de Hojas Punzantes,0,0
Región de La Araucanía,Lonquimay,Mardoño,0,0
Región de La Araucanía,Lonquimay,Melí,0,0
Región de La Araucanía,Lonquimay,Molle,0,0
Región de La Araucanía,Lonquimay,Naranjillo,0,0
Región de La Araucanía,Lonquimay,Notro,0,0
Región de La Araucanía,Lonquimay,Ñirre,152,7015.546
Región de La Araucanía,Lonquimay,Olivillo,0,0
Región de La Araucanía,Lonquimay,Palma Chilena,0,0
Región de La Araucanía,Lonquimay,Patagua,0,0
Región de La Araucanía,Lonquimay,Pelu,0,0
Región de La Araucanía,Lonquimay,Peumo,0,0
Región de La Araucanía,Lonquimay,Picha-Picha,0,0
Región de La Araucanía,Lonquimay,Pimiento,0,0
Región de La Araucanía,Lonquimay,Pitra,0,0
Región de La Araucanía,Lonquimay,Polizón,0,0
Región de La Araucanía,Lonquimay,Queñoa,0,0
Región de La Araucanía,Lonquimay,Queñoa de Altura,0,0
Región de La Araucanía,Lonquimay,Queule,0,0
Región de La Araucanía,Lonquimay,Quillay,0,0
Región de La Araucanía,Lonquimay,Radal,2,106
Región de La Araucanía,Lonquimay,Rarán,0,0
Región de La Araucanía,Lonquimay,Raulí,13,1011.2
Región de La Araucanía,Lonquimay,Roble,291,30754.255
Región de La Araucanía,Lonquimay,Roble Blanco,1,4
Región de La Araucanía,Lonquimay,Ruil,0,0
Región de La Araucanía,Lonquimay,Sándalo,0,0
Región de La Araucanía,Lonquimay,Sauce Amargo,0,0
Región de La Araucanía,Lonquimay,Sauco,0,0
Región de La Araucanía,Lonquimay,Tamarugo,0,0
Región de La Araucanía,Lonquimay,Tara,0,0
Región de La Araucanía,Lonquimay,Tayu,0,0
Región de La Araucanía,Lonquimay,Tepa,0,0
Región de La Araucanía,Lonquimay,Tiaca,0,0
Región de La Araucanía,Lonquimay,Tineo,0,0
Región de La Araucanía,Lonquimay,Trevo,0,0
Región de La Araucanía,Lonquimay,Ulmo,0,0
Región de La Araucanía,Los Sauces,Total,198,4985.127169797026
Región de La Araucanía,Los Sauces,Sin clasificar,1,1435.68000043039
Región de La Araucanía,Los Sauces,Alerce,4,39
Región de La Araucanía,Los Sauces,Algarrobo,0,0
Región de La Araucanía,Los Sauces,Algarrobo del Norte,0,0
Región de La Araucanía,Los Sauces,Araucaria,0,0
Región de La Araucanía,Los Sauces,Arrayán,3,21.2
Región de La Araucanía,Los Sauces,Avellanillo,0,0
Región de La Araucanía,Los Sauces,Avellano,2,2
Región de La Araucanía,Los Sauces,Belloto del Norte,0,0
Región de La Araucanía,Los Sauces,Belloto del Sur,0,0
Región de La Araucanía,Los Sauces,Boldo,8,35.8
Región de La Araucanía,Los Sauces,Canelo,2,3
Región de La Araucanía,Los Sauces,Carbonillo o Carbón,0,0
Región de La Araucanía,Los Sauces,Chañar,0,0
Región de La Araucanía,Los Sauces,Ciprés de La Cordillera,0,0
Región de La Araucanía,Los Sauces,Ciprés de Las Guaitecas,0,0
Región de La Araucanía,Los Sauces,Coigüe,2,26
Región de La Araucanía,Los Sauces,Coigüe de Chiloé,0,0
Región de La Araucanía,Los Sauces,Coigüe de Magallanes,0,0
Región de La Araucanía,Los Sauces,Culén,0,0
Región de La Araucanía,Los Sauces,Espino,0,0
Región de La Araucanía,Los Sauces,Fuinque,0,0
Región de La Araucanía,Los Sauces,Huala,0,0
Región de La Araucanía,Los Sauces,Hualo,0,0
Región de La Araucanía,Los Sauces,Huayún,0,0
Región de La Araucanía,Los Sauces,Huella,4,11.5
Región de La Araucanía,Los Sauces,Huingán,0,0
Región de La Araucanía,Los Sauces,Laurel,0,0
Región de La Araucanía,Los Sauces,Lenga,0,0
Región de La Araucanía,Los Sauces,Leña Dura,0,0
Región de La Araucanía,Los Sauces,Lingue,4,123.28
Región de La Araucanía,Los Sauces,Lingue del Norte,0,0
Región de La Araucanía,Los Sauces,Litre,1,1
Región de La Araucanía,Los Sauces,Lleuque,0,0
Región de La Araucanía,Los Sauces,Luma,0,0
Región de La Araucanía,Los Sauces,Luma de Más Afuera,0,0
Región de La Araucanía,Los Sauces,Maitén,0,0
Región de La Araucanía,Los Sauces,Mañío de Hojas Cortas,0,0
Región de La Araucanía,Los Sauces,Mañío de Hojas Largas,0,0
Región de La Araucanía,Los Sauces,Mañío de Hojas Punzantes,0,0
Región de La Araucanía,Los Sauces,Mardoño,0,0
Región de La Araucanía,Los Sauces,Melí,0,0
Región de La Araucanía,Los Sauces,Molle,0,0
Región de La Araucanía,Los Sauces,Naranjillo,0,0
Región de La Araucanía,Los Sauces,Notro,0,0
Región de La Araucanía,Los Sauces,Ñirre,0,0
Región de La Araucanía,Los Sauces,Olivillo,0,0
Región de La Araucanía,Los Sauces,Palma Chilena,0,0
Región de La Araucanía,Los Sauces,Patagua,0,0
Región de La Araucanía,Los Sauces,Pelu,0,0
Región de La Araucanía,Los Sauces,Peumo,7,76.99
Región de La Araucanía,Los Sauces,Picha-Picha,0,0
Región de La Araucanía,Los Sauces,Pimiento,0,0
Región de La Araucanía,Los Sauces,Pitra,1,1
Región de La Araucanía,Los Sauces,Polizón,0,0
Región de La Araucanía,Los Sauces,Queñoa,0,0
Región de La Araucanía,Los Sauces,Queñoa de Altura,0,0
Región de La Araucanía,Los Sauces,Queule,0,0
Región de La Araucanía,Los Sauces,Quillay,1,2
Región de La Araucanía,Los Sauces,Radal,0,0
Región de La Araucanía,Los Sauces,Rarán,0,0
Región de La Araucanía,Los Sauces,Raulí,25,275.86311177178
Región de La Araucanía,Los Sauces,Roble,134,2830.814057594856
Región de La Araucanía,Los Sauces,Roble Blanco,0,0
Región de La Araucanía,Los Sauces,Ruil,1,100
Región de La Araucanía,Los Sauces,Sándalo,0,0
Región de La Araucanía,Los Sauces,Sauce Amargo,0,0
Región de La Araucanía,Los Sauces,Sauco,0,0
Región de La Araucanía,Los Sauces,Tamarugo,0,0
Región de La Araucanía,Los Sauces,Tara,0,0
Región de La Araucanía,Los Sauces,Tayu,0,0
Región de La Araucanía,Los Sauces,Tepa,0,0
Región de La Araucanía,Los Sauces,Tiaca,0,0
Región de La Araucanía,Los Sauces,Tineo,0,0
Región de La Araucanía,Los Sauces,Trevo,0,0
Región de La Araucanía,Los Sauces,Ulmo,0,0
Región de La Araucanía,Lumaco,Total,235,7362.467402073442
Región de La Araucanía,Lumaco,Sin clasificar,2,765.70999877892
Región de La Araucanía,Lumaco,Alerce,5,21
Región de La Araucanía,Lumaco,Algarrobo,0,0
Región de La Araucanía,Lumaco,Algarrobo del Norte,0,0
Región de La Araucanía,Lumaco,Araucaria,0,0
Región de La Araucanía,Lumaco,Arrayán,2,5.5
Región de La Araucanía,Lumaco,Avellanillo,0,0
Región de La Araucanía,Lumaco,Avellano,6,45
Región de La Araucanía,Lumaco,Belloto del Norte,0,0
Región de La Araucanía,Lumaco,Belloto del Sur,0,0
Región de La Araucanía,Lumaco,Boldo,8,18.5
Región de La Araucanía,Lumaco,Canelo,3,3.432801144975
Región de La Araucanía,Lumaco,Carbonillo o Carbón,0,0
Región de La Araucanía,Lumaco,Chañar,0,0
Región de La Araucanía,Lumaco,Ciprés de La Cordillera,0,0
Región de La Araucanía,Lumaco,Ciprés de Las Guaitecas,0,0
Región de La Araucanía,Lumaco,Coigüe,5,175.5
Región de La Araucanía,Lumaco,Coigüe de Chiloé,1,199.1
Región de La Araucanía,Lumaco,Coigüe de Magallanes,0,0
Región de La Araucanía,Lumaco,Culén,0,0
Región de La Araucanía,Lumaco,Espino,0,0
Región de La Araucanía,Lumaco,Fuinque,0,0
Región de La Araucanía,Lumaco,Huala,0,0
Región de La Araucanía,Lumaco,Hualo,0,0
Región de La Araucanía,Lumaco,Huayún,0,0
Región de La Araucanía,Lumaco,Huella,3,8.5
Región de La Araucanía,Lumaco,Huingán,0,0
Región de La Araucanía,Lumaco,Laurel,1,6
Región de La Araucanía,Lumaco,Lenga,0,0
Región de La Araucanía,Lumaco,Leña Dura,0,0
Región de La Araucanía,Lumaco,Lingue,1,19
Región de La Araucanía,Lumaco,Lingue del Norte,0,0
Región de La Araucanía,Lumaco,Litre,2,7
Región de La Araucanía,Lumaco,Lleuque,0,0
Región de La Araucanía,Lumaco,Luma,0,0
Región de La Araucanía,Lumaco,Luma de Más Afuera,0,0
Región de La Araucanía,Lumaco,Maitén,1,0.5
Región de La Araucanía,Lumaco,Mañío de Hojas Cortas,0,0
Región de La Araucanía,Lumaco,Mañío de Hojas Largas,0,0
Región de La Araucanía,Lumaco,Mañío de Hojas Punzantes,0,0
Región de La Araucanía,Lumaco,Mardoño,0,0
Región de La Araucanía,Lumaco,Melí,0,0
Región de La Araucanía,Lumaco,Molle,0,0
Región de La Araucanía,Lumaco,Naranjillo,0,0
Región de La Araucanía,Lumaco,Notro,0,0
Región de La Araucanía,Lumaco,Ñirre,0,0
Región de La Araucanía,Lumaco,Olivillo,0,0
Región de La Araucanía,Lumaco,Palma Chilena,0,0
Región de La Araucanía,Lumaco,Patagua,0,0
Región de La Araucanía,Lumaco,Pelu,0,0
Región de La Araucanía,Lumaco,Peumo,9,80.5
Región de La Araucanía,Lumaco,Picha-Picha,0,0
Región de La Araucanía,Lumaco,Pimiento,0,0
Región de La Araucanía,Lumaco,Pitra,1,250
Región de La Araucanía,Lumaco,Polizón,0,0
Región de La Araucanía,Lumaco,Queñoa,0,0
Región de La Araucanía,Lumaco,Queñoa de Altura,0,0
Región de La Araucanía,Lumaco,Queule,0,0
Región de La Araucanía,Lumaco,Quillay,2,4.5
Región de La Araucanía,Lumaco,Radal,0,0
Región de La Araucanía,Lumaco,Rarán,0,0
Región de La Araucanía,Lumaco,Raulí,5,120.84610366008
Región de La Araucanía,Lumaco,Roble,183,5631.378498489466
Región de La Araucanía,Lumaco,Roble Blanco,1,0.5
Región de La Araucanía,Lumaco,Ruil,0,0
Región de La Araucanía,Lumaco,Sándalo,0,0
Región de La Araucanía,Lumaco,Sauce Amargo,0,0
Región de La Araucanía,Lumaco,Sauco,0,0
Región de La Araucanía,Lumaco,Tamarugo,0,0
Región de La Araucanía,Lumaco,Tara,0,0
Región de La Araucanía,Lumaco,Tayu,0,0
Región de La Araucanía,Lumaco,Tepa,0,0
Región de La Araucanía,Lumaco,Tiaca,0,0
Región de La Araucanía,Lumaco,Tineo,0,0
Región de La Araucanía,Lumaco,Trevo,0,0
Región de La Araucanía,Lumaco,Ulmo,0,0
Región de La Araucanía,Purén,Total,264,5050.951177265484
Región de La Araucanía,Purén,Sin clasificar,3,532.240001005554
Región de La Araucanía,Purén,Alerce,0,0
Región de La Araucanía,Purén,Algarrobo,0,0
Región de La Araucanía,Purén,Algarrobo del Norte,0,0
Región de La Araucanía,Purén,Araucaria,0,0
Región de La Araucanía,Purén,Arrayán,1,70
Región de La Araucanía,Purén,Avellanillo,0,0
Región de La Araucanía,Purén,Avellano,5,67.618
Región de La Araucanía,Purén,Belloto del Norte,0,0
Región de La Araucanía,Purén,Belloto del Sur,1,2
Región de La Araucanía,Purén,Boldo,12,92.5
Región de La Araucanía,Purén,Canelo,2,1.1
Región de La Araucanía,Purén,Carbonillo o Carbón,0,0
Región de La Araucanía,Purén,Chañar,0,0
Región de La Araucanía,Purén,Ciprés de La Cordillera,0,0
Región de La Araucanía,Purén,Ciprés de Las Guaitecas,0,0
Región de La Araucanía,Purén,Coigüe,57,1328.758
Región de La Araucanía,Purén,Coigüe de Chiloé,0,0
Región de La Araucanía,Purén,Coigüe de Magallanes,1,6
Región de La Araucanía,Purén,Culén,0,0
Región de La Araucanía,Purén,Espino,0,0
Región de La Araucanía,Purén,Fuinque,0,0
Región de La Araucanía,Purén,Huala,0,0
Región de La Araucanía,Purén,Hualo,0,0
Región de La Araucanía,Purén,Huayún,0,0
Región de La Araucanía,Purén,Huella,1,15
Región de La Araucanía,Purén,Huingán,0,0
Región de La Araucanía,Purén,Laurel,0,0
Región de La Araucanía,Purén,Lenga,0,0
Región de La Araucanía,Purén,Leña Dura,0,0
Región de La Araucanía,Purén,Lingue,15,87.08
Región de La Araucanía,Purén,Lingue del Norte,0,0
Región de La Araucanía,Purén,Litre,3,26.98
Región de La Araucanía,Purén,Lleuque,0,0
Región de La Araucanía,Purén,Luma,0,0
Región de La Araucanía,Purén,Luma de Más Afuera,0,0
Región de La Araucanía,Purén,Maitén,0,0
Región de La Araucanía,Purén,Mañío de Hojas Cortas,0,0
Región de La Araucanía,Purén,Mañío de Hojas Largas,0,0
Región de La Araucanía,Purén,Mañío de Hojas Punzantes,0,0
Región de La Araucanía,Purén,Mardoño,0,0
Región de La Araucanía,Purén,Melí,0,0
Región de La Araucanía,Purén,Molle,0,0
Región de La Araucanía,Purén,Naranjillo,0,0
Región de La Araucanía,Purén,Notro,0,0
Región de La Araucanía,Purén,Ñirre,0,0
Región de La Araucanía,Purén,Olivillo,0,0
Región de La Araucanía,Purén,Palma Chilena,0,0
Región de La Araucanía,Purén,Patagua,0,0
Región de La Araucanía,Purén,Pelu,0,0
Región de La Araucanía,Purén,Peumo,1,4.07
Región de La Araucanía,Purén,Picha-Picha,0,0
Región de La Araucanía,Purén,Pimiento,0,0
Región de La Araucanía,Purén,Pitra,0,0
Región de La Araucanía,Purén,Polizón,0,0
Región de La Araucanía,Purén,Queñoa,0,0
Región de La Araucanía,Purén,Queñoa de Altura,0,0
Región de La Araucanía,Purén,Queule,0,0
Región de La Araucanía,Purén,Quillay,1,0.25
Región de La Araucanía,Purén,Radal,0,0
Región de La Araucanía,Purén,Rarán,0,0
Región de La Araucanía,Purén,Raulí,22,433.27122057866
Región de La Araucanía,Purén,Roble,120,2036.48795568127
Región de La Araucanía,Purén,Roble Blanco,22,320.25
Región de La Araucanía,Purén,Ruil,1,16.346
Región de La Araucanía,Purén,Sándalo,0,0
Región de La Araucanía,Purén,Sauce Amargo,0,0
Región de La Araucanía,Purén,Sauco,0,0
Región de La Araucanía,Purén,Tamarugo,0,0
Región de La Araucanía,Purén,Tara,0,0
Región de La Araucanía,Purén,Tayu,0,0
Región de La Araucanía,Purén,Tepa,0,0
Región de La Araucanía,Purén,Tiaca,0,0
Región de La Araucanía,Purén,Tineo,0,0
Región de La Araucanía,Purén,Trevo,0,0
Región de La Araucanía,Purén,Ulmo,2,11
Región de La Araucanía,Renaico,Total,12,640.08534756067
Región de La Araucanía,Renaico,Sin clasificar,1,3.00000017305
Región de La Araucanía,Renaico,Alerce,0,0
Región de La Araucanía,Renaico,Algarrobo,0,0
Región de La Araucanía,Renaico,Algarrobo del Norte,0,0
Región de La Araucanía,Renaico,Araucaria,0,0
Región de La Araucanía,Renaico,Arrayán,0,0
Región de La Araucanía,Renaico,Avellanillo,0,0
Región de La Araucanía,Renaico,Avellano,0,0
Región de La Araucanía,Renaico,Belloto del Norte,0,0
Región de La Araucanía,Renaico,Belloto del Sur,0,0
Región de La Araucanía,Renaico,Boldo,1,22
Región de La Araucanía,Renaico,Canelo,0,0
Región de La Araucanía,Renaico,Carbonillo o Carbón,0,0
Región de La Araucanía,Renaico,Chañar,0,0
Región de La Araucanía,Renaico,Ciprés de La Cordillera,0,0
Región de La Araucanía,Renaico,Ciprés de Las Guaitecas,0,0
Región de La Araucanía,Renaico,Coigüe,0,0
Región de La Araucanía,Renaico,Coigüe de Chiloé,0,0
Región de La Araucanía,Renaico,Coigüe de Magallanes,0,0
Región de La Araucanía,Renaico,Culén,0,0
Región de La Araucanía,Renaico,Espino,0,0
Región de La Araucanía,Renaico,Fuinque,0,0
Región de La Araucanía,Renaico,Huala,0,0
Región de La Araucanía,Renaico,Hualo,0,0
Región de La Araucanía,Renaico,Huayún,0,0
Región de La Araucanía,Renaico,Huella,0,0
Región de La Araucanía,Renaico,Huingán,0,0
Región de La Araucanía,Renaico,Laurel,0,0
Región de La Araucanía,Renaico,Lenga,0,0
Región de La Araucanía,Renaico,Leña Dura,0,0
Región de La Araucanía,Renaico,Lingue,0,0
Región de La Araucanía,Renaico,Lingue del Norte,0,0
Región de La Araucanía,Renaico,Litre,2,2.652
Región de La Araucanía,Renaico,Lleuque,0,0
Región de La Araucanía,Renaico,Luma,0,0
Región de La Araucanía,Renaico,Luma de Más Afuera,0,0
Región de La Araucanía,Renaico,Maitén,0,0
Región de La Araucanía,Renaico,Mañío de Hojas Cortas,0,0
Región de La Araucanía,Renaico,Mañío de Hojas Largas,0,0
Región de La Araucanía,Renaico,Mañío de Hojas Punzantes,0,0
Región de La Araucanía,Renaico,Mardoño,1,1
Región de La Araucanía,Renaico,Melí,0,0
Región de La Araucanía,Renaico,Molle,0,0
Región de La Araucanía,Renaico,Naranjillo,0,0
Región de La Araucanía,Renaico,Notro,0,0
Región de La Araucanía,Renaico,Ñirre,0,0
Región de La Araucanía,Renaico,Olivillo,0,0
Región de La Araucanía,Renaico,Palma Chilena,0,0
Región de La Araucanía,Renaico,Patagua,0,0
Región de La Araucanía,Renaico,Pelu,0,0
Región de La Araucanía,Renaico,Peumo,0,0
Región de La Araucanía,Renaico,Picha-Picha,0,0
Región de La Araucanía,Renaico,Pimiento,0,0
Región de La Araucanía,Renaico,Pitra,0,0
Región de La Araucanía,Renaico,Polizón,0,0
Región de La Araucanía,Renaico,Queñoa,0,0
Región de La Araucanía,Renaico,Queñoa de Altura,0,0
Región de La Araucanía,Renaico,Queule,0,0
Región de La Araucanía,Renaico,Quillay,0,0
Región de La Araucanía,Renaico,Radal,0,0
Región de La Araucanía,Renaico,Rarán,0,0
Región de La Araucanía,Renaico,Raulí,0,0
Región de La Araucanía,Renaico,Roble,8,611.43334738762
Región de La Araucanía,Renaico,Roble Blanco,0,0
