total_nacional_region,comuna_4_5,especie_6,total_numero_de_upa78,total_superficie_cultivo_ha
Región del Maule,Licantén,Otras Especies Exóticas,7,72.244693041374
Región del Maule,Licantén,Otras Coníferas,0,0
Región del Maule,Licantén,Otras Especies Nativas,0,0
Región del Maule,Licantén,Especie Nativa y Especie Exótica,0,0
Región del Maule,Molina,Total,57,15335.56890412983
Región del Maule,Molina,Sin clasificar,1,0.25
Región del Maule,Molina,Acacia,4,30.2
Región del Maule,Molina,Álamo,3,6.42077625576
Región del Maule,Molina,Aromo,5,43.25
Región del Maule,Molina,Atriplex sp,0,0
Región del Maule,Molina,Eucalipto Blanco (Eucalyptus Globulus),38,449.203510438926
Región del Maule,Molina,Eucalyptus Nitens,13,216.117450772549
Región del Maule,Molina,Pino Ponderosa (Pinus Ponderosa),0,0
Región del Maule,Molina,Pino Radiata o Insigne (Pinus Radiata),8,4587.261986695013
Región del Maule,Molina,Pino Oregón (Pseudotsuga Menziesii),0,0
Región del Maule,Molina,Coigüe,3,999.9999999999999
Región del Maule,Molina,Quillay,0,0
Región del Maule,Molina,Raulí,3,999.9999999999999
Región del Maule,Molina,Tamarugo,0,0
Región del Maule,Molina,Otras Especies Exóticas,1,2.865179967585
Región del Maule,Molina,Otras Coníferas,0,0
Región del Maule,Molina,Otras Especies Nativas,1,8000
Región del Maule,Molina,Especie Nativa y Especie Exótica,0,0
Región del Maule,Rauco,Total,12,307.00513151592
Región del Maule,Rauco,Sin clasificar,0,0
Región del Maule,Rauco,Acacia,0,0
Región del Maule,Rauco,Álamo,0,0
Región del Maule,Rauco,Aromo,0,0
Región del Maule,Rauco,Atriplex sp,0,0
Región del Maule,Rauco,Eucalipto Blanco (Eucalyptus Globulus),9,11.60513151592
Región del Maule,Rauco,Eucalyptus Nitens,0,0
Región del Maule,Rauco,Pino Ponderosa (Pinus Ponderosa),0,0
Región del Maule,Rauco,Pino Radiata o Insigne (Pinus Radiata),3,294.9
Región del Maule,Rauco,Pino Oregón (Pseudotsuga Menziesii),0,0
Región del Maule,Rauco,Coigüe,0,0
Región del Maule,Rauco,Quillay,0,0
Región del Maule,Rauco,Raulí,0,0
Región del Maule,Rauco,Tamarugo,0,0
Región del Maule,Rauco,Otras Especies Exóticas,1,0.5
Región del Maule,Rauco,Otras Coníferas,0,0
Región del Maule,Rauco,Otras Especies Nativas,0,0
Región del Maule,Rauco,Especie Nativa y Especie Exótica,0,0
Región del Maule,Romeral,Total,30,2059.979994993521
Región del Maule,Romeral,Sin clasificar,1,0.25
Región del Maule,Romeral,Acacia,0,0
Región del Maule,Romeral,Álamo,0,0
Región del Maule,Romeral,Aromo,0,0
Región del Maule,Romeral,Atriplex sp,0,0
Región del Maule,Romeral,Eucalipto Blanco (Eucalyptus Globulus),26,302.20422736545
Región del Maule,Romeral,Eucalyptus Nitens,3,3.345774944832
Región del Maule,Romeral,Pino Ponderosa (Pinus Ponderosa),0,0
Región del Maule,Romeral,Pino Radiata o Insigne (Pinus Radiata),3,1754.179992683239
Región del Maule,Romeral,Pino Oregón (Pseudotsuga Menziesii),0,0
Región del Maule,Romeral,Coigüe,0,0
Región del Maule,Romeral,Quillay,0,0
Región del Maule,Romeral,Raulí,0,0
Región del Maule,Romeral,Tamarugo,0,0
Región del Maule,Romeral,Otras Especies Exóticas,0,0
Región del Maule,Romeral,Otras Coníferas,0,0
Región del Maule,Romeral,Otras Especies Nativas,0,0
Región del Maule,Romeral,Especie Nativa y Especie Exótica,0,0
Región del Maule,Sagrada Familia,Total,18,4713.809939562156
Región del Maule,Sagrada Familia,Sin clasificar,1,39.7
Región del Maule,Sagrada Familia,Acacia,0,0
Región del Maule,Sagrada Familia,Álamo,0,0
Región del Maule,Sagrada Familia,Aromo,1,0.278013574668
Región del Maule,Sagrada Familia,Atriplex sp,0,0
Región del Maule,Sagrada Familia,Eucalipto Blanco (Eucalyptus Globulus),9,113.894591397576
Región del Maule,Sagrada Familia,Eucalyptus Nitens,1,1.80246579949
Región del Maule,Sagrada Familia,Pino Ponderosa (Pinus Ponderosa),4,2065
Región del Maule,Sagrada Familia,Pino Radiata o Insigne (Pinus Radiata),7,2490.585630549397
Región del Maule,Sagrada Familia,Pino Oregón (Pseudotsuga Menziesii),1,2
Región del Maule,Sagrada Familia,Coigüe,0,0
Región del Maule,Sagrada Familia,Quillay,0,0
Región del Maule,Sagrada Familia,Raulí,0,0
Región del Maule,Sagrada Familia,Tamarugo,0,0
Región del Maule,Sagrada Familia,Otras Especies Exóticas,1,0.549238241025
Región del Maule,Sagrada Familia,Otras Coníferas,0,0
Región del Maule,Sagrada Familia,Otras Especies Nativas,0,0
Región del Maule,Sagrada Familia,Especie Nativa y Especie Exótica,0,0
Región del Maule,Teno,Total,39,201.34211246026
Región del Maule,Teno,Sin clasificar,1,0.25
Región del Maule,Teno,Acacia,1,0.25
Región del Maule,Teno,Álamo,0,0
Región del Maule,Teno,Aromo,0,0
Región del Maule,Teno,Atriplex sp,0,0
Región del Maule,Teno,Eucalipto Blanco (Eucalyptus Globulus),34,48.80211575065
Región del Maule,Teno,Eucalyptus Nitens,0,0
Región del Maule,Teno,Pino Ponderosa (Pinus Ponderosa),0,0
Región del Maule,Teno,Pino Radiata o Insigne (Pinus Radiata),4,152.03999670961
Región del Maule,Teno,Pino Oregón (Pseudotsuga Menziesii),0,0
Región del Maule,Teno,Coigüe,0,0
Región del Maule,Teno,Quillay,0,0
Región del Maule,Teno,Raulí,0,0
Región del Maule,Teno,Tamarugo,0,0
Región del Maule,Teno,Otras Especies Exóticas,0,0
Región del Maule,Teno,Otras Coníferas,0,0
Región del Maule,Teno,Otras Especies Nativas,0,0
Región del Maule,Teno,Especie Nativa y Especie Exótica,0,0
Región del Maule,Vichuquén,Total,85,10720.15335475277
Región del Maule,Vichuquén,Sin clasificar,1,2.003
Región del Maule,Vichuquén,Acacia,0,0
Región del Maule,Vichuquén,Álamo,1,0.91666666674
Región del Maule,Vichuquén,Aromo,4,31
Región del Maule,Vichuquén,Atriplex sp,0,0
Región del Maule,Vichuquén,Eucalipto Blanco (Eucalyptus Globulus),62,906.8293110335
Región del Maule,Vichuquén,Eucalyptus Nitens,3,39.724464950088
Región del Maule,Vichuquén,Pino Ponderosa (Pinus Ponderosa),0,0
Región del Maule,Vichuquén,Pino Radiata o Insigne (Pinus Radiata),57,9686.67991210244
Región del Maule,Vichuquén,Pino Oregón (Pseudotsuga Menziesii),0,0
Región del Maule,Vichuquén,Coigüe,0,0
Región del Maule,Vichuquén,Quillay,0,0
Región del Maule,Vichuquén,Raulí,0,0
Región del Maule,Vichuquén,Tamarugo,0,0
Región del Maule,Vichuquén,Otras Especies Exóticas,0,0
Región del Maule,Vichuquén,Otras Coníferas,0,0
Región del Maule,Vichuquén,Otras Especies Nativas,2,53
Región del Maule,Vichuquén,Especie Nativa y Especie Exótica,0,0
Región del Maule,Linares,Total,87,3253.082610953021
Región del Maule,Linares,Sin clasificar,5,10.5
Región del Maule,Linares,Acacia,2,7.2
Región del Maule,Linares,Álamo,1,0.5
Región del Maule,Linares,Aromo,19,30.96
Región del Maule,Linares,Atriplex sp,0,0
Región del Maule,Linares,Eucalipto Blanco (Eucalyptus Globulus),44,201.86295804796
Región del Maule,Linares,Eucalyptus Nitens,3,6.059042363352
Región del Maule,Linares,Pino Ponderosa (Pinus Ponderosa),0,0
Región del Maule,Linares,Pino Radiata o Insigne (Pinus Radiata),15,2874.690610541709
Región del Maule,Linares,Pino Oregón (Pseudotsuga Menziesii),0,0
Región del Maule,Linares,Coigüe,0,0
Región del Maule,Linares,Quillay,0,0
Región del Maule,Linares,Raulí,0,0
Región del Maule,Linares,Tamarugo,0,0
Región del Maule,Linares,Otras Especies Exóticas,2,15.8
Región del Maule,Linares,Otras Coníferas,0,0
Región del Maule,Linares,Otras Especies Nativas,9,84.9
Región del Maule,Linares,Especie Nativa y Especie Exótica,3,20.61
Región del Maule,Colbún,Total,40,5587.013285479843
Región del Maule,Colbún,Sin clasificar,0,0
Región del Maule,Colbún,Acacia,0,0
Región del Maule,Colbún,Álamo,0,0
Región del Maule,Colbún,Aromo,4,37
Región del Maule,Colbún,Atriplex sp,0,0
Región del Maule,Colbún,Eucalipto Blanco (Eucalyptus Globulus),23,580.121791236933
Región del Maule,Colbún,Eucalyptus Nitens,3,83.78280917669399
Región del Maule,Colbún,Pino Ponderosa (Pinus Ponderosa),3,200.5
Región del Maule,Colbún,Pino Radiata o Insigne (Pinus Radiata),12,3013.794391691187
Región del Maule,Colbún,Pino Oregón (Pseudotsuga Menziesii),1,1
Región del Maule,Colbún,Coigüe,0,0
Región del Maule,Colbún,Quillay,0,0
Región del Maule,Colbún,Raulí,0,0
Región del Maule,Colbún,Tamarugo,0,0
Región del Maule,Colbún,Otras Especies Exóticas,5,1670.814293375029
Región del Maule,Colbún,Otras Coníferas,0,0
Región del Maule,Colbún,Otras Especies Nativas,0,0
Región del Maule,Colbún,Especie Nativa y Especie Exótica,0,0
Región del Maule,Longaví,Total,53,15199.30532678585
Región del Maule,Longaví,Sin clasificar,0,0
Región del Maule,Longaví,Acacia,2,0.35
Región del Maule,Longaví,Álamo,1,28
Región del Maule,Longaví,Aromo,2,0.7875097940740001
Región del Maule,Longaví,Atriplex sp,0,0
Región del Maule,Longaví,Eucalipto Blanco (Eucalyptus Globulus),35,541.046194989107
Región del Maule,Longaví,Eucalyptus Nitens,1,47.55139646268199
Región del Maule,Longaví,Pino Ponderosa (Pinus Ponderosa),0,0
Región del Maule,Longaví,Pino Radiata o Insigne (Pinus Radiata),21,14539.88170969903
Región del Maule,Longaví,Pino Oregón (Pseudotsuga Menziesii),1,20
Región del Maule,Longaví,Coigüe,0,0
Región del Maule,Longaví,Quillay,1,13
Región del Maule,Longaví,Raulí,0,0
Región del Maule,Longaví,Tamarugo,0,0
Región del Maule,Longaví,Otras Especies Exóticas,1,0.6784741873350001
Región del Maule,Longaví,Otras Coníferas,1,0.335493677482
Región del Maule,Longaví,Otras Especies Nativas,2,7.67454797614
Región del Maule,Longaví,Especie Nativa y Especie Exótica,0,0
Región del Maule,Parral,Total,101,18699.10510988348
Región del Maule,Parral,Sin clasificar,2,2.8
Región del Maule,Parral,Acacia,3,0.9
Región del Maule,Parral,Álamo,1,10
Región del Maule,Parral,Aromo,7,50.498570882195
Región del Maule,Parral,Atriplex sp,0,0
Región del Maule,Parral,Eucalipto Blanco (Eucalyptus Globulus),53,766.8245992135639
Región del Maule,Parral,Eucalyptus Nitens,2,38.596579055182
Región del Maule,Parral,Pino Ponderosa (Pinus Ponderosa),2,9
Región del Maule,Parral,Pino Radiata o Insigne (Pinus Radiata),40,17787.9294161746
Región del Maule,Parral,Pino Oregón (Pseudotsuga Menziesii),0,0
Región del Maule,Parral,Coigüe,0,0
Región del Maule,Parral,Quillay,0,0
Región del Maule,Parral,Raulí,0,0
Región del Maule,Parral,Tamarugo,0,0
Región del Maule,Parral,Otras Especies Exóticas,2,20.216655705395
Región del Maule,Parral,Otras Coníferas,1,0.39187189274
Región del Maule,Parral,Otras Especies Nativas,2,10.8474169598
Región del Maule,Parral,Especie Nativa y Especie Exótica,2,1.1
Región del Maule,Retiro,Total,57,7175.535667453019
Región del Maule,Retiro,Sin clasificar,0,0
Región del Maule,Retiro,Acacia,0,0
Región del Maule,Retiro,Álamo,3,2969.62
Región del Maule,Retiro,Aromo,2,0.209259719262
Región del Maule,Retiro,Atriplex sp,0,0
Región del Maule,Retiro,Eucalipto Blanco (Eucalyptus Globulus),44,2248.608626030362
Región del Maule,Retiro,Eucalyptus Nitens,7,70.442456719484
Región del Maule,Retiro,Pino Ponderosa (Pinus Ponderosa),0,0
Región del Maule,Retiro,Pino Radiata o Insigne (Pinus Radiata),12,1877.755324986435
Región del Maule,Retiro,Pino Oregón (Pseudotsuga Menziesii),0,0
Región del Maule,Retiro,Coigüe,0,0
Región del Maule,Retiro,Quillay,2,0.4
Región del Maule,Retiro,Raulí,0,0
Región del Maule,Retiro,Tamarugo,0,0
Región del Maule,Retiro,Otras Especies Exóticas,3,8.499999997475001
Región del Maule,Retiro,Otras Coníferas,0,0
Región del Maule,Retiro,Otras Especies Nativas,0,0
Región del Maule,Retiro,Especie Nativa y Especie Exótica,0,0
Región del Maule,San Javier,Total,145,22108.22929628603
Región del Maule,San Javier,Sin clasificar,0,0
Región del Maule,San Javier,Acacia,3,12.04
Región del Maule,San Javier,Álamo,8,20.58
Región del Maule,San Javier,Aromo,6,21.428400352082
Región del Maule,San Javier,Atriplex sp,0,0
Región del Maule,San Javier,Eucalipto Blanco (Eucalyptus Globulus),47,834.580011787197
Región del Maule,San Javier,Eucalyptus Nitens,3,128.464225969028
Región del Maule,San Javier,Pino Ponderosa (Pinus Ponderosa),6,73.9
Región del Maule,San Javier,Pino Radiata o Insigne (Pinus Radiata),87,20813.9626540562
Región del Maule,San Javier,Pino Oregón (Pseudotsuga Menziesii),8,72.8
Región del Maule,San Javier,Coigüe,0,0
Región del Maule,San Javier,Quillay,0,0
Región del Maule,San Javier,Raulí,0,0
Región del Maule,San Javier,Tamarugo,0,0
Región del Maule,San Javier,Otras Especies Exóticas,2,29.274004121525
Región del Maule,San Javier,Otras Coníferas,0,0
Región del Maule,San Javier,Otras Especies Nativas,3,101.2
Región del Maule,San Javier,Especie Nativa y Especie Exótica,0,0
Región del Maule,Villa Alegre,Total,32,125.361768995456
Región del Maule,Villa Alegre,Sin clasificar,4,8.012454227806
Región del Maule,Villa Alegre,Acacia,1,0.25
Región del Maule,Villa Alegre,Álamo,0,0
Región del Maule,Villa Alegre,Aromo,5,35.105
Región del Maule,Villa Alegre,Atriplex sp,0,0
Región del Maule,Villa Alegre,Eucalipto Blanco (Eucalyptus Globulus),21,52.58273195885
Región del Maule,Villa Alegre,Eucalyptus Nitens,0,0
Región del Maule,Villa Alegre,Pino Ponderosa (Pinus Ponderosa),0,0
Región del Maule,Villa Alegre,Pino Radiata o Insigne (Pinus Radiata),1,0.7865828088
Región del Maule,Villa Alegre,Pino Oregón (Pseudotsuga Menziesii),0,0
Región del Maule,Villa Alegre,Coigüe,0,0
Región del Maule,Villa Alegre,Quillay,1,0.025
Región del Maule,Villa Alegre,Raulí,0,0
Región del Maule,Villa Alegre,Tamarugo,0,0
Región del Maule,Villa Alegre,Otras Especies Exóticas,1,28
Región del Maule,Villa Alegre,Otras Coníferas,0,0
Región del Maule,Villa Alegre,Otras Especies Nativas,1,0.1
Región del Maule,Villa Alegre,Especie Nativa y Especie Exótica,1,0.5
Región del Maule,Yerbas Buenas,Total,27,468.119949778302
Región del Maule,Yerbas Buenas,Sin clasificar,1,11
Región del Maule,Yerbas Buenas,Acacia,0,0
Región del Maule,Yerbas Buenas,Álamo,0,0
Región del Maule,Yerbas Buenas,Aromo,1,0.5
Región del Maule,Yerbas Buenas,Atriplex sp,0,0
Región del Maule,Yerbas Buenas,Eucalipto Blanco (Eucalyptus Globulus),22,83.171062567116
Región del Maule,Yerbas Buenas,Eucalyptus Nitens,3,44.764577569225
Región del Maule,Yerbas Buenas,Pino Ponderosa (Pinus Ponderosa),0,0
Región del Maule,Yerbas Buenas,Pino Radiata o Insigne (Pinus Radiata),1,310.692813787915
Región del Maule,Yerbas Buenas,Pino Oregón (Pseudotsuga Menziesii),0,0
Región del Maule,Yerbas Buenas,Coigüe,0,0
Región del Maule,Yerbas Buenas,Quillay,0,0
Región del Maule,Yerbas Buenas,Raulí,0,0
Región del Maule,Yerbas Buenas,Tamarugo,0,0
Región del Maule,Yerbas Buenas,Otras Especies Exóticas,2,17.891495854046
Región del Maule,Yerbas Buenas,Otras Coníferas,0,0
Región del Maule,Yerbas Buenas,Otras Especies Nativas,1,0.1
Región del Maule,Yerbas Buenas,Especie Nativa y Especie Exótica,0,0
Región de Ñuble,Total Región,Total,2171,230493.8510048282
Región de Ñuble,Total Región,Sin clasificar,42,233.5660000005
Región de Ñuble,Total Región,Acacia,23,15.411
Región de Ñuble,Total Región,Álamo,30,160.450000002507
Región de Ñuble,Total Región,Aromo,140,475.21799999881
Región de Ñuble,Total Región,Atriplex sp,0,0
Región de Ñuble,Total Región,Eucalipto Blanco (Eucalyptus Globulus),952,37886.20899840965
Región de Ñuble,Total Región,Eucalyptus Nitens,213,15903.7399990053
Región de Ñuble,Total Región,Pino Ponderosa (Pinus Ponderosa),71,816.15
Región de Ñuble,Total Región,Pino Radiata o Insigne (Pinus Radiata),1081,172369.9800074326
Región de Ñuble,Total Región,Pino Oregón (Pseudotsuga Menziesii),13,35.3
Región de Ñuble,Total Región,Coigüe,0,0
Región de Ñuble,Total Región,Quillay,11,23.18
Región de Ñuble,Total Región,Raulí,0,0
Región de Ñuble,Total Región,Tamarugo,0,0
Región de Ñuble,Total Región,Otras Especies Exóticas,135,2305.204999982512
Región de Ñuble,Total Región,Otras Coníferas,10,82.65999999872099
Región de Ñuble,Total Región,Otras Especies Nativas,20,161.611999997647
Región de Ñuble,Total Región,Especie Nativa y Especie Exótica,23,25.17
Región de Ñuble,Chillán,Total,107,6121.038222497797
Región de Ñuble,Chillán,Sin clasificar,4,14.6009611216
Región de Ñuble,Chillán,Acacia,1,0.03
Región de Ñuble,Chillán,Álamo,5,3.678548810632
Región de Ñuble,Chillán,Aromo,16,27.51984648344
Región de Ñuble,Chillán,Atriplex sp,0,0
Región de Ñuble,Chillán,Eucalipto Blanco (Eucalyptus Globulus),55,1419.216513908324
Región de Ñuble,Chillán,Eucalyptus Nitens,6,448.493890686484
Región de Ñuble,Chillán,Pino Ponderosa (Pinus Ponderosa),3,40
Región de Ñuble,Chillán,Pino Radiata o Insigne (Pinus Radiata),34,4135.288315186716
Región de Ñuble,Chillán,Pino Oregón (Pseudotsuga Menziesii),1,1
Región de Ñuble,Chillán,Coigüe,0,0
Región de Ñuble,Chillán,Quillay,2,2
Región de Ñuble,Chillán,Raulí,0,0
Región de Ñuble,Chillán,Tamarugo,0,0
Región de Ñuble,Chillán,Otras Especies Exóticas,6,19.522278714168
Región de Ñuble,Chillán,Otras Coníferas,1,0.171801388504
Región de Ñuble,Chillán,Otras Especies Nativas,3,1.016066197928
Región de Ñuble,Chillán,Especie Nativa y Especie Exótica,2,8.5
Región de Ñuble,Bulnes,Total,64,4384.202839922251
Región de Ñuble,Bulnes,Sin clasificar,2,7.0548758455
Región de Ñuble,Bulnes,Acacia,0,0
Región de Ñuble,Bulnes,Álamo,1,0.257018883132
Región de Ñuble,Bulnes,Aromo,2,1.31959505844
Región de Ñuble,Bulnes,Atriplex sp,0,0
Región de Ñuble,Bulnes,Eucalipto Blanco (Eucalyptus Globulus),44,2265.956193111654
Región de Ñuble,Bulnes,Eucalyptus Nitens,11,256.247276766822
Región de Ñuble,Bulnes,Pino Ponderosa (Pinus Ponderosa),0,0
Región de Ñuble,Bulnes,Pino Radiata o Insigne (Pinus Radiata),19,1838.327998116739
Región de Ñuble,Bulnes,Pino Oregón (Pseudotsuga Menziesii),0,0
Región de Ñuble,Bulnes,Coigüe,0,0
Región de Ñuble,Bulnes,Quillay,0,0
Región de Ñuble,Bulnes,Raulí,0,0
Región de Ñuble,Bulnes,Tamarugo,0,0
Región de Ñuble,Bulnes,Otras Especies Exóticas,2,14.064445793532
Región de Ñuble,Bulnes,Otras Coníferas,1,0.343497546004
Región de Ñuble,Bulnes,Otras Especies Nativas,1,0.6319388004280001
Región de Ñuble,Bulnes,Especie Nativa y Especie Exótica,0,0
Región de Ñuble,Chillán Viejo,Total,45,7699.140437916018
Región de Ñuble,Chillán Viejo,Sin clasificar,1,0.1787652475
Región de Ñuble,Chillán Viejo,Acacia,0,0
Región de Ñuble,Chillán Viejo,Álamo,3,1.051716695338
Región de Ñuble,Chillán Viejo,Aromo,3,15.56430811646
Región de Ñuble,Chillán Viejo,Atriplex sp,0,0
Región de Ñuble,Chillán Viejo,Eucalipto Blanco (Eucalyptus Globulus),27,2935.445116461626
Región de Ñuble,Chillán Viejo,Eucalyptus Nitens,4,147.129767902972
Región de Ñuble,Chillán Viejo,Pino Ponderosa (Pinus Ponderosa),0,0
Región de Ñuble,Chillán Viejo,Pino Radiata o Insigne (Pinus Radiata),16,4557.491155760417
Región de Ñuble,Chillán Viejo,Pino Oregón (Pseudotsuga Menziesii),0,0
Región de Ñuble,Chillán Viejo,Coigüe,0,0
Región de Ñuble,Chillán Viejo,Quillay,1,0.5
Región de Ñuble,Chillán Viejo,Raulí,0,0
Región de Ñuble,Chillán Viejo,Tamarugo,0,0
Región de Ñuble,Chillán Viejo,Otras Especies Exóticas,3,35.413332875416
Región de Ñuble,Chillán Viejo,Otras Coníferas,1,0.069117715086
Región de Ñuble,Chillán Viejo,Otras Especies Nativas,4,6.127157141202
Región de Ñuble,Chillán Viejo,Especie Nativa y Especie Exótica,2,0.17
Región de Ñuble,El Carmen,Total,286,7180.937963698839
Región de Ñuble,El Carmen,Sin clasificar,3,3.686492711
Región de Ñuble,El Carmen,Acacia,5,4.85
Región de Ñuble,El Carmen,Álamo,1,2.346946707864
Región de Ñuble,El Carmen,Aromo,2,1.461107928976
Región de Ñuble,El Carmen,Atriplex sp,0,0
Región de Ñuble,El Carmen,Eucalipto Blanco (Eucalyptus Globulus),58,640.1777228091221
Región de Ñuble,El Carmen,Eucalyptus Nitens,42,899.932261334829
Región de Ñuble,El Carmen,Pino Ponderosa (Pinus Ponderosa),23,200.99
Región de Ñuble,El Carmen,Pino Radiata o Insigne (Pinus Radiata),168,5228.332797555144
Región de Ñuble,El Carmen,Pino Oregón (Pseudotsuga Menziesii),3,28
Región de Ñuble,El Carmen,Coigüe,0,0
Región de Ñuble,El Carmen,Quillay,2,2.04
Región de Ñuble,El Carmen,Raulí,0,0
Región de Ñuble,El Carmen,Tamarugo,0,0
Región de Ñuble,El Carmen,Otras Especies Exóticas,47,149.837773305408
Región de Ñuble,El Carmen,Otras Coníferas,1,0.52157772908
Región de Ñuble,El Carmen,Otras Especies Nativas,3,18.761283617416
Región de Ñuble,El Carmen,Especie Nativa y Especie Exótica,0,0
Región de Ñuble,Pemuco,Total,99,22265.96884418105
Región de Ñuble,Pemuco,Sin clasificar,1,0.7765484579999999
Región de Ñuble,Pemuco,Acacia,0,0
Región de Ñuble,Pemuco,Álamo,3,27.973720368492
Región de Ñuble,Pemuco,Aromo,10,43.178269291234
Región de Ñuble,Pemuco,Atriplex sp,0,0
Región de Ñuble,Pemuco,Eucalipto Blanco (Eucalyptus Globulus),39,1083.407976838875
Región de Ñuble,Pemuco,Eucalyptus Nitens,16,1225.869104313533
Región de Ñuble,Pemuco,Pino Ponderosa (Pinus Ponderosa),8,204
Región de Ñuble,Pemuco,Pino Radiata o Insigne (Pinus Radiata),41,19655.45171848771
Región de Ñuble,Pemuco,Pino Oregón (Pseudotsuga Menziesii),1,0.5
Región de Ñuble,Pemuco,Coigüe,0,0
Región de Ñuble,Pemuco,Quillay,0,0
Región de Ñuble,Pemuco,Raulí,0,0
Región de Ñuble,Pemuco,Tamarugo,0,0
Región de Ñuble,Pemuco,Otras Especies Exóticas,4,19.80892217585
Región de Ñuble,Pemuco,Otras Coníferas,1,0.7889005473509999
