total_nacional_region,comuna_4_5,especie_6,total_numero_de_upa78,total_superficie_cultivo_ha
Región del Biobío,Florida,Quillay,2,1
Región del Biobío,Florida,Raulí,0,0
Región del Biobío,Florida,Tamarugo,0,0
Región del Biobío,Florida,Otras Especies Exóticas,7,117.463204443399
Región del Biobío,Florida,Otras Coníferas,2,0.300339341964
Región del Biobío,Florida,Otras Especies Nativas,8,30.076511543803
Región del Biobío,Florida,Especie Nativa y Especie Exótica,3,4
Región del Biobío,Penco,Total,40,2552.069896858167
Región del Biobío,Penco,Sin clasificar,0,0
Región del Biobío,Penco,Acacia,0,0
Región del Biobío,Penco,Álamo,1,0.21423378474
Región del Biobío,Penco,Aromo,3,4.28535854176
Región del Biobío,Penco,Atriplex sp,0,0
Región del Biobío,Penco,Eucalipto Blanco (Eucalyptus Globulus),19,1176.45709236252
Región del Biobío,Penco,Eucalyptus Nitens,3,276.254377729325
Región del Biobío,Penco,Pino Ponderosa (Pinus Ponderosa),0,0
Región del Biobío,Penco,Pino Radiata o Insigne (Pinus Radiata),5,949.8520363624601
Región del Biobío,Penco,Pino Oregón (Pseudotsuga Menziesii),1,0.01124530398
Región del Biobío,Penco,Coigüe,0,0
Región del Biobío,Penco,Quillay,0,0
Región del Biobío,Penco,Raulí,0,0
Región del Biobío,Penco,Tamarugo,0,0
Región del Biobío,Penco,Otras Especies Exóticas,18,144.987459019562
Región del Biobío,Penco,Otras Coníferas,1,0.007126800930000001
Región del Biobío,Penco,Otras Especies Nativas,1,0.0009669528900000001
Región del Biobío,Penco,Especie Nativa y Especie Exótica,0,0
Región del Biobío,San Pedro De La Paz,Total,6,2393.546918088283
Región del Biobío,San Pedro De La Paz,Sin clasificar,0,0
Región del Biobío,San Pedro De La Paz,Acacia,0,0
Región del Biobío,San Pedro De La Paz,Álamo,1,2.272476239487
Región del Biobío,San Pedro De La Paz,Aromo,2,2.068611917522
Región del Biobío,San Pedro De La Paz,Atriplex sp,0,0
Región del Biobío,San Pedro De La Paz,Eucalipto Blanco (Eucalyptus Globulus),5,444.045893190588
Región del Biobío,San Pedro De La Paz,Eucalyptus Nitens,1,627.1351530798751
Región del Biobío,San Pedro De La Paz,Pino Ponderosa (Pinus Ponderosa),1,2.103312209166
Región del Biobío,San Pedro De La Paz,Pino Radiata o Insigne (Pinus Radiata),3,1244.159644927829
Región del Biobío,San Pedro De La Paz,Pino Oregón (Pseudotsuga Menziesii),1,0.24185067272
Región del Biobío,San Pedro De La Paz,Coigüe,0,0
Región del Biobío,San Pedro De La Paz,Quillay,0,0
Región del Biobío,San Pedro De La Paz,Raulí,0,0
Región del Biobío,San Pedro De La Paz,Tamarugo,0,0
Región del Biobío,San Pedro De La Paz,Otras Especies Exóticas,2,70.489613120959
Región del Biobío,San Pedro De La Paz,Otras Coníferas,1,0.7540746246710001
Región del Biobío,San Pedro De La Paz,Otras Especies Nativas,1,0.276288105466
Región del Biobío,San Pedro De La Paz,Especie Nativa y Especie Exótica,0,0
Región del Biobío,Santa Juana,Total,358,37222.60580776187
Región del Biobío,Santa Juana,Sin clasificar,0,0
Región del Biobío,Santa Juana,Acacia,0,0
Región del Biobío,Santa Juana,Álamo,1,15.42652145539
Región del Biobío,Santa Juana,Aromo,4,17.73790475109
Región del Biobío,Santa Juana,Atriplex sp,0,0
Región del Biobío,Santa Juana,Eucalipto Blanco (Eucalyptus Globulus),194,11429.15833916865
Región del Biobío,Santa Juana,Eucalyptus Nitens,32,5479.387590536504
Región del Biobío,Santa Juana,Pino Ponderosa (Pinus Ponderosa),3,26.088304725046
Región del Biobío,Santa Juana,Pino Radiata o Insigne (Pinus Radiata),146,19139.89525069669
Región del Biobío,Santa Juana,Pino Oregón (Pseudotsuga Menziesii),1,1.45224267995
Región del Biobío,Santa Juana,Coigüe,0,0
Región del Biobío,Santa Juana,Quillay,0,0
Región del Biobío,Santa Juana,Raulí,0,0
Región del Biobío,Santa Juana,Tamarugo,0,0
Región del Biobío,Santa Juana,Otras Especies Exóticas,83,1027.819178370116
Región del Biobío,Santa Juana,Otras Coníferas,1,4.230507362656
Región del Biobío,Santa Juana,Otras Especies Nativas,3,3.03496801577
Región del Biobío,Santa Juana,Especie Nativa y Especie Exótica,18,78.375
Región del Biobío,Tomé,Total,140,15780.15482476908
Región del Biobío,Tomé,Sin clasificar,1,0.8
Región del Biobío,Tomé,Acacia,0,0
Región del Biobío,Tomé,Álamo,2,32.866007135052
Región del Biobío,Tomé,Aromo,6,5.609212137258
Región del Biobío,Tomé,Atriplex sp,0,0
Región del Biobío,Tomé,Eucalipto Blanco (Eucalyptus Globulus),111,8939.318057040617
Región del Biobío,Tomé,Eucalyptus Nitens,2,1635.527243270926
Región del Biobío,Tomé,Pino Ponderosa (Pinus Ponderosa),3,1.981450351678
Región del Biobío,Tomé,Pino Radiata o Insigne (Pinus Radiata),50,4978.436029590886
Región del Biobío,Tomé,Pino Oregón (Pseudotsuga Menziesii),1,0.02661346376
Región del Biobío,Tomé,Coigüe,0,0
Región del Biobío,Tomé,Quillay,3,8.999999999999998
Región del Biobío,Tomé,Raulí,0,0
Región del Biobío,Tomé,Tamarugo,0,0
Región del Biobío,Tomé,Otras Especies Exóticas,12,165.651678554255
Región del Biobío,Tomé,Otras Coníferas,1,0.08297904434299999
Región del Biobío,Tomé,Otras Especies Nativas,4,8.955554180308999
Región del Biobío,Tomé,Especie Nativa y Especie Exótica,3,1.9
Región del Biobío,Chiguayante/Hualqui,Total,212,17530.8927191272
Región del Biobío,Chiguayante/Hualqui,Sin clasificar,1,0.5
Región del Biobío,Chiguayante/Hualqui,Acacia,0,0
Región del Biobío,Chiguayante/Hualqui,Álamo,1,10.162325347613
Región del Biobío,Chiguayante/Hualqui,Aromo,6,14.536148914308
Región del Biobío,Chiguayante/Hualqui,Atriplex sp,0,0
Región del Biobío,Chiguayante/Hualqui,Eucalipto Blanco (Eucalyptus Globulus),141,5841.353233018331
Región del Biobío,Chiguayante/Hualqui,Eucalyptus Nitens,8,2314.871866410407
Región del Biobío,Chiguayante/Hualqui,Pino Ponderosa (Pinus Ponderosa),3,4.308635639764001
Región del Biobío,Chiguayante/Hualqui,Pino Radiata o Insigne (Pinus Radiata),79,8367.471374447621
Región del Biobío,Chiguayante/Hualqui,Pino Oregón (Pseudotsuga Menziesii),1,0.53136864122
Región del Biobío,Chiguayante/Hualqui,Coigüe,0,0
Región del Biobío,Chiguayante/Hualqui,Quillay,0,0
Región del Biobío,Chiguayante/Hualqui,Raulí,0,0
Región del Biobío,Chiguayante/Hualqui,Tamarugo,0,0
Región del Biobío,Chiguayante/Hualqui,Otras Especies Exóticas,32,972.059738600733
Región del Biobío,Chiguayante/Hualqui,Otras Coníferas,1,1.281853106224
Región del Biobío,Chiguayante/Hualqui,Otras Especies Nativas,3,3.816175000979
Región del Biobío,Chiguayante/Hualqui,Especie Nativa y Especie Exótica,0,0
Región del Biobío,Coronel/Lota,Total,42,15515.39762862548
Región del Biobío,Coronel/Lota,Sin clasificar,1,5
Región del Biobío,Coronel/Lota,Acacia,0,0
Región del Biobío,Coronel/Lota,Álamo,1,19.390515775485
Región del Biobío,Coronel/Lota,Aromo,2,26.656993188214
Región del Biobío,Coronel/Lota,Atriplex sp,0,0
Región del Biobío,Coronel/Lota,Eucalipto Blanco (Eucalyptus Globulus),22,6704.205117018636
Región del Biobío,Coronel/Lota,Eucalyptus Nitens,3,1936.260619339476
Región del Biobío,Coronel/Lota,Pino Ponderosa (Pinus Ponderosa),1,2.221820428842
Región del Biobío,Coronel/Lota,Pino Radiata o Insigne (Pinus Radiata),6,6528.941930849515
Región del Biobío,Coronel/Lota,Pino Oregón (Pseudotsuga Menziesii),1,0.25547741464
Región del Biobío,Coronel/Lota,Coigüe,0,0
Región del Biobío,Coronel/Lota,Quillay,0,0
Región del Biobío,Coronel/Lota,Raulí,0,0
Región del Biobío,Coronel/Lota,Tamarugo,0,0
Región del Biobío,Coronel/Lota,Otras Especies Exóticas,16,261.376737516456
Región del Biobío,Coronel/Lota,Otras Coníferas,2,10.796561917277
Región del Biobío,Coronel/Lota,Otras Especies Nativas,1,0.291855176942
Región del Biobío,Coronel/Lota,Especie Nativa y Especie Exótica,2,20
Región del Biobío,Talcahuano/Hualpén,Total,6,1324.69248509844
Región del Biobío,Talcahuano/Hualpén,Sin clasificar,1,2
Región del Biobío,Talcahuano/Hualpén,Acacia,0,0
Región del Biobío,Talcahuano/Hualpén,Álamo,0,0
Región del Biobío,Talcahuano/Hualpén,Aromo,0,0
Región del Biobío,Talcahuano/Hualpén,Atriplex sp,0,0
Región del Biobío,Talcahuano/Hualpén,Eucalipto Blanco (Eucalyptus Globulus),3,1186.83
Región del Biobío,Talcahuano/Hualpén,Eucalyptus Nitens,1,27.85248509844
Región del Biobío,Talcahuano/Hualpén,Pino Ponderosa (Pinus Ponderosa),1,1.5
Región del Biobío,Talcahuano/Hualpén,Pino Radiata o Insigne (Pinus Radiata),3,106.51
Región del Biobío,Talcahuano/Hualpén,Pino Oregón (Pseudotsuga Menziesii),0,0
Región del Biobío,Talcahuano/Hualpén,Coigüe,0,0
Región del Biobío,Talcahuano/Hualpén,Quillay,0,0
Región del Biobío,Talcahuano/Hualpén,Raulí,0,0
Región del Biobío,Talcahuano/Hualpén,Tamarugo,0,0
Región del Biobío,Talcahuano/Hualpén,Otras Especies Exóticas,0,0
Región del Biobío,Talcahuano/Hualpén,Otras Coníferas,0,0
Región del Biobío,Talcahuano/Hualpén,Otras Especies Nativas,0,0
Región del Biobío,Talcahuano/Hualpén,Especie Nativa y Especie Exótica,0,0
Región del Biobío,Lebu,Total,178,23438.34600443717
Región del Biobío,Lebu,Sin clasificar,2,1.1
Región del Biobío,Lebu,Acacia,0,0
Región del Biobío,Lebu,Álamo,1,1.477595342879
Región del Biobío,Lebu,Aromo,2,0.121879973234
Región del Biobío,Lebu,Atriplex sp,0,0
Región del Biobío,Lebu,Eucalipto Blanco (Eucalyptus Globulus),117,12619.57267935375
Región del Biobío,Lebu,Eucalyptus Nitens,38,2363.206571788495
Región del Biobío,Lebu,Pino Ponderosa (Pinus Ponderosa),8,34.136608289902
Región del Biobío,Lebu,Pino Radiata o Insigne (Pinus Radiata),43,8117.074632523106
Región del Biobío,Lebu,Pino Oregón (Pseudotsuga Menziesii),4,2.66570798984
Región del Biobío,Lebu,Coigüe,0,0
Región del Biobío,Lebu,Quillay,0,0
Región del Biobío,Lebu,Raulí,0,0
Región del Biobío,Lebu,Tamarugo,0,0
Región del Biobío,Lebu,Otras Especies Exóticas,27,291.581408017071
Región del Biobío,Lebu,Otras Coníferas,1,0.048976487887
Región del Biobío,Lebu,Otras Especies Nativas,11,5.359944671002
Región del Biobío,Lebu,Especie Nativa y Especie Exótica,3,2
Región del Biobío,Arauco,Total,376,37436.50932957282
Región del Biobío,Arauco,Sin clasificar,6,7.945
Región del Biobío,Arauco,Acacia,0,0
Región del Biobío,Arauco,Álamo,1,32.152837375498
Región del Biobío,Arauco,Aromo,10,16.612401023436
Región del Biobío,Arauco,Atriplex sp,0,0
Región del Biobío,Arauco,Eucalipto Blanco (Eucalyptus Globulus),351,20546.97130689947
Región del Biobío,Arauco,Eucalyptus Nitens,9,3519.684611179408
Región del Biobío,Arauco,Pino Ponderosa (Pinus Ponderosa),1,0.150715701108
Región del Biobío,Arauco,Pino Radiata o Insigne (Pinus Radiata),50,12519.15123452893
Región del Biobío,Arauco,Pino Oregón (Pseudotsuga Menziesii),2,4.01733013936
Región del Biobío,Arauco,Coigüe,0,0
Región del Biobío,Arauco,Quillay,0,0
Región del Biobío,Arauco,Raulí,0,0
Región del Biobío,Arauco,Tamarugo,0,0
Región del Biobío,Arauco,Otras Especies Exóticas,5,788.750060680811
Región del Biobío,Arauco,Otras Coníferas,2,0.554034244298
Región del Biobío,Arauco,Otras Especies Nativas,2,0.519797800508
Región del Biobío,Arauco,Especie Nativa y Especie Exótica,0,0
Región del Biobío,Cañete,Total,369,25873.32017017123
Región del Biobío,Cañete,Sin clasificar,10,27.1
Región del Biobío,Cañete,Acacia,0,0
Región del Biobío,Cañete,Álamo,1,7.72615465452
Región del Biobío,Cañete,Aromo,7,13.63309790312
Región del Biobío,Cañete,Atriplex sp,0,0
Región del Biobío,Cañete,Eucalipto Blanco (Eucalyptus Globulus),271,7522.278099429286
Región del Biobío,Cañete,Eucalyptus Nitens,9,2514.151014282983
Región del Biobío,Cañete,Pino Ponderosa (Pinus Ponderosa),5,32.42101664536
Región del Biobío,Cañete,Pino Radiata o Insigne (Pinus Radiata),66,15305.51875688231
Región del Biobío,Cañete,Pino Oregón (Pseudotsuga Menziesii),2,1.8222641312
Región del Biobío,Cañete,Coigüe,0,0
Región del Biobío,Cañete,Quillay,0,0
Región del Biobío,Cañete,Raulí,0,0
Región del Biobío,Cañete,Tamarugo,0,0
Región del Biobío,Cañete,Otras Especies Exóticas,59,377.99665291393
Región del Biobío,Cañete,Otras Coníferas,2,2.58376593516
Región del Biobío,Cañete,Otras Especies Nativas,11,55.73934739336
Región del Biobío,Cañete,Especie Nativa y Especie Exótica,4,12.35
Región del Biobío,Contulmo,Total,67,18895.88863741596
Región del Biobío,Contulmo,Sin clasificar,3,10.96
Región del Biobío,Contulmo,Acacia,0,0
Región del Biobío,Contulmo,Álamo,1,7.715630275251
Región del Biobío,Contulmo,Aromo,8,45.687399532002
Región del Biobío,Contulmo,Atriplex sp,0,0
Región del Biobío,Contulmo,Eucalipto Blanco (Eucalyptus Globulus),50,9357.30079727811
Región del Biobío,Contulmo,Eucalyptus Nitens,3,2244.540161038287
Región del Biobío,Contulmo,Pino Ponderosa (Pinus Ponderosa),3,23.958250799422
Región del Biobío,Contulmo,Pino Radiata o Insigne (Pinus Radiata),12,6834.103444627412
Región del Biobío,Contulmo,Pino Oregón (Pseudotsuga Menziesii),3,21.807564974884
Región del Biobío,Contulmo,Coigüe,0,0
Región del Biobío,Contulmo,Quillay,0,0
Región del Biobío,Contulmo,Raulí,0,0
Región del Biobío,Contulmo,Tamarugo,0,0
Región del Biobío,Contulmo,Otras Especies Exóticas,10,305.051689047871
Región del Biobío,Contulmo,Otras Coníferas,1,2.485105467861
Región del Biobío,Contulmo,Otras Especies Nativas,3,35.208594374864
Región del Biobío,Contulmo,Especie Nativa y Especie Exótica,1,7.07
Región del Biobío,Curanilahue,Total,134,55821.81493568191
Región del Biobío,Curanilahue,Sin clasificar,2,1.25
Región del Biobío,Curanilahue,Acacia,0,0
Región del Biobío,Curanilahue,Álamo,1,13.860981152183
Región del Biobío,Curanilahue,Aromo,3,7.444723253674001
Región del Biobío,Curanilahue,Atriplex sp,0,0
Región del Biobío,Curanilahue,Eucalipto Blanco (Eucalyptus Globulus),106,17122.71794396647
Región del Biobío,Curanilahue,Eucalyptus Nitens,3,5635.816356003274
Región del Biobío,Curanilahue,Pino Ponderosa (Pinus Ponderosa),4,36.789769655414
Región del Biobío,Curanilahue,Pino Radiata o Insigne (Pinus Radiata),90,32593.50747176289
Región del Biobío,Curanilahue,Pino Oregón (Pseudotsuga Menziesii),2,3.942305643708
Región del Biobío,Curanilahue,Coigüe,0,0
Región del Biobío,Curanilahue,Quillay,0,0
Región del Biobío,Curanilahue,Raulí,0,0
Región del Biobío,Curanilahue,Tamarugo,0,0
Región del Biobío,Curanilahue,Otras Especies Exóticas,3,402.477049892866
Región del Biobío,Curanilahue,Otras Coníferas,1,2.933700971157
Región del Biobío,Curanilahue,Otras Especies Nativas,1,1.074633380268
Región del Biobío,Curanilahue,Especie Nativa y Especie Exótica,0,0
Región del Biobío,Los Álamos,Total,155,20725.44961804571
Región del Biobío,Los Álamos,Sin clasificar,5,21.2
Región del Biobío,Los Álamos,Acacia,0,0
Región del Biobío,Los Álamos,Álamo,1,2.910000004992
Región del Biobío,Los Álamos,Aromo,0,0
Región del Biobío,Los Álamos,Atriplex sp,0,0
Región del Biobío,Los Álamos,Eucalipto Blanco (Eucalyptus Globulus),122,7159.436554729019
Región del Biobío,Los Álamos,Eucalyptus Nitens,3,1076.29766945053
Región del Biobío,Los Álamos,Pino Ponderosa (Pinus Ponderosa),5,7.45
Región del Biobío,Los Álamos,Pino Radiata o Insigne (Pinus Radiata),64,12423.09289981388
Región del Biobío,Los Álamos,Pino Oregón (Pseudotsuga Menziesii),4,7.6
Región del Biobío,Los Álamos,Coigüe,1,0.5
Región del Biobío,Los Álamos,Quillay,0,0
Región del Biobío,Los Álamos,Raulí,0,0
Región del Biobío,Los Álamos,Tamarugo,0,0
Región del Biobío,Los Álamos,Otras Especies Exóticas,9,21.962494047283
Región del Biobío,Los Álamos,Otras Coníferas,0,0
Región del Biobío,Los Álamos,Otras Especies Nativas,3,5
Región del Biobío,Los Álamos,Especie Nativa y Especie Exótica,0,0
Región del Biobío,Tirúa,Total,286,13848.53126055788
Región del Biobío,Tirúa,Sin clasificar,3,10.7
Región del Biobío,Tirúa,Acacia,0,0
Región del Biobío,Tirúa,Álamo,1,11.369640101406
Región del Biobío,Tirúa,Aromo,1,8.121445014468
Región del Biobío,Tirúa,Atriplex sp,0,0
Región del Biobío,Tirúa,Eucalipto Blanco (Eucalyptus Globulus),238,3256.64958855256
Región del Biobío,Tirúa,Eucalyptus Nitens,14,2929.644453485248
Región del Biobío,Tirúa,Pino Ponderosa (Pinus Ponderosa),3,30.628994574076
Región del Biobío,Tirúa,Pino Radiata o Insigne (Pinus Radiata),51,7205.328741230805
Región del Biobío,Tirúa,Pino Oregón (Pseudotsuga Menziesii),2,21.187049681968
Región del Biobío,Tirúa,Coigüe,0,0
Región del Biobío,Tirúa,Quillay,0,0
Región del Biobío,Tirúa,Raulí,0,0
Región del Biobío,Tirúa,Tamarugo,0,0
Región del Biobío,Tirúa,Otras Especies Exóticas,7,369.92329973723
Región del Biobío,Tirúa,Otras Coníferas,1,3.645595082374
Región del Biobío,Tirúa,Otras Especies Nativas,1,1.33245309774
Región del Biobío,Tirúa,Especie Nativa y Especie Exótica,0,0
Región del Biobío,Los Ángeles,Total,406,40099.56489731289
Región del Biobío,Los Ángeles,Sin clasificar,16,83.4198795192
Región del Biobío,Los Ángeles,Acacia,2,1.5
Región del Biobío,Los Ángeles,Álamo,5,43.643914569761
Región del Biobío,Los Ángeles,Aromo,21,509.439708235704
Región del Biobío,Los Ángeles,Atriplex sp,0,0
Región del Biobío,Los Ángeles,Eucalipto Blanco (Eucalyptus Globulus),121,2674.963113405669
Región del Biobío,Los Ángeles,Eucalyptus Nitens,74,3635.019067685303
Región del Biobío,Los Ángeles,Pino Ponderosa (Pinus Ponderosa),18,113.550339572592
Región del Biobío,Los Ángeles,Pino Radiata o Insigne (Pinus Radiata),234,32370.80193002573
Región del Biobío,Los Ángeles,Pino Oregón (Pseudotsuga Menziesii),4,31.358548033232
Región del Biobío,Los Ángeles,Coigüe,0,0
Región del Biobío,Los Ángeles,Quillay,6,66.6
Región del Biobío,Los Ángeles,Raulí,0,0
Región del Biobío,Los Ángeles,Tamarugo,0,0
Región del Biobío,Los Ángeles,Otras Especies Exóticas,14,477.270075145766
Región del Biobío,Los Ángeles,Otras Coníferas,3,22.585795399024
Región del Biobío,Los Ángeles,Otras Especies Nativas,5,44.912525720911
Región del Biobío,Los Ángeles,Especie Nativa y Especie Exótica,4,24.5
Región del Biobío,Antuco,Total,22,1400.064863820843
Región del Biobío,Antuco,Sin clasificar,0,0
Región del Biobío,Antuco,Acacia,0,0
Región del Biobío,Antuco,Álamo,1,0.030592729899
Región del Biobío,Antuco,Aromo,1,0.021117105594
Región del Biobío,Antuco,Atriplex sp,0,0
Región del Biobío,Antuco,Eucalipto Blanco (Eucalyptus Globulus),9,387.050073539106
Región del Biobío,Antuco,Eucalyptus Nitens,6,182.20178487509
Región del Biobío,Antuco,Pino Ponderosa (Pinus Ponderosa),3,250.028315394982
Región del Biobío,Antuco,Pino Radiata o Insigne (Pinus Radiata),13,555.4151355544429
Región del Biobío,Antuco,Pino Oregón (Pseudotsuga Menziesii),2,1.00325586344
Región del Biobío,Antuco,Coigüe,0,0
Región del Biobío,Antuco,Quillay,0,0
Región del Biobío,Antuco,Raulí,0,0
Región del Biobío,Antuco,Tamarugo,0,0
Región del Biobío,Antuco,Otras Especies Exóticas,4,24.30071771834
Región del Biobío,Antuco,Otras Coníferas,1,0.010151569867
Región del Biobío,Antuco,Otras Especies Nativas,1,0.003719470082
Región del Biobío,Antuco,Especie Nativa y Especie Exótica,0,0
Región del Biobío,Cabrero,Total,104,22594.65151138218
Región del Biobío,Cabrero,Sin clasificar,1,0.2
Región del Biobío,Cabrero,Acacia,1,0.1
Región del Biobío,Cabrero,Álamo,1,16.099483583813
Región del Biobío,Cabrero,Aromo,4,20.06914774531
Región del Biobío,Cabrero,Atriplex sp,0,0
Región del Biobío,Cabrero,Eucalipto Blanco (Eucalyptus Globulus),24,1746.588241674032
Región del Biobío,Cabrero,Eucalyptus Nitens,6,2392.046597881265
Región del Biobío,Cabrero,Pino Ponderosa (Pinus Ponderosa),4,66.70547076221
Región del Biobío,Cabrero,Pino Radiata o Insigne (Pinus Radiata),80,17734.93075523501
Región del Biobío,Cabrero,Pino Oregón (Pseudotsuga Menziesii),2,6.201152137488
Región del Biobío,Cabrero,Coigüe,0,0
Región del Biobío,Cabrero,Quillay,0,0
Región del Biobío,Cabrero,Raulí,0,0
Región del Biobío,Cabrero,Tamarugo,0,0
Región del Biobío,Cabrero,Otras Especies Exóticas,2,543.3681285524011
Región del Biobío,Cabrero,Otras Coníferas,1,2.619492511593
Región del Biobío,Cabrero,Otras Especies Nativas,1,1.583041299066
Región del Biobío,Cabrero,Especie Nativa y Especie Exótica,3,64.14
Región del Biobío,Laja,Total,125,10829.56662351698
Región del Biobío,Laja,Sin clasificar,0,0
Región del Biobío,Laja,Acacia,11,1.861
Región del Biobío,Laja,Álamo,20,18.974514295974
Región del Biobío,Laja,Aromo,1,8.097307556232
Región del Biobío,Laja,Atriplex sp,0,0
Región del Biobío,Laja,Eucalipto Blanco (Eucalyptus Globulus),45,961.98373118188
Región del Biobío,Laja,Eucalyptus Nitens,12,1797.499507085055
Región del Biobío,Laja,Pino Ponderosa (Pinus Ponderosa),7,256.451921920344
Región del Biobío,Laja,Pino Radiata o Insigne (Pinus Radiata),70,7305.413243938729
Región del Biobío,Laja,Pino Oregón (Pseudotsuga Menziesii),1,0.7130024300619999
Región del Biobío,Laja,Coigüe,0,0
Región del Biobío,Laja,Quillay,2,0.6
Región del Biobío,Laja,Raulí,0,0
Región del Biobío,Laja,Tamarugo,0,0
Región del Biobío,Laja,Otras Especies Exóticas,7,472.78469938596
Región del Biobío,Laja,Otras Coníferas,3,2.866385245601
Región del Biobío,Laja,Otras Especies Nativas,8,2.321310477145
Región del Biobío,Laja,Especie Nativa y Especie Exótica,0,0
Región del Biobío,Mulchén,Total,320,61921.28279349897
Región del Biobío,Mulchén,Sin clasificar,3,3.46
Región del Biobío,Mulchén,Acacia,1,0.045
Región del Biobío,Mulchén,Álamo,4,55.733120034069
Región del Biobío,Mulchén,Aromo,73,465.604058236034
Región del Biobío,Mulchén,Atriplex sp,0,0
Región del Biobío,Mulchén,Eucalipto Blanco (Eucalyptus Globulus),115,9644.461476029219
Región del Biobío,Mulchén,Eucalyptus Nitens,145,16851.44537369288
Región del Biobío,Mulchén,Pino Ponderosa (Pinus Ponderosa),6,56.21027332579001
Región del Biobío,Mulchén,Pino Radiata o Insigne (Pinus Radiata),58,32036.81318036162
Región del Biobío,Mulchén,Pino Oregón (Pseudotsuga Menziesii),2,21.84844805027
Región del Biobío,Mulchén,Coigüe,3,100
Región del Biobío,Mulchén,Quillay,5,7.735
Región del Biobío,Mulchén,Raulí,0,0
Región del Biobío,Mulchén,Tamarugo,0,0
Región del Biobío,Mulchén,Otras Especies Exóticas,6,1955.00908123814
Región del Biobío,Mulchén,Otras Coníferas,1,12.62558312126
Región del Biobío,Mulchén,Otras Especies Nativas,3,710.272199409687
Región del Biobío,Mulchén,Especie Nativa y Especie Exótica,1,0.02
Región del Biobío,Nacimiento,Total,335,30397.04836214404
Región del Biobío,Nacimiento,Sin clasificar,11,41.7
Región del Biobío,Nacimiento,Acacia,0,0
Región del Biobío,Nacimiento,Álamo,2,28.810072082081
Región del Biobío,Nacimiento,Aromo,1,18.532948402452
Región del Biobío,Nacimiento,Atriplex sp,0,0
Región del Biobío,Nacimiento,Eucalipto Blanco (Eucalyptus Globulus),175,4891.037439331158
Región del Biobío,Nacimiento,Eucalyptus Nitens,47,6782.608137985921
Región del Biobío,Nacimiento,Pino Ponderosa (Pinus Ponderosa),16,53.68293312275601
Región del Biobío,Nacimiento,Pino Radiata o Insigne (Pinus Radiata),179,17541.5926545348
Región del Biobío,Nacimiento,Pino Oregón (Pseudotsuga Menziesii),4,22.323712098064
Región del Biobío,Nacimiento,Coigüe,0,0
Región del Biobío,Nacimiento,Quillay,0,0
Región del Biobío,Nacimiento,Raulí,0,0
Región del Biobío,Nacimiento,Tamarugo,0,0
Región del Biobío,Nacimiento,Otras Especies Exóticas,16,966.8381746305699
Región del Biobío,Nacimiento,Otras Coníferas,1,6.809350540089999
Región del Biobío,Nacimiento,Otras Especies Nativas,8,39.112939416149
Región del Biobío,Nacimiento,Especie Nativa y Especie Exótica,3,4
Región del Biobío,Negrete,Total,69,1724.243572707677
Región del Biobío,Negrete,Sin clasificar,0,0
Región del Biobío,Negrete,Acacia,1,0.3
Región del Biobío,Negrete,Álamo,3,2.056080307652
Región del Biobío,Negrete,Aromo,18,82.453814286212
Región del Biobío,Negrete,Atriplex sp,0,0
Región del Biobío,Negrete,Eucalipto Blanco (Eucalyptus Globulus),37,751.411308653316
Región del Biobío,Negrete,Eucalyptus Nitens,8,330.030891609982
Región del Biobío,Negrete,Pino Ponderosa (Pinus Ponderosa),2,4.519052361436
Región del Biobío,Negrete,Pino Radiata o Insigne (Pinus Radiata),12,422.615467511287
Región del Biobío,Negrete,Pino Oregón (Pseudotsuga Menziesii),2,0.11355860517
Región del Biobío,Negrete,Coigüe,1,0.041
Región del Biobío,Negrete,Quillay,1,0.041
Región del Biobío,Negrete,Raulí,0,0
Región del Biobío,Negrete,Tamarugo,0,0
Región del Biobío,Negrete,Otras Especies Exóticas,7,128.59086118877
Región del Biobío,Negrete,Otras Coníferas,2,0.319249112841
Región del Biobío,Negrete,Otras Especies Nativas,4,1.651289071011
Región del Biobío,Negrete,Especie Nativa y Especie Exótica,1,0.1
Región del Biobío,Quilaco,Total,95,11992.93159840244
Región del Biobío,Quilaco,Sin clasificar,0,0
Región del Biobío,Quilaco,Acacia,0,0
Región del Biobío,Quilaco,Álamo,1,10.245588169385
Región del Biobío,Quilaco,Aromo,3,31.479350374252
Región del Biobío,Quilaco,Atriplex sp,0,0
Región del Biobío,Quilaco,Eucalipto Blanco (Eucalyptus Globulus),13,1775.819646411195
Región del Biobío,Quilaco,Eucalyptus Nitens,70,3733.13265814529
Región del Biobío,Quilaco,Pino Ponderosa (Pinus Ponderosa),7,11.15162611278
Región del Biobío,Quilaco,Pino Radiata o Insigne (Pinus Radiata),36,6125.250181028594
Región del Biobío,Quilaco,Pino Oregón (Pseudotsuga Menziesii),1,0.6515953775200001
Región del Biobío,Quilaco,Coigüe,0,0
Región del Biobío,Quilaco,Quillay,0,0
Región del Biobío,Quilaco,Raulí,0,0
Región del Biobío,Quilaco,Tamarugo,0,0
Región del Biobío,Quilaco,Otras Especies Exóticas,3,302.38118058439
Región del Biobío,Quilaco,Otras Coníferas,1,1.88448808715
Región del Biobío,Quilaco,Otras Especies Nativas,1,0.935284111881
Región del Biobío,Quilaco,Especie Nativa y Especie Exótica,0,0
Región del Biobío,Quilleco,Total,205,31873.56174596801
Región del Biobío,Quilleco,Sin clasificar,2,0.71
