total_nacional_region,comuna_4_5,especie_6,total_numero_de_upa78,total_superficie_cultivo_ha
Región de Valparaíso,Juan Fernández,Otras Especies Exóticas,0,0
Región de Valparaíso,Juan Fernández,Otras Coníferas,0,0
Región de Valparaíso,Juan Fernández,Otras Especies Nativas,0,0
Región de Valparaíso,Juan Fernández,Especie Nativa y Especie Exótica,0,0
Región de Valparaíso,Puchuncaví,Total,8,212.13
Región de Valparaíso,Puchuncaví,Sin clasificar,0,0
Región de Valparaíso,Puchuncaví,Acacia,0,0
Región de Valparaíso,Puchuncaví,Álamo,0,0
Región de Valparaíso,Puchuncaví,Aromo,0,0
Región de Valparaíso,Puchuncaví,Atriplex sp,0,0
Región de Valparaíso,Puchuncaví,Eucalipto Blanco (Eucalyptus Globulus),6,165.63
Región de Valparaíso,Puchuncaví,Eucalyptus Nitens,3,40
Región de Valparaíso,Puchuncaví,Pino Ponderosa (Pinus Ponderosa),0,0
Región de Valparaíso,Puchuncaví,Pino Radiata o Insigne (Pinus Radiata),1,6.5
Región de Valparaíso,Puchuncaví,Pino Oregón (Pseudotsuga Menziesii),0,0
Región de Valparaíso,Puchuncaví,Coigüe,0,0
Región de Valparaíso,Puchuncaví,Quillay,0,0
Región de Valparaíso,Puchuncaví,Raulí,0,0
Región de Valparaíso,Puchuncaví,Tamarugo,0,0
Región de Valparaíso,Puchuncaví,Otras Especies Exóticas,0,0
Región de Valparaíso,Puchuncaví,Otras Coníferas,0,0
Región de Valparaíso,Puchuncaví,Otras Especies Nativas,0,0
Región de Valparaíso,Puchuncaví,Especie Nativa y Especie Exótica,0,0
Región de Valparaíso,Quintero,Total,7,514
Región de Valparaíso,Quintero,Sin clasificar,0,0
Región de Valparaíso,Quintero,Acacia,0,0
Región de Valparaíso,Quintero,Álamo,0,0
Región de Valparaíso,Quintero,Aromo,0,0
Región de Valparaíso,Quintero,Atriplex sp,0,0
Región de Valparaíso,Quintero,Eucalipto Blanco (Eucalyptus Globulus),7,494
Región de Valparaíso,Quintero,Eucalyptus Nitens,0,0
Región de Valparaíso,Quintero,Pino Ponderosa (Pinus Ponderosa),0,0
Región de Valparaíso,Quintero,Pino Radiata o Insigne (Pinus Radiata),1,20
Región de Valparaíso,Quintero,Pino Oregón (Pseudotsuga Menziesii),0,0
Región de Valparaíso,Quintero,Coigüe,0,0
Región de Valparaíso,Quintero,Quillay,0,0
Región de Valparaíso,Quintero,Raulí,0,0
Región de Valparaíso,Quintero,Tamarugo,0,0
Región de Valparaíso,Quintero,Otras Especies Exóticas,0,0
Región de Valparaíso,Quintero,Otras Coníferas,0,0
Región de Valparaíso,Quintero,Otras Especies Nativas,0,0
Región de Valparaíso,Quintero,Especie Nativa y Especie Exótica,0,0
Región de Valparaíso,Valparaíso/Viña Del Mar/ Concón,Total,6,4574.03223508
Región de Valparaíso,Valparaíso/Viña Del Mar/ Concón,Sin clasificar,0,0
Región de Valparaíso,Valparaíso/Viña Del Mar/ Concón,Acacia,0,0
Región de Valparaíso,Valparaíso/Viña Del Mar/ Concón,Álamo,0,0
Región de Valparaíso,Valparaíso/Viña Del Mar/ Concón,Aromo,0,0
Región de Valparaíso,Valparaíso/Viña Del Mar/ Concón,Atriplex sp,0,0
Región de Valparaíso,Valparaíso/Viña Del Mar/ Concón,Eucalipto Blanco (Eucalyptus Globulus),3,791.554699232
Región de Valparaíso,Valparaíso/Viña Del Mar/ Concón,Eucalyptus Nitens,0,0
Región de Valparaíso,Valparaíso/Viña Del Mar/ Concón,Pino Ponderosa (Pinus Ponderosa),0,0
Región de Valparaíso,Valparaíso/Viña Del Mar/ Concón,Pino Radiata o Insigne (Pinus Radiata),1,256.877535848
Región de Valparaíso,Valparaíso/Viña Del Mar/ Concón,Pino Oregón (Pseudotsuga Menziesii),0,0
Región de Valparaíso,Valparaíso/Viña Del Mar/ Concón,Coigüe,0,0
Región de Valparaíso,Valparaíso/Viña Del Mar/ Concón,Quillay,0,0
Región de Valparaíso,Valparaíso/Viña Del Mar/ Concón,Raulí,0,0
Región de Valparaíso,Valparaíso/Viña Del Mar/ Concón,Tamarugo,0,0
Región de Valparaíso,Valparaíso/Viña Del Mar/ Concón,Otras Especies Exóticas,2,3521.5
Región de Valparaíso,Valparaíso/Viña Del Mar/ Concón,Otras Coníferas,0,0
Región de Valparaíso,Valparaíso/Viña Del Mar/ Concón,Otras Especies Nativas,1,4.1
Región de Valparaíso,Valparaíso/Viña Del Mar/ Concón,Especie Nativa y Especie Exótica,0,0
Región de Valparaíso,Isla De Pascua,Total,0,0
Región de Valparaíso,Isla De Pascua,Sin clasificar,0,0
Región de Valparaíso,Isla De Pascua,Acacia,0,0
Región de Valparaíso,Isla De Pascua,Álamo,0,0
Región de Valparaíso,Isla De Pascua,Aromo,0,0
Región de Valparaíso,Isla De Pascua,Atriplex sp,0,0
Región de Valparaíso,Isla De Pascua,Eucalipto Blanco (Eucalyptus Globulus),0,0
Región de Valparaíso,Isla De Pascua,Eucalyptus Nitens,0,0
Región de Valparaíso,Isla De Pascua,Pino Ponderosa (Pinus Ponderosa),0,0
Región de Valparaíso,Isla De Pascua,Pino Radiata o Insigne (Pinus Radiata),0,0
Región de Valparaíso,Isla De Pascua,Pino Oregón (Pseudotsuga Menziesii),0,0
Región de Valparaíso,Isla De Pascua,Coigüe,0,0
Región de Valparaíso,Isla De Pascua,Quillay,0,0
Región de Valparaíso,Isla De Pascua,Raulí,0,0
Región de Valparaíso,Isla De Pascua,Tamarugo,0,0
Región de Valparaíso,Isla De Pascua,Otras Especies Exóticas,0,0
Región de Valparaíso,Isla De Pascua,Otras Coníferas,0,0
Región de Valparaíso,Isla De Pascua,Otras Especies Nativas,0,0
Región de Valparaíso,Isla De Pascua,Especie Nativa y Especie Exótica,0,0
Región de Valparaíso,Los Andes,Total,1,11.21
Región de Valparaíso,Los Andes,Sin clasificar,1,11.21
Región de Valparaíso,Los Andes,Acacia,0,0
Región de Valparaíso,Los Andes,Álamo,0,0
Región de Valparaíso,Los Andes,Aromo,0,0
Región de Valparaíso,Los Andes,Atriplex sp,0,0
Región de Valparaíso,Los Andes,Eucalipto Blanco (Eucalyptus Globulus),0,0
Región de Valparaíso,Los Andes,Eucalyptus Nitens,0,0
Región de Valparaíso,Los Andes,Pino Ponderosa (Pinus Ponderosa),0,0
Región de Valparaíso,Los Andes,Pino Radiata o Insigne (Pinus Radiata),0,0
Región de Valparaíso,Los Andes,Pino Oregón (Pseudotsuga Menziesii),0,0
Región de Valparaíso,Los Andes,Coigüe,0,0
Región de Valparaíso,Los Andes,Quillay,0,0
Región de Valparaíso,Los Andes,Raulí,0,0
Región de Valparaíso,Los Andes,Tamarugo,0,0
Región de Valparaíso,Los Andes,Otras Especies Exóticas,0,0
Región de Valparaíso,Los Andes,Otras Coníferas,0,0
Región de Valparaíso,Los Andes,Otras Especies Nativas,0,0
Región de Valparaíso,Los Andes,Especie Nativa y Especie Exótica,0,0
Región de Valparaíso,Calle Larga,Total,0,0
Región de Valparaíso,Calle Larga,Sin clasificar,0,0
Región de Valparaíso,Calle Larga,Acacia,0,0
Región de Valparaíso,Calle Larga,Álamo,0,0
Región de Valparaíso,Calle Larga,Aromo,0,0
Región de Valparaíso,Calle Larga,Atriplex sp,0,0
Región de Valparaíso,Calle Larga,Eucalipto Blanco (Eucalyptus Globulus),0,0
Región de Valparaíso,Calle Larga,Eucalyptus Nitens,0,0
Región de Valparaíso,Calle Larga,Pino Ponderosa (Pinus Ponderosa),0,0
Región de Valparaíso,Calle Larga,Pino Radiata o Insigne (Pinus Radiata),0,0
Región de Valparaíso,Calle Larga,Pino Oregón (Pseudotsuga Menziesii),0,0
Región de Valparaíso,Calle Larga,Coigüe,0,0
Región de Valparaíso,Calle Larga,Quillay,0,0
Región de Valparaíso,Calle Larga,Raulí,0,0
Región de Valparaíso,Calle Larga,Tamarugo,0,0
Región de Valparaíso,Calle Larga,Otras Especies Exóticas,0,0
Región de Valparaíso,Calle Larga,Otras Coníferas,0,0
Región de Valparaíso,Calle Larga,Otras Especies Nativas,0,0
Región de Valparaíso,Calle Larga,Especie Nativa y Especie Exótica,0,0
Región de Valparaíso,Rinconada,Total,0,0
Región de Valparaíso,Rinconada,Sin clasificar,0,0
Región de Valparaíso,Rinconada,Acacia,0,0
Región de Valparaíso,Rinconada,Álamo,0,0
Región de Valparaíso,Rinconada,Aromo,0,0
Región de Valparaíso,Rinconada,Atriplex sp,0,0
Región de Valparaíso,Rinconada,Eucalipto Blanco (Eucalyptus Globulus),0,0
Región de Valparaíso,Rinconada,Eucalyptus Nitens,0,0
Región de Valparaíso,Rinconada,Pino Ponderosa (Pinus Ponderosa),0,0
Región de Valparaíso,Rinconada,Pino Radiata o Insigne (Pinus Radiata),0,0
Región de Valparaíso,Rinconada,Pino Oregón (Pseudotsuga Menziesii),0,0
Región de Valparaíso,Rinconada,Coigüe,0,0
Región de Valparaíso,Rinconada,Quillay,0,0
Región de Valparaíso,Rinconada,Raulí,0,0
Región de Valparaíso,Rinconada,Tamarugo,0,0
Región de Valparaíso,Rinconada,Otras Especies Exóticas,0,0
Región de Valparaíso,Rinconada,Otras Coníferas,0,0
Región de Valparaíso,Rinconada,Otras Especies Nativas,0,0
Región de Valparaíso,Rinconada,Especie Nativa y Especie Exótica,0,0
Región de Valparaíso,San Esteban,Total,0,0
Región de Valparaíso,San Esteban,Sin clasificar,0,0
Región de Valparaíso,San Esteban,Acacia,0,0
Región de Valparaíso,San Esteban,Álamo,0,0
Región de Valparaíso,San Esteban,Aromo,0,0
Región de Valparaíso,San Esteban,Atriplex sp,0,0
Región de Valparaíso,San Esteban,Eucalipto Blanco (Eucalyptus Globulus),0,0
Región de Valparaíso,San Esteban,Eucalyptus Nitens,0,0
Región de Valparaíso,San Esteban,Pino Ponderosa (Pinus Ponderosa),0,0
Región de Valparaíso,San Esteban,Pino Radiata o Insigne (Pinus Radiata),0,0
Región de Valparaíso,San Esteban,Pino Oregón (Pseudotsuga Menziesii),0,0
Región de Valparaíso,San Esteban,Coigüe,0,0
Región de Valparaíso,San Esteban,Quillay,0,0
Región de Valparaíso,San Esteban,Raulí,0,0
Región de Valparaíso,San Esteban,Tamarugo,0,0
Región de Valparaíso,San Esteban,Otras Especies Exóticas,0,0
Región de Valparaíso,San Esteban,Otras Coníferas,0,0
Región de Valparaíso,San Esteban,Otras Especies Nativas,0,0
Región de Valparaíso,San Esteban,Especie Nativa y Especie Exótica,0,0
Región de Valparaíso,La Ligua,Total,12,87.21923076923
Región de Valparaíso,La Ligua,Sin clasificar,0,0
Región de Valparaíso,La Ligua,Acacia,0,0
Región de Valparaíso,La Ligua,Álamo,0,0
Región de Valparaíso,La Ligua,Aromo,0,0
Región de Valparaíso,La Ligua,Atriplex sp,0,0
Región de Valparaíso,La Ligua,Eucalipto Blanco (Eucalyptus Globulus),11,32.21923076923
Región de Valparaíso,La Ligua,Eucalyptus Nitens,0,0
Región de Valparaíso,La Ligua,Pino Ponderosa (Pinus Ponderosa),0,0
Región de Valparaíso,La Ligua,Pino Radiata o Insigne (Pinus Radiata),0,0
Región de Valparaíso,La Ligua,Pino Oregón (Pseudotsuga Menziesii),0,0
Región de Valparaíso,La Ligua,Coigüe,0,0
Región de Valparaíso,La Ligua,Quillay,1,16.5
Región de Valparaíso,La Ligua,Raulí,0,0
Región de Valparaíso,La Ligua,Tamarugo,0,0
Región de Valparaíso,La Ligua,Otras Especies Exóticas,0,0
Región de Valparaíso,La Ligua,Otras Coníferas,0,0
Región de Valparaíso,La Ligua,Otras Especies Nativas,1,38.5
Región de Valparaíso,La Ligua,Especie Nativa y Especie Exótica,0,0
Región de Valparaíso,Cabildo,Total,2,0.16876923077
Región de Valparaíso,Cabildo,Sin clasificar,1,0.168
Región de Valparaíso,Cabildo,Acacia,0,0
Región de Valparaíso,Cabildo,Álamo,0,0
Región de Valparaíso,Cabildo,Aromo,0,0
Región de Valparaíso,Cabildo,Atriplex sp,0,0
Región de Valparaíso,Cabildo,Eucalipto Blanco (Eucalyptus Globulus),1,0.00076923077
Región de Valparaíso,Cabildo,Eucalyptus Nitens,0,0
Región de Valparaíso,Cabildo,Pino Ponderosa (Pinus Ponderosa),0,0
Región de Valparaíso,Cabildo,Pino Radiata o Insigne (Pinus Radiata),0,0
Región de Valparaíso,Cabildo,Pino Oregón (Pseudotsuga Menziesii),0,0
Región de Valparaíso,Cabildo,Coigüe,0,0
Región de Valparaíso,Cabildo,Quillay,0,0
Región de Valparaíso,Cabildo,Raulí,0,0
Región de Valparaíso,Cabildo,Tamarugo,0,0
Región de Valparaíso,Cabildo,Otras Especies Exóticas,0,0
Región de Valparaíso,Cabildo,Otras Coníferas,0,0
Región de Valparaíso,Cabildo,Otras Especies Nativas,0,0
Región de Valparaíso,Cabildo,Especie Nativa y Especie Exótica,0,0
Región de Valparaíso,Papudo,Total,3,800
Región de Valparaíso,Papudo,Sin clasificar,0,0
Región de Valparaíso,Papudo,Acacia,3,800
Región de Valparaíso,Papudo,Álamo,0,0
Región de Valparaíso,Papudo,Aromo,0,0
Región de Valparaíso,Papudo,Atriplex sp,0,0
Región de Valparaíso,Papudo,Eucalipto Blanco (Eucalyptus Globulus),0,0
Región de Valparaíso,Papudo,Eucalyptus Nitens,0,0
Región de Valparaíso,Papudo,Pino Ponderosa (Pinus Ponderosa),0,0
Región de Valparaíso,Papudo,Pino Radiata o Insigne (Pinus Radiata),0,0
Región de Valparaíso,Papudo,Pino Oregón (Pseudotsuga Menziesii),0,0
Región de Valparaíso,Papudo,Coigüe,0,0
Región de Valparaíso,Papudo,Quillay,0,0
Región de Valparaíso,Papudo,Raulí,0,0
Región de Valparaíso,Papudo,Tamarugo,0,0
Región de Valparaíso,Papudo,Otras Especies Exóticas,0,0
Región de Valparaíso,Papudo,Otras Coníferas,0,0
Región de Valparaíso,Papudo,Otras Especies Nativas,0,0
Región de Valparaíso,Papudo,Especie Nativa y Especie Exótica,0,0
Región de Valparaíso,Petorca,Total,1,0.5
Región de Valparaíso,Petorca,Sin clasificar,0,0
Región de Valparaíso,Petorca,Acacia,0,0
Región de Valparaíso,Petorca,Álamo,0,0
Región de Valparaíso,Petorca,Aromo,0,0
Región de Valparaíso,Petorca,Atriplex sp,0,0
Región de Valparaíso,Petorca,Eucalipto Blanco (Eucalyptus Globulus),0,0
Región de Valparaíso,Petorca,Eucalyptus Nitens,0,0
Región de Valparaíso,Petorca,Pino Ponderosa (Pinus Ponderosa),0,0
Región de Valparaíso,Petorca,Pino Radiata o Insigne (Pinus Radiata),0,0
Región de Valparaíso,Petorca,Pino Oregón (Pseudotsuga Menziesii),0,0
Región de Valparaíso,Petorca,Coigüe,0,0
Región de Valparaíso,Petorca,Quillay,0,0
Región de Valparaíso,Petorca,Raulí,0,0
Región de Valparaíso,Petorca,Tamarugo,0,0
Región de Valparaíso,Petorca,Otras Especies Exóticas,0,0
Región de Valparaíso,Petorca,Otras Coníferas,0,0
Región de Valparaíso,Petorca,Otras Especies Nativas,1,0.5
Región de Valparaíso,Petorca,Especie Nativa y Especie Exótica,0,0
Región de Valparaíso,Zapallar,Total,0,0
Región de Valparaíso,Zapallar,Sin clasificar,0,0
Región de Valparaíso,Zapallar,Acacia,0,0
Región de Valparaíso,Zapallar,Álamo,0,0
Región de Valparaíso,Zapallar,Aromo,0,0
Región de Valparaíso,Zapallar,Atriplex sp,0,0
Región de Valparaíso,Zapallar,Eucalipto Blanco (Eucalyptus Globulus),0,0
Región de Valparaíso,Zapallar,Eucalyptus Nitens,0,0
Región de Valparaíso,Zapallar,Pino Ponderosa (Pinus Ponderosa),0,0
Región de Valparaíso,Zapallar,Pino Radiata o Insigne (Pinus Radiata),0,0
Región de Valparaíso,Zapallar,Pino Oregón (Pseudotsuga Menziesii),0,0
Región de Valparaíso,Zapallar,Coigüe,0,0
Región de Valparaíso,Zapallar,Quillay,0,0
Región de Valparaíso,Zapallar,Raulí,0,0
Región de Valparaíso,Zapallar,Tamarugo,0,0
Región de Valparaíso,Zapallar,Otras Especies Exóticas,0,0
Región de Valparaíso,Zapallar,Otras Coníferas,0,0
Región de Valparaíso,Zapallar,Otras Especies Nativas,0,0
Región de Valparaíso,Zapallar,Especie Nativa y Especie Exótica,0,0
Región de Valparaíso,Quillota,Total,3,7.3
Región de Valparaíso,Quillota,Sin clasificar,0,0
Región de Valparaíso,Quillota,Acacia,0,0
Región de Valparaíso,Quillota,Álamo,0,0
Región de Valparaíso,Quillota,Aromo,0,0
Región de Valparaíso,Quillota,Atriplex sp,0,0
Región de Valparaíso,Quillota,Eucalipto Blanco (Eucalyptus Globulus),3,7
Región de Valparaíso,Quillota,Eucalyptus Nitens,0,0
Región de Valparaíso,Quillota,Pino Ponderosa (Pinus Ponderosa),0,0
Región de Valparaíso,Quillota,Pino Radiata o Insigne (Pinus Radiata),0,0
Región de Valparaíso,Quillota,Pino Oregón (Pseudotsuga Menziesii),0,0
Región de Valparaíso,Quillota,Coigüe,0,0
Región de Valparaíso,Quillota,Quillay,0,0
Región de Valparaíso,Quillota,Raulí,0,0
Región de Valparaíso,Quillota,Tamarugo,0,0
Región de Valparaíso,Quillota,Otras Especies Exóticas,0,0
Región de Valparaíso,Quillota,Otras Coníferas,0,0
Región de Valparaíso,Quillota,Otras Especies Nativas,1,0.3
Región de Valparaíso,Quillota,Especie Nativa y Especie Exótica,0,0
Región de Valparaíso,Calera,Total,0,0
Región de Valparaíso,Calera,Sin clasificar,0,0
Región de Valparaíso,Calera,Acacia,0,0
Región de Valparaíso,Calera,Álamo,0,0
Región de Valparaíso,Calera,Aromo,0,0
Región de Valparaíso,Calera,Atriplex sp,0,0
Región de Valparaíso,Calera,Eucalipto Blanco (Eucalyptus Globulus),0,0
Región de Valparaíso,Calera,Eucalyptus Nitens,0,0
Región de Valparaíso,Calera,Pino Ponderosa (Pinus Ponderosa),0,0
Región de Valparaíso,Calera,Pino Radiata o Insigne (Pinus Radiata),0,0
Región de Valparaíso,Calera,Pino Oregón (Pseudotsuga Menziesii),0,0
Región de Valparaíso,Calera,Coigüe,0,0
Región de Valparaíso,Calera,Quillay,0,0
Región de Valparaíso,Calera,Raulí,0,0
Región de Valparaíso,Calera,Tamarugo,0,0
Región de Valparaíso,Calera,Otras Especies Exóticas,0,0
Región de Valparaíso,Calera,Otras Coníferas,0,0
Región de Valparaíso,Calera,Otras Especies Nativas,0,0
Región de Valparaíso,Calera,Especie Nativa y Especie Exótica,0,0
Región de Valparaíso,Hijuelas,Total,3,6.9
Región de Valparaíso,Hijuelas,Sin clasificar,0,0
Región de Valparaíso,Hijuelas,Acacia,0,0
Región de Valparaíso,Hijuelas,Álamo,0,0
Región de Valparaíso,Hijuelas,Aromo,0,0
Región de Valparaíso,Hijuelas,Atriplex sp,0,0
Región de Valparaíso,Hijuelas,Eucalipto Blanco (Eucalyptus Globulus),2,0.9
Región de Valparaíso,Hijuelas,Eucalyptus Nitens,1,6
Región de Valparaíso,Hijuelas,Pino Ponderosa (Pinus Ponderosa),0,0
Región de Valparaíso,Hijuelas,Pino Radiata o Insigne (Pinus Radiata),0,0
Región de Valparaíso,Hijuelas,Pino Oregón (Pseudotsuga Menziesii),0,0
Región de Valparaíso,Hijuelas,Coigüe,0,0
Región de Valparaíso,Hijuelas,Quillay,0,0
Región de Valparaíso,Hijuelas,Raulí,0,0
Región de Valparaíso,Hijuelas,Tamarugo,0,0
Región de Valparaíso,Hijuelas,Otras Especies Exóticas,0,0
Región de Valparaíso,Hijuelas,Otras Coníferas,0,0
Región de Valparaíso,Hijuelas,Otras Especies Nativas,0,0
Región de Valparaíso,Hijuelas,Especie Nativa y Especie Exótica,0,0
Región de Valparaíso,La Cruz,Total,3,2.2
Región de Valparaíso,La Cruz,Sin clasificar,2,1.2
Región de Valparaíso,La Cruz,Acacia,0,0
Región de Valparaíso,La Cruz,Álamo,0,0
Región de Valparaíso,La Cruz,Aromo,0,0
Región de Valparaíso,La Cruz,Atriplex sp,0,0
Región de Valparaíso,La Cruz,Eucalipto Blanco (Eucalyptus Globulus),1,1
Región de Valparaíso,La Cruz,Eucalyptus Nitens,0,0
Región de Valparaíso,La Cruz,Pino Ponderosa (Pinus Ponderosa),0,0
Región de Valparaíso,La Cruz,Pino Radiata o Insigne (Pinus Radiata),0,0
Región de Valparaíso,La Cruz,Pino Oregón (Pseudotsuga Menziesii),0,0
Región de Valparaíso,La Cruz,Coigüe,0,0
Región de Valparaíso,La Cruz,Quillay,0,0
Región de Valparaíso,La Cruz,Raulí,0,0
Región de Valparaíso,La Cruz,Tamarugo,0,0
Región de Valparaíso,La Cruz,Otras Especies Exóticas,0,0
Región de Valparaíso,La Cruz,Otras Coníferas,0,0
Región de Valparaíso,La Cruz,Otras Especies Nativas,0,0
Región de Valparaíso,La Cruz,Especie Nativa y Especie Exótica,0,0
Región de Valparaíso,Nogales,Total,2,853.8900000000001
Región de Valparaíso,Nogales,Sin clasificar,0,0
Región de Valparaíso,Nogales,Acacia,0,0
Región de Valparaíso,Nogales,Álamo,0,0
Región de Valparaíso,Nogales,Aromo,0,0
Región de Valparaíso,Nogales,Atriplex sp,0,0
Región de Valparaíso,Nogales,Eucalipto Blanco (Eucalyptus Globulus),0,0
Región de Valparaíso,Nogales,Eucalyptus Nitens,1,13
Región de Valparaíso,Nogales,Pino Ponderosa (Pinus Ponderosa),0,0
Región de Valparaíso,Nogales,Pino Radiata o Insigne (Pinus Radiata),0,0
Región de Valparaíso,Nogales,Pino Oregón (Pseudotsuga Menziesii),0,0
Región de Valparaíso,Nogales,Coigüe,0,0
Región de Valparaíso,Nogales,Quillay,0,0
Región de Valparaíso,Nogales,Raulí,0,0
Región de Valparaíso,Nogales,Tamarugo,0,0
Región de Valparaíso,Nogales,Otras Especies Exóticas,0,0
Región de Valparaíso,Nogales,Otras Coníferas,0,0
Región de Valparaíso,Nogales,Otras Especies Nativas,1,840.8900000000001
Región de Valparaíso,Nogales,Especie Nativa y Especie Exótica,0,0
Región de Valparaíso,San Antonio,Total,26,1882.24
Región de Valparaíso,San Antonio,Sin clasificar,2,10.1
Región de Valparaíso,San Antonio,Acacia,0,0
Región de Valparaíso,San Antonio,Álamo,0,0
Región de Valparaíso,San Antonio,Aromo,0,0
Región de Valparaíso,San Antonio,Atriplex sp,0,0
Región de Valparaíso,San Antonio,Eucalipto Blanco (Eucalyptus Globulus),24,1842.54
Región de Valparaíso,San Antonio,Eucalyptus Nitens,0,0
Región de Valparaíso,San Antonio,Pino Ponderosa (Pinus Ponderosa),1,5.6
Región de Valparaíso,San Antonio,Pino Radiata o Insigne (Pinus Radiata),3,24
Región de Valparaíso,San Antonio,Pino Oregón (Pseudotsuga Menziesii),0,0
Región de Valparaíso,San Antonio,Coigüe,0,0
Región de Valparaíso,San Antonio,Quillay,0,0
Región de Valparaíso,San Antonio,Raulí,0,0
Región de Valparaíso,San Antonio,Tamarugo,0,0
Región de Valparaíso,San Antonio,Otras Especies Exóticas,0,0
Región de Valparaíso,San Antonio,Otras Coníferas,0,0
Región de Valparaíso,San Antonio,Otras Especies Nativas,0,0
Región de Valparaíso,San Antonio,Especie Nativa y Especie Exótica,0,0
Región de Valparaíso,Algarrobo,Total,50,842.05
Región de Valparaíso,Algarrobo,Sin clasificar,1,3
Región de Valparaíso,Algarrobo,Acacia,0,0
Región de Valparaíso,Algarrobo,Álamo,0,0
Región de Valparaíso,Algarrobo,Aromo,0,0
Región de Valparaíso,Algarrobo,Atriplex sp,0,0
Región de Valparaíso,Algarrobo,Eucalipto Blanco (Eucalyptus Globulus),15,213.9
Región de Valparaíso,Algarrobo,Eucalyptus Nitens,33,347.65
Región de Valparaíso,Algarrobo,Pino Ponderosa (Pinus Ponderosa),0,0
Región de Valparaíso,Algarrobo,Pino Radiata o Insigne (Pinus Radiata),10,256
Región de Valparaíso,Algarrobo,Pino Oregón (Pseudotsuga Menziesii),1,0.5
Región de Valparaíso,Algarrobo,Coigüe,0,0
Región de Valparaíso,Algarrobo,Quillay,2,21
Región de Valparaíso,Algarrobo,Raulí,0,0
Región de Valparaíso,Algarrobo,Tamarugo,0,0
Región de Valparaíso,Algarrobo,Otras Especies Exóticas,0,0
Región de Valparaíso,Algarrobo,Otras Coníferas,0,0
Región de Valparaíso,Algarrobo,Otras Especies Nativas,0,0
Región de Valparaíso,Algarrobo,Especie Nativa y Especie Exótica,0,0
Región de Valparaíso,Cartagena,Total,18,457.10419462776
Región de Valparaíso,Cartagena,Sin clasificar,3,17.5
Región de Valparaíso,Cartagena,Acacia,0,0
Región de Valparaíso,Cartagena,Álamo,0,0
Región de Valparaíso,Cartagena,Aromo,0,0
Región de Valparaíso,Cartagena,Atriplex sp,0,0
Región de Valparaíso,Cartagena,Eucalipto Blanco (Eucalyptus Globulus),10,367.10419462776
Región de Valparaíso,Cartagena,Eucalyptus Nitens,5,72.5
Región de Valparaíso,Cartagena,Pino Ponderosa (Pinus Ponderosa),0,0
Región de Valparaíso,Cartagena,Pino Radiata o Insigne (Pinus Radiata),0,0
Región de Valparaíso,Cartagena,Pino Oregón (Pseudotsuga Menziesii),0,0
Región de Valparaíso,Cartagena,Coigüe,0,0
Región de Valparaíso,Cartagena,Quillay,0,0
Región de Valparaíso,Cartagena,Raulí,0,0
Región de Valparaíso,Cartagena,Tamarugo,0,0
Región de Valparaíso,Cartagena,Otras Especies Exóticas,0,0
Región de Valparaíso,Cartagena,Otras Coníferas,0,0
Región de Valparaíso,Cartagena,Otras Especies Nativas,0,0
Región de Valparaíso,Cartagena,Especie Nativa y Especie Exótica,0,0
Región de Valparaíso,Santo Domingo,Total,87,4514.85
Región de Valparaíso,Santo Domingo,Sin clasificar,1,0.5
Región de Valparaíso,Santo Domingo,Acacia,0,0
Región de Valparaíso,Santo Domingo,Álamo,0,0
Región de Valparaíso,Santo Domingo,Aromo,0,0
Región de Valparaíso,Santo Domingo,Atriplex sp,0,0
Región de Valparaíso,Santo Domingo,Eucalipto Blanco (Eucalyptus Globulus),73,3309.85
Región de Valparaíso,Santo Domingo,Eucalyptus Nitens,10,264.6
Región de Valparaíso,Santo Domingo,Pino Ponderosa (Pinus Ponderosa),0,0
Región de Valparaíso,Santo Domingo,Pino Radiata o Insigne (Pinus Radiata),7,840
Región de Valparaíso,Santo Domingo,Pino Oregón (Pseudotsuga Menziesii),0,0
Región de Valparaíso,Santo Domingo,Coigüe,0,0
Región de Valparaíso,Santo Domingo,Quillay,1,3
Región de Valparaíso,Santo Domingo,Raulí,0,0
Región de Valparaíso,Santo Domingo,Tamarugo,0,0
Región de Valparaíso,Santo Domingo,Otras Especies Exóticas,1,58.9
Región de Valparaíso,Santo Domingo,Otras Coníferas,0,0
Región de Valparaíso,Santo Domingo,Otras Especies Nativas,1,38
Región de Valparaíso,Santo Domingo,Especie Nativa y Especie Exótica,0,0
Región de Valparaíso,El Quisco/El Tabo,Total,21,5048.23580537224
Región de Valparaíso,El Quisco/El Tabo,Sin clasificar,0,0
Región de Valparaíso,El Quisco/El Tabo,Acacia,0,0
Región de Valparaíso,El Quisco/El Tabo,Álamo,1,1211.48
Región de Valparaíso,El Quisco/El Tabo,Aromo,0,0
Región de Valparaíso,El Quisco/El Tabo,Atriplex sp,0,0
Región de Valparaíso,El Quisco/El Tabo,Eucalipto Blanco (Eucalyptus Globulus),18,685.9958053722399
Región de Valparaíso,El Quisco/El Tabo,Eucalyptus Nitens,0,0
Región de Valparaíso,El Quisco/El Tabo,Pino Ponderosa (Pinus Ponderosa),0,0
Región de Valparaíso,El Quisco/El Tabo,Pino Radiata o Insigne (Pinus Radiata),8,840
Región de Valparaíso,El Quisco/El Tabo,Pino Oregón (Pseudotsuga Menziesii),1,700
Región de Valparaíso,El Quisco/El Tabo,Coigüe,0,0
