total_nacional_region,comuna_4_5,especie_6,total_numero_de_upa78,total_superficie_cultivo_ha
Región Metropolitana de Santiago,San Miguel,Álamo,0,0
Región Metropolitana de Santiago,San Miguel,Aromo,0,0
Región Metropolitana de Santiago,San Miguel,Atriplex sp,0,0
Región Metropolitana de Santiago,San Miguel,Eucalipto Blanco (Eucalyptus Globulus),0,0
Región Metropolitana de Santiago,San Miguel,Eucalyptus Nitens,0,0
Región Metropolitana de Santiago,San Miguel,Pino Ponderosa (Pinus Ponderosa),0,0
Región Metropolitana de Santiago,San Miguel,Pino Radiata o Insigne (Pinus Radiata),0,0
Región Metropolitana de Santiago,San Miguel,Pino Oregón (Pseudotsuga Menziesii),0,0
Región Metropolitana de Santiago,San Miguel,Coigüe,0,0
Región Metropolitana de Santiago,San Miguel,Quillay,0,0
Región Metropolitana de Santiago,San Miguel,Raulí,0,0
Región Metropolitana de Santiago,San Miguel,Tamarugo,0,0
Región Metropolitana de Santiago,San Miguel,Otras Especies Exóticas,0,0
Región Metropolitana de Santiago,San Miguel,Otras Coníferas,0,0
Región Metropolitana de Santiago,San Miguel,Otras Especies Nativas,0,0
Región Metropolitana de Santiago,San Miguel,Especie Nativa y Especie Exótica,0,0
Región Metropolitana de Santiago,G1 Santiago,Total,2,9
Región Metropolitana de Santiago,G1 Santiago,Sin clasificar,1,1
Región Metropolitana de Santiago,G1 Santiago,Acacia,0,0
Región Metropolitana de Santiago,G1 Santiago,Álamo,0,0
Región Metropolitana de Santiago,G1 Santiago,Aromo,0,0
Región Metropolitana de Santiago,G1 Santiago,Atriplex sp,0,0
Región Metropolitana de Santiago,G1 Santiago,Eucalipto Blanco (Eucalyptus Globulus),0,0
Región Metropolitana de Santiago,G1 Santiago,Eucalyptus Nitens,0,0
Región Metropolitana de Santiago,G1 Santiago,Pino Ponderosa (Pinus Ponderosa),0,0
Región Metropolitana de Santiago,G1 Santiago,Pino Radiata o Insigne (Pinus Radiata),0,0
Región Metropolitana de Santiago,G1 Santiago,Pino Oregón (Pseudotsuga Menziesii),0,0
Región Metropolitana de Santiago,G1 Santiago,Coigüe,0,0
Región Metropolitana de Santiago,G1 Santiago,Quillay,0,0
Región Metropolitana de Santiago,G1 Santiago,Raulí,0,0
Región Metropolitana de Santiago,G1 Santiago,Tamarugo,0,0
Región Metropolitana de Santiago,G1 Santiago,Otras Especies Exóticas,0,0
Región Metropolitana de Santiago,G1 Santiago,Otras Coníferas,0,0
Región Metropolitana de Santiago,G1 Santiago,Otras Especies Nativas,1,8
Región Metropolitana de Santiago,G1 Santiago,Especie Nativa y Especie Exótica,0,0
Región Metropolitana de Santiago,G2 Santiago,Total,2,51.5
Región Metropolitana de Santiago,G2 Santiago,Sin clasificar,0,0
Región Metropolitana de Santiago,G2 Santiago,Acacia,0,0
Región Metropolitana de Santiago,G2 Santiago,Álamo,0,0
Región Metropolitana de Santiago,G2 Santiago,Aromo,0,0
Región Metropolitana de Santiago,G2 Santiago,Atriplex sp,0,0
Región Metropolitana de Santiago,G2 Santiago,Eucalipto Blanco (Eucalyptus Globulus),0,0
Región Metropolitana de Santiago,G2 Santiago,Eucalyptus Nitens,0,0
Región Metropolitana de Santiago,G2 Santiago,Pino Ponderosa (Pinus Ponderosa),0,0
Región Metropolitana de Santiago,G2 Santiago,Pino Radiata o Insigne (Pinus Radiata),0,0
Región Metropolitana de Santiago,G2 Santiago,Pino Oregón (Pseudotsuga Menziesii),0,0
Región Metropolitana de Santiago,G2 Santiago,Coigüe,0,0
Región Metropolitana de Santiago,G2 Santiago,Quillay,0,0
Región Metropolitana de Santiago,G2 Santiago,Raulí,0,0
Región Metropolitana de Santiago,G2 Santiago,Tamarugo,0,0
Región Metropolitana de Santiago,G2 Santiago,Otras Especies Exóticas,0,0
Región Metropolitana de Santiago,G2 Santiago,Otras Coníferas,0,0
Región Metropolitana de Santiago,G2 Santiago,Otras Especies Nativas,2,51.5
Región Metropolitana de Santiago,G2 Santiago,Especie Nativa y Especie Exótica,0,0
Región Metropolitana de Santiago,G3 Santiago,Total,1,0.2
Región Metropolitana de Santiago,G3 Santiago,Sin clasificar,0,0
Región Metropolitana de Santiago,G3 Santiago,Acacia,0,0
Región Metropolitana de Santiago,G3 Santiago,Álamo,0,0
Región Metropolitana de Santiago,G3 Santiago,Aromo,0,0
Región Metropolitana de Santiago,G3 Santiago,Atriplex sp,0,0
Región Metropolitana de Santiago,G3 Santiago,Eucalipto Blanco (Eucalyptus Globulus),1,0.2
Región Metropolitana de Santiago,G3 Santiago,Eucalyptus Nitens,0,0
Región Metropolitana de Santiago,G3 Santiago,Pino Ponderosa (Pinus Ponderosa),0,0
Región Metropolitana de Santiago,G3 Santiago,Pino Radiata o Insigne (Pinus Radiata),0,0
Región Metropolitana de Santiago,G3 Santiago,Pino Oregón (Pseudotsuga Menziesii),0,0
Región Metropolitana de Santiago,G3 Santiago,Coigüe,0,0
Región Metropolitana de Santiago,G3 Santiago,Quillay,0,0
Región Metropolitana de Santiago,G3 Santiago,Raulí,0,0
Región Metropolitana de Santiago,G3 Santiago,Tamarugo,0,0
Región Metropolitana de Santiago,G3 Santiago,Otras Especies Exóticas,0,0
Región Metropolitana de Santiago,G3 Santiago,Otras Coníferas,0,0
Región Metropolitana de Santiago,G3 Santiago,Otras Especies Nativas,0,0
Región Metropolitana de Santiago,G3 Santiago,Especie Nativa y Especie Exótica,0,0
Región Metropolitana de Santiago,Puente Alto,Total,0,0
Región Metropolitana de Santiago,Puente Alto,Sin clasificar,0,0
Región Metropolitana de Santiago,Puente Alto,Acacia,0,0
Región Metropolitana de Santiago,Puente Alto,Álamo,0,0
Región Metropolitana de Santiago,Puente Alto,Aromo,0,0
Región Metropolitana de Santiago,Puente Alto,Atriplex sp,0,0
Región Metropolitana de Santiago,Puente Alto,Eucalipto Blanco (Eucalyptus Globulus),0,0
Región Metropolitana de Santiago,Puente Alto,Eucalyptus Nitens,0,0
Región Metropolitana de Santiago,Puente Alto,Pino Ponderosa (Pinus Ponderosa),0,0
Región Metropolitana de Santiago,Puente Alto,Pino Radiata o Insigne (Pinus Radiata),0,0
Región Metropolitana de Santiago,Puente Alto,Pino Oregón (Pseudotsuga Menziesii),0,0
Región Metropolitana de Santiago,Puente Alto,Coigüe,0,0
Región Metropolitana de Santiago,Puente Alto,Quillay,0,0
Región Metropolitana de Santiago,Puente Alto,Raulí,0,0
Región Metropolitana de Santiago,Puente Alto,Tamarugo,0,0
Región Metropolitana de Santiago,Puente Alto,Otras Especies Exóticas,0,0
Región Metropolitana de Santiago,Puente Alto,Otras Coníferas,0,0
Región Metropolitana de Santiago,Puente Alto,Otras Especies Nativas,0,0
Región Metropolitana de Santiago,Puente Alto,Especie Nativa y Especie Exótica,0,0
Región Metropolitana de Santiago,Pirque,Total,2,2.25
Región Metropolitana de Santiago,Pirque,Sin clasificar,0,0
Región Metropolitana de Santiago,Pirque,Acacia,0,0
Región Metropolitana de Santiago,Pirque,Álamo,0,0
Región Metropolitana de Santiago,Pirque,Aromo,0,0
Región Metropolitana de Santiago,Pirque,Atriplex sp,0,0
Región Metropolitana de Santiago,Pirque,Eucalipto Blanco (Eucalyptus Globulus),1,1
Región Metropolitana de Santiago,Pirque,Eucalyptus Nitens,0,0
Región Metropolitana de Santiago,Pirque,Pino Ponderosa (Pinus Ponderosa),0,0
Región Metropolitana de Santiago,Pirque,Pino Radiata o Insigne (Pinus Radiata),0,0
Región Metropolitana de Santiago,Pirque,Pino Oregón (Pseudotsuga Menziesii),0,0
Región Metropolitana de Santiago,Pirque,Coigüe,0,0
Región Metropolitana de Santiago,Pirque,Quillay,1,1.25
Región Metropolitana de Santiago,Pirque,Raulí,0,0
Región Metropolitana de Santiago,Pirque,Tamarugo,0,0
Región Metropolitana de Santiago,Pirque,Otras Especies Exóticas,0,0
Región Metropolitana de Santiago,Pirque,Otras Coníferas,0,0
Región Metropolitana de Santiago,Pirque,Otras Especies Nativas,0,0
Región Metropolitana de Santiago,Pirque,Especie Nativa y Especie Exótica,0,0
Región Metropolitana de Santiago,San José De Maipo,Total,6,55.43
Región Metropolitana de Santiago,San José De Maipo,Sin clasificar,0,0
Región Metropolitana de Santiago,San José De Maipo,Acacia,0,0
Región Metropolitana de Santiago,San José De Maipo,Álamo,1,5
Región Metropolitana de Santiago,San José De Maipo,Aromo,0,0
Región Metropolitana de Santiago,San José De Maipo,Atriplex sp,0,0
Región Metropolitana de Santiago,San José De Maipo,Eucalipto Blanco (Eucalyptus Globulus),1,0.4
Región Metropolitana de Santiago,San José De Maipo,Eucalyptus Nitens,0,0
Región Metropolitana de Santiago,San José De Maipo,Pino Ponderosa (Pinus Ponderosa),0,0
Región Metropolitana de Santiago,San José De Maipo,Pino Radiata o Insigne (Pinus Radiata),0,0
Región Metropolitana de Santiago,San José De Maipo,Pino Oregón (Pseudotsuga Menziesii),0,0
Región Metropolitana de Santiago,San José De Maipo,Coigüe,0,0
Región Metropolitana de Santiago,San José De Maipo,Quillay,0,0
Región Metropolitana de Santiago,San José De Maipo,Raulí,0,0
Región Metropolitana de Santiago,San José De Maipo,Tamarugo,0,0
Región Metropolitana de Santiago,San José De Maipo,Otras Especies Exóticas,1,10
Región Metropolitana de Santiago,San José De Maipo,Otras Coníferas,0,0
Región Metropolitana de Santiago,San José De Maipo,Otras Especies Nativas,3,40.03
Región Metropolitana de Santiago,San José De Maipo,Especie Nativa y Especie Exótica,0,0
Región Metropolitana de Santiago,Colina,Total,3,333.89
Región Metropolitana de Santiago,Colina,Sin clasificar,0,0
Región Metropolitana de Santiago,Colina,Acacia,0,0
Región Metropolitana de Santiago,Colina,Álamo,0,0
Región Metropolitana de Santiago,Colina,Aromo,0,0
Región Metropolitana de Santiago,Colina,Atriplex sp,0,0
Región Metropolitana de Santiago,Colina,Eucalipto Blanco (Eucalyptus Globulus),3,32.5
Región Metropolitana de Santiago,Colina,Eucalyptus Nitens,0,0
Región Metropolitana de Santiago,Colina,Pino Ponderosa (Pinus Ponderosa),0,0
Región Metropolitana de Santiago,Colina,Pino Radiata o Insigne (Pinus Radiata),0,0
Región Metropolitana de Santiago,Colina,Pino Oregón (Pseudotsuga Menziesii),0,0
Región Metropolitana de Santiago,Colina,Coigüe,0,0
Región Metropolitana de Santiago,Colina,Quillay,0,0
Región Metropolitana de Santiago,Colina,Raulí,0,0
Región Metropolitana de Santiago,Colina,Tamarugo,0,0
Región Metropolitana de Santiago,Colina,Otras Especies Exóticas,0,0
Región Metropolitana de Santiago,Colina,Otras Coníferas,0,0
Región Metropolitana de Santiago,Colina,Otras Especies Nativas,2,301.39
Región Metropolitana de Santiago,Colina,Especie Nativa y Especie Exótica,0,0
Región Metropolitana de Santiago,Lampa,Total,0,0
Región Metropolitana de Santiago,Lampa,Sin clasificar,0,0
Región Metropolitana de Santiago,Lampa,Acacia,0,0
Región Metropolitana de Santiago,Lampa,Álamo,0,0
Región Metropolitana de Santiago,Lampa,Aromo,0,0
Región Metropolitana de Santiago,Lampa,Atriplex sp,0,0
Región Metropolitana de Santiago,Lampa,Eucalipto Blanco (Eucalyptus Globulus),0,0
Región Metropolitana de Santiago,Lampa,Eucalyptus Nitens,0,0
Región Metropolitana de Santiago,Lampa,Pino Ponderosa (Pinus Ponderosa),0,0
Región Metropolitana de Santiago,Lampa,Pino Radiata o Insigne (Pinus Radiata),0,0
Región Metropolitana de Santiago,Lampa,Pino Oregón (Pseudotsuga Menziesii),0,0
Región Metropolitana de Santiago,Lampa,Coigüe,0,0
Región Metropolitana de Santiago,Lampa,Quillay,0,0
Región Metropolitana de Santiago,Lampa,Raulí,0,0
Región Metropolitana de Santiago,Lampa,Tamarugo,0,0
Región Metropolitana de Santiago,Lampa,Otras Especies Exóticas,0,0
Región Metropolitana de Santiago,Lampa,Otras Coníferas,0,0
Región Metropolitana de Santiago,Lampa,Otras Especies Nativas,0,0
Región Metropolitana de Santiago,Lampa,Especie Nativa y Especie Exótica,0,0
Región Metropolitana de Santiago,Tiltil,Total,4,112.05
Región Metropolitana de Santiago,Tiltil,Sin clasificar,0,0
Región Metropolitana de Santiago,Tiltil,Acacia,0,0
Región Metropolitana de Santiago,Tiltil,Álamo,0,0
Región Metropolitana de Santiago,Tiltil,Aromo,0,0
Región Metropolitana de Santiago,Tiltil,Atriplex sp,0,0
Región Metropolitana de Santiago,Tiltil,Eucalipto Blanco (Eucalyptus Globulus),1,1.5
Región Metropolitana de Santiago,Tiltil,Eucalyptus Nitens,0,0
Región Metropolitana de Santiago,Tiltil,Pino Ponderosa (Pinus Ponderosa),0,0
Región Metropolitana de Santiago,Tiltil,Pino Radiata o Insigne (Pinus Radiata),0,0
Región Metropolitana de Santiago,Tiltil,Pino Oregón (Pseudotsuga Menziesii),0,0
Región Metropolitana de Santiago,Tiltil,Coigüe,0,0
Región Metropolitana de Santiago,Tiltil,Quillay,2,2.3
Región Metropolitana de Santiago,Tiltil,Raulí,0,0
Región Metropolitana de Santiago,Tiltil,Tamarugo,0,0
Región Metropolitana de Santiago,Tiltil,Otras Especies Exóticas,0,0
Región Metropolitana de Santiago,Tiltil,Otras Coníferas,0,0
Región Metropolitana de Santiago,Tiltil,Otras Especies Nativas,2,2
Región Metropolitana de Santiago,Tiltil,Especie Nativa y Especie Exótica,3,106.25
Región Metropolitana de Santiago,San Bernardo,Total,0,0
Región Metropolitana de Santiago,San Bernardo,Sin clasificar,0,0
Región Metropolitana de Santiago,San Bernardo,Acacia,0,0
Región Metropolitana de Santiago,San Bernardo,Álamo,0,0
Región Metropolitana de Santiago,San Bernardo,Aromo,0,0
Región Metropolitana de Santiago,San Bernardo,Atriplex sp,0,0
Región Metropolitana de Santiago,San Bernardo,Eucalipto Blanco (Eucalyptus Globulus),0,0
Región Metropolitana de Santiago,San Bernardo,Eucalyptus Nitens,0,0
Región Metropolitana de Santiago,San Bernardo,Pino Ponderosa (Pinus Ponderosa),0,0
Región Metropolitana de Santiago,San Bernardo,Pino Radiata o Insigne (Pinus Radiata),0,0
Región Metropolitana de Santiago,San Bernardo,Pino Oregón (Pseudotsuga Menziesii),0,0
Región Metropolitana de Santiago,San Bernardo,Coigüe,0,0
Región Metropolitana de Santiago,San Bernardo,Quillay,0,0
Región Metropolitana de Santiago,San Bernardo,Raulí,0,0
Región Metropolitana de Santiago,San Bernardo,Tamarugo,0,0
Región Metropolitana de Santiago,San Bernardo,Otras Especies Exóticas,0,0
Región Metropolitana de Santiago,San Bernardo,Otras Coníferas,0,0
Región Metropolitana de Santiago,San Bernardo,Otras Especies Nativas,0,0
Región Metropolitana de Santiago,San Bernardo,Especie Nativa y Especie Exótica,0,0
Región Metropolitana de Santiago,Buin,Total,3,12.66
Región Metropolitana de Santiago,Buin,Sin clasificar,0,0
Región Metropolitana de Santiago,Buin,Acacia,0,0
Región Metropolitana de Santiago,Buin,Álamo,0,0
Región Metropolitana de Santiago,Buin,Aromo,0,0
Región Metropolitana de Santiago,Buin,Atriplex sp,0,0
Región Metropolitana de Santiago,Buin,Eucalipto Blanco (Eucalyptus Globulus),3,12.66
Región Metropolitana de Santiago,Buin,Eucalyptus Nitens,0,0
Región Metropolitana de Santiago,Buin,Pino Ponderosa (Pinus Ponderosa),0,0
Región Metropolitana de Santiago,Buin,Pino Radiata o Insigne (Pinus Radiata),0,0
Región Metropolitana de Santiago,Buin,Pino Oregón (Pseudotsuga Menziesii),0,0
Región Metropolitana de Santiago,Buin,Coigüe,0,0
Región Metropolitana de Santiago,Buin,Quillay,0,0
Región Metropolitana de Santiago,Buin,Raulí,0,0
Región Metropolitana de Santiago,Buin,Tamarugo,0,0
Región Metropolitana de Santiago,Buin,Otras Especies Exóticas,0,0
Región Metropolitana de Santiago,Buin,Otras Coníferas,0,0
Región Metropolitana de Santiago,Buin,Otras Especies Nativas,0,0
Región Metropolitana de Santiago,Buin,Especie Nativa y Especie Exótica,0,0
Región Metropolitana de Santiago,Calera De Tango,Total,3,12.05
Región Metropolitana de Santiago,Calera De Tango,Sin clasificar,0,0
Región Metropolitana de Santiago,Calera De Tango,Acacia,0,0
Región Metropolitana de Santiago,Calera De Tango,Álamo,0,0
Región Metropolitana de Santiago,Calera De Tango,Aromo,0,0
Región Metropolitana de Santiago,Calera De Tango,Atriplex sp,0,0
Región Metropolitana de Santiago,Calera De Tango,Eucalipto Blanco (Eucalyptus Globulus),2,0.05
Región Metropolitana de Santiago,Calera De Tango,Eucalyptus Nitens,0,0
Región Metropolitana de Santiago,Calera De Tango,Pino Ponderosa (Pinus Ponderosa),0,0
Región Metropolitana de Santiago,Calera De Tango,Pino Radiata o Insigne (Pinus Radiata),0,0
Región Metropolitana de Santiago,Calera De Tango,Pino Oregón (Pseudotsuga Menziesii),0,0
Región Metropolitana de Santiago,Calera De Tango,Coigüe,0,0
Región Metropolitana de Santiago,Calera De Tango,Quillay,0,0
Región Metropolitana de Santiago,Calera De Tango,Raulí,0,0
Región Metropolitana de Santiago,Calera De Tango,Tamarugo,0,0
Región Metropolitana de Santiago,Calera De Tango,Otras Especies Exóticas,0,0
Región Metropolitana de Santiago,Calera De Tango,Otras Coníferas,0,0
Región Metropolitana de Santiago,Calera De Tango,Otras Especies Nativas,1,12
Región Metropolitana de Santiago,Calera De Tango,Especie Nativa y Especie Exótica,0,0
Región Metropolitana de Santiago,Paine,Total,13,128.7
Región Metropolitana de Santiago,Paine,Sin clasificar,0,0
Región Metropolitana de Santiago,Paine,Acacia,0,0
Región Metropolitana de Santiago,Paine,Álamo,1,0.1
Región Metropolitana de Santiago,Paine,Aromo,0,0
Región Metropolitana de Santiago,Paine,Atriplex sp,0,0
Región Metropolitana de Santiago,Paine,Eucalipto Blanco (Eucalyptus Globulus),7,42.49
Región Metropolitana de Santiago,Paine,Eucalyptus Nitens,2,17
Región Metropolitana de Santiago,Paine,Pino Ponderosa (Pinus Ponderosa),0,0
Región Metropolitana de Santiago,Paine,Pino Radiata o Insigne (Pinus Radiata),0,0
Región Metropolitana de Santiago,Paine,Pino Oregón (Pseudotsuga Menziesii),0,0
Región Metropolitana de Santiago,Paine,Coigüe,0,0
Región Metropolitana de Santiago,Paine,Quillay,2,0.23
Región Metropolitana de Santiago,Paine,Raulí,0,0
Región Metropolitana de Santiago,Paine,Tamarugo,0,0
Región Metropolitana de Santiago,Paine,Otras Especies Exóticas,2,0.8
Región Metropolitana de Santiago,Paine,Otras Coníferas,1,25
Región Metropolitana de Santiago,Paine,Otras Especies Nativas,3,43.08
Región Metropolitana de Santiago,Paine,Especie Nativa y Especie Exótica,0,0
Región Metropolitana de Santiago,Melipilla,Total,36,290.79
Región Metropolitana de Santiago,Melipilla,Sin clasificar,0,0
Región Metropolitana de Santiago,Melipilla,Acacia,0,0
Región Metropolitana de Santiago,Melipilla,Álamo,0,0
Región Metropolitana de Santiago,Melipilla,Aromo,0,0
Región Metropolitana de Santiago,Melipilla,Atriplex sp,0,0
Región Metropolitana de Santiago,Melipilla,Eucalipto Blanco (Eucalyptus Globulus),24,237.02
Región Metropolitana de Santiago,Melipilla,Eucalyptus Nitens,4,20.98
Región Metropolitana de Santiago,Melipilla,Pino Ponderosa (Pinus Ponderosa),0,0
Región Metropolitana de Santiago,Melipilla,Pino Radiata o Insigne (Pinus Radiata),1,5
Región Metropolitana de Santiago,Melipilla,Pino Oregón (Pseudotsuga Menziesii),0,0
Región Metropolitana de Santiago,Melipilla,Coigüe,0,0
Región Metropolitana de Santiago,Melipilla,Quillay,4,21.5
Región Metropolitana de Santiago,Melipilla,Raulí,0,0
Región Metropolitana de Santiago,Melipilla,Tamarugo,0,0
Región Metropolitana de Santiago,Melipilla,Otras Especies Exóticas,4,5.19
Región Metropolitana de Santiago,Melipilla,Otras Coníferas,0,0
Región Metropolitana de Santiago,Melipilla,Otras Especies Nativas,1,1
Región Metropolitana de Santiago,Melipilla,Especie Nativa y Especie Exótica,1,0.1
Región Metropolitana de Santiago,Alhué,Total,3,379.71
Región Metropolitana de Santiago,Alhué,Sin clasificar,0,0
Región Metropolitana de Santiago,Alhué,Acacia,0,0
Región Metropolitana de Santiago,Alhué,Álamo,0,0
Región Metropolitana de Santiago,Alhué,Aromo,0,0
Región Metropolitana de Santiago,Alhué,Atriplex sp,0,0
Región Metropolitana de Santiago,Alhué,Eucalipto Blanco (Eucalyptus Globulus),0,0
Región Metropolitana de Santiago,Alhué,Eucalyptus Nitens,0,0
Región Metropolitana de Santiago,Alhué,Pino Ponderosa (Pinus Ponderosa),0,0
Región Metropolitana de Santiago,Alhué,Pino Radiata o Insigne (Pinus Radiata),0,0
Región Metropolitana de Santiago,Alhué,Pino Oregón (Pseudotsuga Menziesii),0,0
Región Metropolitana de Santiago,Alhué,Coigüe,0,0
Región Metropolitana de Santiago,Alhué,Quillay,3,379.71
Región Metropolitana de Santiago,Alhué,Raulí,0,0
Región Metropolitana de Santiago,Alhué,Tamarugo,0,0
Región Metropolitana de Santiago,Alhué,Otras Especies Exóticas,0,0
Región Metropolitana de Santiago,Alhué,Otras Coníferas,0,0
Región Metropolitana de Santiago,Alhué,Otras Especies Nativas,0,0
Región Metropolitana de Santiago,Alhué,Especie Nativa y Especie Exótica,0,0
Región Metropolitana de Santiago,Curacaví,Total,3,74.99999999999999
Región Metropolitana de Santiago,Curacaví,Sin clasificar,0,0
Región Metropolitana de Santiago,Curacaví,Acacia,0,0
Región Metropolitana de Santiago,Curacaví,Álamo,0,0
Región Metropolitana de Santiago,Curacaví,Aromo,0,0
Región Metropolitana de Santiago,Curacaví,Atriplex sp,0,0
Región Metropolitana de Santiago,Curacaví,Eucalipto Blanco (Eucalyptus Globulus),1,3
Región Metropolitana de Santiago,Curacaví,Eucalyptus Nitens,3,71.99999999999999
Región Metropolitana de Santiago,Curacaví,Pino Ponderosa (Pinus Ponderosa),0,0
Región Metropolitana de Santiago,Curacaví,Pino Radiata o Insigne (Pinus Radiata),0,0
Región Metropolitana de Santiago,Curacaví,Pino Oregón (Pseudotsuga Menziesii),0,0
Región Metropolitana de Santiago,Curacaví,Coigüe,0,0
Región Metropolitana de Santiago,Curacaví,Quillay,0,0
Región Metropolitana de Santiago,Curacaví,Raulí,0,0
Región Metropolitana de Santiago,Curacaví,Tamarugo,0,0
Región Metropolitana de Santiago,Curacaví,Otras Especies Exóticas,0,0
Región Metropolitana de Santiago,Curacaví,Otras Coníferas,0,0
Región Metropolitana de Santiago,Curacaví,Otras Especies Nativas,0,0
Región Metropolitana de Santiago,Curacaví,Especie Nativa y Especie Exótica,0,0
Región Metropolitana de Santiago,María Pinto,Total,2,2.9
Región Metropolitana de Santiago,María Pinto,Sin clasificar,0,0
Región Metropolitana de Santiago,María Pinto,Acacia,0,0
Región Metropolitana de Santiago,María Pinto,Álamo,0,0
Región Metropolitana de Santiago,María Pinto,Aromo,0,0
Región Metropolitana de Santiago,María Pinto,Atriplex sp,0,0
Región Metropolitana de Santiago,María Pinto,Eucalipto Blanco (Eucalyptus Globulus),0,0
Región Metropolitana de Santiago,María Pinto,Eucalyptus Nitens,0,0
Región Metropolitana de Santiago,María Pinto,Pino Ponderosa (Pinus Ponderosa),0,0
Región Metropolitana de Santiago,María Pinto,Pino Radiata o Insigne (Pinus Radiata),0,0
Región Metropolitana de Santiago,María Pinto,Pino Oregón (Pseudotsuga Menziesii),0,0
Región Metropolitana de Santiago,María Pinto,Coigüe,0,0
Región Metropolitana de Santiago,María Pinto,Quillay,2,2.9
Región Metropolitana de Santiago,María Pinto,Raulí,0,0
Región Metropolitana de Santiago,María Pinto,Tamarugo,0,0
Región Metropolitana de Santiago,María Pinto,Otras Especies Exóticas,0,0
Región Metropolitana de Santiago,María Pinto,Otras Coníferas,0,0
Región Metropolitana de Santiago,María Pinto,Otras Especies Nativas,0,0
Región Metropolitana de Santiago,María Pinto,Especie Nativa y Especie Exótica,0,0
Región Metropolitana de Santiago,San Pedro,Total,82,2102.33
Región Metropolitana de Santiago,San Pedro,Sin clasificar,4,5.5
Región Metropolitana de Santiago,San Pedro,Acacia,0,0
Región Metropolitana de Santiago,San Pedro,Álamo,0,0
Región Metropolitana de Santiago,San Pedro,Aromo,0,0
Región Metropolitana de Santiago,San Pedro,Atriplex sp,0,0
Región Metropolitana de Santiago,San Pedro,Eucalipto Blanco (Eucalyptus Globulus),66,1812
Región Metropolitana de Santiago,San Pedro,Eucalyptus Nitens,8,26.25
Región Metropolitana de Santiago,San Pedro,Pino Ponderosa (Pinus Ponderosa),0,0
Región Metropolitana de Santiago,San Pedro,Pino Radiata o Insigne (Pinus Radiata),2,11
Región Metropolitana de Santiago,San Pedro,Pino Oregón (Pseudotsuga Menziesii),0,0
Región Metropolitana de Santiago,San Pedro,Coigüe,0,0
Región Metropolitana de Santiago,San Pedro,Quillay,6,170.58
Región Metropolitana de Santiago,San Pedro,Raulí,0,0
Región Metropolitana de Santiago,San Pedro,Tamarugo,0,0
Región Metropolitana de Santiago,San Pedro,Otras Especies Exóticas,0,0
Región Metropolitana de Santiago,San Pedro,Otras Coníferas,0,0
Región Metropolitana de Santiago,San Pedro,Otras Especies Nativas,3,77
Región Metropolitana de Santiago,San Pedro,Especie Nativa y Especie Exótica,0,0
Región Metropolitana de Santiago,Talagante,Total,4,20.6
Región Metropolitana de Santiago,Talagante,Sin clasificar,1,0.2
Región Metropolitana de Santiago,Talagante,Acacia,0,0
Región Metropolitana de Santiago,Talagante,Álamo,1,0.4
Región Metropolitana de Santiago,Talagante,Aromo,0,0
Región Metropolitana de Santiago,Talagante,Atriplex sp,0,0
Región Metropolitana de Santiago,Talagante,Eucalipto Blanco (Eucalyptus Globulus),0,0
Región Metropolitana de Santiago,Talagante,Eucalyptus Nitens,1,12
Región Metropolitana de Santiago,Talagante,Pino Ponderosa (Pinus Ponderosa),0,0
Región Metropolitana de Santiago,Talagante,Pino Radiata o Insigne (Pinus Radiata),0,0
Región Metropolitana de Santiago,Talagante,Pino Oregón (Pseudotsuga Menziesii),0,0
Región Metropolitana de Santiago,Talagante,Coigüe,0,0
Región Metropolitana de Santiago,Talagante,Quillay,1,3
Región Metropolitana de Santiago,Talagante,Raulí,0,0
Región Metropolitana de Santiago,Talagante,Tamarugo,0,0
Región Metropolitana de Santiago,Talagante,Otras Especies Exóticas,2,5
Región Metropolitana de Santiago,Talagante,Otras Coníferas,0,0
Región Metropolitana de Santiago,Talagante,Otras Especies Nativas,0,0
Región Metropolitana de Santiago,Talagante,Especie Nativa y Especie Exótica,0,0
Región Metropolitana de Santiago,El Monte,Total,2,4
Región Metropolitana de Santiago,El Monte,Sin clasificar,0,0
Región Metropolitana de Santiago,El Monte,Acacia,0,0
Región Metropolitana de Santiago,El Monte,Álamo,0,0
Región Metropolitana de Santiago,El Monte,Aromo,0,0
Región Metropolitana de Santiago,El Monte,Atriplex sp,0,0
Región Metropolitana de Santiago,El Monte,Eucalipto Blanco (Eucalyptus Globulus),0,0
Región Metropolitana de Santiago,El Monte,Eucalyptus Nitens,1,1
Región Metropolitana de Santiago,El Monte,Pino Ponderosa (Pinus Ponderosa),0,0
Región Metropolitana de Santiago,El Monte,Pino Radiata o Insigne (Pinus Radiata),0,0
Región Metropolitana de Santiago,El Monte,Pino Oregón (Pseudotsuga Menziesii),0,0
Región Metropolitana de Santiago,El Monte,Coigüe,0,0
Región Metropolitana de Santiago,El Monte,Quillay,0,0
Región Metropolitana de Santiago,El Monte,Raulí,0,0
Región Metropolitana de Santiago,El Monte,Tamarugo,0,0
Región Metropolitana de Santiago,El Monte,Otras Especies Exóticas,0,0
Región Metropolitana de Santiago,El Monte,Otras Coníferas,0,0
Región Metropolitana de Santiago,El Monte,Otras Especies Nativas,0,0
Región Metropolitana de Santiago,El Monte,Especie Nativa y Especie Exótica,1,3
Región Metropolitana de Santiago,Isla De Maipo,Total,4,62.72000000000001
