total_nacional_region,comuna_6_7,tipo_de_cultivo,especie,numero_de_upa_8910,superficie_total_cultivo_ha,riego__superficie_ha,secano_superficie_ha,sin_clasificar_11_superficie_ha
Región del Maule,Romeral,Leguminosas y Tubérculos,Papa,6,2.698,2.698,0,0
Región del Maule,Romeral,Leguminosas y Tubérculos,Papa Nativa,0,0,0,0,0
Región del Maule,Romeral,Leguminosas y Tubérculos,Topinambur,0,0,0,0,0
Región del Maule,Romeral,Leguminosas y Tubérculos,Otras Raíces y Tubérculos,0,0,0,0,0
Región del Maule,Romeral,Vides para vinificación y uvas pisqueras,Total,13,411.713613800806,411.713613800806,0,0
Región del Maule,Romeral,Vides para vinificación y uvas pisqueras,Sin Clasificar,0,0,0,0,0
Región del Maule,Romeral,Vides para vinificación y uvas pisqueras,Tintas,12,146.005402219588,146.005402219588,0,0
Región del Maule,Romeral,Vides para vinificación y uvas pisqueras,Blancas,8,265.708211581218,265.708211581218,0,0
Región del Maule,Romeral,Vides para vinificación y uvas pisqueras,Pisqueras,0,0,0,0,0
Región del Maule,Sagrada Familia,Cereales,Total,65,401.45448472935,372.05448472935,29.4,0
Región del Maule,Sagrada Familia,Cereales,Sin Clasificar,0,0,0,0,0
Región del Maule,Sagrada Familia,Cereales,Amaranto,0,0,0,0,0
Región del Maule,Sagrada Familia,Cereales,Arroz,0,0,0,0,0
Región del Maule,Sagrada Familia,Cereales,Avena (Grano Seco),10,31.50371549895,26.10371549895,5.4,0
Región del Maule,Sagrada Familia,Cereales,Cebada Cervecera,3,12,12,0,0
Región del Maule,Sagrada Familia,Cereales,Centeno,0,0,0,0,0
Región del Maule,Sagrada Familia,Cereales,Chía,0,0,0,0,0
Región del Maule,Sagrada Familia,Cereales,Maíz,49,325.3507692304,322.3507692304,3,0
Región del Maule,Sagrada Familia,Cereales,Mijo,0,0,0,0,0
Región del Maule,Sagrada Familia,Cereales,Quinoa,0,0,0,0,0
Región del Maule,Sagrada Familia,Cereales,Sorgo,0,0,0,0,0
Región del Maule,Sagrada Familia,Cereales,Trigo Blanco,3,15.6,11.6,4,0
Región del Maule,Sagrada Familia,Cereales,Trigo Candeal,2,17,0,17,0
Región del Maule,Sagrada Familia,Cereales,Triticale,0,0,0,0,0
Región del Maule,Sagrada Familia,Cereales,Otros Cereales,0,0,0,0,0
Región del Maule,Sagrada Familia,Forrajeras,Total,37,485.122914771767,187.2945859874,297.828328784367,0
Región del Maule,Sagrada Familia,Forrajeras,Sin Clasificar,0,0,0,0,0
Región del Maule,Sagrada Familia,Forrajeras,Alfalfa,13,131.45,131.45,0,0
Región del Maule,Sagrada Familia,Forrajeras,Arveja Forrajera,0,0,0,0,0
Región del Maule,Sagrada Familia,Forrajeras,Arvejilla,0,0,0,0,0
Región del Maule,Sagrada Familia,Forrajeras,Avena (Forrajera) Sola,13,100.21,29.2,71.01,0
Región del Maule,Sagrada Familia,Forrajeras,Avena Asociada,3,194.818328784367,0,194.818328784367,0
Región del Maule,Sagrada Familia,Forrajeras,Ballica Anual,3,10.1,0.1,10,0
Región del Maule,Sagrada Familia,Forrajeras,Ballica Bianual,0,0,0,0,0
Región del Maule,Sagrada Familia,Forrajeras,Ballica Perenne o Persistente,0,0,0,0,0
Región del Maule,Sagrada Familia,Forrajeras,Betarraga Forrajera,0,0,0,0,0
Región del Maule,Sagrada Familia,Forrajeras,Cebada Forrajera (incluye silo),3,43.5,21.5,22,0
Región del Maule,Sagrada Familia,Forrajeras,Centeno Forrajero,0,0,0,0,0
Región del Maule,Sagrada Familia,Forrajeras,Col,0,0,0,0,0
Región del Maule,Sagrada Familia,Forrajeras,Falaris,0,0,0,0,0
Región del Maule,Sagrada Familia,Forrajeras,Festuca,0,0,0,0,0
Región del Maule,Sagrada Familia,Forrajeras,Haba Forrajera,0,0,0,0,0
Región del Maule,Sagrada Familia,Forrajeras,Lotera o Alfalfa Chilota,0,0,0,0,0
Región del Maule,Sagrada Familia,Forrajeras,Maíz Para Silo,3,5.0445859874,5.0445859874,0,0
Región del Maule,Sagrada Familia,Forrajeras,Mezcla de Forrajeras,0,0,0,0,0
Región del Maule,Sagrada Familia,Forrajeras,Mijo,0,0,0,0,0
Región del Maule,Sagrada Familia,Forrajeras,Nabo (incluye silo),0,0,0,0,0
Región del Maule,Sagrada Familia,Forrajeras,Pasto Canario,0,0,0,0,0
Región del Maule,Sagrada Familia,Forrajeras,Pasto Miel,0,0,0,0,0
Región del Maule,Sagrada Familia,Forrajeras,Pasto Ovillo,0,0,0,0,0
Región del Maule,Sagrada Familia,Forrajeras,Sorgo,0,0,0,0,0
Región del Maule,Sagrada Familia,Forrajeras,Raps Forrajero,0,0,0,0,0
Región del Maule,Sagrada Familia,Forrajeras,Topinambur,0,0,0,0,0
Región del Maule,Sagrada Familia,Forrajeras,Trébol Alejandrino,0,0,0,0,0
Región del Maule,Sagrada Familia,Forrajeras,Trébol Balansa,0,0,0,0,0
Región del Maule,Sagrada Familia,Forrajeras,Trébol Blanco,0,0,0,0,0
Región del Maule,Sagrada Familia,Forrajeras,Trébol Encarnado,0,0,0,0,0
Región del Maule,Sagrada Familia,Forrajeras,Trébol Ladino,0,0,0,0,0
Región del Maule,Sagrada Familia,Forrajeras,Trébol Rosado,0,0,0,0,0
Región del Maule,Sagrada Familia,Forrajeras,Trébol Subterráneo,0,0,0,0,0
Región del Maule,Sagrada Familia,Forrajeras,Vicia,0,0,0,0,0
Región del Maule,Sagrada Familia,Forrajeras,Otras Forrajeras Anuales,0,0,0,0,0
Región del Maule,Sagrada Familia,Forrajeras,Otras Forrajeras Permanentes,0,0,0,0,0
Región del Maule,Sagrada Familia,Cultivos Industriales,Total,16,253.67,253.67,0,0
Región del Maule,Sagrada Familia,Cultivos Industriales,Sin Clasificar,0,0,0,0,0
Región del Maule,Sagrada Familia,Cultivos Industriales,Achicoria,0,0,0,0,0
Región del Maule,Sagrada Familia,Cultivos Industriales,Alforfón (Trigo Sarraceno),0,0,0,0,0
Región del Maule,Sagrada Familia,Cultivos Industriales,Algodón,0,0,0,0,0
Región del Maule,Sagrada Familia,Cultivos Industriales,Colza,0,0,0,0,0
Región del Maule,Sagrada Familia,Cultivos Industriales,Curaguilla,0,0,0,0,0
Región del Maule,Sagrada Familia,Cultivos Industriales,Estevia (o Stevia),0,0,0,0,0
Región del Maule,Sagrada Familia,Cultivos Industriales,Hinojo,0,0,0,0,0
Región del Maule,Sagrada Familia,Cultivos Industriales,Jojoba,0,0,0,0,0
Región del Maule,Sagrada Familia,Cultivos Industriales,Linaza,0,0,0,0,0
Región del Maule,Sagrada Familia,Cultivos Industriales,Lupino Dulce,0,0,0,0,0
Región del Maule,Sagrada Familia,Cultivos Industriales,Lupino Amargo,0,0,0,0,0
Región del Maule,Sagrada Familia,Cultivos Industriales,Maní,0,0,0,0,0
Región del Maule,Sagrada Familia,Cultivos Industriales,Maravilla,0,0,0,0,0
Región del Maule,Sagrada Familia,Cultivos Industriales,Mimbre,0,0,0,0,0
Región del Maule,Sagrada Familia,Cultivos Industriales,Mostaza,0,0,0,0,0
Región del Maule,Sagrada Familia,Cultivos Industriales,Raps (Canola),0,0,0,0,0
Región del Maule,Sagrada Familia,Cultivos Industriales,Remolacha,0,0,0,0,0
Región del Maule,Sagrada Familia,Cultivos Industriales,Soya,0,0,0,0,0
Región del Maule,Sagrada Familia,Cultivos Industriales,Tabaco,3,30.4,30.4,0,0
Región del Maule,Sagrada Familia,Cultivos Industriales,Tomate,12,219.27,219.27,0,0
Región del Maule,Sagrada Familia,Cultivos Industriales,Topinambur,0,0,0,0,0
Región del Maule,Sagrada Familia,Cultivos Industriales,Otros Industriales,1,4,4,0,0
Región del Maule,Sagrada Familia,Leguminosas y Tubérculos,Total,12,33.5,33.5,0,0
Región del Maule,Sagrada Familia,Leguminosas y Tubérculos,Sin Clasificar,0,0,0,0,0
Región del Maule,Sagrada Familia,Leguminosas y Tubérculos,Arveja (Grano Seco),1,2,2,0,0
Región del Maule,Sagrada Familia,Leguminosas y Tubérculos,Chícharo,0,0,0,0,0
Región del Maule,Sagrada Familia,Leguminosas y Tubérculos,Garbanzo,0,0,0,0,0
Región del Maule,Sagrada Familia,Leguminosas y Tubérculos,Lenteja,0,0,0,0,0
Región del Maule,Sagrada Familia,Leguminosas y Tubérculos,Poroto (Grano Seco),3,16.4,16.4,0,0
Región del Maule,Sagrada Familia,Leguminosas y Tubérculos,Otras Leguminosas,6,11.5,11.5,0,0
Región del Maule,Sagrada Familia,Leguminosas y Tubérculos,Mandioca (Yuca),0,0,0,0,0
Región del Maule,Sagrada Familia,Leguminosas y Tubérculos,Oca,0,0,0,0,0
Región del Maule,Sagrada Familia,Leguminosas y Tubérculos,Papa,3,3.6,3.6,0,0
Región del Maule,Sagrada Familia,Leguminosas y Tubérculos,Papa Nativa,0,0,0,0,0
Región del Maule,Sagrada Familia,Leguminosas y Tubérculos,Topinambur,0,0,0,0,0
Región del Maule,Sagrada Familia,Leguminosas y Tubérculos,Otras Raíces y Tubérculos,0,0,0,0,0
Región del Maule,Sagrada Familia,Vides para vinificación y uvas pisqueras,Total,105,2038.00190173772,1953.71190173772,82.77,1.52
Región del Maule,Sagrada Familia,Vides para vinificación y uvas pisqueras,Sin Clasificar,3,1.52,0,0,1.52
Región del Maule,Sagrada Familia,Vides para vinificación y uvas pisqueras,Tintas,99,1770.26757741292,1688.99757741292,81.27,0
Región del Maule,Sagrada Familia,Vides para vinificación y uvas pisqueras,Blancas,32,266.2143243248,264.7143243248,1.5,0
Región del Maule,Sagrada Familia,Vides para vinificación y uvas pisqueras,Pisqueras,0,0,0,0,0
Región del Maule,Teno,Cereales,Total,220,1500.49293608022,1500.21293608022,0,0.28
Región del Maule,Teno,Cereales,Sin Clasificar,2,0.28,0,0,0.28
Región del Maule,Teno,Cereales,Amaranto,0,0,0,0,0
Región del Maule,Teno,Cereales,Arroz,0,0,0,0,0
Región del Maule,Teno,Cereales,Avena (Grano Seco),6,12.8,12.8,0,0
Región del Maule,Teno,Cereales,Cebada Cervecera,1,1.5,1.5,0,0
Región del Maule,Teno,Cereales,Centeno,0,0,0,0,0
Región del Maule,Teno,Cereales,Chía,0,0,0,0,0
Región del Maule,Teno,Cereales,Maíz,176,694.91370211895,694.91370211895,0,0
Región del Maule,Teno,Cereales,Mijo,0,0,0,0,0
Región del Maule,Teno,Cereales,Quinoa,0,0,0,0,0
Región del Maule,Teno,Cereales,Sorgo,0,0,0,0,0
Región del Maule,Teno,Cereales,Trigo Blanco,47,425.66409352987,425.66409352987,0,0
Región del Maule,Teno,Cereales,Trigo Candeal,19,365.3351404314,365.3351404314,0,0
Región del Maule,Teno,Cereales,Triticale,0,0,0,0,0
Región del Maule,Teno,Cereales,Otros Cereales,0,0,0,0,0
Región del Maule,Teno,Forrajeras,Total,111,537.46,469.91,58,9.55
Región del Maule,Teno,Forrajeras,Sin Clasificar,3,9.55,0,0,9.55
Región del Maule,Teno,Forrajeras,Alfalfa,84,326.68,296.68,30,0
Región del Maule,Teno,Forrajeras,Arveja Forrajera,0,0,0,0,0
Región del Maule,Teno,Forrajeras,Arvejilla,0,0,0,0,0
Región del Maule,Teno,Forrajeras,Avena (Forrajera) Sola,18,68.68,43.68,25,0
Región del Maule,Teno,Forrajeras,Avena Asociada,3,33,30,3,0
Región del Maule,Teno,Forrajeras,Ballica Anual,1,10,10,0,0
Región del Maule,Teno,Forrajeras,Ballica Bianual,0,0,0,0,0
Región del Maule,Teno,Forrajeras,Ballica Perenne o Persistente,3,19,19,0,0
Región del Maule,Teno,Forrajeras,Betarraga Forrajera,0,0,0,0,0
Región del Maule,Teno,Forrajeras,Cebada Forrajera (incluye silo),3,5,5,0,0
Región del Maule,Teno,Forrajeras,Centeno Forrajero,0,0,0,0,0
Región del Maule,Teno,Forrajeras,Col,0,0,0,0,0
Región del Maule,Teno,Forrajeras,Falaris,0,0,0,0,0
Región del Maule,Teno,Forrajeras,Festuca,0,0,0,0,0
Región del Maule,Teno,Forrajeras,Haba Forrajera,1,3.05,3.05,0,0
Región del Maule,Teno,Forrajeras,Lotera o Alfalfa Chilota,0,0,0,0,0
Región del Maule,Teno,Forrajeras,Maíz Para Silo,3,19.5,19.5,0,0
Región del Maule,Teno,Forrajeras,Mezcla de Forrajeras,3,17,17,0,0
Región del Maule,Teno,Forrajeras,Mijo,0,0,0,0,0
Región del Maule,Teno,Forrajeras,Nabo (incluye silo),0,0,0,0,0
Región del Maule,Teno,Forrajeras,Pasto Canario,0,0,0,0,0
Región del Maule,Teno,Forrajeras,Pasto Miel,0,0,0,0,0
Región del Maule,Teno,Forrajeras,Pasto Ovillo,0,0,0,0,0
Región del Maule,Teno,Forrajeras,Sorgo,0,0,0,0,0
Región del Maule,Teno,Forrajeras,Raps Forrajero,0,0,0,0,0
Región del Maule,Teno,Forrajeras,Topinambur,0,0,0,0,0
Región del Maule,Teno,Forrajeras,Trébol Alejandrino,0,0,0,0,0
Región del Maule,Teno,Forrajeras,Trébol Balansa,0,0,0,0,0
Región del Maule,Teno,Forrajeras,Trébol Blanco,1,5,5,0,0
Región del Maule,Teno,Forrajeras,Trébol Encarnado,0,0,0,0,0
Región del Maule,Teno,Forrajeras,Trébol Ladino,0,0,0,0,0
Región del Maule,Teno,Forrajeras,Trébol Rosado,6,21,21,0,0
Región del Maule,Teno,Forrajeras,Trébol Subterráneo,0,0,0,0,0
Región del Maule,Teno,Forrajeras,Vicia,0,0,0,0,0
Región del Maule,Teno,Forrajeras,Otras Forrajeras Anuales,0,0,0,0,0
Región del Maule,Teno,Forrajeras,Otras Forrajeras Permanentes,0,0,0,0,0
Región del Maule,Teno,Cultivos Industriales,Total,25,143.4,143.4,0,0
Región del Maule,Teno,Cultivos Industriales,Sin Clasificar,0,0,0,0,0
Región del Maule,Teno,Cultivos Industriales,Achicoria,0,0,0,0,0
Región del Maule,Teno,Cultivos Industriales,Alforfón (Trigo Sarraceno),0,0,0,0,0
Región del Maule,Teno,Cultivos Industriales,Algodón,0,0,0,0,0
Región del Maule,Teno,Cultivos Industriales,Colza,0,0,0,0,0
Región del Maule,Teno,Cultivos Industriales,Curaguilla,1,1.4,1.4,0,0
Región del Maule,Teno,Cultivos Industriales,Estevia (o Stevia),0,0,0,0,0
Región del Maule,Teno,Cultivos Industriales,Hinojo,0,0,0,0,0
Región del Maule,Teno,Cultivos Industriales,Jojoba,0,0,0,0,0
Región del Maule,Teno,Cultivos Industriales,Linaza,0,0,0,0,0
Región del Maule,Teno,Cultivos Industriales,Lupino Dulce,0,0,0,0,0
Región del Maule,Teno,Cultivos Industriales,Lupino Amargo,0,0,0,0,0
Región del Maule,Teno,Cultivos Industriales,Maní,0,0,0,0,0
Región del Maule,Teno,Cultivos Industriales,Maravilla,2,2.5,2.5,0,0
Región del Maule,Teno,Cultivos Industriales,Mimbre,2,3.75,3.75,0,0
Región del Maule,Teno,Cultivos Industriales,Mostaza,0,0,0,0,0
Región del Maule,Teno,Cultivos Industriales,Raps (Canola),0,0,0,0,0
Región del Maule,Teno,Cultivos Industriales,Remolacha,0,0,0,0,0
Región del Maule,Teno,Cultivos Industriales,Soya,0,0,0,0,0
Región del Maule,Teno,Cultivos Industriales,Tabaco,0,0,0,0,0
Región del Maule,Teno,Cultivos Industriales,Tomate,18,121.75,121.75,0,0
Región del Maule,Teno,Cultivos Industriales,Topinambur,0,0,0,0,0
Región del Maule,Teno,Cultivos Industriales,Otros Industriales,4,14,14,0,0
Región del Maule,Teno,Leguminosas y Tubérculos,Total,88,206.53436899425,206.33436899425,0,0.2
Región del Maule,Teno,Leguminosas y Tubérculos,Sin Clasificar,1,0.2,0,0,0.2
Región del Maule,Teno,Leguminosas y Tubérculos,Arveja (Grano Seco),0,0,0,0,0
Región del Maule,Teno,Leguminosas y Tubérculos,Chícharo,0,0,0,0,0
Región del Maule,Teno,Leguminosas y Tubérculos,Garbanzo,0,0,0,0,0
Región del Maule,Teno,Leguminosas y Tubérculos,Lenteja,0,0,0,0,0
Región del Maule,Teno,Leguminosas y Tubérculos,Poroto (Grano Seco),80,201.62436899425,201.62436899425,0,0
Región del Maule,Teno,Leguminosas y Tubérculos,Otras Leguminosas,0,0,0,0,0
Región del Maule,Teno,Leguminosas y Tubérculos,Mandioca (Yuca),0,0,0,0,0
Región del Maule,Teno,Leguminosas y Tubérculos,Oca,0,0,0,0,0
Región del Maule,Teno,Leguminosas y Tubérculos,Papa,20,4.21,4.21,0,0
Región del Maule,Teno,Leguminosas y Tubérculos,Papa Nativa,0,0,0,0,0
Región del Maule,Teno,Leguminosas y Tubérculos,Topinambur,0,0,0,0,0
Región del Maule,Teno,Leguminosas y Tubérculos,Otras Raíces y Tubérculos,1,0.5,0.5,0,0
Región del Maule,Teno,Vides para vinificación y uvas pisqueras,Total,29,810.07671905586,808.07671905586,2,0
Región del Maule,Teno,Vides para vinificación y uvas pisqueras,Sin Clasificar,0,0,0,0,0
Región del Maule,Teno,Vides para vinificación y uvas pisqueras,Tintas,27,713.62671905586,711.62671905586,2,0
Región del Maule,Teno,Vides para vinificación y uvas pisqueras,Blancas,6,96.45,96.45,0,0
Región del Maule,Teno,Vides para vinificación y uvas pisqueras,Pisqueras,0,0,0,0,0
Región del Maule,Vichuquén,Cereales,Total,43,161.27,12.7,148.57,0
Región del Maule,Vichuquén,Cereales,Sin Clasificar,0,0,0,0,0
Región del Maule,Vichuquén,Cereales,Amaranto,0,0,0,0,0
Región del Maule,Vichuquén,Cereales,Arroz,0,0,0,0,0
Región del Maule,Vichuquén,Cereales,Avena (Grano Seco),25,115.95,0.2,115.75,0
Región del Maule,Vichuquén,Cereales,Cebada Cervecera,3,3.75,3.75,0,0
Región del Maule,Vichuquén,Cereales,Centeno,0,0,0,0,0
Región del Maule,Vichuquén,Cereales,Chía,0,0,0,0,0
Región del Maule,Vichuquén,Cereales,Maíz,19,28.07,6.75,21.32,0
Región del Maule,Vichuquén,Cereales,Mijo,0,0,0,0,0
Región del Maule,Vichuquén,Cereales,Quinoa,3,11.5,2,9.5,0
Región del Maule,Vichuquén,Cereales,Sorgo,0,0,0,0,0
Región del Maule,Vichuquén,Cereales,Trigo Blanco,1,2,0,2,0
Región del Maule,Vichuquén,Cereales,Trigo Candeal,0,0,0,0,0
Región del Maule,Vichuquén,Cereales,Triticale,0,0,0,0,0
Región del Maule,Vichuquén,Cereales,Otros Cereales,0,0,0,0,0
Región del Maule,Vichuquén,Forrajeras,Total,16,112.1881186656,1.4166666667,110.7714519989,0
Región del Maule,Vichuquén,Forrajeras,Sin Clasificar,0,0,0,0,0
Región del Maule,Vichuquén,Forrajeras,Alfalfa,1,0.4166666667,0.4166666667,0,0
Región del Maule,Vichuquén,Forrajeras,Arveja Forrajera,0,0,0,0,0
Región del Maule,Vichuquén,Forrajeras,Arvejilla,0,0,0,0,0
Región del Maule,Vichuquén,Forrajeras,Avena (Forrajera) Sola,11,52.7714519989,0,52.7714519989,0
Región del Maule,Vichuquén,Forrajeras,Avena Asociada,3,58,0,58,0
Región del Maule,Vichuquén,Forrajeras,Ballica Anual,0,0,0,0,0
Región del Maule,Vichuquén,Forrajeras,Ballica Bianual,0,0,0,0,0
Región del Maule,Vichuquén,Forrajeras,Ballica Perenne o Persistente,0,0,0,0,0
Región del Maule,Vichuquén,Forrajeras,Betarraga Forrajera,0,0,0,0,0
Región del Maule,Vichuquén,Forrajeras,Cebada Forrajera (incluye silo),0,0,0,0,0
Región del Maule,Vichuquén,Forrajeras,Centeno Forrajero,0,0,0,0,0
Región del Maule,Vichuquén,Forrajeras,Col,0,0,0,0,0
Región del Maule,Vichuquén,Forrajeras,Falaris,0,0,0,0,0
Región del Maule,Vichuquén,Forrajeras,Festuca,0,0,0,0,0
Región del Maule,Vichuquén,Forrajeras,Haba Forrajera,0,0,0,0,0
Región del Maule,Vichuquén,Forrajeras,Lotera o Alfalfa Chilota,0,0,0,0,0
Región del Maule,Vichuquén,Forrajeras,Maíz Para Silo,0,0,0,0,0
Región del Maule,Vichuquén,Forrajeras,Mezcla de Forrajeras,0,0,0,0,0
Región del Maule,Vichuquén,Forrajeras,Mijo,0,0,0,0,0
Región del Maule,Vichuquén,Forrajeras,Nabo (incluye silo),0,0,0,0,0
Región del Maule,Vichuquén,Forrajeras,Pasto Canario,0,0,0,0,0
Región del Maule,Vichuquén,Forrajeras,Pasto Miel,0,0,0,0,0
Región del Maule,Vichuquén,Forrajeras,Pasto Ovillo,0,0,0,0,0
Región del Maule,Vichuquén,Forrajeras,Sorgo,0,0,0,0,0
Región del Maule,Vichuquén,Forrajeras,Raps Forrajero,0,0,0,0,0
Región del Maule,Vichuquén,Forrajeras,Topinambur,0,0,0,0,0
Región del Maule,Vichuquén,Forrajeras,Trébol Alejandrino,0,0,0,0,0
Región del Maule,Vichuquén,Forrajeras,Trébol Balansa,0,0,0,0,0
Región del Maule,Vichuquén,Forrajeras,Trébol Blanco,0,0,0,0,0
Región del Maule,Vichuquén,Forrajeras,Trébol Encarnado,0,0,0,0,0
Región del Maule,Vichuquén,Forrajeras,Trébol Ladino,0,0,0,0,0
Región del Maule,Vichuquén,Forrajeras,Trébol Rosado,1,1,1,0,0
Región del Maule,Vichuquén,Forrajeras,Trébol Subterráneo,0,0,0,0,0
Región del Maule,Vichuquén,Forrajeras,Vicia,0,0,0,0,0
Región del Maule,Vichuquén,Forrajeras,Otras Forrajeras Anuales,0,0,0,0,0
Región del Maule,Vichuquén,Forrajeras,Otras Forrajeras Permanentes,0,0,0,0,0
Región del Maule,Vichuquén,Cultivos Industriales,Total,0,0,0,0,0
Región del Maule,Vichuquén,Cultivos Industriales,Sin Clasificar,0,0,0,0,0
Región del Maule,Vichuquén,Cultivos Industriales,Achicoria,0,0,0,0,0
Región del Maule,Vichuquén,Cultivos Industriales,Alforfón (Trigo Sarraceno),0,0,0,0,0
Región del Maule,Vichuquén,Cultivos Industriales,Algodón,0,0,0,0,0
Región del Maule,Vichuquén,Cultivos Industriales,Colza,0,0,0,0,0
Región del Maule,Vichuquén,Cultivos Industriales,Curaguilla,0,0,0,0,0
Región del Maule,Vichuquén,Cultivos Industriales,Estevia (o Stevia),0,0,0,0,0
Región del Maule,Vichuquén,Cultivos Industriales,Hinojo,0,0,0,0,0
Región del Maule,Vichuquén,Cultivos Industriales,Jojoba,0,0,0,0,0
Región del Maule,Vichuquén,Cultivos Industriales,Linaza,0,0,0,0,0
Región del Maule,Vichuquén,Cultivos Industriales,Lupino Dulce,0,0,0,0,0
Región del Maule,Vichuquén,Cultivos Industriales,Lupino Amargo,0,0,0,0,0
Región del Maule,Vichuquén,Cultivos Industriales,Maní,0,0,0,0,0
Región del Maule,Vichuquén,Cultivos Industriales,Maravilla,0,0,0,0,0
Región del Maule,Vichuquén,Cultivos Industriales,Mimbre,0,0,0,0,0
Región del Maule,Vichuquén,Cultivos Industriales,Mostaza,0,0,0,0,0
Región del Maule,Vichuquén,Cultivos Industriales,Raps (Canola),0,0,0,0,0
Región del Maule,Vichuquén,Cultivos Industriales,Remolacha,0,0,0,0,0
Región del Maule,Vichuquén,Cultivos Industriales,Soya,0,0,0,0,0
Región del Maule,Vichuquén,Cultivos Industriales,Tabaco,0,0,0,0,0
Región del Maule,Vichuquén,Cultivos Industriales,Tomate,0,0,0,0,0
Región del Maule,Vichuquén,Cultivos Industriales,Topinambur,0,0,0,0,0
Región del Maule,Vichuquén,Cultivos Industriales,Otros Industriales,0,0,0,0,0
Región del Maule,Vichuquén,Leguminosas y Tubérculos,Total,27,23.32788108795,14.49788108795,5.83,3
Región del Maule,Vichuquén,Leguminosas y Tubérculos,Sin Clasificar,2,3,0,0,3
Región del Maule,Vichuquén,Leguminosas y Tubérculos,Arveja (Grano Seco),1,0.5,0,0.5,0
Región del Maule,Vichuquén,Leguminosas y Tubérculos,Chícharo,0,0,0,0,0
Región del Maule,Vichuquén,Leguminosas y Tubérculos,Garbanzo,0,0,0,0,0
Región del Maule,Vichuquén,Leguminosas y Tubérculos,Lenteja,1,1.5,0,1.5,0
Región del Maule,Vichuquén,Leguminosas y Tubérculos,Poroto (Grano Seco),2,2.34788108795,2.34788108795,0,0
Región del Maule,Vichuquén,Leguminosas y Tubérculos,Otras Leguminosas,0,0,0,0,0
Región del Maule,Vichuquén,Leguminosas y Tubérculos,Mandioca (Yuca),0,0,0,0,0
Región del Maule,Vichuquén,Leguminosas y Tubérculos,Oca,0,0,0,0,0
Región del Maule,Vichuquén,Leguminosas y Tubérculos,Papa,22,15.98,12.15,3.83,0
Región del Maule,Vichuquén,Leguminosas y Tubérculos,Papa Nativa,0,0,0,0,0
Región del Maule,Vichuquén,Leguminosas y Tubérculos,Topinambur,0,0,0,0,0
Región del Maule,Vichuquén,Leguminosas y Tubérculos,Otras Raíces y Tubérculos,0,0,0,0,0
Región del Maule,Vichuquén,Vides para vinificación y uvas pisqueras,Total,2,17.559308223516,17.559308223516,0,0
Región del Maule,Vichuquén,Vides para vinificación y uvas pisqueras,Sin Clasificar,0,0,0,0,0
Región del Maule,Vichuquén,Vides para vinificación y uvas pisqueras,Tintas,2,3.064944763016,3.064944763016,0,0
Región del Maule,Vichuquén,Vides para vinificación y uvas pisqueras,Blancas,1,14.4943634605,14.4943634605,0,0
Región del Maule,Vichuquén,Vides para vinificación y uvas pisqueras,Pisqueras,0,0,0,0,0
Región del Maule,Linares,Cereales,Total,383,4438.313213017649,4214.83821827185,199.1949947458,24.28
Región del Maule,Linares,Cereales,Sin Clasificar,11,24.28,0,0,24.28
Región del Maule,Linares,Cereales,Amaranto,0,0,0,0,0
Región del Maule,Linares,Cereales,Arroz,58,665.67092682162,665.67092682162,0,0
Región del Maule,Linares,Cereales,Avena (Grano Seco),45,143.1149947458,75.7,67.4149947458,0
Región del Maule,Linares,Cereales,Cebada Cervecera,0,0,0,0,0
Región del Maule,Linares,Cereales,Centeno,0,0,0,0,0
Región del Maule,Linares,Cereales,Chía,0,0,0,0,0
Región del Maule,Linares,Cereales,Maíz,274,2589.84540274593,2589.84540274593,0,0
Región del Maule,Linares,Cereales,Mijo,0,0,0,0,0
Región del Maule,Linares,Cereales,Quinoa,0,0,0,0,0
Región del Maule,Linares,Cereales,Sorgo,0,0,0,0,0
Región del Maule,Linares,Cereales,Trigo Blanco,129,879.5432073819,754.0132073819,125.53,0
Región del Maule,Linares,Cereales,Trigo Candeal,17,133.8586813224,127.6086813224,6.25,0
Región del Maule,Linares,Cereales,Triticale,0,0,0,0,0
Región del Maule,Linares,Cereales,Otros Cereales,1,2,2,0,0
Región del Maule,Linares,Forrajeras,Total,198,1008.52824381436,894.05024381436,110.378,4.1
Región del Maule,Linares,Forrajeras,Sin Clasificar,3,4.1,0,0,4.1
Región del Maule,Linares,Forrajeras,Alfalfa,58,254.2,237.7,16.5,0
Región del Maule,Linares,Forrajeras,Arveja Forrajera,4,16.48,11.48,5,0
Región del Maule,Linares,Forrajeras,Arvejilla,0,0,0,0,0
Región del Maule,Linares,Forrajeras,Avena (Forrajera) Sola,59,120.153,53.875,66.278,0
Región del Maule,Linares,Forrajeras,Avena Asociada,12,26.55,7.65,18.9,0
Región del Maule,Linares,Forrajeras,Ballica Anual,4,40,40,0,0
Región del Maule,Linares,Forrajeras,Ballica Bianual,0,0,0,0,0
Región del Maule,Linares,Forrajeras,Ballica Perenne o Persistente,4,4.375,4.375,0,0
Región del Maule,Linares,Forrajeras,Betarraga Forrajera,0,0,0,0,0
Región del Maule,Linares,Forrajeras,Cebada Forrajera (incluye silo),1,4.494007490700001,4.494007490700001,0,0
Región del Maule,Linares,Forrajeras,Centeno Forrajero,0,0,0,0,0
Región del Maule,Linares,Forrajeras,Col,0,0,0,0,0
Región del Maule,Linares,Forrajeras,Falaris,0,0,0,0,0
