total_nacional_region____,comuna6_7____,especie____,total__numero_de_upa89__,total__superficie_ha__,total__superficie_ha__en_riego,total__superficie_ha__en_secano,total__superficie_ha__sin_clasificar_10,total__estado_desarrollo_ha__en_formacion_11,total__estado_desarrollo_ha__en_produccion_12,total__estado_desarrollo_ha__sin_clasificar_10
Región del Maule,Río Claro,Mango,0,0,0,0,0,0,0,0
Región del Maule,Río Claro,Manzana,62,2095.2782,2049.9682,2,43.31,95.6245074629,1999.6536363946,0
Región del Maule,Río Claro,Membrillo,0,0,0,0,0,0,0,0
Región del Maule,Río Claro,"Moras, Murta y Zarzaparrila",35,28.96,28.96,0,0,1,27.96,0
Región del Maule,Río Claro,Naranjo,0,0,0,0,0,0,0,0
Región del Maule,Río Claro,Nectarino,0,0,0,0,0,0,0,0
Región del Maule,Río Claro,Nogal,5,55.5,55.5,0,0,12.5,43,0
Región del Maule,Río Claro,Olivo,3,44,44,0,0,0,44,0
Región del Maule,Río Claro,Palto,0,0,0,0,0,0,0,0
Región del Maule,Río Claro,Papayo,0,0,0,0,0,0,0,0
Región del Maule,Río Claro,Pera,6,78.4154,78.4154,0,0,0,78.41540298540001,0
Región del Maule,Río Claro,Pistacho,0,0,0,0,0,0,0,0
Región del Maule,Río Claro,Pomelo,0,0,0,0,0,0,0,0
Región del Maule,Río Claro,Rosa Mosqueta (Cultivada),0,0,0,0,0,0,0,0
Región del Maule,Río Claro,Tuna,0,0,0,0,0,0,0,0
Región del Maule,Río Claro,Uva de Mesa,3,15,15,0,0,0,15,0
Región del Maule,Río Claro,Otros Frutales,2,3.1,3.1,0,0,3,0.1,0
Región del Maule,Río Claro,Quinta Frutal,1,2,0,2,0,0,0,2
Región del Maule,San Clemente,Total,286,5815.0823,5750.1323,18.15,46.8,1352.428047432,4448.654144455,14
Región del Maule,San Clemente,Sin Clasificar,1,14,0,14,0,0,0,14
Región del Maule,San Clemente,Almendro,3,0.6900000000000001,0.6900000000000001,0,0,0.25,0.44,0
Región del Maule,San Clemente,Berries,96,229.7711,229.7711,0,0,45.7860816952,183.985,0
Región del Maule,San Clemente,Avellano Europeo,16,1183.3,1183.3,0,0,321.4,861.9,0
Región del Maule,San Clemente,Castaño,4,41.145,40.095,1.05,0,0.5,40.645,0
Región del Maule,San Clemente,Cerezo,70,1365.656,1358.856,0,6.8,655.3179657368,710.338,0
Región del Maule,San Clemente,Chirimoyo,0,0,0,0,0,0,0,0
Región del Maule,San Clemente,Ciruelo Europeo,2,0.308,0.308,0,0,0.2,0.108,0
Región del Maule,San Clemente,Ciruelo Japonés,0,0,0,0,0,0,0,0
Región del Maule,San Clemente,Clementina,0,0,0,0,0,0,0,0
Región del Maule,San Clemente,Damasco,0,0,0,0,0,0,0,0
Región del Maule,San Clemente,Duraznero (Consumo Fresco),3,0.278,0.278,0,0,0.25,0.028,0
Región del Maule,San Clemente,Duraznero (Tipo Conservero),2,2.05,2.05,0,0,0.02,2.03,0
Región del Maule,San Clemente,Granado,0,0,0,0,0,0,0,0
Región del Maule,San Clemente,Higuera,1,0.008,0.008,0,0,0,0.008,0
Región del Maule,San Clemente,Kiwi,14,366.56,354.56,0,12,22.9,343.66,0
Región del Maule,San Clemente,Lima (o Limón Sutil),0,0,0,0,0,0,0,0
Región del Maule,San Clemente,Limón de Pica,0,0,0,0,0,0,0,0
Región del Maule,San Clemente,Limonero,3,0.42,0.42,0,0,0.02,0.4,0
Región del Maule,San Clemente,Mandarina,0,0,0,0,0,0,0,0
Región del Maule,San Clemente,Mango,0,0,0,0,0,0,0,0
Región del Maule,San Clemente,Manzana,31,1332.5513,1301.5513,3,28,129,1203.5512627346,0
Región del Maule,San Clemente,Membrillo,3,0.5,0.4,0.1,0,0,0.5,0
Región del Maule,San Clemente,"Moras, Murta y Zarzaparrila",52,46.1319,46.1319,0,0,0.1,46.0318817204,0
Región del Maule,San Clemente,Naranjo,2,0.25,0.25,0,0,0,0.25,0
Región del Maule,San Clemente,Nectarino,3,47,47,0,0,46,1,0
Región del Maule,San Clemente,Nogal,36,1066.771,1066.771,0,0,97.986,968.785,0
Región del Maule,San Clemente,Olivo,4,2.8,2.8,0,0,0.6,2.2,0
Región del Maule,San Clemente,Palto,3,1.22,1.22,0,0,1.22,0,0
Región del Maule,San Clemente,Papayo,0,0,0,0,0,0,0,0
Región del Maule,San Clemente,Pera,3,66.68,66.68,0,0,0,66.68,0
Región del Maule,San Clemente,Pistacho,3,33.9,33.9,0,0,30,3.9,0
Región del Maule,San Clemente,Pomelo,0,0,0,0,0,0,0,0
Región del Maule,San Clemente,Rosa Mosqueta (Cultivada),0,0,0,0,0,0,0,0
Región del Maule,San Clemente,Tuna,0,0,0,0,0,0,0,0
Región del Maule,San Clemente,Uva de Mesa,5,4.52,4.52,0,0,0,4.52,0
Región del Maule,San Clemente,Otros Frutales,7,3.753,3.753,0,0,0.01,3.743,0
Región del Maule,San Clemente,Quinta Frutal,28,4.819,4.819,0,0,0.868,3.951,0
Región del Maule,San Rafael,Total,30,5173.206999999999,5172.807,0.4,0,1460.0923080352,3712.7146846563,0.4
Región del Maule,San Rafael,Sin Clasificar,1,0.4,0,0.4,0,0,0,0.4
Región del Maule,San Rafael,Almendro,0,0,0,0,0,0,0,0
Región del Maule,San Rafael,Berries,3,9.15,9.15,0,0,0,9.15,0
Región del Maule,San Rafael,Avellano Europeo,13,4362.8094,4362.8094,0,0,1284.53113376,3078.278259904,0
Región del Maule,San Rafael,Castaño,0,0,0,0,0,0,0,0
Región del Maule,San Rafael,Cerezo,7,270.2549,270.2549,0,0,167.5611742752,102.6937502163,0
Región del Maule,San Rafael,Chirimoyo,0,0,0,0,0,0,0,0
Región del Maule,San Rafael,Ciruelo Europeo,0,0,0,0,0,0,0,0
Región del Maule,San Rafael,Ciruelo Japonés,0,0,0,0,0,0,0,0
Región del Maule,San Rafael,Clementina,0,0,0,0,0,0,0,0
Región del Maule,San Rafael,Damasco,0,0,0,0,0,0,0,0
Región del Maule,San Rafael,Duraznero (Consumo Fresco),0,0,0,0,0,0,0,0
Región del Maule,San Rafael,Duraznero (Tipo Conservero),0,0,0,0,0,0,0,0
Región del Maule,San Rafael,Granado,0,0,0,0,0,0,0,0
Región del Maule,San Rafael,Higuera,0,0,0,0,0,0,0,0
Región del Maule,San Rafael,Kiwi,0,0,0,0,0,0,0,0
Región del Maule,San Rafael,Lima (o Limón Sutil),0,0,0,0,0,0,0,0
Región del Maule,San Rafael,Limón de Pica,0,0,0,0,0,0,0,0
Región del Maule,San Rafael,Limonero,0,0,0,0,0,0,0,0
Región del Maule,San Rafael,Mandarina,0,0,0,0,0,0,0,0
Región del Maule,San Rafael,Mango,0,0,0,0,0,0,0,0
Región del Maule,San Rafael,Manzana,3,26,26,0,0,0,26,0
Región del Maule,San Rafael,Membrillo,0,0,0,0,0,0,0,0
Región del Maule,San Rafael,"Moras, Murta y Zarzaparrila",0,0,0,0,0,0,0,0
Región del Maule,San Rafael,Naranjo,0,0,0,0,0,0,0,0
Región del Maule,San Rafael,Nectarino,0,0,0,0,0,0,0,0
Región del Maule,San Rafael,Nogal,3,171.2126,171.2126,0,0,5,166.2125954672,0
Región del Maule,San Rafael,Olivo,3,291.4901,291.4901,0,0,0,291.4900790688,0
Región del Maule,San Rafael,Palto,0,0,0,0,0,0,0,0
Región del Maule,San Rafael,Papayo,0,0,0,0,0,0,0,0
Región del Maule,San Rafael,Pera,3,15,15,0,0,0,15,0
Región del Maule,San Rafael,Pistacho,0,0,0,0,0,0,0,0
Región del Maule,San Rafael,Pomelo,0,0,0,0,0,0,0,0
Región del Maule,San Rafael,Rosa Mosqueta (Cultivada),0,0,0,0,0,0,0,0
Región del Maule,San Rafael,Tuna,0,0,0,0,0,0,0,0
Región del Maule,San Rafael,Uva de Mesa,3,23,23,0,0,0,23,0
Región del Maule,San Rafael,Otros Frutales,1,3,3,0,0,3,0,0
Región del Maule,San Rafael,Quinta Frutal,6,0.89,0.89,0,0,0,0.89,0
Región del Maule,Cauquenes,Total,154,1460.88,1291.68,169.2,0,709.0420344358,746.0979352504,5.74
Región del Maule,Cauquenes,Sin Clasificar,3,5.74,0,5.74,0,0,0,5.74
Región del Maule,Cauquenes,Almendro,5,3.35,2.35,1,0,0.2,3.15,0
Región del Maule,Cauquenes,Berries,34,275.567,275.567,0,0,28.25,247.3170119225,0
Región del Maule,Cauquenes,Avellano Europeo,3,303,303,0,0,300,3,0
Región del Maule,Cauquenes,Castaño,0,0,0,0,0,0,0,0
Región del Maule,Cauquenes,Cerezo,12,372.9835,370.9835,2,0,308.4834428824,64.5,0
Región del Maule,Cauquenes,Chirimoyo,0,0,0,0,0,0,0,0
Región del Maule,Cauquenes,Ciruelo Europeo,0,0,0,0,0,0,0,0
Región del Maule,Cauquenes,Ciruelo Japonés,0,0,0,0,0,0,0,0
Región del Maule,Cauquenes,Clementina,0,0,0,0,0,0,0,0
Región del Maule,Cauquenes,Damasco,1,0.5,0.5,0,0,0,0.5,0
Región del Maule,Cauquenes,Duraznero (Consumo Fresco),2,0.75,0.75,0,0,0.75,0,0
Región del Maule,Cauquenes,Duraznero (Tipo Conservero),2,1.2,1.2,0,0,0.2,1,0
Región del Maule,Cauquenes,Granado,0,0,0,0,0,0,0,0
Región del Maule,Cauquenes,Higuera,3,3,3,0,0,0,3,0
Región del Maule,Cauquenes,Kiwi,0,0,0,0,0,0,0,0
Región del Maule,Cauquenes,Lima (o Limón Sutil),0,0,0,0,0,0,0,0
Región del Maule,Cauquenes,Limón de Pica,0,0,0,0,0,0,0,0
Región del Maule,Cauquenes,Limonero,7,1.43,1.43,0,0,0.7,0.73,0
Región del Maule,Cauquenes,Mandarina,0,0,0,0,0,0,0,0
Región del Maule,Cauquenes,Mango,0,0,0,0,0,0,0,0
Región del Maule,Cauquenes,Manzana,2,11.2,11.2,0,0,11.2,0,0
Región del Maule,Cauquenes,Membrillo,0,0,0,0,0,0,0,0
Región del Maule,Cauquenes,"Moras, Murta y Zarzaparrila",1,0.5,0.5,0,0,0,0.5,0
Región del Maule,Cauquenes,Naranjo,2,0.22,0.22,0,0,0.2,0.02,0
Región del Maule,Cauquenes,Nectarino,0,0,0,0,0,0,0,0
Región del Maule,Cauquenes,Nogal,11,177.7395,177.7395,0,0,41.8485915534,135.8909233279,0
Región del Maule,Cauquenes,Olivo,28,110.27,109.97,0.3,0,7.25,103.02,0
Región del Maule,Cauquenes,Palto,3,5.25,5.25,0,0,5.25,0,0
Región del Maule,Cauquenes,Papayo,0,0,0,0,0,0,0,0
Región del Maule,Cauquenes,Pera,0,0,0,0,0,0,0,0
Región del Maule,Cauquenes,Pistacho,2,3,3,0,0,3,0,0
Región del Maule,Cauquenes,Pomelo,0,0,0,0,0,0,0,0
Región del Maule,Cauquenes,Rosa Mosqueta (Cultivada),1,0.6,0.6,0,0,0,0.6,0
Región del Maule,Cauquenes,Tuna,0,0,0,0,0,0,0,0
Región del Maule,Cauquenes,Uva de Mesa,44,177.96,18.7,159.26,0,0,177.96,0
Región del Maule,Cauquenes,Otros Frutales,4,2.1,2.1,0,0,1.35,0.75,0
Región del Maule,Cauquenes,Quinta Frutal,19,4.520000000000001,3.62,0.9,0,0.36,4.16,0
Región del Maule,Chanco,Total,226,473.6556,473.3256,0.33,0,25.357,448.2985543964,0
Región del Maule,Chanco,Sin Clasificar,0,0,0,0,0,0,0,0
Región del Maule,Chanco,Almendro,0,0,0,0,0,0,0,0
Región del Maule,Chanco,Berries,204,427.3556,427.3556,0,0,5.307,422.0485543964,0
Región del Maule,Chanco,Avellano Europeo,0,0,0,0,0,0,0,0
Región del Maule,Chanco,Castaño,0,0,0,0,0,0,0,0
Región del Maule,Chanco,Cerezo,1,0.25,0.25,0,0,0.25,0,0
Región del Maule,Chanco,Chirimoyo,0,0,0,0,0,0,0,0
Región del Maule,Chanco,Ciruelo Europeo,0,0,0,0,0,0,0,0
Región del Maule,Chanco,Ciruelo Japonés,0,0,0,0,0,0,0,0
Región del Maule,Chanco,Clementina,0,0,0,0,0,0,0,0
Región del Maule,Chanco,Damasco,0,0,0,0,0,0,0,0
Región del Maule,Chanco,Duraznero (Consumo Fresco),0,0,0,0,0,0,0,0
Región del Maule,Chanco,Duraznero (Tipo Conservero),0,0,0,0,0,0,0,0
Región del Maule,Chanco,Granado,0,0,0,0,0,0,0,0
Región del Maule,Chanco,Higuera,0,0,0,0,0,0,0,0
Región del Maule,Chanco,Kiwi,0,0,0,0,0,0,0,0
Región del Maule,Chanco,Lima (o Limón Sutil),0,0,0,0,0,0,0,0
Región del Maule,Chanco,Limón de Pica,0,0,0,0,0,0,0,0
Región del Maule,Chanco,Limonero,4,2.1,2.1,0,0,0.3,1.8,0
Región del Maule,Chanco,Mandarina,0,0,0,0,0,0,0,0
Región del Maule,Chanco,Mango,0,0,0,0,0,0,0,0
Región del Maule,Chanco,Manzana,0,0,0,0,0,0,0,0
Región del Maule,Chanco,Membrillo,0,0,0,0,0,0,0,0
Región del Maule,Chanco,"Moras, Murta y Zarzaparrila",0,0,0,0,0,0,0,0
Región del Maule,Chanco,Naranjo,0,0,0,0,0,0,0,0
Región del Maule,Chanco,Nectarino,0,0,0,0,0,0,0,0
Región del Maule,Chanco,Nogal,0,0,0,0,0,0,0,0
Región del Maule,Chanco,Olivo,0,0,0,0,0,0,0,0
Región del Maule,Chanco,Palto,26,41.4,41.4,0,0,18.75,22.65,0
Región del Maule,Chanco,Papayo,1,0.05,0.05,0,0,0,0.05,0
Región del Maule,Chanco,Pera,0,0,0,0,0,0,0,0
Región del Maule,Chanco,Pistacho,0,0,0,0,0,0,0,0
Región del Maule,Chanco,Pomelo,0,0,0,0,0,0,0,0
Región del Maule,Chanco,Rosa Mosqueta (Cultivada),0,0,0,0,0,0,0,0
Región del Maule,Chanco,Tuna,0,0,0,0,0,0,0,0
Región del Maule,Chanco,Uva de Mesa,0,0,0,0,0,0,0,0
Región del Maule,Chanco,Otros Frutales,0,0,0,0,0,0,0,0
Región del Maule,Chanco,Quinta Frutal,13,2.5,2.17,0.33,0,0.75,1.75,0
Región del Maule,Pelluhue,Total,142,68.0394,67.7594,0.28,0,0.55,67.4894336811,0
Región del Maule,Pelluhue,Sin Clasificar,0,0,0,0,0,0,0,0
Región del Maule,Pelluhue,Almendro,0,0,0,0,0,0,0,0
Región del Maule,Pelluhue,Berries,122,64.2344,64.2344,0,0,0.25,63.9844336811,0
Región del Maule,Pelluhue,Avellano Europeo,0,0,0,0,0,0,0,0
Región del Maule,Pelluhue,Castaño,0,0,0,0,0,0,0,0
Región del Maule,Pelluhue,Cerezo,0,0,0,0,0,0,0,0
Región del Maule,Pelluhue,Chirimoyo,0,0,0,0,0,0,0,0
Región del Maule,Pelluhue,Ciruelo Europeo,0,0,0,0,0,0,0,0
Región del Maule,Pelluhue,Ciruelo Japonés,0,0,0,0,0,0,0,0
Región del Maule,Pelluhue,Clementina,0,0,0,0,0,0,0,0
Región del Maule,Pelluhue,Damasco,0,0,0,0,0,0,0,0
Región del Maule,Pelluhue,Duraznero (Consumo Fresco),0,0,0,0,0,0,0,0
Región del Maule,Pelluhue,Duraznero (Tipo Conservero),0,0,0,0,0,0,0,0
Región del Maule,Pelluhue,Granado,0,0,0,0,0,0,0,0
Región del Maule,Pelluhue,Higuera,0,0,0,0,0,0,0,0
Región del Maule,Pelluhue,Kiwi,0,0,0,0,0,0,0,0
Región del Maule,Pelluhue,Lima (o Limón Sutil),0,0,0,0,0,0,0,0
Región del Maule,Pelluhue,Limón de Pica,0,0,0,0,0,0,0,0
Región del Maule,Pelluhue,Limonero,2,0.12,0.12,0,0,0,0.12,0
Región del Maule,Pelluhue,Mandarina,0,0,0,0,0,0,0,0
Región del Maule,Pelluhue,Mango,0,0,0,0,0,0,0,0
Región del Maule,Pelluhue,Manzana,1,0.1,0.1,0,0,0,0.1,0
Región del Maule,Pelluhue,Membrillo,0,0,0,0,0,0,0,0
Región del Maule,Pelluhue,"Moras, Murta y Zarzaparrila",0,0,0,0,0,0,0,0
Región del Maule,Pelluhue,Naranjo,1,0.1,0.1,0,0,0,0.1,0
Región del Maule,Pelluhue,Nectarino,0,0,0,0,0,0,0,0
Región del Maule,Pelluhue,Nogal,0,0,0,0,0,0,0,0
Región del Maule,Pelluhue,Olivo,0,0,0,0,0,0,0,0
Región del Maule,Pelluhue,Palto,2,0.85,0.85,0,0,0.15,0.7,0
Región del Maule,Pelluhue,Papayo,2,0.2,0.1,0.1,0,0.08,0.12,0
Región del Maule,Pelluhue,Pera,0,0,0,0,0,0,0,0
Región del Maule,Pelluhue,Pistacho,0,0,0,0,0,0,0,0
Región del Maule,Pelluhue,Pomelo,0,0,0,0,0,0,0,0
Región del Maule,Pelluhue,Rosa Mosqueta (Cultivada),0,0,0,0,0,0,0,0
Región del Maule,Pelluhue,Tuna,0,0,0,0,0,0,0,0
Región del Maule,Pelluhue,Uva de Mesa,0,0,0,0,0,0,0,0
Región del Maule,Pelluhue,Otros Frutales,0,0,0,0,0,0,0,0
Región del Maule,Pelluhue,Quinta Frutal,34,2.435,2.255,0.18,0,0.07,2.365,0
Región del Maule,Curicó,Total,496,8788.7662,8686.8962,90,11.87,1416.7220003614,7285.0440608081,87
Región del Maule,Curicó,Sin Clasificar,8,87,0,87,0,0,0,87
Región del Maule,Curicó,Almendro,0,0,0,0,0,0,0,0
Región del Maule,Curicó,Berries,59,175.195,175.195,0,0,27.8,147.395,0
Región del Maule,Curicó,Avellano Europeo,10,687.1588,687.1588,0,0,247.7,439.4587644195,0
Región del Maule,Curicó,Castaño,0,0,0,0,0,0,0,0
Región del Maule,Curicó,Cerezo,352,3738.1834,3738.1834,0,0,959.8541280213,2778.3291889719,0
Región del Maule,Curicó,Chirimoyo,0,0,0,0,0,0,0,0
Región del Maule,Curicó,Ciruelo Europeo,10,120.2822,120.2822,0,0,2.9,117.3821846953,0
Región del Maule,Curicó,Ciruelo Japonés,8,39.8,39.8,0,0,7,32.8,0
Región del Maule,Curicó,Clementina,0,0,0,0,0,0,0,0
Región del Maule,Curicó,Damasco,0,0,0,0,0,0,0,0
Región del Maule,Curicó,Duraznero (Consumo Fresco),9,18.183,18.183,0,0,0,18.183,0
Región del Maule,Curicó,Duraznero (Tipo Conservero),8,15.031,15.031,0,0,0,15.031,0
Región del Maule,Curicó,Granado,0,0,0,0,0,0,0,0
Región del Maule,Curicó,Higuera,0,0,0,0,0,0,0,0
Región del Maule,Curicó,Kiwi,37,548.3669,548.3669,0,0,0,548.3668954619,0
Región del Maule,Curicó,Lima (o Limón Sutil),0,0,0,0,0,0,0,0
Región del Maule,Curicó,Limón de Pica,0,0,0,0,0,0,0,0
Región del Maule,Curicó,Limonero,4,22.333,22.333,0,0,22.25,0.083,0
Región del Maule,Curicó,Mandarina,0,0,0,0,0,0,0,0
Región del Maule,Curicó,Mango,0,0,0,0,0,0,0,0
Región del Maule,Curicó,Manzana,98,2708.8539,2696.9839,0,11.87,123.3265957445,2585.5272790759,0
Región del Maule,Curicó,Membrillo,3,4,4,0,0,0,4,0
Región del Maule,Curicó,"Moras, Murta y Zarzaparrila",48,51.35,51.35,0,0,1.02,50.33,0
Región del Maule,Curicó,Naranjo,0,0,0,0,0,0,0,0
Región del Maule,Curicó,Nectarino,2,10,10,0,0,0,10,0
Región del Maule,Curicó,Nogal,25,405.554,402.554,3,0,23.85,381.704,0
Región del Maule,Curicó,Olivo,0,0,0,0,0,0,0,0
Región del Maule,Curicó,Palto,2,1.7,1.7,0,0,0,1.7,0
Región del Maule,Curicó,Papayo,0,0,0,0,0,0,0,0
Región del Maule,Curicó,Pera,15,131.375,131.375,0,0,1.0212765956,130.3537481836,0
Región del Maule,Curicó,Pistacho,0,0,0,0,0,0,0,0
Región del Maule,Curicó,Pomelo,0,0,0,0,0,0,0,0
Región del Maule,Curicó,Rosa Mosqueta (Cultivada),0,0,0,0,0,0,0,0
Región del Maule,Curicó,Tuna,0,0,0,0,0,0,0,0
Región del Maule,Curicó,Uva de Mesa,3,24.4,24.4,0,0,0,24.4,0
Región del Maule,Curicó,Otros Frutales,0,0,0,0,0,0,0,0
Región del Maule,Curicó,Quinta Frutal,0,0,0,0,0,0,0,0
Región del Maule,Hualañé,Total,135,759.2849,754.9819,4.303,0,283.6264904149,475.6585719661,0
Región del Maule,Hualañé,Sin Clasificar,0,0,0,0,0,0,0,0
Región del Maule,Hualañé,Almendro,3,43.2,43.2,0,0,15.1,28.1,0
Región del Maule,Hualañé,Berries,4,42.2,42.2,0,0,0,42.2,0
Región del Maule,Hualañé,Avellano Europeo,0,0,0,0,0,0,0,0
Región del Maule,Hualañé,Castaño,0,0,0,0,0,0,0,0
Región del Maule,Hualañé,Cerezo,29,386.7839,386.7839,0,0,220.0284663728,166.7554368317,0
Región del Maule,Hualañé,Chirimoyo,0,0,0,0,0,0,0,0
Región del Maule,Hualañé,Ciruelo Europeo,3,38.1351,38.1351,0,0,17,21.1351351344,0
Región del Maule,Hualañé,Ciruelo Japonés,0,0,0,0,0,0,0,0
Región del Maule,Hualañé,Clementina,0,0,0,0,0,0,0,0
Región del Maule,Hualañé,Damasco,0,0,0,0,0,0,0,0
Región del Maule,Hualañé,Duraznero (Consumo Fresco),2,5.084,5.084,0,0,5,0.084,0
Región del Maule,Hualañé,Duraznero (Tipo Conservero),1,0.15,0.15,0,0,0,0.15,0
Región del Maule,Hualañé,Granado,0,0,0,0,0,0,0,0
Región del Maule,Hualañé,Higuera,0,0,0,0,0,0,0,0
Región del Maule,Hualañé,Kiwi,3,66.82,66.82,0,0,10.72,56.1,0
Región del Maule,Hualañé,Lima (o Limón Sutil),0,0,0,0,0,0,0,0
Región del Maule,Hualañé,Limón de Pica,0,0,0,0,0,0,0,0
Región del Maule,Hualañé,Limonero,5,0.887,0.887,0,0,0.104,0.783,0
Región del Maule,Hualañé,Mandarina,0,0,0,0,0,0,0,0
Región del Maule,Hualañé,Mango,0,0,0,0,0,0,0,0
Región del Maule,Hualañé,Manzana,3,18.484,15.484,3,0,0,18.484,0
Región del Maule,Hualañé,Membrillo,0,0,0,0,0,0,0,0
Región del Maule,Hualañé,"Moras, Murta y Zarzaparrila",0,0,0,0,0,0,0,0
Región del Maule,Hualañé,Naranjo,2,0.583,0.583,0,0,0,0.583,0
Región del Maule,Hualañé,Nectarino,3,3.45,3.45,0,0,3.45,0,0
Región del Maule,Hualañé,Nogal,5,112.5,112.5,0,0,3.5,109,0
Región del Maule,Hualañé,Olivo,3,0.9,0.9,0,0,0,0.9,0
Región del Maule,Hualañé,Palto,3,7.030399999999999,7.030399999999999,0,0,7.0305039564,0,0
Región del Maule,Hualañé,Papayo,0,0,0,0,0,0,0,0
Región del Maule,Hualañé,Pera,3,21.08,21.08,0,0,0,21.08,0
Región del Maule,Hualañé,Pistacho,0,0,0,0,0,0,0,0
Región del Maule,Hualañé,Pomelo,0,0,0,0,0,0,0,0
Región del Maule,Hualañé,Rosa Mosqueta (Cultivada),0,0,0,0,0,0,0,0
Región del Maule,Hualañé,Tuna,0,0,0,0,0,0,0,0
Región del Maule,Hualañé,Uva de Mesa,1,0.083,0.083,0,0,0,0.083,0
Región del Maule,Hualañé,Otros Frutales,2,0.101,0.101,0,0,0,0.101,0
Región del Maule,Hualañé,Quinta Frutal,90,11.8135,10.5105,1.303,0,1.6935200857,10.12,0
Región del Maule,Licantén,Total,32,124.7525,122.1725,1.93,0.65,70.9863928366,53.116,0.65
Región del Maule,Licantén,Sin Clasificar,1,0.65,0,0,0.65,0,0,0.65
Región del Maule,Licantén,Almendro,0,0,0,0,0,0,0,0
Región del Maule,Licantén,Berries,4,9.65,9.65,0,0,1.5,8.15,0
Región del Maule,Licantén,Avellano Europeo,3,46.5207,46.5207,0,0,30.5206306966,16,0
Región del Maule,Licantén,Castaño,0,0,0,0,0,0,0,0
Región del Maule,Licantén,Cerezo,4,41.1043,41.1043,0,0,38.0542822257,3.05,0
Región del Maule,Licantén,Chirimoyo,0,0,0,0,0,0,0,0
Región del Maule,Licantén,Ciruelo Europeo,0,0,0,0,0,0,0,0
Región del Maule,Licantén,Ciruelo Japonés,0,0,0,0,0,0,0,0
Región del Maule,Licantén,Clementina,0,0,0,0,0,0,0,0
Región del Maule,Licantén,Damasco,0,0,0,0,0,0,0,0
Región del Maule,Licantén,Duraznero (Consumo Fresco),6,1.7,1.4,0.3,0,0,1.7,0
Región del Maule,Licantén,Duraznero (Tipo Conservero),1,0.012,0.012,0,0,0,0.012,0
Región del Maule,Licantén,Granado,0,0,0,0,0,0,0,0
Región del Maule,Licantén,Higuera,0,0,0,0,0,0,0,0
Región del Maule,Licantén,Kiwi,0,0,0,0,0,0,0,0
Región del Maule,Licantén,Lima (o Limón Sutil),0,0,0,0,0,0,0,0
Región del Maule,Licantén,Limón de Pica,0,0,0,0,0,0,0,0
Región del Maule,Licantén,Limonero,5,1.751,1.751,0,0,0,1.751,0
Región del Maule,Licantén,Mandarina,0,0,0,0,0,0,0,0
Región del Maule,Licantén,Mango,0,0,0,0,0,0,0,0
Región del Maule,Licantén,Manzana,1,0.2,0.2,0,0,0,0.2,0
Región del Maule,Licantén,Membrillo,1,0.005,0.005,0,0,0,0.005,0
Región del Maule,Licantén,"Moras, Murta y Zarzaparrila",0,0,0,0,0,0,0,0
Región del Maule,Licantén,Naranjo,2,0.45,0.45,0,0,0,0.45,0
Región del Maule,Licantén,Nectarino,0,0,0,0,0,0,0,0
Región del Maule,Licantén,Nogal,11,17.89,17.89,0,0,0.79,17.1,0
Región del Maule,Licantén,Olivo,1,0.01,0.01,0,0,0,0.01,0
Región del Maule,Licantén,Palto,2,0.011,0.011,0,0,0.001,0.01,0
Región del Maule,Licantén,Papayo,6,2.256,2.256,0,0,0.008,2.248,0
Región del Maule,Licantén,Pera,0,0,0,0,0,0,0,0
Región del Maule,Licantén,Pistacho,0,0,0,0,0,0,0,0
Región del Maule,Licantén,Pomelo,0,0,0,0,0,0,0,0
Región del Maule,Licantén,Rosa Mosqueta (Cultivada),0,0,0,0,0,0,0,0
Región del Maule,Licantén,Tuna,0,0,0,0,0,0,0,0
Región del Maule,Licantén,Uva de Mesa,4,1.73,0.1,1.63,0,0,1.73,0
Región del Maule,Licantén,Otros Frutales,0,0,0,0,0,0,0,0
Región del Maule,Licantén,Quinta Frutal,3,0.8125,0.8125,0,0,0.1124799143,0.7,0
Región del Maule,Molina,Total,284,4395.1548,4360.2748,2.6,32.28,694.8633269004,3699.3915889616,0.9
Región del Maule,Molina,Sin Clasificar,1,0.9,0,0.9,0,0,0,0.9
Región del Maule,Molina,Almendro,3,3.2,3.2,0,0,0,3.2,0
Región del Maule,Molina,Berries,75,123.681,123.681,0,0,29.585,94.096,0
Región del Maule,Molina,Avellano Europeo,4,256.1,256.1,0,0,63.1,193,0
Región del Maule,Molina,Castaño,3,10,10,0,0,10,0,0
Región del Maule,Molina,Cerezo,195,1615.397,1615.397,0,0,488.2059775029,1127.1910707678,0
Región del Maule,Molina,Chirimoyo,0,0,0,0,0,0,0,0
Región del Maule,Molina,Ciruelo Europeo,0,0,0,0,0,0,0,0
Región del Maule,Molina,Ciruelo Japonés,0,0,0,0,0,0,0,0
Región del Maule,Molina,Clementina,0,0,0,0,0,0,0,0
Región del Maule,Molina,Damasco,0,0,0,0,0,0,0,0
Región del Maule,Molina,Duraznero (Consumo Fresco),0,0,0,0,0,0,0,0
Región del Maule,Molina,Duraznero (Tipo Conservero),0,0,0,0,0,0,0,0
Región del Maule,Molina,Granado,0,0,0,0,0,0,0,0
Región del Maule,Molina,Higuera,0,0,0,0,0,0,0,0
Región del Maule,Molina,Kiwi,10,283.89,283.89,0,0,0,283.89,0
Región del Maule,Molina,Lima (o Limón Sutil),0,0,0,0,0,0,0,0
