total_nacional_region____,comuna6_7____,especie____,total__numero_de_upa89__,total__superficie_ha__,total__superficie_ha__en_riego,total__superficie_ha__en_secano,total__superficie_ha__sin_clasificar_10,total__estado_desarrollo_ha__en_formacion_11,total__estado_desarrollo_ha__en_produccion_12,total__estado_desarrollo_ha__sin_clasificar_10
Región de La Araucanía,Pucón,Duraznero (Tipo Conservero),0,0,0,0,0,0,0,0
Región de La Araucanía,Pucón,Granado,0,0,0,0,0,0,0,0
Región de La Araucanía,Pucón,Higuera,0,0,0,0,0,0,0,0
Región de La Araucanía,Pucón,Kiwi,0,0,0,0,0,0,0,0
Región de La Araucanía,Pucón,Lima (o Limón Sutil),0,0,0,0,0,0,0,0
Región de La Araucanía,Pucón,Limón de Pica,0,0,0,0,0,0,0,0
Región de La Araucanía,Pucón,Limonero,0,0,0,0,0,0,0,0
Región de La Araucanía,Pucón,Mandarina,0,0,0,0,0,0,0,0
Región de La Araucanía,Pucón,Mango,0,0,0,0,0,0,0,0
Región de La Araucanía,Pucón,Manzana,42,16.141,4.076,12.065,0,2.413,13.728,0
Región de La Araucanía,Pucón,Membrillo,4,0.182,0.012,0.17,0,0,0.182,0
Región de La Araucanía,Pucón,"Moras, Murta y Zarzaparrila",0,0,0,0,0,0,0,0
Región de La Araucanía,Pucón,Naranjo,0,0,0,0,0,0,0,0
Región de La Araucanía,Pucón,Nectarino,0,0,0,0,0,0,0,0
Región de La Araucanía,Pucón,Nogal,0,0,0,0,0,0,0,0
Región de La Araucanía,Pucón,Olivo,0,0,0,0,0,0,0,0
Región de La Araucanía,Pucón,Palto,0,0,0,0,0,0,0,0
Región de La Araucanía,Pucón,Papayo,0,0,0,0,0,0,0,0
Región de La Araucanía,Pucón,Pera,3,0.555,0,0.555,0,0,0.555,0
Región de La Araucanía,Pucón,Pistacho,0,0,0,0,0,0,0,0
Región de La Araucanía,Pucón,Pomelo,0,0,0,0,0,0,0,0
Región de La Araucanía,Pucón,Rosa Mosqueta (Cultivada),0,0,0,0,0,0,0,0
Región de La Araucanía,Pucón,Tuna,0,0,0,0,0,0,0,0
Región de La Araucanía,Pucón,Uva de Mesa,0,0,0,0,0,0,0,0
Región de La Araucanía,Pucón,Otros Frutales,0,0,0,0,0,0,0,0
Región de La Araucanía,Pucón,Quinta Frutal,159,53.053,5.03,48.023,0,1.685,51.368,0
Región de La Araucanía,Saavedra,Total,250,57.9907,8.23,49.7607,0,8.265,49.7257266517,0
Región de La Araucanía,Saavedra,Sin Clasificar,0,0,0,0,0,0,0,0
Región de La Araucanía,Saavedra,Almendro,0,0,0,0,0,0,0,0
Región de La Araucanía,Saavedra,Berries,21,5.455,5.08,0.375,0,2.395,3.06,0
Región de La Araucanía,Saavedra,Avellano Europeo,0,0,0,0,0,0,0,0
Región de La Araucanía,Saavedra,Castaño,2,1.25,0,1.25,0,0,1.25,0
Región de La Araucanía,Saavedra,Cerezo,0,0,0,0,0,0,0,0
Región de La Araucanía,Saavedra,Chirimoyo,0,0,0,0,0,0,0,0
Región de La Araucanía,Saavedra,Ciruelo Europeo,0,0,0,0,0,0,0,0
Región de La Araucanía,Saavedra,Ciruelo Japonés,0,0,0,0,0,0,0,0
Región de La Araucanía,Saavedra,Clementina,0,0,0,0,0,0,0,0
Región de La Araucanía,Saavedra,Damasco,0,0,0,0,0,0,0,0
Región de La Araucanía,Saavedra,Duraznero (Consumo Fresco),3,0.4,0,0.4,0,0,0.4,0
Región de La Araucanía,Saavedra,Duraznero (Tipo Conservero),0,0,0,0,0,0,0,0
Región de La Araucanía,Saavedra,Granado,0,0,0,0,0,0,0,0
Región de La Araucanía,Saavedra,Higuera,0,0,0,0,0,0,0,0
Región de La Araucanía,Saavedra,Kiwi,0,0,0,0,0,0,0,0
Región de La Araucanía,Saavedra,Lima (o Limón Sutil),0,0,0,0,0,0,0,0
Región de La Araucanía,Saavedra,Limón de Pica,0,0,0,0,0,0,0,0
Región de La Araucanía,Saavedra,Limonero,0,0,0,0,0,0,0,0
Región de La Araucanía,Saavedra,Mandarina,0,0,0,0,0,0,0,0
Región de La Araucanía,Saavedra,Mango,0,0,0,0,0,0,0,0
Región de La Araucanía,Saavedra,Manzana,36,17.85,1.5,16.35,0,3.85,14,0
Región de La Araucanía,Saavedra,Membrillo,3,0.35,0,0.35,0,0.05,0.3,0
Región de La Araucanía,Saavedra,"Moras, Murta y Zarzaparrila",2,0.65,0.65,0,0,0.25,0.4,0
Región de La Araucanía,Saavedra,Naranjo,0,0,0,0,0,0,0,0
Región de La Araucanía,Saavedra,Nectarino,0,0,0,0,0,0,0,0
Región de La Araucanía,Saavedra,Nogal,1,0.1,0,0.1,0,0,0.1,0
Región de La Araucanía,Saavedra,Olivo,0,0,0,0,0,0,0,0
Región de La Araucanía,Saavedra,Palto,0,0,0,0,0,0,0,0
Región de La Araucanía,Saavedra,Papayo,0,0,0,0,0,0,0,0
Región de La Araucanía,Saavedra,Pera,0,0,0,0,0,0,0,0
Región de La Araucanía,Saavedra,Pistacho,0,0,0,0,0,0,0,0
Región de La Araucanía,Saavedra,Pomelo,0,0,0,0,0,0,0,0
Región de La Araucanía,Saavedra,Rosa Mosqueta (Cultivada),0,0,0,0,0,0,0,0
Región de La Araucanía,Saavedra,Tuna,0,0,0,0,0,0,0,0
Región de La Araucanía,Saavedra,Uva de Mesa,0,0,0,0,0,0,0,0
Región de La Araucanía,Saavedra,Otros Frutales,2,0.7,0.5,0.2,0,0,0.7,0
Región de La Araucanía,Saavedra,Quinta Frutal,196,31.2357,0.5,30.7357,0,1.72,29.5157266517,0
Región de La Araucanía,Teodoro Schmidt,Total,306,158.5812,69.5418,89.0394,0,6.4959090909,150.5853557121,1.5
Región de La Araucanía,Teodoro Schmidt,Sin Clasificar,4,1.5,0,1.5,0,0,0,1.5
Región de La Araucanía,Teodoro Schmidt,Almendro,0,0,0,0,0,0,0,0
Región de La Araucanía,Teodoro Schmidt,Berries,54,34.5618,33.5618,1,0,2.3659090909,32.1959090909,0
Región de La Araucanía,Teodoro Schmidt,Avellano Europeo,3,29.5,27,2.5,0,0,29.5,0
Región de La Araucanía,Teodoro Schmidt,Castaño,6,1.975,0,1.975,0,0,1.975,0
Región de La Araucanía,Teodoro Schmidt,Cerezo,6,1.3,0,1.3,0,0.2,1.1,0
Región de La Araucanía,Teodoro Schmidt,Chirimoyo,0,0,0,0,0,0,0,0
Región de La Araucanía,Teodoro Schmidt,Ciruelo Europeo,1,0.2,0,0.2,0,0,0.2,0
Región de La Araucanía,Teodoro Schmidt,Ciruelo Japonés,0,0,0,0,0,0,0,0
Región de La Araucanía,Teodoro Schmidt,Clementina,0,0,0,0,0,0,0,0
Región de La Araucanía,Teodoro Schmidt,Damasco,0,0,0,0,0,0,0,0
Región de La Araucanía,Teodoro Schmidt,Duraznero (Consumo Fresco),3,1,0,1,0,0,1,0
Región de La Araucanía,Teodoro Schmidt,Duraznero (Tipo Conservero),0,0,0,0,0,0,0,0
Región de La Araucanía,Teodoro Schmidt,Granado,0,0,0,0,0,0,0,0
Región de La Araucanía,Teodoro Schmidt,Higuera,0,0,0,0,0,0,0,0
Región de La Araucanía,Teodoro Schmidt,Kiwi,0,0,0,0,0,0,0,0
Región de La Araucanía,Teodoro Schmidt,Lima (o Limón Sutil),0,0,0,0,0,0,0,0
Región de La Araucanía,Teodoro Schmidt,Limón de Pica,0,0,0,0,0,0,0,0
Región de La Araucanía,Teodoro Schmidt,Limonero,0,0,0,0,0,0,0,0
Región de La Araucanía,Teodoro Schmidt,Mandarina,0,0,0,0,0,0,0,0
Región de La Araucanía,Teodoro Schmidt,Mango,0,0,0,0,0,0,0,0
Región de La Araucanía,Teodoro Schmidt,Manzana,48,25.135,3.1,22.035,0,2,23.135,0
Región de La Araucanía,Teodoro Schmidt,Membrillo,0,0,0,0,0,0,0,0
Región de La Araucanía,Teodoro Schmidt,"Moras, Murta y Zarzaparrila",8,1.63,1.63,0,0,0.43,1.2,0
Región de La Araucanía,Teodoro Schmidt,Naranjo,0,0,0,0,0,0,0,0
Región de La Araucanía,Teodoro Schmidt,Nectarino,0,0,0,0,0,0,0,0
Región de La Araucanía,Teodoro Schmidt,Nogal,3,1.1,1.1,0,0,1,0.1,0
Región de La Araucanía,Teodoro Schmidt,Olivo,0,0,0,0,0,0,0,0
Región de La Araucanía,Teodoro Schmidt,Palto,0,0,0,0,0,0,0,0
Región de La Araucanía,Teodoro Schmidt,Papayo,0,0,0,0,0,0,0,0
Región de La Araucanía,Teodoro Schmidt,Pera,0,0,0,0,0,0,0,0
Región de La Araucanía,Teodoro Schmidt,Pistacho,0,0,0,0,0,0,0,0
Región de La Araucanía,Teodoro Schmidt,Pomelo,0,0,0,0,0,0,0,0
Región de La Araucanía,Teodoro Schmidt,Rosa Mosqueta (Cultivada),0,0,0,0,0,0,0,0
Región de La Araucanía,Teodoro Schmidt,Tuna,0,0,0,0,0,0,0,0
Región de La Araucanía,Teodoro Schmidt,Uva de Mesa,1,0.1,0.1,0,0,0,0.1,0
Región de La Araucanía,Teodoro Schmidt,Otros Frutales,4,0.8999999999999999,0.6,0.3,0,0,0.9,0
Región de La Araucanía,Teodoro Schmidt,Quinta Frutal,197,59.6794,2.45,57.2294,0,0.5,59.1794466212,0
Región de La Araucanía,Toltén,Total,116,45.7067,7.4002,38.3065,0,2.8600909091,42.8464312931,0
Región de La Araucanía,Toltén,Sin Clasificar,0,0,0,0,0,0,0,0
Región de La Araucanía,Toltén,Almendro,0,0,0,0,0,0,0,0
Región de La Araucanía,Toltén,Berries,30,7.6572,6.8442,0.8130000000000001,0,0.6900909091,6.9670909091,0
Región de La Araucanía,Toltén,Avellano Europeo,3,17.2,0,17.2,0,0,17.2,0
Región de La Araucanía,Toltén,Castaño,4,2.2253,0,2.2253,0,0,2.2252680768,0
Región de La Araucanía,Toltén,Cerezo,1,0.1353,0,0.1353,0,0,0.1352680768,0
Región de La Araucanía,Toltén,Chirimoyo,0,0,0,0,0,0,0,0
Región de La Araucanía,Toltén,Ciruelo Europeo,0,0,0,0,0,0,0,0
Región de La Araucanía,Toltén,Ciruelo Japonés,0,0,0,0,0,0,0,0
Región de La Araucanía,Toltén,Clementina,0,0,0,0,0,0,0,0
Región de La Araucanía,Toltén,Damasco,0,0,0,0,0,0,0,0
Región de La Araucanía,Toltén,Duraznero (Consumo Fresco),0,0,0,0,0,0,0,0
Región de La Araucanía,Toltén,Duraznero (Tipo Conservero),0,0,0,0,0,0,0,0
Región de La Araucanía,Toltén,Granado,0,0,0,0,0,0,0,0
Región de La Araucanía,Toltén,Higuera,0,0,0,0,0,0,0,0
Región de La Araucanía,Toltén,Kiwi,0,0,0,0,0,0,0,0
Región de La Araucanía,Toltén,Lima (o Limón Sutil),0,0,0,0,0,0,0,0
Región de La Araucanía,Toltén,Limón de Pica,0,0,0,0,0,0,0,0
Región de La Araucanía,Toltén,Limonero,0,0,0,0,0,0,0,0
Región de La Araucanía,Toltén,Mandarina,0,0,0,0,0,0,0,0
Región de La Araucanía,Toltén,Mango,0,0,0,0,0,0,0,0
Región de La Araucanía,Toltén,Manzana,10,6.1853,0,6.1853,0,0.25,5.9352680768,0
Región de La Araucanía,Toltén,Membrillo,0,0,0,0,0,0,0,0
Región de La Araucanía,Toltén,"Moras, Murta y Zarzaparrila",0,0,0,0,0,0,0,0
Región de La Araucanía,Toltén,Naranjo,0,0,0,0,0,0,0,0
Región de La Araucanía,Toltén,Nectarino,0,0,0,0,0,0,0,0
Región de La Araucanía,Toltén,Nogal,1,0.1353,0,0.1353,0,0,0.1352680768,0
Región de La Araucanía,Toltén,Olivo,0,0,0,0,0,0,0,0
Región de La Araucanía,Toltén,Palto,0,0,0,0,0,0,0,0
Región de La Araucanía,Toltén,Papayo,0,0,0,0,0,0,0,0
Región de La Araucanía,Toltén,Pera,1,0.1353,0,0.1353,0,0,0.1352680768,0
Región de La Araucanía,Toltén,Pistacho,0,0,0,0,0,0,0,0
Región de La Araucanía,Toltén,Pomelo,0,0,0,0,0,0,0,0
Región de La Araucanía,Toltén,Rosa Mosqueta (Cultivada),0,0,0,0,0,0,0,0
Región de La Araucanía,Toltén,Tuna,0,0,0,0,0,0,0,0
Región de La Araucanía,Toltén,Uva de Mesa,1,0.001,0.001,0,0,0,0.001,0
Región de La Araucanía,Toltén,Otros Frutales,2,0.305,0.305,0,0,0,0.305,0
Región de La Araucanía,Toltén,Quinta Frutal,75,11.727,0.25,11.477,0,1.92,9.807,0
Región de La Araucanía,Vilcún,Total,399,687.0647,577.698,109.3667,0,344.317,340.5476336207,2.2
Región de La Araucanía,Vilcún,Sin Clasificar,6,2.2,0,2.2,0,0,0,2.2
Región de La Araucanía,Vilcún,Almendro,1,10,10,0,0,10,0,0
Región de La Araucanía,Vilcún,Berries,118,104.493,101.159,3.334,0,23.496,80.997,0
Región de La Araucanía,Vilcún,Avellano Europeo,11,470.33,422,48.33,0,272.33,198,0
Región de La Araucanía,Vilcún,Castaño,6,36.225,30,6.225,0,30,6.225,0
Región de La Araucanía,Vilcún,Cerezo,14,9.327,5,4.327,0,5,4.327,0
Región de La Araucanía,Vilcún,Chirimoyo,0,0,0,0,0,0,0,0
Región de La Araucanía,Vilcún,Ciruelo Europeo,15,1.177,0,1.177,0,0.3,0.877,0
Región de La Araucanía,Vilcún,Ciruelo Japonés,0,0,0,0,0,0,0,0
Región de La Araucanía,Vilcún,Clementina,0,0,0,0,0,0,0,0
Región de La Araucanía,Vilcún,Damasco,0,0,0,0,0,0,0,0
Región de La Araucanía,Vilcún,Duraznero (Consumo Fresco),10,0.8200000000000001,0.01,0.81,0,0,0.8200000000000001,0
Región de La Araucanía,Vilcún,Duraznero (Tipo Conservero),2,0.5,0.3,0.2,0,0,0.5,0
Región de La Araucanía,Vilcún,Granado,0,0,0,0,0,0,0,0
Región de La Araucanía,Vilcún,Higuera,0,0,0,0,0,0,0,0
Región de La Araucanía,Vilcún,Kiwi,0,0,0,0,0,0,0,0
Región de La Araucanía,Vilcún,Lima (o Limón Sutil),0,0,0,0,0,0,0,0
Región de La Araucanía,Vilcún,Limón de Pica,0,0,0,0,0,0,0,0
Región de La Araucanía,Vilcún,Limonero,0,0,0,0,0,0,0,0
Región de La Araucanía,Vilcún,Mandarina,0,0,0,0,0,0,0,0
Región de La Araucanía,Vilcún,Mango,0,0,0,0,0,0,0,0
Región de La Araucanía,Vilcún,Manzana,52,16.959,7.75,9.209,0,1.213,15.746,0
Región de La Araucanía,Vilcún,Membrillo,8,0.517,0,0.517,0,0,0.517,0
Región de La Araucanía,Vilcún,"Moras, Murta y Zarzaparrila",2,0.26,0.01,0.25,0,0,0.26,0
Región de La Araucanía,Vilcún,Naranjo,0,0,0,0,0,0,0,0
Región de La Araucanía,Vilcún,Nectarino,0,0,0,0,0,0,0,0
Región de La Araucanía,Vilcún,Nogal,3,0.555,0.55,0.005,0,0.55,0.005,0
Región de La Araucanía,Vilcún,Olivo,0,0,0,0,0,0,0,0
Región de La Araucanía,Vilcún,Palto,0,0,0,0,0,0,0,0
Región de La Araucanía,Vilcún,Papayo,0,0,0,0,0,0,0,0
Región de La Araucanía,Vilcún,Pera,1,0.005,0,0.005,0,0,0.005,0
Región de La Araucanía,Vilcún,Pistacho,0,0,0,0,0,0,0,0
Región de La Araucanía,Vilcún,Pomelo,0,0,0,0,0,0,0,0
Región de La Araucanía,Vilcún,Rosa Mosqueta (Cultivada),0,0,0,0,0,0,0,0
Región de La Araucanía,Vilcún,Tuna,0,0,0,0,0,0,0,0
Región de La Araucanía,Vilcún,Uva de Mesa,0,0,0,0,0,0,0,0
Región de La Araucanía,Vilcún,Otros Frutales,6,0.51,0.105,0.405,0,0,0.51,0
Región de La Araucanía,Vilcún,Quinta Frutal,218,33.1867,0.814,32.3727,0,1.428,31.7586336207,0
Región de La Araucanía,Villarrica,Total,654,985.4599000000001,364.917,620.5429,0,237.1311048787,721.6688144476,26.66
Región de La Araucanía,Villarrica,Sin Clasificar,4,26.66,0,26.66,0,0,0,26.66
Región de La Araucanía,Villarrica,Almendro,0,0,0,0,0,0,0,0
Región de La Araucanía,Villarrica,Berries,84,167.76,159.819,7.941,0,5.025,162.735,0
Región de La Araucanía,Villarrica,Avellano Europeo,21,578.4574,171.5,406.9574,0,199.2801048787,379.1773450598,0
Región de La Araucanía,Villarrica,Castaño,7,26.51,20.36,6.15,0,23.16,3.35,0
Región de La Araucanía,Villarrica,Cerezo,8,1.598,0.54,1.058,0,0.34,1.258,0
Región de La Araucanía,Villarrica,Chirimoyo,0,0,0,0,0,0,0,0
Región de La Araucanía,Villarrica,Ciruelo Europeo,5,1.105,0.2,0.905,0,0,1.105,0
Región de La Araucanía,Villarrica,Ciruelo Japonés,1,0.25,0,0.25,0,0,0.25,0
Región de La Araucanía,Villarrica,Clementina,0,0,0,0,0,0,0,0
Región de La Araucanía,Villarrica,Damasco,0,0,0,0,0,0,0,0
Región de La Araucanía,Villarrica,Duraznero (Consumo Fresco),8,1.565,0.14,1.425,0,0.14,1.425,0
Región de La Araucanía,Villarrica,Duraznero (Tipo Conservero),0,0,0,0,0,0,0,0
Región de La Araucanía,Villarrica,Granado,0,0,0,0,0,0,0,0
Región de La Araucanía,Villarrica,Higuera,0,0,0,0,0,0,0,0
Región de La Araucanía,Villarrica,Kiwi,0,0,0,0,0,0,0,0
Región de La Araucanía,Villarrica,Lima (o Limón Sutil),0,0,0,0,0,0,0,0
Región de La Araucanía,Villarrica,Limón de Pica,0,0,0,0,0,0,0,0
Región de La Araucanía,Villarrica,Limonero,0,0,0,0,0,0,0,0
Región de La Araucanía,Villarrica,Mandarina,0,0,0,0,0,0,0,0
Región de La Araucanía,Villarrica,Mango,0,0,0,0,0,0,0,0
Región de La Araucanía,Villarrica,Manzana,48,41.057,4.44,36.617,0,1.989,39.068,0
Región de La Araucanía,Villarrica,Membrillo,5,4.87,0.34,4.53,0,0.14,4.73,0
Región de La Araucanía,Villarrica,"Moras, Murta y Zarzaparrila",4,0.663,0,0.663,0,0.1,0.5630000000000001,0
Región de La Araucanía,Villarrica,Naranjo,0,0,0,0,0,0,0,0
Región de La Araucanía,Villarrica,Nectarino,0,0,0,0,0,0,0,0
Región de La Araucanía,Villarrica,Nogal,0,0,0,0,0,0,0,0
Región de La Araucanía,Villarrica,Olivo,0,0,0,0,0,0,0,0
Región de La Araucanía,Villarrica,Palto,0,0,0,0,0,0,0,0
Región de La Araucanía,Villarrica,Papayo,0,0,0,0,0,0,0,0
Región de La Araucanía,Villarrica,Pera,1,0.14,0.14,0,0,0.14,0,0
Región de La Araucanía,Villarrica,Pistacho,0,0,0,0,0,0,0,0
Región de La Araucanía,Villarrica,Pomelo,0,0,0,0,0,0,0,0
Región de La Araucanía,Villarrica,Rosa Mosqueta (Cultivada),1,0.5,0,0.5,0,0,0.5,0
Región de La Araucanía,Villarrica,Tuna,0,0,0,0,0,0,0,0
Región de La Araucanía,Villarrica,Uva de Mesa,0,0,0,0,0,0,0,0
Región de La Araucanía,Villarrica,Otros Frutales,5,1.106,0.74,0.366,0,0.89,0.216,0
Región de La Araucanía,Villarrica,Quinta Frutal,527,133.2185,6.698,126.5205,0,5.927000000000001,127.2914693878,0
Región de La Araucanía,Cholchol,Total,244,115.736,65.265,50.471,0,5.795,109.191,0.75
Región de La Araucanía,Cholchol,Sin Clasificar,2,0.75,0,0.75,0,0,0,0.75
Región de La Araucanía,Cholchol,Almendro,0,0,0,0,0,0,0,0
Región de La Araucanía,Cholchol,Berries,51,59.4,59.15,0.25,0,3.1,56.3,0
Región de La Araucanía,Cholchol,Avellano Europeo,1,0.05,0.05,0,0,0.05,0,0
Región de La Araucanía,Cholchol,Castaño,3,1.35,0,1.35,0,0.1,1.25,0
Región de La Araucanía,Cholchol,Cerezo,5,2.75,0,2.75,0,0,2.75,0
Región de La Araucanía,Cholchol,Chirimoyo,0,0,0,0,0,0,0,0
Región de La Araucanía,Cholchol,Ciruelo Europeo,3,1.3,1.3,0,0,0,1.3,0
Región de La Araucanía,Cholchol,Ciruelo Japonés,0,0,0,0,0,0,0,0
Región de La Araucanía,Cholchol,Clementina,0,0,0,0,0,0,0,0
Región de La Araucanía,Cholchol,Damasco,0,0,0,0,0,0,0,0
Región de La Araucanía,Cholchol,Duraznero (Consumo Fresco),8,4.9,0.5,4.4,0,0.25,4.65,0
Región de La Araucanía,Cholchol,Duraznero (Tipo Conservero),0,0,0,0,0,0,0,0
Región de La Araucanía,Cholchol,Granado,0,0,0,0,0,0,0,0
Región de La Araucanía,Cholchol,Higuera,0,0,0,0,0,0,0,0
Región de La Araucanía,Cholchol,Kiwi,0,0,0,0,0,0,0,0
Región de La Araucanía,Cholchol,Lima (o Limón Sutil),0,0,0,0,0,0,0,0
Región de La Araucanía,Cholchol,Limón de Pica,0,0,0,0,0,0,0,0
Región de La Araucanía,Cholchol,Limonero,0,0,0,0,0,0,0,0
Región de La Araucanía,Cholchol,Mandarina,0,0,0,0,0,0,0,0
Región de La Araucanía,Cholchol,Mango,0,0,0,0,0,0,0,0
Región de La Araucanía,Cholchol,Manzana,20,8.15,0.4,7.75,0,0.65,7.5,0
Región de La Araucanía,Cholchol,Membrillo,0,0,0,0,0,0,0,0
Región de La Araucanía,Cholchol,"Moras, Murta y Zarzaparrila",2,0.35,0.35,0,0,0,0.35,0
Región de La Araucanía,Cholchol,Naranjo,0,0,0,0,0,0,0,0
Región de La Araucanía,Cholchol,Nectarino,1,0.75,0.75,0,0,0.75,0,0
Región de La Araucanía,Cholchol,Nogal,1,0.5,0.5,0,0,0,0.5,0
Región de La Araucanía,Cholchol,Olivo,0,0,0,0,0,0,0,0
Región de La Araucanía,Cholchol,Palto,0,0,0,0,0,0,0,0
Región de La Araucanía,Cholchol,Papayo,0,0,0,0,0,0,0,0
Región de La Araucanía,Cholchol,Pera,1,0.1,0.1,0,0,0.1,0,0
Región de La Araucanía,Cholchol,Pistacho,0,0,0,0,0,0,0,0
Región de La Araucanía,Cholchol,Pomelo,0,0,0,0,0,0,0,0
Región de La Araucanía,Cholchol,Rosa Mosqueta (Cultivada),0,0,0,0,0,0,0,0
Región de La Araucanía,Cholchol,Tuna,0,0,0,0,0,0,0,0
Región de La Araucanía,Cholchol,Uva de Mesa,0,0,0,0,0,0,0,0
Región de La Araucanía,Cholchol,Otros Frutales,0,0,0,0,0,0,0,0
Región de La Araucanía,Cholchol,Quinta Frutal,166,35.386,2.165,33.221,0,0.795,34.591,0
Región de La Araucanía,Angol,Total,288,1031.135,993.6041,37.5309,0,204.381888143,826.2530899925,0.5
Región de La Araucanía,Angol,Sin Clasificar,1,0.5,0,0.5,0,0,0,0.5
Región de La Araucanía,Angol,Almendro,0,0,0,0,0,0,0,0
Región de La Araucanía,Angol,Berries,15,113.37,113.37,0,0,7.92,105.45,0
Región de La Araucanía,Angol,Avellano Europeo,1,20.9299,20.9299,0,0,20.929888143,0,0
Región de La Araucanía,Angol,Castaño,3,1.25,0.75,0.5,0,0.5,0.75,0
Región de La Araucanía,Angol,Cerezo,22,406.62,404.12,2.5,0,118.94,287.68,0
Región de La Araucanía,Angol,Chirimoyo,0,0,0,0,0,0,0,0
Región de La Araucanía,Angol,Ciruelo Europeo,2,2.25,2,0.25,0,0,2.25,0
Región de La Araucanía,Angol,Ciruelo Japonés,0,0,0,0,0,0,0,0
Región de La Araucanía,Angol,Clementina,0,0,0,0,0,0,0,0
Región de La Araucanía,Angol,Damasco,0,0,0,0,0,0,0,0
Región de La Araucanía,Angol,Duraznero (Consumo Fresco),7,1.69,1.315,0.375,0,0.125,1.565,0
Región de La Araucanía,Angol,Duraznero (Tipo Conservero),3,1.35,1.35,0,0,1,0.35,0
Región de La Araucanía,Angol,Granado,0,0,0,0,0,0,0,0
Región de La Araucanía,Angol,Higuera,0,0,0,0,0,0,0,0
Región de La Araucanía,Angol,Kiwi,0,0,0,0,0,0,0,0
Región de La Araucanía,Angol,Lima (o Limón Sutil),0,0,0,0,0,0,0,0
Región de La Araucanía,Angol,Limón de Pica,0,0,0,0,0,0,0,0
Región de La Araucanía,Angol,Limonero,0,0,0,0,0,0,0,0
Región de La Araucanía,Angol,Mandarina,0,0,0,0,0,0,0,0
Región de La Araucanía,Angol,Mango,0,0,0,0,0,0,0,0
Región de La Araucanía,Angol,Manzana,20,289.091,288.341,0.75,0,34.45,254.641,0
Región de La Araucanía,Angol,Membrillo,1,0.1,0.1,0,0,0,0.1,0
Región de La Araucanía,Angol,"Moras, Murta y Zarzaparrila",1,0.2,0.2,0,0,0.2,0,0
Región de La Araucanía,Angol,Naranjo,0,0,0,0,0,0,0,0
Región de La Araucanía,Angol,Nectarino,0,0,0,0,0,0,0,0
Región de La Araucanía,Angol,Nogal,27,120.9972,119.9972,1,0,19.125,101.872232448,0
Región de La Araucanía,Angol,Olivo,0,0,0,0,0,0,0,0
Región de La Araucanía,Angol,Palto,0,0,0,0,0,0,0,0
Región de La Araucanía,Angol,Papayo,0,0,0,0,0,0,0,0
Región de La Araucanía,Angol,Pera,4,3.425,3.3,0.125,0,0,3.425,0
Región de La Araucanía,Angol,Pistacho,0,0,0,0,0,0,0,0
Región de La Araucanía,Angol,Pomelo,0,0,0,0,0,0,0,0
Región de La Araucanía,Angol,Rosa Mosqueta (Cultivada),5,17,0,17,0,0,17,0
Región de La Araucanía,Angol,Tuna,0,0,0,0,0,0,0,0
Región de La Araucanía,Angol,Uva de Mesa,0,0,0,0,0,0,0,0
Región de La Araucanía,Angol,Otros Frutales,1,0.25,0,0.25,0,0,0.25,0
Región de La Araucanía,Angol,Quinta Frutal,217,52.11190000000001,37.831,14.2809,0,1.192,50.9198575445,0
Región de La Araucanía,Collipulli,Total,159,466.594,445.468,21.126,0,52.85,413.744,0
Región de La Araucanía,Collipulli,Sin Clasificar,0,0,0,0,0,0,0,0
Región de La Araucanía,Collipulli,Almendro,0,0,0,0,0,0,0,0
Región de La Araucanía,Collipulli,Berries,59,172.341,172.141,0.2,0,3.01,169.331,0
Región de La Araucanía,Collipulli,Avellano Europeo,3,67,67,0,0,30,37,0
Región de La Araucanía,Collipulli,Castaño,3,70,70,0,0,0,70,0
Región de La Araucanía,Collipulli,Cerezo,11,64.5,62,2.5,0,16.605,47.895,0
Región de La Araucanía,Collipulli,Chirimoyo,0,0,0,0,0,0,0,0
Región de La Araucanía,Collipulli,Ciruelo Europeo,0,0,0,0,0,0,0,0
Región de La Araucanía,Collipulli,Ciruelo Japonés,0,0,0,0,0,0,0,0
Región de La Araucanía,Collipulli,Clementina,0,0,0,0,0,0,0,0
Región de La Araucanía,Collipulli,Damasco,0,0,0,0,0,0,0,0
Región de La Araucanía,Collipulli,Duraznero (Consumo Fresco),0,0,0,0,0,0,0,0
Región de La Araucanía,Collipulli,Duraznero (Tipo Conservero),0,0,0,0,0,0,0,0
Región de La Araucanía,Collipulli,Granado,0,0,0,0,0,0,0,0
Región de La Araucanía,Collipulli,Higuera,0,0,0,0,0,0,0,0
Región de La Araucanía,Collipulli,Kiwi,0,0,0,0,0,0,0,0
Región de La Araucanía,Collipulli,Lima (o Limón Sutil),0,0,0,0,0,0,0,0
Región de La Araucanía,Collipulli,Limón de Pica,0,0,0,0,0,0,0,0
Región de La Araucanía,Collipulli,Limonero,0,0,0,0,0,0,0,0
Región de La Araucanía,Collipulli,Mandarina,0,0,0,0,0,0,0,0
Región de La Araucanía,Collipulli,Mango,0,0,0,0,0,0,0,0
Región de La Araucanía,Collipulli,Manzana,4,30.5,30.5,0,0,2,28.5,0
Región de La Araucanía,Collipulli,Membrillo,0,0,0,0,0,0,0,0
Región de La Araucanía,Collipulli,"Moras, Murta y Zarzaparrila",2,1,1,0,0,1,0,0
Región de La Araucanía,Collipulli,Naranjo,0,0,0,0,0,0,0,0
