total_nacional_region,comuna_6_7,tipo_de_cultivo,especie,numero_de_upa_8910,superficie_total_cultivo_ha,riego__superficie_ha,secano_superficie_ha,sin_clasificar_11_superficie_ha
Región de Coquimbo,La Higuera,Cultivos Industriales,Algodón,0,0,0,0,0
Región de Coquimbo,La Higuera,Cultivos Industriales,Colza,0,0,0,0,0
Región de Coquimbo,La Higuera,Cultivos Industriales,Curaguilla,0,0,0,0,0
Región de Coquimbo,La Higuera,Cultivos Industriales,Estevia (o Stevia),0,0,0,0,0
Región de Coquimbo,La Higuera,Cultivos Industriales,Hinojo,0,0,0,0,0
Región de Coquimbo,La Higuera,Cultivos Industriales,Jojoba,0,0,0,0,0
Región de Coquimbo,La Higuera,Cultivos Industriales,Linaza,0,0,0,0,0
Región de Coquimbo,La Higuera,Cultivos Industriales,Lupino Dulce,0,0,0,0,0
Región de Coquimbo,La Higuera,Cultivos Industriales,Lupino Amargo,0,0,0,0,0
Región de Coquimbo,La Higuera,Cultivos Industriales,Maní,0,0,0,0,0
Región de Coquimbo,La Higuera,Cultivos Industriales,Maravilla,0,0,0,0,0
Región de Coquimbo,La Higuera,Cultivos Industriales,Mimbre,0,0,0,0,0
Región de Coquimbo,La Higuera,Cultivos Industriales,Mostaza,0,0,0,0,0
Región de Coquimbo,La Higuera,Cultivos Industriales,Raps (Canola),0,0,0,0,0
Región de Coquimbo,La Higuera,Cultivos Industriales,Remolacha,0,0,0,0,0
Región de Coquimbo,La Higuera,Cultivos Industriales,Soya,0,0,0,0,0
Región de Coquimbo,La Higuera,Cultivos Industriales,Tabaco,0,0,0,0,0
Región de Coquimbo,La Higuera,Cultivos Industriales,Tomate,0,0,0,0,0
Región de Coquimbo,La Higuera,Cultivos Industriales,Topinambur,0,0,0,0,0
Región de Coquimbo,La Higuera,Cultivos Industriales,Otros Industriales,0,0,0,0,0
Región de Coquimbo,La Higuera,Leguminosas y Tubérculos,Total,3,17.15,17.15,0,0
Región de Coquimbo,La Higuera,Leguminosas y Tubérculos,Sin Clasificar,0,0,0,0,0
Región de Coquimbo,La Higuera,Leguminosas y Tubérculos,Arveja (Grano Seco),0,0,0,0,0
Región de Coquimbo,La Higuera,Leguminosas y Tubérculos,Chícharo,0,0,0,0,0
Región de Coquimbo,La Higuera,Leguminosas y Tubérculos,Garbanzo,0,0,0,0,0
Región de Coquimbo,La Higuera,Leguminosas y Tubérculos,Lenteja,0,0,0,0,0
Región de Coquimbo,La Higuera,Leguminosas y Tubérculos,Poroto (Grano Seco),1,1,1,0,0
Región de Coquimbo,La Higuera,Leguminosas y Tubérculos,Otras Leguminosas,0,0,0,0,0
Región de Coquimbo,La Higuera,Leguminosas y Tubérculos,Mandioca (Yuca),0,0,0,0,0
Región de Coquimbo,La Higuera,Leguminosas y Tubérculos,Oca,0,0,0,0,0
Región de Coquimbo,La Higuera,Leguminosas y Tubérculos,Papa,3,16.15,16.15,0,0
Región de Coquimbo,La Higuera,Leguminosas y Tubérculos,Papa Nativa,0,0,0,0,0
Región de Coquimbo,La Higuera,Leguminosas y Tubérculos,Topinambur,0,0,0,0,0
Región de Coquimbo,La Higuera,Leguminosas y Tubérculos,Otras Raíces y Tubérculos,0,0,0,0,0
Región de Coquimbo,La Higuera,Vides para vinificación y uvas pisqueras,Total,3,49,49,0,0
Región de Coquimbo,La Higuera,Vides para vinificación y uvas pisqueras,Sin Clasificar,0,0,0,0,0
Región de Coquimbo,La Higuera,Vides para vinificación y uvas pisqueras,Tintas,0,0,0,0,0
Región de Coquimbo,La Higuera,Vides para vinificación y uvas pisqueras,Blancas,3,49,49,0,0
Región de Coquimbo,La Higuera,Vides para vinificación y uvas pisqueras,Pisqueras,0,0,0,0,0
Región de Coquimbo,Paiguano,Cereales,Total,1,0.5,0.5,0,0
Región de Coquimbo,Paiguano,Cereales,Sin Clasificar,0,0,0,0,0
Región de Coquimbo,Paiguano,Cereales,Amaranto,0,0,0,0,0
Región de Coquimbo,Paiguano,Cereales,Arroz,0,0,0,0,0
Región de Coquimbo,Paiguano,Cereales,Avena (Grano Seco),0,0,0,0,0
Región de Coquimbo,Paiguano,Cereales,Cebada Cervecera,0,0,0,0,0
Región de Coquimbo,Paiguano,Cereales,Centeno,0,0,0,0,0
Región de Coquimbo,Paiguano,Cereales,Chía,0,0,0,0,0
Región de Coquimbo,Paiguano,Cereales,Maíz,1,0.5,0.5,0,0
Región de Coquimbo,Paiguano,Cereales,Mijo,0,0,0,0,0
Región de Coquimbo,Paiguano,Cereales,Quinoa,0,0,0,0,0
Región de Coquimbo,Paiguano,Cereales,Sorgo,0,0,0,0,0
Región de Coquimbo,Paiguano,Cereales,Trigo Blanco,0,0,0,0,0
Región de Coquimbo,Paiguano,Cereales,Trigo Candeal,0,0,0,0,0
Región de Coquimbo,Paiguano,Cereales,Triticale,0,0,0,0,0
Región de Coquimbo,Paiguano,Cereales,Otros Cereales,0,0,0,0,0
Región de Coquimbo,Paiguano,Forrajeras,Total,20,31.16,31.16,0,0
Región de Coquimbo,Paiguano,Forrajeras,Sin Clasificar,0,0,0,0,0
Región de Coquimbo,Paiguano,Forrajeras,Alfalfa,19,30.66,30.66,0,0
Región de Coquimbo,Paiguano,Forrajeras,Arveja Forrajera,0,0,0,0,0
Región de Coquimbo,Paiguano,Forrajeras,Arvejilla,0,0,0,0,0
Región de Coquimbo,Paiguano,Forrajeras,Avena (Forrajera) Sola,0,0,0,0,0
Región de Coquimbo,Paiguano,Forrajeras,Avena Asociada,0,0,0,0,0
Región de Coquimbo,Paiguano,Forrajeras,Ballica Anual,0,0,0,0,0
Región de Coquimbo,Paiguano,Forrajeras,Ballica Bianual,0,0,0,0,0
Región de Coquimbo,Paiguano,Forrajeras,Ballica Perenne o Persistente,0,0,0,0,0
Región de Coquimbo,Paiguano,Forrajeras,Betarraga Forrajera,0,0,0,0,0
Región de Coquimbo,Paiguano,Forrajeras,Cebada Forrajera (incluye silo),0,0,0,0,0
Región de Coquimbo,Paiguano,Forrajeras,Centeno Forrajero,0,0,0,0,0
Región de Coquimbo,Paiguano,Forrajeras,Col,0,0,0,0,0
Región de Coquimbo,Paiguano,Forrajeras,Falaris,0,0,0,0,0
Región de Coquimbo,Paiguano,Forrajeras,Festuca,0,0,0,0,0
Región de Coquimbo,Paiguano,Forrajeras,Haba Forrajera,0,0,0,0,0
Región de Coquimbo,Paiguano,Forrajeras,Lotera o Alfalfa Chilota,0,0,0,0,0
Región de Coquimbo,Paiguano,Forrajeras,Maíz Para Silo,0,0,0,0,0
Región de Coquimbo,Paiguano,Forrajeras,Mezcla de Forrajeras,0,0,0,0,0
Región de Coquimbo,Paiguano,Forrajeras,Mijo,0,0,0,0,0
Región de Coquimbo,Paiguano,Forrajeras,Nabo (incluye silo),0,0,0,0,0
Región de Coquimbo,Paiguano,Forrajeras,Pasto Canario,0,0,0,0,0
Región de Coquimbo,Paiguano,Forrajeras,Pasto Miel,0,0,0,0,0
Región de Coquimbo,Paiguano,Forrajeras,Pasto Ovillo,0,0,0,0,0
Región de Coquimbo,Paiguano,Forrajeras,Sorgo,0,0,0,0,0
Región de Coquimbo,Paiguano,Forrajeras,Raps Forrajero,0,0,0,0,0
Región de Coquimbo,Paiguano,Forrajeras,Topinambur,0,0,0,0,0
Región de Coquimbo,Paiguano,Forrajeras,Trébol Alejandrino,0,0,0,0,0
Región de Coquimbo,Paiguano,Forrajeras,Trébol Balansa,0,0,0,0,0
Región de Coquimbo,Paiguano,Forrajeras,Trébol Blanco,0,0,0,0,0
Región de Coquimbo,Paiguano,Forrajeras,Trébol Encarnado,0,0,0,0,0
Región de Coquimbo,Paiguano,Forrajeras,Trébol Ladino,0,0,0,0,0
Región de Coquimbo,Paiguano,Forrajeras,Trébol Rosado,0,0,0,0,0
Región de Coquimbo,Paiguano,Forrajeras,Trébol Subterráneo,0,0,0,0,0
Región de Coquimbo,Paiguano,Forrajeras,Vicia,0,0,0,0,0
Región de Coquimbo,Paiguano,Forrajeras,Otras Forrajeras Anuales,1,0.5,0.5,0,0
Región de Coquimbo,Paiguano,Forrajeras,Otras Forrajeras Permanentes,0,0,0,0,0
Región de Coquimbo,Paiguano,Cultivos Industriales,Total,0,0,0,0,0
Región de Coquimbo,Paiguano,Cultivos Industriales,Sin Clasificar,0,0,0,0,0
Región de Coquimbo,Paiguano,Cultivos Industriales,Achicoria,0,0,0,0,0
Región de Coquimbo,Paiguano,Cultivos Industriales,Alforfón (Trigo Sarraceno),0,0,0,0,0
Región de Coquimbo,Paiguano,Cultivos Industriales,Algodón,0,0,0,0,0
Región de Coquimbo,Paiguano,Cultivos Industriales,Colza,0,0,0,0,0
Región de Coquimbo,Paiguano,Cultivos Industriales,Curaguilla,0,0,0,0,0
Región de Coquimbo,Paiguano,Cultivos Industriales,Estevia (o Stevia),0,0,0,0,0
Región de Coquimbo,Paiguano,Cultivos Industriales,Hinojo,0,0,0,0,0
Región de Coquimbo,Paiguano,Cultivos Industriales,Jojoba,0,0,0,0,0
Región de Coquimbo,Paiguano,Cultivos Industriales,Linaza,0,0,0,0,0
Región de Coquimbo,Paiguano,Cultivos Industriales,Lupino Dulce,0,0,0,0,0
Región de Coquimbo,Paiguano,Cultivos Industriales,Lupino Amargo,0,0,0,0,0
Región de Coquimbo,Paiguano,Cultivos Industriales,Maní,0,0,0,0,0
Región de Coquimbo,Paiguano,Cultivos Industriales,Maravilla,0,0,0,0,0
Región de Coquimbo,Paiguano,Cultivos Industriales,Mimbre,0,0,0,0,0
Región de Coquimbo,Paiguano,Cultivos Industriales,Mostaza,0,0,0,0,0
Región de Coquimbo,Paiguano,Cultivos Industriales,Raps (Canola),0,0,0,0,0
Región de Coquimbo,Paiguano,Cultivos Industriales,Remolacha,0,0,0,0,0
Región de Coquimbo,Paiguano,Cultivos Industriales,Soya,0,0,0,0,0
Región de Coquimbo,Paiguano,Cultivos Industriales,Tabaco,0,0,0,0,0
Región de Coquimbo,Paiguano,Cultivos Industriales,Tomate,0,0,0,0,0
Región de Coquimbo,Paiguano,Cultivos Industriales,Topinambur,0,0,0,0,0
Región de Coquimbo,Paiguano,Cultivos Industriales,Otros Industriales,0,0,0,0,0
Región de Coquimbo,Paiguano,Leguminosas y Tubérculos,Total,3,0.03,0.03,0,0
Región de Coquimbo,Paiguano,Leguminosas y Tubérculos,Sin Clasificar,0,0,0,0,0
Región de Coquimbo,Paiguano,Leguminosas y Tubérculos,Arveja (Grano Seco),0,0,0,0,0
Región de Coquimbo,Paiguano,Leguminosas y Tubérculos,Chícharo,0,0,0,0,0
Región de Coquimbo,Paiguano,Leguminosas y Tubérculos,Garbanzo,0,0,0,0,0
Región de Coquimbo,Paiguano,Leguminosas y Tubérculos,Lenteja,0,0,0,0,0
Región de Coquimbo,Paiguano,Leguminosas y Tubérculos,Poroto (Grano Seco),1,0.01,0.01,0,0
Región de Coquimbo,Paiguano,Leguminosas y Tubérculos,Otras Leguminosas,0,0,0,0,0
Región de Coquimbo,Paiguano,Leguminosas y Tubérculos,Mandioca (Yuca),0,0,0,0,0
Región de Coquimbo,Paiguano,Leguminosas y Tubérculos,Oca,0,0,0,0,0
Región de Coquimbo,Paiguano,Leguminosas y Tubérculos,Papa,2,0.02,0.02,0,0
Región de Coquimbo,Paiguano,Leguminosas y Tubérculos,Papa Nativa,0,0,0,0,0
Región de Coquimbo,Paiguano,Leguminosas y Tubérculos,Topinambur,0,0,0,0,0
Región de Coquimbo,Paiguano,Leguminosas y Tubérculos,Otras Raíces y Tubérculos,0,0,0,0,0
Región de Coquimbo,Paiguano,Vides para vinificación y uvas pisqueras,Total,80,335.628,335.428,0.2,0
Región de Coquimbo,Paiguano,Vides para vinificación y uvas pisqueras,Sin Clasificar,0,0,0,0,0
Región de Coquimbo,Paiguano,Vides para vinificación y uvas pisqueras,Tintas,1,1.5,1.5,0,0
Región de Coquimbo,Paiguano,Vides para vinificación y uvas pisqueras,Blancas,3,45.53,45.53,0,0
Región de Coquimbo,Paiguano,Vides para vinificación y uvas pisqueras,Pisqueras,78,288.598,288.398,0.2,0
Región de Coquimbo,Vicuña,Cereales,Total,0,0,0,0,0
Región de Coquimbo,Vicuña,Cereales,Sin Clasificar,0,0,0,0,0
Región de Coquimbo,Vicuña,Cereales,Amaranto,0,0,0,0,0
Región de Coquimbo,Vicuña,Cereales,Arroz,0,0,0,0,0
Región de Coquimbo,Vicuña,Cereales,Avena (Grano Seco),0,0,0,0,0
Región de Coquimbo,Vicuña,Cereales,Cebada Cervecera,0,0,0,0,0
Región de Coquimbo,Vicuña,Cereales,Centeno,0,0,0,0,0
Región de Coquimbo,Vicuña,Cereales,Chía,0,0,0,0,0
Región de Coquimbo,Vicuña,Cereales,Maíz,0,0,0,0,0
Región de Coquimbo,Vicuña,Cereales,Mijo,0,0,0,0,0
Región de Coquimbo,Vicuña,Cereales,Quinoa,0,0,0,0,0
Región de Coquimbo,Vicuña,Cereales,Sorgo,0,0,0,0,0
Región de Coquimbo,Vicuña,Cereales,Trigo Blanco,0,0,0,0,0
Región de Coquimbo,Vicuña,Cereales,Trigo Candeal,0,0,0,0,0
Región de Coquimbo,Vicuña,Cereales,Triticale,0,0,0,0,0
Región de Coquimbo,Vicuña,Cereales,Otros Cereales,0,0,0,0,0
Región de Coquimbo,Vicuña,Forrajeras,Total,30,79.6,77.1,2.5,0
Región de Coquimbo,Vicuña,Forrajeras,Sin Clasificar,0,0,0,0,0
Región de Coquimbo,Vicuña,Forrajeras,Alfalfa,30,79.6,77.1,2.5,0
Región de Coquimbo,Vicuña,Forrajeras,Arveja Forrajera,0,0,0,0,0
Región de Coquimbo,Vicuña,Forrajeras,Arvejilla,0,0,0,0,0
Región de Coquimbo,Vicuña,Forrajeras,Avena (Forrajera) Sola,0,0,0,0,0
Región de Coquimbo,Vicuña,Forrajeras,Avena Asociada,0,0,0,0,0
Región de Coquimbo,Vicuña,Forrajeras,Ballica Anual,0,0,0,0,0
Región de Coquimbo,Vicuña,Forrajeras,Ballica Bianual,0,0,0,0,0
Región de Coquimbo,Vicuña,Forrajeras,Ballica Perenne o Persistente,0,0,0,0,0
Región de Coquimbo,Vicuña,Forrajeras,Betarraga Forrajera,0,0,0,0,0
Región de Coquimbo,Vicuña,Forrajeras,Cebada Forrajera (incluye silo),0,0,0,0,0
Región de Coquimbo,Vicuña,Forrajeras,Centeno Forrajero,0,0,0,0,0
Región de Coquimbo,Vicuña,Forrajeras,Col,0,0,0,0,0
Región de Coquimbo,Vicuña,Forrajeras,Falaris,0,0,0,0,0
Región de Coquimbo,Vicuña,Forrajeras,Festuca,0,0,0,0,0
Región de Coquimbo,Vicuña,Forrajeras,Haba Forrajera,0,0,0,0,0
Región de Coquimbo,Vicuña,Forrajeras,Lotera o Alfalfa Chilota,0,0,0,0,0
Región de Coquimbo,Vicuña,Forrajeras,Maíz Para Silo,0,0,0,0,0
Región de Coquimbo,Vicuña,Forrajeras,Mezcla de Forrajeras,0,0,0,0,0
Región de Coquimbo,Vicuña,Forrajeras,Mijo,0,0,0,0,0
Región de Coquimbo,Vicuña,Forrajeras,Nabo (incluye silo),0,0,0,0,0
Región de Coquimbo,Vicuña,Forrajeras,Pasto Canario,0,0,0,0,0
Región de Coquimbo,Vicuña,Forrajeras,Pasto Miel,0,0,0,0,0
Región de Coquimbo,Vicuña,Forrajeras,Pasto Ovillo,0,0,0,0,0
Región de Coquimbo,Vicuña,Forrajeras,Sorgo,0,0,0,0,0
Región de Coquimbo,Vicuña,Forrajeras,Raps Forrajero,0,0,0,0,0
Región de Coquimbo,Vicuña,Forrajeras,Topinambur,0,0,0,0,0
Región de Coquimbo,Vicuña,Forrajeras,Trébol Alejandrino,0,0,0,0,0
Región de Coquimbo,Vicuña,Forrajeras,Trébol Balansa,0,0,0,0,0
Región de Coquimbo,Vicuña,Forrajeras,Trébol Blanco,0,0,0,0,0
Región de Coquimbo,Vicuña,Forrajeras,Trébol Encarnado,0,0,0,0,0
Región de Coquimbo,Vicuña,Forrajeras,Trébol Ladino,0,0,0,0,0
Región de Coquimbo,Vicuña,Forrajeras,Trébol Rosado,0,0,0,0,0
Región de Coquimbo,Vicuña,Forrajeras,Trébol Subterráneo,0,0,0,0,0
Región de Coquimbo,Vicuña,Forrajeras,Vicia,0,0,0,0,0
Región de Coquimbo,Vicuña,Forrajeras,Otras Forrajeras Anuales,0,0,0,0,0
Región de Coquimbo,Vicuña,Forrajeras,Otras Forrajeras Permanentes,0,0,0,0,0
Región de Coquimbo,Vicuña,Cultivos Industriales,Total,0,0,0,0,0
Región de Coquimbo,Vicuña,Cultivos Industriales,Sin Clasificar,0,0,0,0,0
Región de Coquimbo,Vicuña,Cultivos Industriales,Achicoria,0,0,0,0,0
Región de Coquimbo,Vicuña,Cultivos Industriales,Alforfón (Trigo Sarraceno),0,0,0,0,0
Región de Coquimbo,Vicuña,Cultivos Industriales,Algodón,0,0,0,0,0
Región de Coquimbo,Vicuña,Cultivos Industriales,Colza,0,0,0,0,0
Región de Coquimbo,Vicuña,Cultivos Industriales,Curaguilla,0,0,0,0,0
Región de Coquimbo,Vicuña,Cultivos Industriales,Estevia (o Stevia),0,0,0,0,0
Región de Coquimbo,Vicuña,Cultivos Industriales,Hinojo,0,0,0,0,0
Región de Coquimbo,Vicuña,Cultivos Industriales,Jojoba,0,0,0,0,0
Región de Coquimbo,Vicuña,Cultivos Industriales,Linaza,0,0,0,0,0
Región de Coquimbo,Vicuña,Cultivos Industriales,Lupino Dulce,0,0,0,0,0
Región de Coquimbo,Vicuña,Cultivos Industriales,Lupino Amargo,0,0,0,0,0
Región de Coquimbo,Vicuña,Cultivos Industriales,Maní,0,0,0,0,0
Región de Coquimbo,Vicuña,Cultivos Industriales,Maravilla,0,0,0,0,0
Región de Coquimbo,Vicuña,Cultivos Industriales,Mimbre,0,0,0,0,0
Región de Coquimbo,Vicuña,Cultivos Industriales,Mostaza,0,0,0,0,0
Región de Coquimbo,Vicuña,Cultivos Industriales,Raps (Canola),0,0,0,0,0
Región de Coquimbo,Vicuña,Cultivos Industriales,Remolacha,0,0,0,0,0
Región de Coquimbo,Vicuña,Cultivos Industriales,Soya,0,0,0,0,0
Región de Coquimbo,Vicuña,Cultivos Industriales,Tabaco,0,0,0,0,0
Región de Coquimbo,Vicuña,Cultivos Industriales,Tomate,0,0,0,0,0
Región de Coquimbo,Vicuña,Cultivos Industriales,Topinambur,0,0,0,0,0
Región de Coquimbo,Vicuña,Cultivos Industriales,Otros Industriales,0,0,0,0,0
Región de Coquimbo,Vicuña,Leguminosas y Tubérculos,Total,5,26.15,26.15,0,0
Región de Coquimbo,Vicuña,Leguminosas y Tubérculos,Sin Clasificar,0,0,0,0,0
Región de Coquimbo,Vicuña,Leguminosas y Tubérculos,Arveja (Grano Seco),0,0,0,0,0
Región de Coquimbo,Vicuña,Leguminosas y Tubérculos,Chícharo,0,0,0,0,0
Región de Coquimbo,Vicuña,Leguminosas y Tubérculos,Garbanzo,0,0,0,0,0
Región de Coquimbo,Vicuña,Leguminosas y Tubérculos,Lenteja,0,0,0,0,0
Región de Coquimbo,Vicuña,Leguminosas y Tubérculos,Poroto (Grano Seco),0,0,0,0,0
Región de Coquimbo,Vicuña,Leguminosas y Tubérculos,Otras Leguminosas,0,0,0,0,0
Región de Coquimbo,Vicuña,Leguminosas y Tubérculos,Mandioca (Yuca),0,0,0,0,0
Región de Coquimbo,Vicuña,Leguminosas y Tubérculos,Oca,0,0,0,0,0
Región de Coquimbo,Vicuña,Leguminosas y Tubérculos,Papa,5,26.15,26.15,0,0
Región de Coquimbo,Vicuña,Leguminosas y Tubérculos,Papa Nativa,0,0,0,0,0
Región de Coquimbo,Vicuña,Leguminosas y Tubérculos,Topinambur,0,0,0,0,0
Región de Coquimbo,Vicuña,Leguminosas y Tubérculos,Otras Raíces y Tubérculos,0,0,0,0,0
Región de Coquimbo,Vicuña,Vides para vinificación y uvas pisqueras,Total,53,748.125,741.375,6.75,0
Región de Coquimbo,Vicuña,Vides para vinificación y uvas pisqueras,Sin Clasificar,0,0,0,0,0
Región de Coquimbo,Vicuña,Vides para vinificación y uvas pisqueras,Tintas,4,160.3,160.3,0,0
Región de Coquimbo,Vicuña,Vides para vinificación y uvas pisqueras,Blancas,0,0,0,0,0
Región de Coquimbo,Vicuña,Vides para vinificación y uvas pisqueras,Pisqueras,51,587.825,581.075,6.75,0
Región de Coquimbo,Illapel,Cereales,Total,10,9.05,8.3,0.75,0
Región de Coquimbo,Illapel,Cereales,Sin Clasificar,0,0,0,0,0
Región de Coquimbo,Illapel,Cereales,Amaranto,0,0,0,0,0
Región de Coquimbo,Illapel,Cereales,Arroz,0,0,0,0,0
Región de Coquimbo,Illapel,Cereales,Avena (Grano Seco),0,0,0,0,0
Región de Coquimbo,Illapel,Cereales,Cebada Cervecera,2,1.1,1.1,0,0
Región de Coquimbo,Illapel,Cereales,Centeno,0,0,0,0,0
Región de Coquimbo,Illapel,Cereales,Chía,0,0,0,0,0
Región de Coquimbo,Illapel,Cereales,Maíz,6,4.7,4.7,0,0
Región de Coquimbo,Illapel,Cereales,Mijo,0,0,0,0,0
Región de Coquimbo,Illapel,Cereales,Quinoa,1,1.5,0.75,0.75,0
Región de Coquimbo,Illapel,Cereales,Sorgo,0,0,0,0,0
Región de Coquimbo,Illapel,Cereales,Trigo Blanco,1,1,1,0,0
Región de Coquimbo,Illapel,Cereales,Trigo Candeal,0,0,0,0,0
Región de Coquimbo,Illapel,Cereales,Triticale,0,0,0,0,0
Región de Coquimbo,Illapel,Cereales,Otros Cereales,1,0.75,0.75,0,0
Región de Coquimbo,Illapel,Forrajeras,Total,121,97.338,72.538,24.8,0
Región de Coquimbo,Illapel,Forrajeras,Sin Clasificar,0,0,0,0,0
Región de Coquimbo,Illapel,Forrajeras,Alfalfa,96,62.763,55.763,7,0
Región de Coquimbo,Illapel,Forrajeras,Arveja Forrajera,0,0,0,0,0
Región de Coquimbo,Illapel,Forrajeras,Arvejilla,0,0,0,0,0
Región de Coquimbo,Illapel,Forrajeras,Avena (Forrajera) Sola,4,1.62,0.62,1,0
Región de Coquimbo,Illapel,Forrajeras,Avena Asociada,1,0.02,0.02,0,0
Región de Coquimbo,Illapel,Forrajeras,Ballica Anual,0,0,0,0,0
Región de Coquimbo,Illapel,Forrajeras,Ballica Bianual,0,0,0,0,0
Región de Coquimbo,Illapel,Forrajeras,Ballica Perenne o Persistente,0,0,0,0,0
Región de Coquimbo,Illapel,Forrajeras,Betarraga Forrajera,0,0,0,0,0
Región de Coquimbo,Illapel,Forrajeras,Cebada Forrajera (incluye silo),25,29.495,14.795,14.7,0
Región de Coquimbo,Illapel,Forrajeras,Centeno Forrajero,0,0,0,0,0
Región de Coquimbo,Illapel,Forrajeras,Col,0,0,0,0,0
Región de Coquimbo,Illapel,Forrajeras,Falaris,0,0,0,0,0
Región de Coquimbo,Illapel,Forrajeras,Festuca,0,0,0,0,0
Región de Coquimbo,Illapel,Forrajeras,Haba Forrajera,0,0,0,0,0
Región de Coquimbo,Illapel,Forrajeras,Lotera o Alfalfa Chilota,0,0,0,0,0
Región de Coquimbo,Illapel,Forrajeras,Maíz Para Silo,0,0,0,0,0
Región de Coquimbo,Illapel,Forrajeras,Mezcla de Forrajeras,0,0,0,0,0
Región de Coquimbo,Illapel,Forrajeras,Mijo,0,0,0,0,0
Región de Coquimbo,Illapel,Forrajeras,Nabo (incluye silo),0,0,0,0,0
Región de Coquimbo,Illapel,Forrajeras,Pasto Canario,0,0,0,0,0
Región de Coquimbo,Illapel,Forrajeras,Pasto Miel,0,0,0,0,0
Región de Coquimbo,Illapel,Forrajeras,Pasto Ovillo,0,0,0,0,0
Región de Coquimbo,Illapel,Forrajeras,Sorgo,0,0,0,0,0
Región de Coquimbo,Illapel,Forrajeras,Raps Forrajero,0,0,0,0,0
Región de Coquimbo,Illapel,Forrajeras,Topinambur,0,0,0,0,0
Región de Coquimbo,Illapel,Forrajeras,Trébol Alejandrino,0,0,0,0,0
Región de Coquimbo,Illapel,Forrajeras,Trébol Balansa,0,0,0,0,0
Región de Coquimbo,Illapel,Forrajeras,Trébol Blanco,0,0,0,0,0
Región de Coquimbo,Illapel,Forrajeras,Trébol Encarnado,0,0,0,0,0
Región de Coquimbo,Illapel,Forrajeras,Trébol Ladino,0,0,0,0,0
Región de Coquimbo,Illapel,Forrajeras,Trébol Rosado,0,0,0,0,0
Región de Coquimbo,Illapel,Forrajeras,Trébol Subterráneo,0,0,0,0,0
Región de Coquimbo,Illapel,Forrajeras,Vicia,0,0,0,0,0
Región de Coquimbo,Illapel,Forrajeras,Otras Forrajeras Anuales,1,0.24,0.24,0,0
Región de Coquimbo,Illapel,Forrajeras,Otras Forrajeras Permanentes,4,3.2,1.1,2.1,0
Región de Coquimbo,Illapel,Cultivos Industriales,Total,0,0,0,0,0
Región de Coquimbo,Illapel,Cultivos Industriales,Sin Clasificar,0,0,0,0,0
Región de Coquimbo,Illapel,Cultivos Industriales,Achicoria,0,0,0,0,0
Región de Coquimbo,Illapel,Cultivos Industriales,Alforfón (Trigo Sarraceno),0,0,0,0,0
Región de Coquimbo,Illapel,Cultivos Industriales,Algodón,0,0,0,0,0
Región de Coquimbo,Illapel,Cultivos Industriales,Colza,0,0,0,0,0
Región de Coquimbo,Illapel,Cultivos Industriales,Curaguilla,0,0,0,0,0
Región de Coquimbo,Illapel,Cultivos Industriales,Estevia (o Stevia),0,0,0,0,0
Región de Coquimbo,Illapel,Cultivos Industriales,Hinojo,0,0,0,0,0
Región de Coquimbo,Illapel,Cultivos Industriales,Jojoba,0,0,0,0,0
Región de Coquimbo,Illapel,Cultivos Industriales,Linaza,0,0,0,0,0
Región de Coquimbo,Illapel,Cultivos Industriales,Lupino Dulce,0,0,0,0,0
Región de Coquimbo,Illapel,Cultivos Industriales,Lupino Amargo,0,0,0,0,0
Región de Coquimbo,Illapel,Cultivos Industriales,Maní,0,0,0,0,0
Región de Coquimbo,Illapel,Cultivos Industriales,Maravilla,0,0,0,0,0
Región de Coquimbo,Illapel,Cultivos Industriales,Mimbre,0,0,0,0,0
Región de Coquimbo,Illapel,Cultivos Industriales,Mostaza,0,0,0,0,0
Región de Coquimbo,Illapel,Cultivos Industriales,Raps (Canola),0,0,0,0,0
Región de Coquimbo,Illapel,Cultivos Industriales,Remolacha,0,0,0,0,0
Región de Coquimbo,Illapel,Cultivos Industriales,Soya,0,0,0,0,0
Región de Coquimbo,Illapel,Cultivos Industriales,Tabaco,0,0,0,0,0
Región de Coquimbo,Illapel,Cultivos Industriales,Tomate,0,0,0,0,0
Región de Coquimbo,Illapel,Cultivos Industriales,Topinambur,0,0,0,0,0
Región de Coquimbo,Illapel,Cultivos Industriales,Otros Industriales,0,0,0,0,0
Región de Coquimbo,Illapel,Leguminosas y Tubérculos,Total,25,13.095,12.445,0.65,0
Región de Coquimbo,Illapel,Leguminosas y Tubérculos,Sin Clasificar,0,0,0,0,0
Región de Coquimbo,Illapel,Leguminosas y Tubérculos,Arveja (Grano Seco),2,0.75,0.75,0,0
Región de Coquimbo,Illapel,Leguminosas y Tubérculos,Chícharo,0,0,0,0,0
Región de Coquimbo,Illapel,Leguminosas y Tubérculos,Garbanzo,0,0,0,0,0
Región de Coquimbo,Illapel,Leguminosas y Tubérculos,Lenteja,0,0,0,0,0
Región de Coquimbo,Illapel,Leguminosas y Tubérculos,Poroto (Grano Seco),10,5.734999999999999,5.635,0.1,0
Región de Coquimbo,Illapel,Leguminosas y Tubérculos,Otras Leguminosas,1,0.1,0.1,0,0
Región de Coquimbo,Illapel,Leguminosas y Tubérculos,Mandioca (Yuca),0,0,0,0,0
Región de Coquimbo,Illapel,Leguminosas y Tubérculos,Oca,0,0,0,0,0
