total_nacional_region____,comuna6_7____,especie____,total__numero_de_upa89__,total__superficie_ha__,total__superficie_ha__en_riego,total__superficie_ha__en_secano,total__superficie_ha__sin_clasificar_10,total__estado_desarrollo_ha__en_formacion_11,total__estado_desarrollo_ha__en_produccion_12,total__estado_desarrollo_ha__sin_clasificar_10
Región Metropolitana de Santiago,Calera de Tango,Nectarino,4,132.74,131.94,0,0.8,14.6,118.14,0
Región Metropolitana de Santiago,Calera de Tango,Nogal,36,696.77,689.77,7,0,41.53,655.24,0
Región Metropolitana de Santiago,Calera de Tango,Olivo,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Calera de Tango,Palto,5,4.3881,4.3881,0,0,0,4.3880952381,0
Región Metropolitana de Santiago,Calera de Tango,Papayo,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Calera de Tango,Pera,3,92.95,92.95,0,0,0,92.95,0
Región Metropolitana de Santiago,Calera de Tango,Pistacho,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Calera de Tango,Pomelo,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Calera de Tango,Rosa Mosqueta (Cultivada),0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Calera de Tango,Tuna,1,8.28,8.28,0,0,8.28,0,0
Región Metropolitana de Santiago,Calera de Tango,Uva de Mesa,9,167.69,167.69,0,0,11.29,156.4,0
Región Metropolitana de Santiago,Calera de Tango,Otros Frutales,1,10,10,0,0,10,0,0
Región Metropolitana de Santiago,Calera de Tango,Quinta Frutal,5,3.7,3.7,0,0,0,3.7,0
Región Metropolitana de Santiago,Paine,Total,301,6509.307100000001,6384.4371,123.35,1.52,1154.8003799892,5272.886841147,81.62
Región Metropolitana de Santiago,Paine,Sin Clasificar,16,96.81,15.19,81.62,0,2.7,12.49,81.62
Región Metropolitana de Santiago,Paine,Almendro,91,964.36,964.36,0,0,178.19,786.17,0
Región Metropolitana de Santiago,Paine,Berries,6,12.44,12.44,0,0,0.72,11.72,0
Región Metropolitana de Santiago,Paine,Avellano Europeo,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Paine,Castaño,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Paine,Cerezo,54,794.7674,794.7674,0,0,298.7137363682,496.0536842106,0
Región Metropolitana de Santiago,Paine,Chirimoyo,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Paine,Ciruelo Europeo,30,304.897,292.897,12,0,16.3,288.597017544,0
Región Metropolitana de Santiago,Paine,Ciruelo Japonés,9,152.35,152.35,0,0,4.5,147.85,0
Región Metropolitana de Santiago,Paine,Clementina,4,102.33,102.33,0,0,34.6,67.73,0
Región Metropolitana de Santiago,Paine,Damasco,3,29.2,29.2,0,0,7,22.2,0
Región Metropolitana de Santiago,Paine,Duraznero (Consumo Fresco),23,226.04,226.04,0,0,4.51,221.53,0
Región Metropolitana de Santiago,Paine,Duraznero (Tipo Conservero),11,198.24,198.24,0,0,3,195.24,0
Región Metropolitana de Santiago,Paine,Granado,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Paine,Higuera,3,5,5,0,0,0,5,0
Región Metropolitana de Santiago,Paine,Kiwi,3,42,42,0,0,0,42,0
Región Metropolitana de Santiago,Paine,Lima (o Limón Sutil),0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Paine,Limón de Pica,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Paine,Limonero,14,23.02,23.02,0,0,4.6,18.42,0
Región Metropolitana de Santiago,Paine,Mandarina,3,26.5,26.5,0,0,0,26.5,0
Región Metropolitana de Santiago,Paine,Mango,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Paine,Manzana,3,4,4,0,0,0,4,0
Región Metropolitana de Santiago,Paine,Membrillo,3,30.114,30.114,0,0,0,30.114035088,0
Región Metropolitana de Santiago,Paine,"Moras, Murta y Zarzaparrila",0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Paine,Naranjo,23,91.5881,90.3881,1.2,0,20,71.588077404,0
Región Metropolitana de Santiago,Paine,Nectarino,19,272.1828,251.1528,21.03,0,32.51,239.6728070176,0
Región Metropolitana de Santiago,Paine,Nogal,80,1469.6384,1462.1384,7.5,0,229.19,1240.4484612958,0
Región Metropolitana de Santiago,Paine,Olivo,3,28.15,28.15,0,0,0,28.15,0
Región Metropolitana de Santiago,Paine,Palto,37,111.59,111.59,0,0,12.74,98.85,0
Región Metropolitana de Santiago,Paine,Papayo,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Paine,Pera,6,94.59,93.8,0,0.79,0,94.59,0
Región Metropolitana de Santiago,Paine,Pistacho,3,3,3,0,0,3,0,0
Región Metropolitana de Santiago,Paine,Pomelo,3,2,2,0,0,0,2,0
Región Metropolitana de Santiago,Paine,Rosa Mosqueta (Cultivada),0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Paine,Tuna,2,11,11,0,0,0,11,0
Región Metropolitana de Santiago,Paine,Uva de Mesa,28,1380.6094,1379.8794,0,0.73,301.301643621,1079.307758587,0
Región Metropolitana de Santiago,Paine,Otros Frutales,4,26.34,26.34,0,0,0.5,25.84,0
Región Metropolitana de Santiago,Paine,Quinta Frutal,15,6.55,6.55,0,0,0.7250000000000001,5.825,0
Región Metropolitana de Santiago,Melipilla,Total,511,13224.2897,13106.4097,108.03,9.85,2246.698678692,10869.911005636,107.68
Región Metropolitana de Santiago,Melipilla,Sin Clasificar,16,123.105,15.425,107.68,0,3.9,11.525,107.68
Región Metropolitana de Santiago,Melipilla,Almendro,30,520.08,520.08,0,0,130.65,389.43,0
Región Metropolitana de Santiago,Melipilla,Berries,53,174.35,174.35,0,0,45.87,128.48,0
Región Metropolitana de Santiago,Melipilla,Avellano Europeo,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Melipilla,Castaño,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Melipilla,Cerezo,43,1050.3697,1050.3697,0,0,331.664678692,718.705005636,0
Región Metropolitana de Santiago,Melipilla,Chirimoyo,3,2,2,0,0,0,2,0
Región Metropolitana de Santiago,Melipilla,Ciruelo Europeo,16,620.8000000000001,620.8000000000001,0,0,10,610.8000000000001,0
Región Metropolitana de Santiago,Melipilla,Ciruelo Japonés,8,221.74,221.74,0,0,14,207.74,0
Región Metropolitana de Santiago,Melipilla,Clementina,4,36.5,36.5,0,0,30.5,6,0
Región Metropolitana de Santiago,Melipilla,Damasco,2,6.03,6.03,0,0,0,6.03,0
Región Metropolitana de Santiago,Melipilla,Duraznero (Consumo Fresco),7,66.9,66.9,0,0,5,61.9,0
Región Metropolitana de Santiago,Melipilla,Duraznero (Tipo Conservero),5,9.55,9.55,0,0,0,9.55,0
Región Metropolitana de Santiago,Melipilla,Granado,1,0.03,0.03,0,0,0,0.03,0
Región Metropolitana de Santiago,Melipilla,Higuera,3,11,11,0,0,2,9,0
Región Metropolitana de Santiago,Melipilla,Kiwi,3,30.59,24,0,6.59,0,30.59,0
Región Metropolitana de Santiago,Melipilla,Lima (o Limón Sutil),0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Melipilla,Limón de Pica,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Melipilla,Limonero,195,2418.055,2418.055,0,0,503.81,1914.245,0
Región Metropolitana de Santiago,Melipilla,Mandarina,24,503.19,503.19,0,0,193.09,310.1,0
Región Metropolitana de Santiago,Melipilla,Mango,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Melipilla,Manzana,3,0.105,0.105,0,0,0,0.105,0
Región Metropolitana de Santiago,Melipilla,Membrillo,1,0.05,0.05,0,0,0,0.05,0
Región Metropolitana de Santiago,Melipilla,"Moras, Murta y Zarzaparrila",0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Melipilla,Naranjo,121,1495.565,1495.565,0,0,308.67,1186.895,0
Región Metropolitana de Santiago,Melipilla,Nectarino,4,69.7,69.7,0,0,25.07,44.63,0
Región Metropolitana de Santiago,Melipilla,Nogal,130,3384.17,3380.91,0,3.26,251.02,3133.15,0
Región Metropolitana de Santiago,Melipilla,Olivo,5,89.48,89.48,0,0,0.25,89.23,0
Región Metropolitana de Santiago,Melipilla,Palto,114,1918.395,1918.395,0,0,304.32,1614.075,0
Región Metropolitana de Santiago,Melipilla,Papayo,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Melipilla,Pera,6,53.4,53.4,0,0,16,37.4,0
Región Metropolitana de Santiago,Melipilla,Pistacho,7,52.97,52.97,0,0,36.47,16.5,0
Región Metropolitana de Santiago,Melipilla,Pomelo,10,48.7,48.7,0,0,1.9,46.8,0
Región Metropolitana de Santiago,Melipilla,Rosa Mosqueta (Cultivada),0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Melipilla,Tuna,9,30.85,30.5,0.35,0,1,29.85,0
Región Metropolitana de Santiago,Melipilla,Uva de Mesa,14,231.79,231.79,0,0,28.8,202.99,0
Región Metropolitana de Santiago,Melipilla,Otros Frutales,10,40.68,40.68,0,0,0.5,40.18,0
Región Metropolitana de Santiago,Melipilla,Quinta Frutal,52,14.145,14.145,0,0,2.214,11.931,0
Región Metropolitana de Santiago,Alhué,Total,38,2137.493,2137.493,0,0,256.825,1880.668,0
Región Metropolitana de Santiago,Alhué,Sin Clasificar,2,4,4,0,0,1,3,0
Región Metropolitana de Santiago,Alhué,Almendro,6,18.9,18.9,0,0,0,18.9,0
Región Metropolitana de Santiago,Alhué,Berries,3,2.3,2.3,0,0,0.5,1.8,0
Región Metropolitana de Santiago,Alhué,Avellano Europeo,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Alhué,Castaño,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Alhué,Cerezo,4,171.42,171.42,0,0,26.54,144.88,0
Región Metropolitana de Santiago,Alhué,Chirimoyo,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Alhué,Ciruelo Europeo,3,30.5,30.5,0,0,0,30.5,0
Región Metropolitana de Santiago,Alhué,Ciruelo Japonés,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Alhué,Clementina,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Alhué,Damasco,1,0.001,0.001,0,0,0,0.001,0
Región Metropolitana de Santiago,Alhué,Duraznero (Consumo Fresco),2,30.05,30.05,0,0,0,30.05,0
Región Metropolitana de Santiago,Alhué,Duraznero (Tipo Conservero),6,0.85,0.85,0,0,0,0.85,0
Región Metropolitana de Santiago,Alhué,Granado,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Alhué,Higuera,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Alhué,Kiwi,1,153.2,153.2,0,0,0,153.2,0
Región Metropolitana de Santiago,Alhué,Lima (o Limón Sutil),0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Alhué,Limón de Pica,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Alhué,Limonero,5,4.475,4.475,0,0,0,4.475,0
Región Metropolitana de Santiago,Alhué,Mandarina,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Alhué,Mango,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Alhué,Manzana,2,16.84,16.84,0,0,0,16.84,0
Región Metropolitana de Santiago,Alhué,Membrillo,1,0.001,0.001,0,0,0,0.001,0
Región Metropolitana de Santiago,Alhué,"Moras, Murta y Zarzaparrila",0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Alhué,Naranjo,1,0.05,0.05,0,0,0,0.05,0
Región Metropolitana de Santiago,Alhué,Nectarino,3,157.88,157.88,0,0,70.25999999999999,87.62,0
Región Metropolitana de Santiago,Alhué,Nogal,14,929.9,929.9,0,0,39.7,890.2,0
Región Metropolitana de Santiago,Alhué,Olivo,3,14.1,14.1,0,0,0,14.1,0
Región Metropolitana de Santiago,Alhué,Palto,2,0.07500000000000001,0.07500000000000001,0,0,0.025,0.05,0
Región Metropolitana de Santiago,Alhué,Papayo,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Alhué,Pera,1,10.45,10.45,0,0,0,10.45,0
Región Metropolitana de Santiago,Alhué,Pistacho,1,17.48,17.48,0,0,17.48,0,0
Región Metropolitana de Santiago,Alhué,Pomelo,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Alhué,Rosa Mosqueta (Cultivada),0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Alhué,Tuna,1,5,5,0,0,0,5,0
Región Metropolitana de Santiago,Alhué,Uva de Mesa,5,566.8199999999999,566.8199999999999,0,0,101.32,465.5,0
Región Metropolitana de Santiago,Alhué,Otros Frutales,1,0.001,0.001,0,0,0,0.001,0
Región Metropolitana de Santiago,Alhué,Quinta Frutal,4,3.2,3.2,0,0,0,3.2,0
Región Metropolitana de Santiago,Curacaví,Total,76,1310.1749,1299.1749,11,0,93.403266833,1215.771695761,1
Región Metropolitana de Santiago,Curacaví,Sin Clasificar,5,5.35,5.35,0,0,0,5.35,0
Región Metropolitana de Santiago,Curacaví,Almendro,6,115.5,115.5,0,0,8,107.5,0
Región Metropolitana de Santiago,Curacaví,Berries,3,48.15,48.15,0,0,0,48.15,0
Región Metropolitana de Santiago,Curacaví,Avellano Europeo,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Curacaví,Castaño,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Curacaví,Cerezo,3,41.7591,41.7591,0,0,19.7591022444,22,0
Región Metropolitana de Santiago,Curacaví,Chirimoyo,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Curacaví,Ciruelo Europeo,2,29.41,29.41,0,0,0,29.41,0
Región Metropolitana de Santiago,Curacaví,Ciruelo Japonés,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Curacaví,Clementina,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Curacaví,Damasco,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Curacaví,Duraznero (Consumo Fresco),1,4.9,4.9,0,0,0,4.9,0
Región Metropolitana de Santiago,Curacaví,Duraznero (Tipo Conservero),0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Curacaví,Granado,3,3,3,0,0,0,3,0
Región Metropolitana de Santiago,Curacaví,Higuera,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Curacaví,Kiwi,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Curacaví,Lima (o Limón Sutil),0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Curacaví,Limón de Pica,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Curacaví,Limonero,41,332.4514,332.4514,0,0,39.15,293.3013965088,0
Región Metropolitana de Santiago,Curacaví,Mandarina,3,295.4,295.4,0,0,5,290.4,0
Región Metropolitana de Santiago,Curacaví,Mango,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Curacaví,Manzana,1,0.5,0.5,0,0,0,0.5,0
Región Metropolitana de Santiago,Curacaví,Membrillo,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Curacaví,"Moras, Murta y Zarzaparrila",0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Curacaví,Naranjo,15,207.7399,207.7399,0,0,6.66,201.0799251872,0
Región Metropolitana de Santiago,Curacaví,Nectarino,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Curacaví,Nogal,9,63.8,63.8,0,0,6,57.8,0
Región Metropolitana de Santiago,Curacaví,Olivo,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Curacaví,Palto,12,97.38,97.38,0,0,0,97.38,0
Región Metropolitana de Santiago,Curacaví,Papayo,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Curacaví,Pera,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Curacaví,Pistacho,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Curacaví,Pomelo,1,6,6,0,0,0,6,0
Región Metropolitana de Santiago,Curacaví,Rosa Mosqueta (Cultivada),0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Curacaví,Tuna,2,10,0,10,0,0,10,0
Región Metropolitana de Santiago,Curacaví,Uva de Mesa,3,45.6345,45.6345,0,0,8.8341645886,36.800374065,0
Región Metropolitana de Santiago,Curacaví,Otros Frutales,2,1.3,1.3,0,0,0,1.3,0
Región Metropolitana de Santiago,Curacaví,Quinta Frutal,3,1.9,0.9,1,0,0,0.9,1
Región Metropolitana de Santiago,María Pinto,Total,58,4436.1861,4431.1861,5,0,843.376733167,3592.809304239,0
Región Metropolitana de Santiago,María Pinto,Sin Clasificar,3,3.6409,3.6409,0,0,0.6408977556,3,0
Región Metropolitana de Santiago,María Pinto,Almendro,9,361.23,361.23,0,0,0,361.23,0
Región Metropolitana de Santiago,María Pinto,Berries,3,40.5,40.5,0,0,0,40.5,0
Región Metropolitana de Santiago,María Pinto,Avellano Europeo,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,María Pinto,Castaño,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,María Pinto,Cerezo,12,348.64,348.64,0,0,110.53,238.11,0
Región Metropolitana de Santiago,María Pinto,Chirimoyo,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,María Pinto,Ciruelo Europeo,3,40.5,40.5,0,0,0,40.5,0
Región Metropolitana de Santiago,María Pinto,Ciruelo Japonés,3,50,50,0,0,0,50,0
Región Metropolitana de Santiago,María Pinto,Clementina,3,33.1,33.1,0,0,12,21.1,0
Región Metropolitana de Santiago,María Pinto,Damasco,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,María Pinto,Duraznero (Consumo Fresco),0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,María Pinto,Duraznero (Tipo Conservero),1,4,4,0,0,0,4,0
Región Metropolitana de Santiago,María Pinto,Granado,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,María Pinto,Higuera,1,13.88,13.88,0,0,0,13.88,0
Región Metropolitana de Santiago,María Pinto,Kiwi,3,30,30,0,0,0,30,0
Región Metropolitana de Santiago,María Pinto,Lima (o Limón Sutil),0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,María Pinto,Limón de Pica,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,María Pinto,Limonero,10,539.6286,539.6286,0,0,190.13,349.4986034912,0
Región Metropolitana de Santiago,María Pinto,Mandarina,7,165.85,165.85,0,0,84.3,81.55,0
Región Metropolitana de Santiago,María Pinto,Mango,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,María Pinto,Manzana,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,María Pinto,Membrillo,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,María Pinto,"Moras, Murta y Zarzaparrila",0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,María Pinto,Naranjo,14,470.2401,470.2401,0,0,63.52,406.7200748128,0
Región Metropolitana de Santiago,María Pinto,Nectarino,3,102,102,0,0,0,102,0
Región Metropolitana de Santiago,María Pinto,Nogal,25,920.4,920.4,0,0,246.7,673.7,0
Región Metropolitana de Santiago,María Pinto,Olivo,1,362,362,0,0,0,362,0
Región Metropolitana de Santiago,María Pinto,Palto,5,842.26,842.26,0,0,121.39,720.87,0
Región Metropolitana de Santiago,María Pinto,Papayo,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,María Pinto,Pera,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,María Pinto,Pistacho,2,2.15,2.15,0,0,0,2.15,0
Región Metropolitana de Santiago,María Pinto,Pomelo,2,33,33,0,0,10,23,0
Región Metropolitana de Santiago,María Pinto,Rosa Mosqueta (Cultivada),0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,María Pinto,Tuna,1,5,0,5,0,0,5,0
Región Metropolitana de Santiago,María Pinto,Uva de Mesa,3,26.5255,26.5255,0,0,4.1658354114,22.359625935,0
Región Metropolitana de Santiago,María Pinto,Otros Frutales,1,41.04,41.04,0,0,0,41.04,0
Región Metropolitana de Santiago,María Pinto,Quinta Frutal,2,0.601,0.601,0,0,0,0.601,0
Región Metropolitana de Santiago,San Pedro,Total,439,6595.548,6582.648,12.9,0,916.86,5677.288,1.4
Región Metropolitana de Santiago,San Pedro,Sin Clasificar,6,4.949999999999999,2.55,2.4,0,1.55,2,1.4
Región Metropolitana de Santiago,San Pedro,Almendro,3,100,100,0,0,0,100,0
Región Metropolitana de Santiago,San Pedro,Berries,325,891.87,891.37,0.5,0,326.535,565.335,0
Región Metropolitana de Santiago,San Pedro,Avellano Europeo,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,San Pedro,Castaño,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,San Pedro,Cerezo,3,89,89,0,0,89,0,0
Región Metropolitana de Santiago,San Pedro,Chirimoyo,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,San Pedro,Ciruelo Europeo,3,257.41,257.41,0,0,0,257.41,0
Región Metropolitana de Santiago,San Pedro,Ciruelo Japonés,3,37,37,0,0,0,37,0
Región Metropolitana de Santiago,San Pedro,Clementina,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,San Pedro,Damasco,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,San Pedro,Duraznero (Consumo Fresco),0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,San Pedro,Duraznero (Tipo Conservero),2,9.1,9.1,0,0,0,9.1,0
Región Metropolitana de Santiago,San Pedro,Granado,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,San Pedro,Higuera,1,0.3,0.3,0,0,0,0.3,0
Región Metropolitana de Santiago,San Pedro,Kiwi,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,San Pedro,Lima (o Limón Sutil),0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,San Pedro,Limón de Pica,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,San Pedro,Limonero,75,54.25,54.25,0,0,13.55,40.7,0
Región Metropolitana de Santiago,San Pedro,Mandarina,3,55,55,0,0,55,0,0
Región Metropolitana de Santiago,San Pedro,Mango,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,San Pedro,Manzana,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,San Pedro,Membrillo,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,San Pedro,"Moras, Murta y Zarzaparrila",0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,San Pedro,Naranjo,2,13.05,6.05,7,0,0.05,13,0
Región Metropolitana de Santiago,San Pedro,Nectarino,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,San Pedro,Nogal,26,235.95,235.95,0,0,10.5,225.45,0
Región Metropolitana de Santiago,San Pedro,Olivo,5,4356,4356,0,0,174,4182,0
Región Metropolitana de Santiago,San Pedro,Palto,54,255.7,255.7,0,0,204.8,50.9,0
Región Metropolitana de Santiago,San Pedro,Papayo,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,San Pedro,Pera,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,San Pedro,Pistacho,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,San Pedro,Pomelo,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,San Pedro,Rosa Mosqueta (Cultivada),0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,San Pedro,Tuna,17,28.25,26,2.25,0,10.75,17.5,0
Región Metropolitana de Santiago,San Pedro,Uva de Mesa,3,200.5,200,0.5,0,30,170.5,0
Región Metropolitana de Santiago,San Pedro,Otros Frutales,3,0.6000000000000001,0.6000000000000001,0,0,0,0.6000000000000001,0
Región Metropolitana de Santiago,San Pedro,Quinta Frutal,13,6.618,6.368,0.25,0,1.125,5.493,0
Región Metropolitana de Santiago,Talagante,Total,89,1550.26,1550.26,0,0,167.65,1382.6100947565,0
Región Metropolitana de Santiago,Talagante,Sin Clasificar,7,6.07,6.07,0,0,2.6,3.47,0
Región Metropolitana de Santiago,Talagante,Almendro,3,19.2,19.2,0,0,5,14.2,0
Región Metropolitana de Santiago,Talagante,Berries,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Talagante,Avellano Europeo,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Talagante,Castaño,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Talagante,Cerezo,16,249.61,249.61,0,0,80.23,169.38,0
Región Metropolitana de Santiago,Talagante,Chirimoyo,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Talagante,Ciruelo Europeo,5,114.6,114.6,0,0,0,114.6,0
Región Metropolitana de Santiago,Talagante,Ciruelo Japonés,5,82.76,82.76,0,0,0,82.76,0
Región Metropolitana de Santiago,Talagante,Clementina,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Talagante,Damasco,4,5.5,5.5,0,0,0,5.5,0
Región Metropolitana de Santiago,Talagante,Duraznero (Consumo Fresco),5,104.43,104.43,0,0,10,94.43,0
Región Metropolitana de Santiago,Talagante,Duraznero (Tipo Conservero),8,60.88,60.88,0,0,0,60.88,0
Región Metropolitana de Santiago,Talagante,Granado,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Talagante,Higuera,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Talagante,Kiwi,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Talagante,Lima (o Limón Sutil),0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Talagante,Limón de Pica,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Talagante,Limonero,4,68.68,68.68,0,0,15.68,53,0
Región Metropolitana de Santiago,Talagante,Mandarina,3,21.6999,21.6999,0,0,0,21.7,0
Región Metropolitana de Santiago,Talagante,Mango,0,0,0,0,0,0,0,0
Región Metropolitana de Santiago,Talagante,Manzana,3,9,9,0,0,0,9,0
