total_nacional_region____,comuna6_7____,especie____,total__numero_de_upa89__,total__superficie_ha__,total__superficie_ha__en_riego,total__superficie_ha__en_secano,total__superficie_ha__sin_clasificar_10,total__estado_desarrollo_ha__en_formacion_11,total__estado_desarrollo_ha__en_produccion_12,total__estado_desarrollo_ha__sin_clasificar_10
Región de Coquimbo,Vicuña,Papayo,0,0,0,0,0,0,0,0
Región de Coquimbo,Vicuña,Pera,0,0,0,0,0,0,0,0
Región de Coquimbo,Vicuña,Pistacho,0,0,0,0,0,0,0,0
Región de Coquimbo,Vicuña,Pomelo,0,0,0,0,0,0,0,0
Región de Coquimbo,Vicuña,Rosa Mosqueta (Cultivada),0,0,0,0,0,0,0,0
Región de Coquimbo,Vicuña,Tuna,0,0,0,0,0,0,0,0
Región de Coquimbo,Vicuña,Uva de Mesa,56,1339.088,1339.088,0,0,178.68,1160.408,0
Región de Coquimbo,Vicuña,Otros Frutales,2,0.5,0.5,0,0,0,0.5,0
Región de Coquimbo,Vicuña,Quinta Frutal,25,9.997,9.997,0,0,0.5,9.497,0
Región de Coquimbo,Illapel,Total,331,1480.0128,1370.3228,53.51,56.18,319.2905454546,1159.2222727273,1.5
Región de Coquimbo,Illapel,Sin Clasificar,7,6.9,4.4,2.5,0,0,5.4,1.5
Región de Coquimbo,Illapel,Almendro,3,0.45,0.45,0,0,0.05,0.4,0
Región de Coquimbo,Illapel,Berries,2,11.79,11.79,0,0,4,7.79,0
Región de Coquimbo,Illapel,Avellano Europeo,0,0,0,0,0,0,0,0
Región de Coquimbo,Illapel,Castaño,0,0,0,0,0,0,0,0
Región de Coquimbo,Illapel,Cerezo,1,0.05,0.05,0,0,0.05,0,0
Región de Coquimbo,Illapel,Chirimoyo,0,0,0,0,0,0,0,0
Región de Coquimbo,Illapel,Ciruelo Europeo,0,0,0,0,0,0,0,0
Región de Coquimbo,Illapel,Ciruelo Japonés,1,0.001,0.001,0,0,0,0.001,0
Región de Coquimbo,Illapel,Clementina,1,0.125,0.125,0,0,0,0.125,0
Región de Coquimbo,Illapel,Damasco,6,3.031,3.031,0,0,0.01,3.021,0
Región de Coquimbo,Illapel,Duraznero (Consumo Fresco),28,3.202,3.202,0,0,0.16,3.042,0
Región de Coquimbo,Illapel,Duraznero (Tipo Conservero),4,0.5519999999999999,0.5519999999999999,0,0,0.001,0.5509999999999999,0
Región de Coquimbo,Illapel,Granado,0,0,0,0,0,0,0,0
Región de Coquimbo,Illapel,Higuera,1,0.005,0.005,0,0,0,0.005,0
Región de Coquimbo,Illapel,Kiwi,0,0,0,0,0,0,0,0
Región de Coquimbo,Illapel,Lima (o Limón Sutil),0,0,0,0,0,0,0,0
Región de Coquimbo,Illapel,Limón de Pica,0,0,0,0,0,0,0,0
Región de Coquimbo,Illapel,Limonero,19,4.706,4.706,0,0,1.64,3.066,0
Región de Coquimbo,Illapel,Mandarina,5,19.152,19.152,0,0,10,9.152,0
Región de Coquimbo,Illapel,Mango,0,0,0,0,0,0,0,0
Región de Coquimbo,Illapel,Manzana,1,0.001,0.001,0,0,0,0.001,0
Región de Coquimbo,Illapel,Membrillo,3,0.271,0.271,0,0,0,0.271,0
Región de Coquimbo,Illapel,"Moras, Murta y Zarzaparrila",0,0,0,0,0,0,0,0
Región de Coquimbo,Illapel,Naranjo,9,10.905,10.905,0,0,0.1,10.805,0
Región de Coquimbo,Illapel,Nectarino,0,0,0,0,0,0,0,0
Región de Coquimbo,Illapel,Nogal,167,546.5957999999999,491.9158,0.5,54.18,12.8045454546,533.7912727273,0
Región de Coquimbo,Illapel,Olivo,5,0.9700000000000001,0.9700000000000001,0,0,0.12,0.8500000000000001,0
Región de Coquimbo,Illapel,Palto,70,827.302,779.802,45.5,2,286.8,540.502,0
Región de Coquimbo,Illapel,Papayo,0,0,0,0,0,0,0,0
Región de Coquimbo,Illapel,Pera,1,0.001,0.001,0,0,0,0.001,0
Región de Coquimbo,Illapel,Pistacho,0,0,0,0,0,0,0,0
Región de Coquimbo,Illapel,Pomelo,0,0,0,0,0,0,0,0
Región de Coquimbo,Illapel,Rosa Mosqueta (Cultivada),0,0,0,0,0,0,0,0
Región de Coquimbo,Illapel,Tuna,4,5.016,0.006,5.01,0,0,5.016,0
Región de Coquimbo,Illapel,Uva de Mesa,7,4.01,4.01,0,0,0,4.01,0
Región de Coquimbo,Illapel,Otros Frutales,1,0.25,0.25,0,0,0.25,0,0
Región de Coquimbo,Illapel,Quinta Frutal,129,34.727,34.727,0,0,3.305,31.422,0
Región de Coquimbo,Canela,Total,425,281.6300000000001,271.545,9.785,0.3,34.617,245.888,1.125
Región de Coquimbo,Canela,Sin Clasificar,9,7.645,6.52,1.125,0,3.29,3.23,1.125
Región de Coquimbo,Canela,Almendro,10,2.043,2.043,0,0,0.5,1.543,0
Región de Coquimbo,Canela,Berries,0,0,0,0,0,0,0,0
Región de Coquimbo,Canela,Avellano Europeo,0,0,0,0,0,0,0,0
Región de Coquimbo,Canela,Castaño,0,0,0,0,0,0,0,0
Región de Coquimbo,Canela,Cerezo,0,0,0,0,0,0,0,0
Región de Coquimbo,Canela,Chirimoyo,0,0,0,0,0,0,0,0
Región de Coquimbo,Canela,Ciruelo Europeo,2,0.103,0.103,0,0,0,0.103,0
Región de Coquimbo,Canela,Ciruelo Japonés,0,0,0,0,0,0,0,0
Región de Coquimbo,Canela,Clementina,2,0.5,0.5,0,0,0.25,0.25,0
Región de Coquimbo,Canela,Damasco,13,1.682,1.682,0,0,0,1.682,0
Región de Coquimbo,Canela,Duraznero (Consumo Fresco),78,15.338,15.338,0,0,2.175,13.163,0
Región de Coquimbo,Canela,Duraznero (Tipo Conservero),14,3.975,3.975,0,0,0,3.975,0
Región de Coquimbo,Canela,Granado,2,0.275,0.275,0,0,0,0.275,0
Región de Coquimbo,Canela,Higuera,12,0.958,0.758,0.2,0,0.2,0.758,0
Región de Coquimbo,Canela,Kiwi,0,0,0,0,0,0,0,0
Región de Coquimbo,Canela,Lima (o Limón Sutil),0,0,0,0,0,0,0,0
Región de Coquimbo,Canela,Limón de Pica,0,0,0,0,0,0,0,0
Región de Coquimbo,Canela,Limonero,21,5.609,5.609,0,0,0.575,5.034,0
Región de Coquimbo,Canela,Mandarina,6,0.8,0.8,0,0,0,0.8,0
Región de Coquimbo,Canela,Mango,0,0,0,0,0,0,0,0
Región de Coquimbo,Canela,Manzana,9,0.908,0.853,0.055,0,0,0.908,0
Región de Coquimbo,Canela,Membrillo,14,2.24,2.18,0.06,0,0.78,1.46,0
Región de Coquimbo,Canela,"Moras, Murta y Zarzaparrila",0,0,0,0,0,0,0,0
Región de Coquimbo,Canela,Naranjo,10,1.101,1.101,0,0,0,1.101,0
Región de Coquimbo,Canela,Nectarino,0,0,0,0,0,0,0,0
Región de Coquimbo,Canela,Nogal,19,14.212,14.212,0,0,2,12.212,0
Región de Coquimbo,Canela,Olivo,25,16.825,9.025,7.8,0,1.1,15.725,0
Región de Coquimbo,Canela,Palto,24,83.255,82.955,0,0.3,11.995,71.26,0
Región de Coquimbo,Canela,Papayo,4,27.03,27.03,0,0,6,21.03,0
Región de Coquimbo,Canela,Pera,7,0.5469999999999999,0.485,0.062,0,0,0.547,0
Región de Coquimbo,Canela,Pistacho,0,0,0,0,0,0,0,0
Región de Coquimbo,Canela,Pomelo,0,0,0,0,0,0,0,0
Región de Coquimbo,Canela,Rosa Mosqueta (Cultivada),0,0,0,0,0,0,0,0
Región de Coquimbo,Canela,Tuna,7,1.028,0.9450000000000001,0.083,0,0.2,0.828,0
Región de Coquimbo,Canela,Uva de Mesa,7,4.911,4.911,0,0,0,4.911,0
Región de Coquimbo,Canela,Otros Frutales,6,0.496,0.496,0,0,0,0.496,0
Región de Coquimbo,Canela,Quinta Frutal,272,90.149,89.749,0.4,0,5.552000000000001,84.597,0
Región de Coquimbo,Los Vilos,Total,180,331.558,316.95,14.608,0,80.865,242.735,7.958
Región de Coquimbo,Los Vilos,Sin Clasificar,5,9.708,1.75,7.958,0,0,1.75,7.958
Región de Coquimbo,Los Vilos,Almendro,3,1.33,1.33,0,0,0,1.33,0
Región de Coquimbo,Los Vilos,Berries,2,45.14,45.14,0,0,43.14,2,0
Región de Coquimbo,Los Vilos,Avellano Europeo,0,0,0,0,0,0,0,0
Región de Coquimbo,Los Vilos,Castaño,0,0,0,0,0,0,0,0
Región de Coquimbo,Los Vilos,Cerezo,0,0,0,0,0,0,0,0
Región de Coquimbo,Los Vilos,Chirimoyo,0,0,0,0,0,0,0,0
Región de Coquimbo,Los Vilos,Ciruelo Europeo,0,0,0,0,0,0,0,0
Región de Coquimbo,Los Vilos,Ciruelo Japonés,0,0,0,0,0,0,0,0
Región de Coquimbo,Los Vilos,Clementina,0,0,0,0,0,0,0,0
Región de Coquimbo,Los Vilos,Damasco,0,0,0,0,0,0,0,0
Región de Coquimbo,Los Vilos,Duraznero (Consumo Fresco),6,1.2,1.2,0,0,0,1.2,0
Región de Coquimbo,Los Vilos,Duraznero (Tipo Conservero),0,0,0,0,0,0,0,0
Región de Coquimbo,Los Vilos,Granado,0,0,0,0,0,0,0,0
Región de Coquimbo,Los Vilos,Higuera,0,0,0,0,0,0,0,0
Región de Coquimbo,Los Vilos,Kiwi,0,0,0,0,0,0,0,0
Región de Coquimbo,Los Vilos,Lima (o Limón Sutil),0,0,0,0,0,0,0,0
Región de Coquimbo,Los Vilos,Limón de Pica,0,0,0,0,0,0,0,0
Región de Coquimbo,Los Vilos,Limonero,9,22.425,22.425,0,0,0.5,21.925,0
Región de Coquimbo,Los Vilos,Mandarina,3,14,14,0,0,0,14,0
Región de Coquimbo,Los Vilos,Mango,0,0,0,0,0,0,0,0
Región de Coquimbo,Los Vilos,Manzana,0,0,0,0,0,0,0,0
Región de Coquimbo,Los Vilos,Membrillo,0,0,0,0,0,0,0,0
Región de Coquimbo,Los Vilos,"Moras, Murta y Zarzaparrila",0,0,0,0,0,0,0,0
Región de Coquimbo,Los Vilos,Naranjo,0,0,0,0,0,0,0,0
Región de Coquimbo,Los Vilos,Nectarino,0,0,0,0,0,0,0,0
Región de Coquimbo,Los Vilos,Nogal,42,52.47,45.82,6.65,0,3,49.47,0
Región de Coquimbo,Los Vilos,Olivo,21,32.355,32.355,0,0,0.075,32.28,0
Región de Coquimbo,Los Vilos,Palto,96,135.8,135.8,0,0,30.865,104.935,0
Región de Coquimbo,Los Vilos,Papayo,0,0,0,0,0,0,0,0
Región de Coquimbo,Los Vilos,Pera,0,0,0,0,0,0,0,0
Región de Coquimbo,Los Vilos,Pistacho,0,0,0,0,0,0,0,0
Región de Coquimbo,Los Vilos,Pomelo,0,0,0,0,0,0,0,0
Región de Coquimbo,Los Vilos,Rosa Mosqueta (Cultivada),0,0,0,0,0,0,0,0
Región de Coquimbo,Los Vilos,Tuna,1,1.5,1.5,0,0,1.5,0,0
Región de Coquimbo,Los Vilos,Uva de Mesa,0,0,0,0,0,0,0,0
Región de Coquimbo,Los Vilos,Otros Frutales,0,0,0,0,0,0,0,0
Región de Coquimbo,Los Vilos,Quinta Frutal,55,15.63,15.63,0,0,1.785,13.845,0
Región de Coquimbo,Salamanca,Total,483,1366.767,1359.9,6.867,0,109.895,1254.022,2.85
Región de Coquimbo,Salamanca,Sin Clasificar,19,18.774,14.974,3.8,0,0,15.924,2.85
Región de Coquimbo,Salamanca,Almendro,3,2.18,2.18,0,0,0,2.18,0
Región de Coquimbo,Salamanca,Berries,2,18,18,0,0,0,18,0
Región de Coquimbo,Salamanca,Avellano Europeo,0,0,0,0,0,0,0,0
Región de Coquimbo,Salamanca,Castaño,0,0,0,0,0,0,0,0
Región de Coquimbo,Salamanca,Cerezo,0,0,0,0,0,0,0,0
Región de Coquimbo,Salamanca,Chirimoyo,0,0,0,0,0,0,0,0
Región de Coquimbo,Salamanca,Ciruelo Europeo,0,0,0,0,0,0,0,0
Región de Coquimbo,Salamanca,Ciruelo Japonés,0,0,0,0,0,0,0,0
Región de Coquimbo,Salamanca,Clementina,3,10.68,10.68,0,0,0,10.68,0
Región de Coquimbo,Salamanca,Damasco,161,185.043,183.001,2.042,0,0,185.043,0
Región de Coquimbo,Salamanca,Duraznero (Consumo Fresco),13,3.963,3.963,0,0,0.125,3.838,0
Región de Coquimbo,Salamanca,Duraznero (Tipo Conservero),14,6.875,6.875,0,0,0,6.875,0
Región de Coquimbo,Salamanca,Granado,0,0,0,0,0,0,0,0
Región de Coquimbo,Salamanca,Higuera,1,1.5,1.5,0,0,0,1.5,0
Región de Coquimbo,Salamanca,Kiwi,0,0,0,0,0,0,0,0
Región de Coquimbo,Salamanca,Lima (o Limón Sutil),1,0.01,0.01,0,0,0,0.01,0
Región de Coquimbo,Salamanca,Limón de Pica,0,0,0,0,0,0,0,0
Región de Coquimbo,Salamanca,Limonero,5,49.835,49.835,0,0,0,49.835,0
Región de Coquimbo,Salamanca,Mandarina,7,162.995,162.995,0,0,28,134.995,0
Región de Coquimbo,Salamanca,Mango,0,0,0,0,0,0,0,0
Región de Coquimbo,Salamanca,Manzana,0,0,0,0,0,0,0,0
Región de Coquimbo,Salamanca,Membrillo,0,0,0,0,0,0,0,0
Región de Coquimbo,Salamanca,"Moras, Murta y Zarzaparrila",0,0,0,0,0,0,0,0
Región de Coquimbo,Salamanca,Naranjo,5,75.03999999999999,75.03999999999999,0,0,0,75.03999999999999,0
Región de Coquimbo,Salamanca,Nectarino,0,0,0,0,0,0,0,0
Región de Coquimbo,Salamanca,Nogal,273,515.626,514.626,1,0,27.98,487.646,0
Región de Coquimbo,Salamanca,Olivo,1,0.5,0.5,0,0,0,0.5,0
Región de Coquimbo,Salamanca,Palto,24,251.015,251.015,0,0,49.335,201.68,0
Región de Coquimbo,Salamanca,Papayo,0,0,0,0,0,0,0,0
Región de Coquimbo,Salamanca,Pera,0,0,0,0,0,0,0,0
Región de Coquimbo,Salamanca,Pistacho,0,0,0,0,0,0,0,0
Región de Coquimbo,Salamanca,Pomelo,0,0,0,0,0,0,0,0
Región de Coquimbo,Salamanca,Rosa Mosqueta (Cultivada),0,0,0,0,0,0,0,0
Región de Coquimbo,Salamanca,Tuna,0,0,0,0,0,0,0,0
Región de Coquimbo,Salamanca,Uva de Mesa,5,17.25,17.25,0,0,2,15.25,0
Región de Coquimbo,Salamanca,Otros Frutales,7,8.89,8.89,0,0,0,8.89,0
Región de Coquimbo,Salamanca,Quinta Frutal,128,38.591,38.566,0.025,0,2.455,36.136,0
Región de Coquimbo,Ovalle,Total,462,9298.725,9226.305,9.040000000000001,63.38,1409.2,7885.685,3.84
Región de Coquimbo,Ovalle,Sin Clasificar,12,11.64,9.8,1.84,0,1.8,8,1.84
Región de Coquimbo,Ovalle,Almendro,17,989.61,989.61,0,0,15,974.61,0
Región de Coquimbo,Ovalle,Berries,19,171.55,171.55,0,0,2,169.55,0
Región de Coquimbo,Ovalle,Avellano Europeo,0,0,0,0,0,0,0,0
Región de Coquimbo,Ovalle,Castaño,0,0,0,0,0,0,0,0
Región de Coquimbo,Ovalle,Cerezo,13,98.67,98.67,0,0,33.97,64.7,0
Región de Coquimbo,Ovalle,Chirimoyo,3,25.9,25.9,0,0,0,25.9,0
Región de Coquimbo,Ovalle,Ciruelo Europeo,3,13,13,0,0,0,13,0
Región de Coquimbo,Ovalle,Ciruelo Japonés,0,0,0,0,0,0,0,0
Región de Coquimbo,Ovalle,Clementina,9,267.79,267.79,0,0,36,231.79,0
Región de Coquimbo,Ovalle,Damasco,4,0.55,0.45,0.1,0,0.1,0.45,0
Región de Coquimbo,Ovalle,Duraznero (Consumo Fresco),12,6.4,6.4,0,0,0,6.4,0
Región de Coquimbo,Ovalle,Duraznero (Tipo Conservero),3,0.41,0.41,0,0,0.2,0.21,0
Región de Coquimbo,Ovalle,Granado,0,0,0,0,0,0,0,0
Región de Coquimbo,Ovalle,Higuera,1,0.1,0.1,0,0,0,0.1,0
Región de Coquimbo,Ovalle,Kiwi,3,2,2,0,0,2,0,0
Región de Coquimbo,Ovalle,Lima (o Limón Sutil),21,9.85,9.85,0,0,4.9,4.95,0
Región de Coquimbo,Ovalle,Limón de Pica,0,0,0,0,0,0,0,0
Región de Coquimbo,Ovalle,Limonero,176,625.895,625.395,0.5,0,130.425,495.47,0
Región de Coquimbo,Ovalle,Mandarina,51,1216.17,1216.17,0,0,497.82,718.35,0
Región de Coquimbo,Ovalle,Mango,0,0,0,0,0,0,0,0
Región de Coquimbo,Ovalle,Manzana,3,0.25,0.25,0,0,0.1,0.15,0
Región de Coquimbo,Ovalle,Membrillo,0,0,0,0,0,0,0,0
Región de Coquimbo,Ovalle,"Moras, Murta y Zarzaparrila",0,0,0,0,0,0,0,0
Región de Coquimbo,Ovalle,Naranjo,18,136.57,136.57,0,0,2.15,134.42,0
Región de Coquimbo,Ovalle,Nectarino,0,0,0,0,0,0,0,0
Región de Coquimbo,Ovalle,Nogal,37,353.57,353.57,0,0,88.6,264.97,0
Región de Coquimbo,Ovalle,Olivo,70,2728.57,2663.69,1.5,63.38,27.28,2701.29,0
Región de Coquimbo,Ovalle,Palto,85,1429.11,1429.11,0,0,492.495,936.615,0
Región de Coquimbo,Ovalle,Papayo,2,2.5,2.5,0,0,0.5,2,0
Región de Coquimbo,Ovalle,Pera,2,0.7,0.2,0.5,0,0,0.7,0
Región de Coquimbo,Ovalle,Pistacho,0,0,0,0,0,0,0,0
Región de Coquimbo,Ovalle,Pomelo,0,0,0,0,0,0,0,0
Región de Coquimbo,Ovalle,Rosa Mosqueta (Cultivada),0,0,0,0,0,0,0,0
Región de Coquimbo,Ovalle,Tuna,11,45.75,45,0.75,0,21.75,24,0
Región de Coquimbo,Ovalle,Uva de Mesa,44,1101.02,1101.02,0,0,48.82,1052.2,0
Región de Coquimbo,Ovalle,Otros Frutales,7,26,26,0,0,0,26,0
Región de Coquimbo,Ovalle,Quinta Frutal,75,35.15,31.3,3.85,0,3.29,29.86,2
Región de Coquimbo,Combarbalá,Total,402,563.667,551.919,11.748,0,19.881,542.2860000000001,1.5
Región de Coquimbo,Combarbalá,Sin Clasificar,7,6.300000000000001,3.85,2.45,0,0,4.8,1.5
Región de Coquimbo,Combarbalá,Almendro,1,1.5,1.5,0,0,0,1.5,0
Región de Coquimbo,Combarbalá,Berries,2,0.6,0.6,0,0,0.2,0.4,0
Región de Coquimbo,Combarbalá,Avellano Europeo,0,0,0,0,0,0,0,0
Región de Coquimbo,Combarbalá,Castaño,0,0,0,0,0,0,0,0
Región de Coquimbo,Combarbalá,Cerezo,0,0,0,0,0,0,0,0
Región de Coquimbo,Combarbalá,Chirimoyo,0,0,0,0,0,0,0,0
Región de Coquimbo,Combarbalá,Ciruelo Europeo,0,0,0,0,0,0,0,0
Región de Coquimbo,Combarbalá,Ciruelo Japonés,0,0,0,0,0,0,0,0
Región de Coquimbo,Combarbalá,Clementina,3,49,49,0,0,0,49,0
Región de Coquimbo,Combarbalá,Damasco,5,1.845,1.845,0,0,0.1,1.745,0
Región de Coquimbo,Combarbalá,Duraznero (Consumo Fresco),39,11.21,11.21,0,0,0,11.21,0
Región de Coquimbo,Combarbalá,Duraznero (Tipo Conservero),7,2.285,2.285,0,0,0.16,2.125,0
Región de Coquimbo,Combarbalá,Granado,1,0.07,0.07,0,0,0,0.07,0
Región de Coquimbo,Combarbalá,Higuera,2,0.17,0.17,0,0,0,0.17,0
Región de Coquimbo,Combarbalá,Kiwi,0,0,0,0,0,0,0,0
Región de Coquimbo,Combarbalá,Lima (o Limón Sutil),0,0,0,0,0,0,0,0
Región de Coquimbo,Combarbalá,Limón de Pica,0,0,0,0,0,0,0,0
Región de Coquimbo,Combarbalá,Limonero,39,19.267,19.267,0,0,1.277,17.99,0
Región de Coquimbo,Combarbalá,Mandarina,5,42.7,42.7,0,0,5.1,37.6,0
Región de Coquimbo,Combarbalá,Mango,0,0,0,0,0,0,0,0
Región de Coquimbo,Combarbalá,Manzana,0,0,0,0,0,0,0,0
Región de Coquimbo,Combarbalá,Membrillo,0,0,0,0,0,0,0,0
Región de Coquimbo,Combarbalá,"Moras, Murta y Zarzaparrila",0,0,0,0,0,0,0,0
Región de Coquimbo,Combarbalá,Naranjo,15,4.25,4.25,0,0,1,3.25,0
Región de Coquimbo,Combarbalá,Nectarino,0,0,0,0,0,0,0,0
Región de Coquimbo,Combarbalá,Nogal,57,75.13,75.13,0,0,6.835,68.295,0
Región de Coquimbo,Combarbalá,Olivo,40,25.978,19.675,6.303,0,0,25.978,0
Región de Coquimbo,Combarbalá,Palto,15,26.9,26.9,0,0,1.2,25.7,0
Región de Coquimbo,Combarbalá,Papayo,0,0,0,0,0,0,0,0
Región de Coquimbo,Combarbalá,Pera,3,0.26,0.14,0.12,0,0,0.26,0
Región de Coquimbo,Combarbalá,Pistacho,0,0,0,0,0,0,0,0
Región de Coquimbo,Combarbalá,Pomelo,0,0,0,0,0,0,0,0
Región de Coquimbo,Combarbalá,Rosa Mosqueta (Cultivada),0,0,0,0,0,0,0,0
Región de Coquimbo,Combarbalá,Tuna,7,7.47,5.97,1.5,0,0.3,7.17,0
Región de Coquimbo,Combarbalá,Uva de Mesa,22,209.42,209.42,0,0,0.5,208.92,0
Región de Coquimbo,Combarbalá,Otros Frutales,0,0,0,0,0,0,0,0
Región de Coquimbo,Combarbalá,Quinta Frutal,249,79.312,77.937,1.375,0,3.209,76.103,0
Región de Coquimbo,Monte Patria,Total,328,5176.604,5174.154000000001,2.45,0,742.904,4431.25,2.45
Región de Coquimbo,Monte Patria,Sin Clasificar,15,15.93,13.48,2.45,0,0,13.48,2.45
Región de Coquimbo,Monte Patria,Almendro,0,0,0,0,0,0,0,0
Región de Coquimbo,Monte Patria,Berries,3,18.3,18.3,0,0,2,16.3,0
Región de Coquimbo,Monte Patria,Avellano Europeo,0,0,0,0,0,0,0,0
Región de Coquimbo,Monte Patria,Castaño,0,0,0,0,0,0,0,0
Región de Coquimbo,Monte Patria,Cerezo,3,2,2,0,0,2,0,0
Región de Coquimbo,Monte Patria,Chirimoyo,0,0,0,0,0,0,0,0
Región de Coquimbo,Monte Patria,Ciruelo Europeo,3,0.43,0.43,0,0,0,0.43,0
Región de Coquimbo,Monte Patria,Ciruelo Japonés,0,0,0,0,0,0,0,0
Región de Coquimbo,Monte Patria,Clementina,23,1074.43,1074.43,0,0,208.7,865.73,0
Región de Coquimbo,Monte Patria,Damasco,5,2.85,2.85,0,0,0,2.85,0
Región de Coquimbo,Monte Patria,Duraznero (Consumo Fresco),45,38.37,38.37,0,0,1.22,37.15,0
Región de Coquimbo,Monte Patria,Duraznero (Tipo Conservero),7,2.556,2.556,0,0,0,2.556,0
Región de Coquimbo,Monte Patria,Granado,2,21.03,21.03,0,0,0,21.03,0
Región de Coquimbo,Monte Patria,Higuera,10,6.46,6.46,0,0,0.3,6.16,0
Región de Coquimbo,Monte Patria,Kiwi,0,0,0,0,0,0,0,0
Región de Coquimbo,Monte Patria,Lima (o Limón Sutil),1,0.1,0.1,0,0,0.1,0,0
Región de Coquimbo,Monte Patria,Limón de Pica,0,0,0,0,0,0,0,0
Región de Coquimbo,Monte Patria,Limonero,9,8.85,8.85,0,0,4.85,4,0
Región de Coquimbo,Monte Patria,Mandarina,19,436.51,436.51,0,0,18.307,418.203,0
Región de Coquimbo,Monte Patria,Mango,0,0,0,0,0,0,0,0
Región de Coquimbo,Monte Patria,Manzana,0,0,0,0,0,0,0,0
Región de Coquimbo,Monte Patria,Membrillo,0,0,0,0,0,0,0,0
Región de Coquimbo,Monte Patria,"Moras, Murta y Zarzaparrila",0,0,0,0,0,0,0,0
Región de Coquimbo,Monte Patria,Naranjo,7,62.38,62.38,0,0,5,57.38,0
Región de Coquimbo,Monte Patria,Nectarino,0,0,0,0,0,0,0,0
Región de Coquimbo,Monte Patria,Nogal,31,167.03,167.03,0,0,1.75,165.28,0
Región de Coquimbo,Monte Patria,Olivo,3,0.17,0.17,0,0,0,0.17,0
Región de Coquimbo,Monte Patria,Palto,92,221.412,221.412,0,0,16.767,204.645,0
Región de Coquimbo,Monte Patria,Papayo,0,0,0,0,0,0,0,0
Región de Coquimbo,Monte Patria,Pera,0,0,0,0,0,0,0,0
Región de Coquimbo,Monte Patria,Pistacho,0,0,0,0,0,0,0,0
Región de Coquimbo,Monte Patria,Pomelo,0,0,0,0,0,0,0,0
Región de Coquimbo,Monte Patria,Rosa Mosqueta (Cultivada),0,0,0,0,0,0,0,0
Región de Coquimbo,Monte Patria,Tuna,2,1.8,1.8,0,0,0,1.8,0
Región de Coquimbo,Monte Patria,Uva de Mesa,143,3075.726,3075.726,0,0,479.52,2596.206,0
Región de Coquimbo,Monte Patria,Otros Frutales,4,4.75,4.75,0,0,0.2,4.55,0
Región de Coquimbo,Monte Patria,Quinta Frutal,39,15.52,15.52,0,0,2.19,13.33,0
Región de Coquimbo,Punitaqui,Total,423,1096.9699,1090.2199,6.75,0,190.555,905.415,1
Región de Coquimbo,Punitaqui,Sin Clasificar,5,4,3,1,0,0.5,2.5,1
Región de Coquimbo,Punitaqui,Almendro,7,150.9,150.9,0,0,22.7,128.2,0
Región de Coquimbo,Punitaqui,Berries,2,16.46,16.46,0,0,0,16.46,0
Región de Coquimbo,Punitaqui,Avellano Europeo,0,0,0,0,0,0,0,0
Región de Coquimbo,Punitaqui,Castaño,0,0,0,0,0,0,0,0
Región de Coquimbo,Punitaqui,Cerezo,3,6,6,0,0,6,0,0
Región de Coquimbo,Punitaqui,Chirimoyo,0,0,0,0,0,0,0,0
Región de Coquimbo,Punitaqui,Ciruelo Europeo,0,0,0,0,0,0,0,0
Región de Coquimbo,Punitaqui,Ciruelo Japonés,0,0,0,0,0,0,0,0
Región de Coquimbo,Punitaqui,Clementina,3,31.83,31.83,0,0,0,31.83,0
Región de Coquimbo,Punitaqui,Damasco,0,0,0,0,0,0,0,0
Región de Coquimbo,Punitaqui,Duraznero (Consumo Fresco),24,8.825,8.825,0,0,0.8,8.025,0
Región de Coquimbo,Punitaqui,Duraznero (Tipo Conservero),0,0,0,0,0,0,0,0
Región de Coquimbo,Punitaqui,Granado,0,0,0,0,0,0,0,0
Región de Coquimbo,Punitaqui,Higuera,0,0,0,0,0,0,0,0
Región de Coquimbo,Punitaqui,Kiwi,0,0,0,0,0,0,0,0
Región de Coquimbo,Punitaqui,Lima (o Limón Sutil),3,1.4999,1.4999,0,0,0,1.5,0
Región de Coquimbo,Punitaqui,Limón de Pica,0,0,0,0,0,0,0,0
Región de Coquimbo,Punitaqui,Limonero,185,150.925,150.925,0,0,39.8,111.125,0
Región de Coquimbo,Punitaqui,Mandarina,7,145.11,145.11,0,0,53,92.11,0
Región de Coquimbo,Punitaqui,Mango,0,0,0,0,0,0,0,0
Región de Coquimbo,Punitaqui,Manzana,0,0,0,0,0,0,0,0
Región de Coquimbo,Punitaqui,Membrillo,0,0,0,0,0,0,0,0
Región de Coquimbo,Punitaqui,"Moras, Murta y Zarzaparrila",0,0,0,0,0,0,0,0
Región de Coquimbo,Punitaqui,Naranjo,14,12.6,12.6,0,0,0.5,12.1,0
Región de Coquimbo,Punitaqui,Nectarino,0,0,0,0,0,0,0,0
Región de Coquimbo,Punitaqui,Nogal,21,29.25,29,0.25,0,3,26.25,0
Región de Coquimbo,Punitaqui,Olivo,27,22.2,22.2,0,0,0.5,21.7,0
Región de Coquimbo,Punitaqui,Palto,48,108.285,108.285,0,0,34.625,73.66,0
Región de Coquimbo,Punitaqui,Papayo,0,0,0,0,0,0,0,0
Región de Coquimbo,Punitaqui,Pera,0,0,0,0,0,0,0,0
Región de Coquimbo,Punitaqui,Pistacho,0,0,0,0,0,0,0,0
Región de Coquimbo,Punitaqui,Pomelo,0,0,0,0,0,0,0,0
