Total Nacional - Región_0,comuna_6_7_1,tipo_de_cultivo_2,especie_3,número_de_upa_8910_4,superficie_total_cultivo_(ha)_5,riego_
superficie_(ha)_6,secano
superficie_(ha)_7,sin_clasificar_11
superficie_(ha)_8
Región de Valparaíso,llaillay,cultivos_industriales,lupino_amargo,00,00,00,00,00
Región de Valparaíso,llaillay,cultivos_industriales,maní,00,00,00,00,00
Región de Valparaíso,llaillay,cultivos_industriales,maravilla,00,00,00,00,00
Región de Valparaíso,llaillay,cultivos_industriales,mimbre,00,00,00,00,00
Región de Valparaíso,llaillay,cultivos_industriales,mostaza,00,00,00,00,00
Región de Valparaíso,llaillay,cultivos_industriales,raps_(canola),00,00,00,00,00
Región de Valparaíso,llaillay,cultivos_industriales,remolacha,00,00,00,00,00
Región de Valparaíso,llaillay,cultivos_industriales,soya,00,00,00,00,00
Región de Valparaíso,llaillay,cultivos_industriales,tabaco,00,00,00,00,00
Región de Valparaíso,llaillay,cultivos_industriales,tomate,00,00,00,00,00
Región de Valparaíso,llaillay,cultivos_industriales,topinambur,00,00,00,00,00
Región de Valparaíso,llaillay,cultivos_industriales,otros_industriales,00,00,00,00,00
Región de Valparaíso,llaillay,leguminosas_y_tubérculos,total,50,1866,1665,00,201
Región de Valparaíso,llaillay,leguminosas_y_tubérculos,sin_clasificar,10,201,00,00,201
Región de Valparaíso,llaillay,leguminosas_y_tubérculos,arveja_(grano_seco),00,00,00,00,00
Región de Valparaíso,llaillay,leguminosas_y_tubérculos,chícharo,00,00,00,00,00
Región de Valparaíso,llaillay,leguminosas_y_tubérculos,garbanzo,00,00,00,00,00
Región de Valparaíso,llaillay,leguminosas_y_tubérculos,lenteja,00,00,00,00,00
Región de Valparaíso,llaillay,leguminosas_y_tubérculos,poroto_(grano_seco),10,075,075,00,00
Región de Valparaíso,llaillay,leguminosas_y_tubérculos,otras_leguminosas,00,00,00,00,00
Región de Valparaíso,llaillay,leguminosas_y_tubérculos,mandioca_(yuca),00,00,00,00,00
Región de Valparaíso,llaillay,leguminosas_y_tubérculos,oca,00,00,00,00,00
Región de Valparaíso,llaillay,leguminosas_y_tubérculos,papa,30,159,159,00,00
Región de Valparaíso,llaillay,leguminosas_y_tubérculos,papa_nativa,00,00,00,00,00
Región de Valparaíso,llaillay,leguminosas_y_tubérculos,topinambur,00,00,00,00,00
Región de Valparaíso,llaillay,leguminosas_y_tubérculos,otras_raíces_y_tubérculos,00,00,00,00,00
Región de Valparaíso,llaillay,vides_para_vinificación_y_uvas_pisqueras,total,30,562,472,00,90
Región de Valparaíso,llaillay,vides_para_vinificación_y_uvas_pisqueras,sin_clasificar,10,90,00,00,90
Región de Valparaíso,llaillay,vides_para_vinificación_y_uvas_pisqueras,tintas,30,472,472,00,00
Región de Valparaíso,llaillay,vides_para_vinificación_y_uvas_pisqueras,blancas,00,00,00,00,00
Región de Valparaíso,llaillay,vides_para_vinificación_y_uvas_pisqueras,pisqueras,00,00,00,00,00
Región de Valparaíso,panquehue,cereales,total,280,384885,381685,30,02
Región de Valparaíso,panquehue,cereales,sin_clasificar,10,02,00,00,02
Región de Valparaíso,panquehue,cereales,amaranto,00,00,00,00,00
Región de Valparaíso,panquehue,cereales,arroz,00,00,00,00,00
Región de Valparaíso,panquehue,cereales,avena_(grano_seco),30,140,110,30,00
Región de Valparaíso,panquehue,cereales,cebada_cervecera,00,00,00,00,00
Región de Valparaíso,panquehue,cereales,centeno,00,00,00,00,00
Región de Valparaíso,panquehue,cereales,chía,00,00,00,00,00
Región de Valparaíso,panquehue,cereales,maíz,220,351185,351185,00,00
Región de Valparaíso,panquehue,cereales,mijo,00,00,00,00,00
Región de Valparaíso,panquehue,cereales,quinoa,00,00,00,00,00
Región de Valparaíso,panquehue,cereales,sorgo,30,55,55,00,00
Región de Valparaíso,panquehue,cereales,trigo_blanco,30,140,140,00,00
Región de Valparaíso,panquehue,cereales,trigo_candeal,00,00,00,00,00
Región de Valparaíso,panquehue,cereales,triticale,00,00,00,00,00
Región de Valparaíso,panquehue,cereales,otros_cereales,00,00,00,00,00
Región de Valparaíso,panquehue,forrajeras,total,410,4680622222218,4625622222218,55,00
Región de Valparaíso,panquehue,forrajeras,sin_clasificar,00,00,00,00,00
Región de Valparaíso,panquehue,forrajeras,alfalfa,400,4504622222218,4479622222218,25,00
Región de Valparaíso,panquehue,forrajeras,arveja_forrajera,10,01,01,00,00
Región de Valparaíso,panquehue,forrajeras,arvejilla,00,00,00,00,00
Región de Valparaíso,panquehue,forrajeras,avena_(forrajera)_sola,00,00,00,00,00
Región de Valparaíso,panquehue,forrajeras,avena_asociada,00,00,00,00,00
Región de Valparaíso,panquehue,forrajeras,ballica_anual,10,90,90,00,00
Región de Valparaíso,panquehue,forrajeras,ballica_bianual,00,00,00,00,00
Región de Valparaíso,panquehue,forrajeras,ballica_perenne_o_persistente,10,55,55,00,00
Región de Valparaíso,panquehue,forrajeras,betarraga_forrajera,00,00,00,00,00
Región de Valparaíso,panquehue,forrajeras,cebada_forrajera_(incluye_silo),00,00,00,00,00
Región de Valparaíso,panquehue,forrajeras,centeno_forrajero,00,00,00,00,00
Región de Valparaíso,panquehue,forrajeras,col,00,00,00,00,00
Región de Valparaíso,panquehue,forrajeras,falaris,00,00,00,00,00
Región de Valparaíso,panquehue,forrajeras,festuca,10,30,00,30,00
Región de Valparaíso,panquehue,forrajeras,haba_forrajera,00,00,00,00,00
Región de Valparaíso,panquehue,forrajeras,lotera_o_alfalfa_chilota,00,00,00,00,00
Región de Valparaíso,panquehue,forrajeras,maíz_para_silo,00,00,00,00,00
Región de Valparaíso,panquehue,forrajeras,mezcla_de_forrajeras,00,00,00,00,00
Región de Valparaíso,panquehue,forrajeras,mijo,00,00,00,00,00
Región de Valparaíso,panquehue,forrajeras,nabo_(incluye_silo),00,00,00,00,00
Región de Valparaíso,panquehue,forrajeras,pasto_canario,00,00,00,00,00
Región de Valparaíso,panquehue,forrajeras,pasto_miel,00,00,00,00,00
Región de Valparaíso,panquehue,forrajeras,pasto_ovillo,00,00,00,00,00
Región de Valparaíso,panquehue,forrajeras,sorgo,00,00,00,00,00
Región de Valparaíso,panquehue,forrajeras,raps_forrajero,00,00,00,00,00
Región de Valparaíso,panquehue,forrajeras,topinambur,00,00,00,00,00
Región de Valparaíso,panquehue,forrajeras,trébol_alejandrino,00,00,00,00,00
Región de Valparaíso,panquehue,forrajeras,trébol_balansa,00,00,00,00,00
Región de Valparaíso,panquehue,forrajeras,trébol_blanco,00,00,00,00,00
Región de Valparaíso,panquehue,forrajeras,trébol_encarnado,00,00,00,00,00
Región de Valparaíso,panquehue,forrajeras,trébol_ladino,00,00,00,00,00
Región de Valparaíso,panquehue,forrajeras,trébol_rosado,00,00,00,00,00
Región de Valparaíso,panquehue,forrajeras,trébol_subterráneo,00,00,00,00,00
Región de Valparaíso,panquehue,forrajeras,vicia,00,00,00,00,00
Región de Valparaíso,panquehue,forrajeras,otras_forrajeras_anuales,00,00,00,00,00
Región de Valparaíso,panquehue,forrajeras,otras_forrajeras_permanentes,00,00,00,00,00
Región de Valparaíso,panquehue,cultivos_industriales,total,00,00,00,00,00
Región de Valparaíso,panquehue,cultivos_industriales,sin_clasificar,00,00,00,00,00
Región de Valparaíso,panquehue,cultivos_industriales,achicoria,00,00,00,00,00
Región de Valparaíso,panquehue,cultivos_industriales,alforfón_(trigo_sarraceno),00,00,00,00,00
Región de Valparaíso,panquehue,cultivos_industriales,algodón,00,00,00,00,00
Región de Valparaíso,panquehue,cultivos_industriales,colza,00,00,00,00,00
Región de Valparaíso,panquehue,cultivos_industriales,curaguilla,00,00,00,00,00
Región de Valparaíso,panquehue,cultivos_industriales,estevia_(o_stevia),00,00,00,00,00
Región de Valparaíso,panquehue,cultivos_industriales,hinojo,00,00,00,00,00
Región de Valparaíso,panquehue,cultivos_industriales,jojoba,00,00,00,00,00
Región de Valparaíso,panquehue,cultivos_industriales,linaza,00,00,00,00,00
Región de Valparaíso,panquehue,cultivos_industriales,lupino_dulce,00,00,00,00,00
Región de Valparaíso,panquehue,cultivos_industriales,lupino_amargo,00,00,00,00,00
Región de Valparaíso,panquehue,cultivos_industriales,maní,00,00,00,00,00
Región de Valparaíso,panquehue,cultivos_industriales,maravilla,00,00,00,00,00
Región de Valparaíso,panquehue,cultivos_industriales,mimbre,00,00,00,00,00
Región de Valparaíso,panquehue,cultivos_industriales,mostaza,00,00,00,00,00
Región de Valparaíso,panquehue,cultivos_industriales,raps_(canola),00,00,00,00,00
Región de Valparaíso,panquehue,cultivos_industriales,remolacha,00,00,00,00,00
Región de Valparaíso,panquehue,cultivos_industriales,soya,00,00,00,00,00
Región de Valparaíso,panquehue,cultivos_industriales,tabaco,00,00,00,00,00
Región de Valparaíso,panquehue,cultivos_industriales,tomate,00,00,00,00,00
Región de Valparaíso,panquehue,cultivos_industriales,topinambur,00,00,00,00,00
Región de Valparaíso,panquehue,cultivos_industriales,otros_industriales,00,00,00,00,00
Región de Valparaíso,panquehue,leguminosas_y_tubérculos,total,100,1108555555546,958555555546,15,00
Región de Valparaíso,panquehue,leguminosas_y_tubérculos,sin_clasificar,00,00,00,00,00
Región de Valparaíso,panquehue,leguminosas_y_tubérculos,arveja_(grano_seco),00,00,00,00,00
Región de Valparaíso,panquehue,leguminosas_y_tubérculos,chícharo,00,00,00,00,00
Región de Valparaíso,panquehue,leguminosas_y_tubérculos,garbanzo,00,00,00,00,00
Región de Valparaíso,panquehue,leguminosas_y_tubérculos,lenteja,00,00,00,00,00
Región de Valparaíso,panquehue,leguminosas_y_tubérculos,poroto_(grano_seco),20,19,04,15,00
Región de Valparaíso,panquehue,leguminosas_y_tubérculos,otras_leguminosas,00,00,00,00,00
Región de Valparaíso,panquehue,leguminosas_y_tubérculos,mandioca_(yuca),00,00,00,00,00
Región de Valparaíso,panquehue,leguminosas_y_tubérculos,oca,00,00,00,00,00
Región de Valparaíso,panquehue,leguminosas_y_tubérculos,papa,70,878555555546,878555555546,00,00
Región de Valparaíso,panquehue,leguminosas_y_tubérculos,papa_nativa,00,00,00,00,00
Región de Valparaíso,panquehue,leguminosas_y_tubérculos,topinambur,00,00,00,00,00
Región de Valparaíso,panquehue,leguminosas_y_tubérculos,otras_raíces_y_tubérculos,10,04,04,00,00
Región de Valparaíso,panquehue,vides_para_vinificación_y_uvas_pisqueras,total,70,1476,14759,001,00
Región de Valparaíso,panquehue,vides_para_vinificación_y_uvas_pisqueras,sin_clasificar,00,00,00,00,00
Región de Valparaíso,panquehue,vides_para_vinificación_y_uvas_pisqueras,tintas,70,1396,13959,001,00
Región de Valparaíso,panquehue,vides_para_vinificación_y_uvas_pisqueras,blancas,20,80,80,00,00
Región de Valparaíso,panquehue,vides_para_vinificación_y_uvas_pisqueras,pisqueras,00,00,00,00,00
Región de Valparaíso,putaendo,cereales,total,80,103,101,00,02
Región de Valparaíso,putaendo,cereales,sin_clasificar,10,02,00,00,02
Región de Valparaíso,putaendo,cereales,amaranto,00,00,00,00,00
Región de Valparaíso,putaendo,cereales,arroz,00,00,00,00,00
Región de Valparaíso,putaendo,cereales,avena_(grano_seco),00,00,00,00,00
Región de Valparaíso,putaendo,cereales,cebada_cervecera,00,00,00,00,00
Región de Valparaíso,putaendo,cereales,centeno,00,00,00,00,00
Región de Valparaíso,putaendo,cereales,chía,00,00,00,00,00
Región de Valparaíso,putaendo,cereales,maíz,30,35,35,00,00
Región de Valparaíso,putaendo,cereales,mijo,00,00,00,00,00
Región de Valparaíso,putaendo,cereales,quinoa,00,00,00,00,00
Región de Valparaíso,putaendo,cereales,sorgo,20,30,30,00,00
Región de Valparaíso,putaendo,cereales,trigo_blanco,00,00,00,00,00
Región de Valparaíso,putaendo,cereales,trigo_candeal,10,10,10,00,00
Región de Valparaíso,putaendo,cereales,triticale,00,00,00,00,00
Región de Valparaíso,putaendo,cereales,otros_cereales,10,26,26,00,00
Región de Valparaíso,putaendo,forrajeras,total,1140,20016318972332,194479,10,468418972332
Región de Valparaíso,putaendo,forrajeras,sin_clasificar,50,468418972332,00,00,468418972332
Región de Valparaíso,putaendo,forrajeras,alfalfa,960,160383,160383,00,00
Región de Valparaíso,putaendo,forrajeras,arveja_forrajera,00,00,00,00,00
Región de Valparaíso,putaendo,forrajeras,arvejilla,00,00,00,00,00
Región de Valparaíso,putaendo,forrajeras,avena_(forrajera)_sola,20,35,35,00,00
Región de Valparaíso,putaendo,forrajeras,avena_asociada,00,00,00,00,00
Región de Valparaíso,putaendo,forrajeras,ballica_anual,00,00,00,00,00
Región de Valparaíso,putaendo,forrajeras,ballica_bianual,00,00,00,00,00
Región de Valparaíso,putaendo,forrajeras,ballica_perenne_o_persistente,00,00,00,00,00
Región de Valparaíso,putaendo,forrajeras,betarraga_forrajera,00,00,00,00,00
Región de Valparaíso,putaendo,forrajeras,cebada_forrajera_(incluye_silo),180,21246,20246,10,00
Región de Valparaíso,putaendo,forrajeras,centeno_forrajero,00,00,00,00,00
Región de Valparaíso,putaendo,forrajeras,col,00,00,00,00,00
Región de Valparaíso,putaendo,forrajeras,falaris,00,00,00,00,00
Región de Valparaíso,putaendo,forrajeras,festuca,00,00,00,00,00
Región de Valparaíso,putaendo,forrajeras,haba_forrajera,00,00,00,00,00
Región de Valparaíso,putaendo,forrajeras,lotera_o_alfalfa_chilota,00,00,00,00,00
Región de Valparaíso,putaendo,forrajeras,maíz_para_silo,30,475,475,00,00
Región de Valparaíso,putaendo,forrajeras,mezcla_de_forrajeras,00,00,00,00,00
Región de Valparaíso,putaendo,forrajeras,mijo,00,00,00,00,00
Región de Valparaíso,putaendo,forrajeras,nabo_(incluye_silo),00,00,00,00,00
Región de Valparaíso,putaendo,forrajeras,pasto_canario,00,00,00,00,00
Región de Valparaíso,putaendo,forrajeras,pasto_miel,00,00,00,00,00
Región de Valparaíso,putaendo,forrajeras,pasto_ovillo,00,00,00,00,00
Región de Valparaíso,putaendo,forrajeras,sorgo,30,5600000000000001,5600000000000001,00,00
Región de Valparaíso,putaendo,forrajeras,raps_forrajero,00,00,00,00,00
Región de Valparaíso,putaendo,forrajeras,topinambur,00,00,00,00,00
Región de Valparaíso,putaendo,forrajeras,trébol_alejandrino,00,00,00,00,00
Región de Valparaíso,putaendo,forrajeras,trébol_balansa,00,00,00,00,00
Región de Valparaíso,putaendo,forrajeras,trébol_blanco,00,00,00,00,00
Región de Valparaíso,putaendo,forrajeras,trébol_encarnado,00,00,00,00,00
Región de Valparaíso,putaendo,forrajeras,trébol_ladino,00,00,00,00,00
Región de Valparaíso,putaendo,forrajeras,trébol_rosado,00,00,00,00,00
Región de Valparaíso,putaendo,forrajeras,trébol_subterráneo,00,00,00,00,00
Región de Valparaíso,putaendo,forrajeras,vicia,00,00,00,00,00
Región de Valparaíso,putaendo,forrajeras,otras_forrajeras_anuales,00,00,00,00,00
Región de Valparaíso,putaendo,forrajeras,otras_forrajeras_permanentes,00,00,00,00,00
Región de Valparaíso,putaendo,cultivos_industriales,total,40,43,41,00,02
Región de Valparaíso,putaendo,cultivos_industriales,sin_clasificar,10,02,00,00,02
Región de Valparaíso,putaendo,cultivos_industriales,achicoria,00,00,00,00,00
Región de Valparaíso,putaendo,cultivos_industriales,alforfón_(trigo_sarraceno),00,00,00,00,00
Región de Valparaíso,putaendo,cultivos_industriales,algodón,00,00,00,00,00
Región de Valparaíso,putaendo,cultivos_industriales,colza,00,00,00,00,00
Región de Valparaíso,putaendo,cultivos_industriales,curaguilla,20,18,18,00,00
Región de Valparaíso,putaendo,cultivos_industriales,estevia_(o_stevia),00,00,00,00,00
Región de Valparaíso,putaendo,cultivos_industriales,hinojo,00,00,00,00,00
Región de Valparaíso,putaendo,cultivos_industriales,jojoba,00,00,00,00,00
Región de Valparaíso,putaendo,cultivos_industriales,linaza,00,00,00,00,00
Región de Valparaíso,putaendo,cultivos_industriales,lupino_dulce,00,00,00,00,00
Región de Valparaíso,putaendo,cultivos_industriales,lupino_amargo,00,00,00,00,00
Región de Valparaíso,putaendo,cultivos_industriales,maní,00,00,00,00,00
Región de Valparaíso,putaendo,cultivos_industriales,maravilla,00,00,00,00,00
Región de Valparaíso,putaendo,cultivos_industriales,mimbre,00,00,00,00,00
Región de Valparaíso,putaendo,cultivos_industriales,mostaza,00,00,00,00,00
Región de Valparaíso,putaendo,cultivos_industriales,raps_(canola),00,00,00,00,00
Región de Valparaíso,putaendo,cultivos_industriales,remolacha,00,00,00,00,00
Región de Valparaíso,putaendo,cultivos_industriales,soya,00,00,00,00,00
Región de Valparaíso,putaendo,cultivos_industriales,tabaco,20,23,23,00,00
Región de Valparaíso,putaendo,cultivos_industriales,tomate,00,00,00,00,00
Región de Valparaíso,putaendo,cultivos_industriales,topinambur,00,00,00,00,00
Región de Valparaíso,putaendo,cultivos_industriales,otros_industriales,00,00,00,00,00
Región de Valparaíso,putaendo,leguminosas_y_tubérculos,total,100,16565,16265,00,03
Región de Valparaíso,putaendo,leguminosas_y_tubérculos,sin_clasificar,10,03,00,00,03
Región de Valparaíso,putaendo,leguminosas_y_tubérculos,arveja_(grano_seco),10,0015,0015,00,00
Región de Valparaíso,putaendo,leguminosas_y_tubérculos,chícharo,00,00,00,00,00
Región de Valparaíso,putaendo,leguminosas_y_tubérculos,garbanzo,00,00,00,00,00
Región de Valparaíso,putaendo,leguminosas_y_tubérculos,lenteja,00,00,00,00,00
Región de Valparaíso,putaendo,leguminosas_y_tubérculos,poroto_(grano_seco),30,40,40,00,00
Región de Valparaíso,putaendo,leguminosas_y_tubérculos,otras_leguminosas,00,00,00,00,00
Región de Valparaíso,putaendo,leguminosas_y_tubérculos,mandioca_(yuca),00,00,00,00,00
Región de Valparaíso,putaendo,leguminosas_y_tubérculos,oca,00,00,00,00,00
Región de Valparaíso,putaendo,leguminosas_y_tubérculos,papa,50,1225,1225,00,00
Región de Valparaíso,putaendo,leguminosas_y_tubérculos,papa_nativa,00,00,00,00,00
Región de Valparaíso,putaendo,leguminosas_y_tubérculos,topinambur,00,00,00,00,00
Región de Valparaíso,putaendo,leguminosas_y_tubérculos,otras_raíces_y_tubérculos,00,00,00,00,00
Región de Valparaíso,putaendo,vides_para_vinificación_y_uvas_pisqueras,total,30,501,501,00,00
Región de Valparaíso,putaendo,vides_para_vinificación_y_uvas_pisqueras,sin_clasificar,00,00,00,00,00
Región de Valparaíso,putaendo,vides_para_vinificación_y_uvas_pisqueras,tintas,30,501,501,00,00
Región de Valparaíso,putaendo,vides_para_vinificación_y_uvas_pisqueras,blancas,00,00,00,00,00
Región de Valparaíso,putaendo,vides_para_vinificación_y_uvas_pisqueras,pisqueras,00,00,00,00,00
Región de Valparaíso,santa_maría,cereales,total,10,35,35,00,00
Región de Valparaíso,santa_maría,cereales,sin_clasificar,00,00,00,00,00
Región de Valparaíso,santa_maría,cereales,amaranto,00,00,00,00,00
Región de Valparaíso,santa_maría,cereales,arroz,00,00,00,00,00
Región de Valparaíso,santa_maría,cereales,avena_(grano_seco),00,00,00,00,00
Región de Valparaíso,santa_maría,cereales,cebada_cervecera,00,00,00,00,00
Región de Valparaíso,santa_maría,cereales,centeno,00,00,00,00,00
Región de Valparaíso,santa_maría,cereales,chía,00,00,00,00,00
Región de Valparaíso,santa_maría,cereales,maíz,10,35,35,00,00
Región de Valparaíso,santa_maría,cereales,mijo,00,00,00,00,00
Región de Valparaíso,santa_maría,cereales,quinoa,00,00,00,00,00
Región de Valparaíso,santa_maría,cereales,sorgo,00,00,00,00,00
Región de Valparaíso,santa_maría,cereales,trigo_blanco,00,00,00,00,00
Región de Valparaíso,santa_maría,cereales,trigo_candeal,00,00,00,00,00
Región de Valparaíso,santa_maría,cereales,triticale,00,00,00,00,00
Región de Valparaíso,santa_maría,cereales,otros_cereales,00,00,00,00,00
Región de Valparaíso,santa_maría,forrajeras,total,290,15885,15585,30,00
Región de Valparaíso,santa_maría,forrajeras,sin_clasificar,00,00,00,00,00
Región de Valparaíso,santa_maría,forrajeras,alfalfa,290,15885,15585,30,00
Región de Valparaíso,santa_maría,forrajeras,arveja_forrajera,00,00,00,00,00
Región de Valparaíso,santa_maría,forrajeras,arvejilla,00,00,00,00,00
Región de Valparaíso,santa_maría,forrajeras,avena_(forrajera)_sola,00,00,00,00,00
Región de Valparaíso,santa_maría,forrajeras,avena_asociada,00,00,00,00,00
Región de Valparaíso,santa_maría,forrajeras,ballica_anual,00,00,00,00,00
Región de Valparaíso,santa_maría,forrajeras,ballica_bianual,00,00,00,00,00
Región de Valparaíso,santa_maría,forrajeras,ballica_perenne_o_persistente,00,00,00,00,00
Región de Valparaíso,santa_maría,forrajeras,betarraga_forrajera,00,00,00,00,00
Región de Valparaíso,santa_maría,forrajeras,cebada_forrajera_(incluye_silo),00,00,00,00,00
Región de Valparaíso,santa_maría,forrajeras,centeno_forrajero,00,00,00,00,00
Región de Valparaíso,santa_maría,forrajeras,col,00,00,00,00,00
Región de Valparaíso,santa_maría,forrajeras,falaris,00,00,00,00,00
Región de Valparaíso,santa_maría,forrajeras,festuca,00,00,00,00,00
Región de Valparaíso,santa_maría,forrajeras,haba_forrajera,00,00,00,00,00
Región de Valparaíso,santa_maría,forrajeras,lotera_o_alfalfa_chilota,00,00,00,00,00
Región de Valparaíso,santa_maría,forrajeras,maíz_para_silo,00,00,00,00,00
Región de Valparaíso,santa_maría,forrajeras,mezcla_de_forrajeras,00,00,00,00,00
Región de Valparaíso,santa_maría,forrajeras,mijo,00,00,00,00,00
Región de Valparaíso,santa_maría,forrajeras,nabo_(incluye_silo),00,00,00,00,00
Región de Valparaíso,santa_maría,forrajeras,pasto_canario,00,00,00,00,00
Región de Valparaíso,santa_maría,forrajeras,pasto_miel,00,00,00,00,00
Región de Valparaíso,santa_maría,forrajeras,pasto_ovillo,00,00,00,00,00
Región de Valparaíso,santa_maría,forrajeras,sorgo,00,00,00,00,00
Región de Valparaíso,santa_maría,forrajeras,raps_forrajero,00,00,00,00,00
Región de Valparaíso,santa_maría,forrajeras,topinambur,00,00,00,00,00
Región de Valparaíso,santa_maría,forrajeras,trébol_alejandrino,00,00,00,00,00
Región de Valparaíso,santa_maría,forrajeras,trébol_balansa,00,00,00,00,00
Región de Valparaíso,santa_maría,forrajeras,trébol_blanco,00,00,00,00,00
Región de Valparaíso,santa_maría,forrajeras,trébol_encarnado,00,00,00,00,00
Región de Valparaíso,santa_maría,forrajeras,trébol_ladino,00,00,00,00,00
Región de Valparaíso,santa_maría,forrajeras,trébol_rosado,00,00,00,00,00
Región de Valparaíso,santa_maría,forrajeras,trébol_subterráneo,00,00,00,00,00
Región de Valparaíso,santa_maría,forrajeras,vicia,00,00,00,00,00
Región de Valparaíso,santa_maría,forrajeras,otras_forrajeras_anuales,00,00,00,00,00
Región de Valparaíso,santa_maría,forrajeras,otras_forrajeras_permanentes,00,00,00,00,00
Región de Valparaíso,santa_maría,cultivos_industriales,total,10,20,00,00,20
Región de Valparaíso,santa_maría,cultivos_industriales,sin_clasificar,10,20,00,00,20
Región de Valparaíso,santa_maría,cultivos_industriales,achicoria,00,00,00,00,00
Región de Valparaíso,santa_maría,cultivos_industriales,alforfón_(trigo_sarraceno),00,00,00,00,00
Región de Valparaíso,santa_maría,cultivos_industriales,algodón,00,00,00,00,00
Región de Valparaíso,santa_maría,cultivos_industriales,colza,00,00,00,00,00
Región de Valparaíso,santa_maría,cultivos_industriales,curaguilla,00,00,00,00,00
Región de Valparaíso,santa_maría,cultivos_industriales,estevia_(o_stevia),00,00,00,00,00
Región de Valparaíso,santa_maría,cultivos_industriales,hinojo,00,00,00,00,00
Región de Valparaíso,santa_maría,cultivos_industriales,jojoba,00,00,00,00,00
Región de Valparaíso,santa_maría,cultivos_industriales,linaza,00,00,00,00,00
Región de Valparaíso,santa_maría,cultivos_industriales,lupino_dulce,00,00,00,00,00
Región de Valparaíso,santa_maría,cultivos_industriales,lupino_amargo,00,00,00,00,00
Región de Valparaíso,santa_maría,cultivos_industriales,maní,00,00,00,00,00
Región de Valparaíso,santa_maría,cultivos_industriales,maravilla,00,00,00,00,00
Región de Valparaíso,santa_maría,cultivos_industriales,mimbre,00,00,00,00,00
Región de Valparaíso,santa_maría,cultivos_industriales,mostaza,00,00,00,00,00
Región de Valparaíso,santa_maría,cultivos_industriales,raps_(canola),00,00,00,00,00
Región de Valparaíso,santa_maría,cultivos_industriales,remolacha,00,00,00,00,00
Región de Valparaíso,santa_maría,cultivos_industriales,soya,00,00,00,00,00
Región de Valparaíso,santa_maría,cultivos_industriales,tabaco,00,00,00,00,00
Región de Valparaíso,santa_maría,cultivos_industriales,tomate,00,00,00,00,00
Región de Valparaíso,santa_maría,cultivos_industriales,topinambur,00,00,00,00,00
Región de Valparaíso,santa_maría,cultivos_industriales,otros_industriales,00,00,00,00,00
Región de Valparaíso,santa_maría,leguminosas_y_tubérculos,total,10,20,20,00,00
Región de Valparaíso,santa_maría,leguminosas_y_tubérculos,sin_clasificar,00,00,00,00,00
Región de Valparaíso,santa_maría,leguminosas_y_tubérculos,arveja_(grano_seco),00,00,00,00,00
Región de Valparaíso,santa_maría,leguminosas_y_tubérculos,chícharo,00,00,00,00,00
Región de Valparaíso,santa_maría,leguminosas_y_tubérculos,garbanzo,00,00,00,00,00
Región de Valparaíso,santa_maría,leguminosas_y_tubérculos,lenteja,00,00,00,00,00
Región de Valparaíso,santa_maría,leguminosas_y_tubérculos,poroto_(grano_seco),00,00,00,00,00
Región de Valparaíso,santa_maría,leguminosas_y_tubérculos,otras_leguminosas,00,00,00,00,00
Región de Valparaíso,santa_maría,leguminosas_y_tubérculos,mandioca_(yuca),00,00,00,00,00
Región de Valparaíso,santa_maría,leguminosas_y_tubérculos,oca,00,00,00,00,00
Región de Valparaíso,santa_maría,leguminosas_y_tubérculos,papa,10,20,20,00,00
Región de Valparaíso,santa_maría,leguminosas_y_tubérculos,papa_nativa,00,00,00,00,00
Región de Valparaíso,santa_maría,leguminosas_y_tubérculos,topinambur,00,00,00,00,00
Región de Valparaíso,santa_maría,leguminosas_y_tubérculos,otras_raíces_y_tubérculos,00,00,00,00,00
Región de Valparaíso,santa_maría,vides_para_vinificación_y_uvas_pisqueras,total,40,11241,11241,00,00
Región de Valparaíso,santa_maría,vides_para_vinificación_y_uvas_pisqueras,sin_clasificar,00,00,00,00,00
Región de Valparaíso,santa_maría,vides_para_vinificación_y_uvas_pisqueras,tintas,40,10723,10723,00,00
Región de Valparaíso,santa_maría,vides_para_vinificación_y_uvas_pisqueras,blancas,10,518,518,00,00
Región de Valparaíso,santa_maría,vides_para_vinificación_y_uvas_pisqueras,pisqueras,00,00,00,00,00
Región de Valparaíso,quilpué,cereales,total,10,05,00,05,00
Región de Valparaíso,quilpué,cereales,sin_clasificar,00,00,00,00,00
Región de Valparaíso,quilpué,cereales,amaranto,00,00,00,00,00
Región de Valparaíso,quilpué,cereales,arroz,00,00,00,00,00
Región de Valparaíso,quilpué,cereales,avena_(grano_seco),10,05,00,05,00
Región de Valparaíso,quilpué,cereales,cebada_cervecera,00,00,00,00,00
Región de Valparaíso,quilpué,cereales,centeno,00,00,00,00,00
Región de Valparaíso,quilpué,cereales,chía,00,00,00,00,00
Región de Valparaíso,quilpué,cereales,maíz,00,00,00,00,00
Región de Valparaíso,quilpué,cereales,mijo,00,00,00,00,00
Región de Valparaíso,quilpué,cereales,quinoa,00,00,00,00,00
Región de Valparaíso,quilpué,cereales,sorgo,00,00,00,00,00
Región de Valparaíso,quilpué,cereales,trigo_blanco,00,00,00,00,00
Región de Valparaíso,quilpué,cereales,trigo_candeal,00,00,00,00,00
Región de Valparaíso,quilpué,cereales,triticale,00,00,00,00,00
Región de Valparaíso,quilpué,cereales,otros_cereales,00,00,00,00,00
Región de Valparaíso,quilpué,forrajeras,total,10,05,00,00,05
