Total Nacional - Región_0,comuna6_7_1,especie_2,número_de_upa89_3,superficie_(ha)_4,en_riego_5,en_secano_6,sin_clasificar_10_7,en_formación_11_8,en_producción_12_9,sin_clasificar_10_10
Región del Libertador General Bernardo O'Higgins,nancagua,naranjo,30,4503,4503,00,00,303,1473,00
Región del Libertador General Bernardo O'Higgins,nancagua,nectarino,00,00,00,00,00,00,00,00
Región del Libertador General Bernardo O'Higgins,nancagua,nogal,50,11929,11929,00,00,05,11879,00
Región del Libertador General Bernardo O'Higgins,nancagua,olivo,00,00,00,00,00,00,00,00
Región del Libertador General Bernardo O'Higgins,nancagua,palto,30,015,015,00,00,00,015,00
Región del Libertador General Bernardo O'Higgins,nancagua,papayo,00,00,00,00,00,00,00,00
Región del Libertador General Bernardo O'Higgins,nancagua,pera,30,7854,7854,00,00,00,7854,00
Región del Libertador General Bernardo O'Higgins,nancagua,pistacho,00,00,00,00,00,00,00,00
Región del Libertador General Bernardo O'Higgins,nancagua,pomelo,00,00,00,00,00,00,00,00
Región del Libertador General Bernardo O'Higgins,nancagua,rosa_mosqueta_(cultivada),00,00,00,00,00,00,00,00
Región del Libertador General Bernardo O'Higgins,nancagua,tuna,00,00,00,00,00,00,00,00
Región del Libertador General Bernardo O'Higgins,nancagua,uva_de_mesa,300,92492,92492,00,00,4386,88106,00
Región del Libertador General Bernardo O'Higgins,nancagua,otros_frutales,10,20,20,00,00,00,20,00
Región del Libertador General Bernardo O'Higgins,nancagua,quinta_frutal,10,0035,0035,00,00,00,0035,00
Región del Libertador General Bernardo O'Higgins,palmilla,total,830,26739241,26733241,06000000000000001,00,9127294736848,17611946311441,00
Región del Libertador General Bernardo O'Higgins,palmilla,sin_clasificar,20,20,20,00,00,10,10,00
Región del Libertador General Bernardo O'Higgins,palmilla,almendro,00,00,00,00,00,00,00,00
Región del Libertador General Bernardo O'Higgins,palmilla,berries,20,948,948,00,00,00,948,00
Región del Libertador General Bernardo O'Higgins,palmilla,avellano_europeo,30,150,150,00,00,00,150,00
Región del Libertador General Bernardo O'Higgins,palmilla,castaño,00,00,00,00,00,00,00,00
Región del Libertador General Bernardo O'Higgins,palmilla,cerezo,310,6074941,6074941,00,00,4183094736848,1891846311441,00
Región del Libertador General Bernardo O'Higgins,palmilla,chirimoyo,00,00,00,00,00,00,00,00
Región del Libertador General Bernardo O'Higgins,palmilla,ciruelo_europeo,320,82344,82344,00,00,24996,57348,00
Región del Libertador General Bernardo O'Higgins,palmilla,ciruelo_japonés,50,27044,27044,00,00,6107,20937,00
Región del Libertador General Bernardo O'Higgins,palmilla,clementina,30,3234,3234,00,00,1234,200,00
Región del Libertador General Bernardo O'Higgins,palmilla,damasco,00,00,00,00,00,00,00,00
Región del Libertador General Bernardo O'Higgins,palmilla,duraznero_(consumo_fresco),00,00,00,00,00,00,00,00
Región del Libertador General Bernardo O'Higgins,palmilla,duraznero_(tipo_conservero),10,0035,0035,00,00,00,0035,00
Región del Libertador General Bernardo O'Higgins,palmilla,granado,00,00,00,00,00,00,00,00
Región del Libertador General Bernardo O'Higgins,palmilla,higuera,00,00,00,00,00,00,00,00
