Total Nacional - Región_0,comuna6_7_1,especie_2,número_de_upa89_3,superficie_(ha)_4,en_riego_5,en_secano_6,sin_clasificar_10_7,en_formación_11_8,en_producción_12_9,sin_clasificar_10_10
Región de Valparaíso,valparaíso/viña_del_mar/_concón,sin_clasificar,30,27,27,00,00,00,27,00
Región de Valparaíso,valparaíso/viña_del_mar/_concón,almendro,00,00,00,00,00,00,00,00
Región de Valparaíso,valparaíso/viña_del_mar/_concón,berries,00,00,00,00,00,00,00,00
Región de Valparaíso,valparaíso/viña_del_mar/_concón,avellano_europeo,00,00,00,00,00,00,00,00
Región de Valparaíso,valparaíso/viña_del_mar/_concón,castaño,00,00,00,00,00,00,00,00
Región de Valparaíso,valparaíso/viña_del_mar/_concón,cerezo,10,10524,10524,00,00,00,10524475525,00
Región de Valparaíso,valparaíso/viña_del_mar/_concón,chirimoyo,00,00,00,00,00,00,00,00
Región de Valparaíso,valparaíso/viña_del_mar/_concón,ciruelo_europeo,00,00,00,00,00,00,00,00
Región de Valparaíso,valparaíso/viña_del_mar/_concón,ciruelo_japonés,00,00,00,00,00,00,00,00
Región de Valparaíso,valparaíso/viña_del_mar/_concón,clementina,00,00,00,00,00,00,00,00
Región de Valparaíso,valparaíso/viña_del_mar/_concón,damasco,00,00,00,00,00,00,00,00
Región de Valparaíso,valparaíso/viña_del_mar/_concón,duraznero_(consumo_fresco),10,13333,13333,00,00,00,13333333334,00
Región de Valparaíso,valparaíso/viña_del_mar/_concón,duraznero_(tipo_conservero),00,00,00,00,00,00,00,00
Región de Valparaíso,valparaíso/viña_del_mar/_concón,granado,00,00,00,00,00,00,00,00
Región de Valparaíso,valparaíso/viña_del_mar/_concón,higuera,00,00,00,00,00,00,00,00
Región de Valparaíso,valparaíso/viña_del_mar/_concón,kiwi,00,00,00,00,00,00,00,00
Región de Valparaíso,valparaíso/viña_del_mar/_concón,lima_(o_limón_sutil),00,00,00,00,00,00,00,00
Región de Valparaíso,valparaíso/viña_del_mar/_concón,limón_de_pica,00,00,00,00,00,00,00,00
Región de Valparaíso,valparaíso/viña_del_mar/_concón,limonero,10,360,360,00,00,00,360,00
Región de Valparaíso,valparaíso/viña_del_mar/_concón,mandarina,00,00,00,00,00,00,00,00
Región de Valparaíso,valparaíso/viña_del_mar/_concón,mango,00,00,00,00,00,00,00,00
Región de Valparaíso,valparaíso/viña_del_mar/_concón,manzana,00,00,00,00,00,00,00,00
Región de Valparaíso,valparaíso/viña_del_mar/_concón,membrillo,00,00,00,00,00,00,00,00
Región de Valparaíso,valparaíso/viña_del_mar/_concón,moras_murta_y_zarzaparrila,00,00,00,00,00,00,00,00
Región de Valparaíso,valparaíso/viña_del_mar/_concón,naranjo,00,00,00,00,00,00,00,00
Región de Valparaíso,valparaíso/viña_del_mar/_concón,nectarino,00,00,00,00,00,00,00,00
Región de Valparaíso,valparaíso/viña_del_mar/_concón,nogal,10,05,05,00,00,00,05,00
Región de Valparaíso,valparaíso/viña_del_mar/_concón,olivo,00,00,00,00,00,00,00,00
Región de Valparaíso,valparaíso/viña_del_mar/_concón,palto,10,20,20,00,00,00,20,00
Región de Valparaíso,valparaíso/viña_del_mar/_concón,papayo,00,00,00,00,00,00,00,00
Región de Valparaíso,valparaíso/viña_del_mar/_concón,pera,00,00,00,00,00,00,00,00
Región de Valparaíso,valparaíso/viña_del_mar/_concón,pistacho,00,00,00,00,00,00,00,00
Región de Valparaíso,valparaíso/viña_del_mar/_concón,pomelo,00,00,00,00,00,00,00,00
Región de Valparaíso,valparaíso/viña_del_mar/_concón,rosa_mosqueta_(cultivada),00,00,00,00,00,00,00,00
Región de Valparaíso,valparaíso/viña_del_mar/_concón,tuna,10,25,00,25,00,00,25,00
Región de Valparaíso,valparaíso/viña_del_mar/_concón,uva_de_mesa,20,69734,69734,00,00,00,69734265735,00
Región de Valparaíso,valparaíso/viña_del_mar/_concón,otros_frutales,00,00,00,00,00,00,00,00
Región de Valparaíso,valparaíso/viña_del_mar/_concón,quinta_frutal,20,08332999999999999,08332999999999999,00,00,00,08333333333999999,00
Región de Valparaíso,isla_de_pascua,total,90,5507,00,5507,00,44,1107,00
Región de Valparaíso,isla_de_pascua,sin_clasificar,00,00,00,00,00,00,00,00
Región de Valparaíso,isla_de_pascua,almendro,00,00,00,00,00,00,00,00
Región de Valparaíso,isla_de_pascua,berries,00,00,00,00,00,00,00,00
Región de Valparaíso,isla_de_pascua,avellano_europeo,00,00,00,00,00,00,00,00
Región de Valparaíso,isla_de_pascua,castaño,00,00,00,00,00,00,00,00
Región de Valparaíso,isla_de_pascua,cerezo,00,00,00,00,00,00,00,00
Región de Valparaíso,isla_de_pascua,chirimoyo,10,002,00,002,00,001,001,00
Región de Valparaíso,isla_de_pascua,ciruelo_europeo,00,00,00,00,00,00,00,00
Región de Valparaíso,isla_de_pascua,ciruelo_japonés,00,00,00,00,00,00,00,00
Región de Valparaíso,isla_de_pascua,clementina,10,004,00,004,00,003,001,00
Región de Valparaíso,isla_de_pascua,damasco,00,00,00,00,00,00,00,00
Región de Valparaíso,isla_de_pascua,duraznero_(consumo_fresco),00,00,00,00,00,00,00,00
Región de Valparaíso,isla_de_pascua,duraznero_(tipo_conservero),00,00,00,00,00,00,00,00
Región de Valparaíso,isla_de_pascua,granado,00,00,00,00,00,00,00,00
Región de Valparaíso,isla_de_pascua,higuera,00,00,00,00,00,00,00,00
Región de Valparaíso,isla_de_pascua,kiwi,00,00,00,00,00,00,00,00
Región de Valparaíso,isla_de_pascua,lima_(o_limón_sutil),00,00,00,00,00,00,00,00
Región de Valparaíso,isla_de_pascua,limón_de_pica,00,00,00,00,00,00,00,00
Región de Valparaíso,isla_de_pascua,limonero,10,005,00,005,00,004,001,00
Región de Valparaíso,isla_de_pascua,mandarina,00,00,00,00,00,00,00,00
Región de Valparaíso,isla_de_pascua,mango,00,00,00,00,00,00,00,00
Región de Valparaíso,isla_de_pascua,manzana,00,00,00,00,00,00,00,00
Región de Valparaíso,isla_de_pascua,membrillo,00,00,00,00,00,00,00,00
Región de Valparaíso,isla_de_pascua,moras_murta_y_zarzaparrila,00,00,00,00,00,00,00,00
Región de Valparaíso,isla_de_pascua,naranjo,00,00,00,00,00,00,00,00
Región de Valparaíso,isla_de_pascua,nectarino,00,00,00,00,00,00,00,00
Región de Valparaíso,isla_de_pascua,nogal,00,00,00,00,00,00,00,00
Región de Valparaíso,isla_de_pascua,olivo,00,00,00,00,00,00,00,00
Región de Valparaíso,isla_de_pascua,palto,10,025,00,025,00,025,00,00
Región de Valparaíso,isla_de_pascua,papayo,10,033,00,033,00,01,023,00
Región de Valparaíso,isla_de_pascua,pera,00,00,00,00,00,00,00,00
Región de Valparaíso,isla_de_pascua,pistacho,00,00,00,00,00,00,00,00
Región de Valparaíso,isla_de_pascua,pomelo,00,00,00,00,00,00,00,00
Región de Valparaíso,isla_de_pascua,rosa_mosqueta_(cultivada),00,00,00,00,00,00,00,00
Región de Valparaíso,isla_de_pascua,tuna,00,00,00,00,00,00,00,00
Región de Valparaíso,isla_de_pascua,uva_de_mesa,00,00,00,00,00,00,00,00
Región de Valparaíso,isla_de_pascua,otros_frutales,70,3817,00,3817,00,347,0347,00
Región de Valparaíso,isla_de_pascua,quinta_frutal,10,10,00,10,00,05,05,00
Región de Valparaíso,los_andes,total,170,11008444,11008444,00,00,15828,9425644444446,00
Región de Valparaíso,los_andes,sin_clasificar,00,00,00,00,00,00,00,00
Región de Valparaíso,los_andes,almendro,00,00,00,00,00,00,00,00
Región de Valparaíso,los_andes,berries,00,00,00,00,00,00,00,00
Región de Valparaíso,los_andes,avellano_europeo,00,00,00,00,00,00,00,00
Región de Valparaíso,los_andes,castaño,00,00,00,00,00,00,00,00
Región de Valparaíso,los_andes,cerezo,00,00,00,00,00,00,00,00
Región de Valparaíso,los_andes,chirimoyo,00,00,00,00,00,00,00,00
Región de Valparaíso,los_andes,ciruelo_europeo,00,00,00,00,00,00,00,00
Región de Valparaíso,los_andes,ciruelo_japonés,00,00,00,00,00,00,00,00
Región de Valparaíso,los_andes,clementina,00,00,00,00,00,00,00,00
Región de Valparaíso,los_andes,damasco,00,00,00,00,00,00,00,00
Región de Valparaíso,los_andes,duraznero_(consumo_fresco),00,00,00,00,00,00,00,00
Región de Valparaíso,los_andes,duraznero_(tipo_conservero),30,717,717,00,00,31,686,00
Región de Valparaíso,los_andes,granado,00,00,00,00,00,00,00,00
Región de Valparaíso,los_andes,higuera,00,00,00,00,00,00,00,00
Región de Valparaíso,los_andes,kiwi,00,00,00,00,00,00,00,00
Región de Valparaíso,los_andes,lima_(o_limón_sutil),00,00,00,00,00,00,00,00
Región de Valparaíso,los_andes,limón_de_pica,00,00,00,00,00,00,00,00
Región de Valparaíso,los_andes,limonero,00,00,00,00,00,00,00,00
Región de Valparaíso,los_andes,mandarina,10,124,124,00,00,00,124,00
Región de Valparaíso,los_andes,mango,00,00,00,00,00,00,00,00
Región de Valparaíso,los_andes,manzana,00,00,00,00,00,00,00,00
Región de Valparaíso,los_andes,membrillo,00,00,00,00,00,00,00,00
Región de Valparaíso,los_andes,moras_murta_y_zarzaparrila,00,00,00,00,00,00,00,00
Región de Valparaíso,los_andes,naranjo,00,00,00,00,00,00,00,00
Región de Valparaíso,los_andes,nectarino,00,00,00,00,00,00,00,00
Región de Valparaíso,los_andes,nogal,60,33416,33416,00,00,5243,28173,00
Región de Valparaíso,los_andes,olivo,10,07,07,00,00,00,07,00
Región de Valparaíso,los_andes,palto,30,987,987,00,00,100,887,00
Región de Valparaíso,los_andes,papayo,00,00,00,00,00,00,00,00
Región de Valparaíso,los_andes,pera,00,00,00,00,00,00,00,00
Región de Valparaíso,los_andes,pistacho,00,00,00,00,00,00,00,00
Región de Valparaíso,los_andes,pomelo,00,00,00,00,00,00,00,00
Región de Valparaíso,los_andes,rosa_mosqueta_(cultivada),00,00,00,00,00,00,00,00
Región de Valparaíso,los_andes,tuna,00,00,00,00,00,00,00,00
Región de Valparaíso,los_andes,uva_de_mesa,110,5831844,5831844,00,00,9275,4904344444446,00
Región de Valparaíso,los_andes,otros_frutales,00,00,00,00,00,00,00,00
Región de Valparaíso,los_andes,quinta_frutal,00,00,00,00,00,00,00,00
Región de Valparaíso,calle_larga,total,780,168349,1658509,1717,7811,1544,151192,1717
Región de Valparaíso,calle_larga,sin_clasificar,40,1877,16,1717,00,00,16,1717
Región de Valparaíso,calle_larga,almendro,00,00,00,00,00,00,00,00
Región de Valparaíso,calle_larga,berries,00,00,00,00,00,00,00,00
Región de Valparaíso,calle_larga,avellano_europeo,00,00,00,00,00,00,00,00
Región de Valparaíso,calle_larga,castaño,00,00,00,00,00,00,00,00
Región de Valparaíso,calle_larga,cerezo,10,1016,1016,00,00,00,1016,00
Región de Valparaíso,calle_larga,chirimoyo,00,00,00,00,00,00,00,00
Región de Valparaíso,calle_larga,ciruelo_europeo,00,00,00,00,00,00,00,00
Región de Valparaíso,calle_larga,ciruelo_japonés,00,00,00,00,00,00,00,00
Región de Valparaíso,calle_larga,clementina,00,00,00,00,00,00,00,00
Región de Valparaíso,calle_larga,damasco,00,00,00,00,00,00,00,00
Región de Valparaíso,calle_larga,duraznero_(consumo_fresco),20,50,50,00,00,00,50,00
Región de Valparaíso,calle_larga,duraznero_(tipo_conservero),260,24042,24042,00,00,65,23392,00
Región de Valparaíso,calle_larga,granado,00,00,00,00,00,00,00,00
Región de Valparaíso,calle_larga,higuera,00,00,00,00,00,00,00,00
Región de Valparaíso,calle_larga,kiwi,00,00,00,00,00,00,00,00
Región de Valparaíso,calle_larga,lima_(o_limón_sutil),00,00,00,00,00,00,00,00
Región de Valparaíso,calle_larga,limón_de_pica,00,00,00,00,00,00,00,00
Región de Valparaíso,calle_larga,limonero,00,00,00,00,00,00,00,00
Región de Valparaíso,calle_larga,mandarina,30,2612,26119,00,0001,00,2612,00
Región de Valparaíso,calle_larga,mango,00,00,00,00,00,00,00,00
Región de Valparaíso,calle_larga,manzana,00,00,00,00,00,00,00,00
Región de Valparaíso,calle_larga,membrillo,00,00,00,00,00,00,00,00
Región de Valparaíso,calle_larga,moras_murta_y_zarzaparrila,00,00,00,00,00,00,00,00
Región de Valparaíso,calle_larga,naranjo,30,3268,3268,00,00,00,3268,00
Región de Valparaíso,calle_larga,nectarino,10,95,95,00,00,15,80,00
Región de Valparaíso,calle_larga,nogal,430,51651,5087,00,781,8650999999999999,4300,00
Región de Valparaíso,calle_larga,olivo,10,1382,1382,00,00,00,1382,00
Región de Valparaíso,calle_larga,palto,10,100,100,00,00,00,100,00
Región de Valparaíso,calle_larga,papayo,00,00,00,00,00,00,00,00
Región de Valparaíso,calle_larga,pera,00,00,00,00,00,00,00,00
Región de Valparaíso,calle_larga,pistacho,00,00,00,00,00,00,00,00
Región de Valparaíso,calle_larga,pomelo,00,00,00,00,00,00,00,00
Región de Valparaíso,calle_larga,rosa_mosqueta_(cultivada),00,00,00,00,00,00,00,00
Región de Valparaíso,calle_larga,tuna,00,00,00,00,00,00,00,00
Región de Valparaíso,calle_larga,uva_de_mesa,260,80021,80021,00,00,5959,74062,00
Región de Valparaíso,calle_larga,otros_frutales,00,00,00,00,00,00,00,00
Región de Valparaíso,calle_larga,quinta_frutal,10,03,03,00,00,03,00,00
Región de Valparaíso,rinconada,total,350,12007,12007,00,00,13751,106319,00
Región de Valparaíso,rinconada,sin_clasificar,00,00,00,00,00,00,00,00
Región de Valparaíso,rinconada,almendro,00,00,00,00,00,00,00,00
Región de Valparaíso,rinconada,berries,00,00,00,00,00,00,00,00
Región de Valparaíso,rinconada,avellano_europeo,00,00,00,00,00,00,00,00
Región de Valparaíso,rinconada,castaño,00,00,00,00,00,00,00,00
Región de Valparaíso,rinconada,cerezo,00,00,00,00,00,00,00,00
Región de Valparaíso,rinconada,chirimoyo,00,00,00,00,00,00,00,00
Región de Valparaíso,rinconada,ciruelo_europeo,00,00,00,00,00,00,00,00
Región de Valparaíso,rinconada,ciruelo_japonés,00,00,00,00,00,00,00,00
Región de Valparaíso,rinconada,clementina,00,00,00,00,00,00,00,00
Región de Valparaíso,rinconada,damasco,00,00,00,00,00,00,00,00
Región de Valparaíso,rinconada,duraznero_(consumo_fresco),30,25,25,00,00,01,24,00
Región de Valparaíso,rinconada,duraznero_(tipo_conservero),50,3706,3706,00,00,00,3706,00
Región de Valparaíso,rinconada,granado,00,00,00,00,00,00,00,00
Región de Valparaíso,rinconada,higuera,00,00,00,00,00,00,00,00
Región de Valparaíso,rinconada,kiwi,00,00,00,00,00,00,00,00
Región de Valparaíso,rinconada,lima_(o_limón_sutil),00,00,00,00,00,00,00,00
Región de Valparaíso,rinconada,limón_de_pica,00,00,00,00,00,00,00,00
Región de Valparaíso,rinconada,limonero,00,00,00,00,00,00,00,00
Región de Valparaíso,rinconada,mandarina,30,150,150,00,00,20,130,00
Región de Valparaíso,rinconada,mango,00,00,00,00,00,00,00,00
Región de Valparaíso,rinconada,manzana,00,00,00,00,00,00,00,00
Región de Valparaíso,rinconada,membrillo,00,00,00,00,00,00,00,00
Región de Valparaíso,rinconada,moras_murta_y_zarzaparrila,00,00,00,00,00,00,00,00
Región de Valparaíso,rinconada,naranjo,00,00,00,00,00,00,00,00
Región de Valparaíso,rinconada,nectarino,10,45,45,00,00,00,45,00
Región de Valparaíso,rinconada,nogal,120,42883,42883,00,00,454,38343,00
Región de Valparaíso,rinconada,olivo,00,00,00,00,00,00,00,00
Región de Valparaíso,rinconada,palto,30,320,320,00,00,50,270,00
Región de Valparaíso,rinconada,papayo,00,00,00,00,00,00,00,00
Región de Valparaíso,rinconada,pera,00,00,00,00,00,00,00,00
Región de Valparaíso,rinconada,pistacho,00,00,00,00,00,00,00,00
Región de Valparaíso,rinconada,pomelo,00,00,00,00,00,00,00,00
Región de Valparaíso,rinconada,rosa_mosqueta_(cultivada),00,00,00,00,00,00,00,00
Región de Valparaíso,rinconada,tuna,00,00,00,00,00,00,00,00
Región de Valparaíso,rinconada,uva_de_mesa,240,6808100000000001,6808100000000001,00,00,8501,5958,00
Región de Valparaíso,rinconada,otros_frutales,00,00,00,00,00,00,00,00
Región de Valparaíso,rinconada,quinta_frutal,00,00,00,00,00,00,00,00
Región de Valparaíso,san_esteban,total,1250,20688416,20633416,55,00,11155,1951791491228,55
Región de Valparaíso,san_esteban,sin_clasificar,80,127667,72667,55,00,00,72666666665,55
Región de Valparaíso,san_esteban,almendro,00,00,00,00,00,00,00,00
Región de Valparaíso,san_esteban,berries,30,17,17,00,00,00,17,00
Región de Valparaíso,san_esteban,avellano_europeo,00,00,00,00,00,00,00,00
Región de Valparaíso,san_esteban,castaño,00,00,00,00,00,00,00,00
Región de Valparaíso,san_esteban,cerezo,00,00,00,00,00,00,00,00
Región de Valparaíso,san_esteban,chirimoyo,00,00,00,00,00,00,00,00
Región de Valparaíso,san_esteban,ciruelo_europeo,30,180,180,00,00,00,180,00
Región de Valparaíso,san_esteban,ciruelo_japonés,00,00,00,00,00,00,00,00
Región de Valparaíso,san_esteban,clementina,30,218,218,00,00,58,160,00
Región de Valparaíso,san_esteban,damasco,00,00,00,00,00,00,00,00
Región de Valparaíso,san_esteban,duraznero_(consumo_fresco),30,993,993,00,00,00,993,00
Región de Valparaíso,san_esteban,duraznero_(tipo_conservero),180,1624,1624,00,00,120,1504,00
Región de Valparaíso,san_esteban,granado,00,00,00,00,00,00,00,00
Región de Valparaíso,san_esteban,higuera,00,00,00,00,00,00,00,00
Región de Valparaíso,san_esteban,kiwi,00,00,00,00,00,00,00,00
Región de Valparaíso,san_esteban,lima_(o_limón_sutil),00,00,00,00,00,00,00,00
Región de Valparaíso,san_esteban,limón_de_pica,00,00,00,00,00,00,00,00
Región de Valparaíso,san_esteban,limonero,00,00,00,00,00,00,00,00
Región de Valparaíso,san_esteban,mandarina,30,157,157,00,00,157,00,00
Región de Valparaíso,san_esteban,mango,00,00,00,00,00,00,00,00
Región de Valparaíso,san_esteban,manzana,00,00,00,00,00,00,00,00
Región de Valparaíso,san_esteban,membrillo,00,00,00,00,00,00,00,00
Región de Valparaíso,san_esteban,moras_murta_y_zarzaparrila,00,00,00,00,00,00,00,00
Región de Valparaíso,san_esteban,naranjo,00,00,00,00,00,00,00,00
Región de Valparaíso,san_esteban,nectarino,20,508,508,00,00,00,508,00
Región de Valparaíso,san_esteban,nogal,490,53543,53543,00,00,1943,5160,00
Región de Valparaíso,san_esteban,olivo,30,210,210,00,00,00,210,00
Región de Valparaíso,san_esteban,palto,40,97,97,00,00,00,97,00
Región de Valparaíso,san_esteban,papayo,00,00,00,00,00,00,00,00
Región de Valparaíso,san_esteban,pera,00,00,00,00,00,00,00,00
Región de Valparaíso,san_esteban,pistacho,00,00,00,00,00,00,00,00
Región de Valparaíso,san_esteban,pomelo,00,00,00,00,00,00,00,00
Región de Valparaíso,san_esteban,rosa_mosqueta_(cultivada),00,00,00,00,00,00,00,00
Región de Valparaíso,san_esteban,tuna,00,00,00,00,00,00,00,00
Región de Valparaíso,san_esteban,uva_de_mesa,740,12438782,12438782,00,00,5862,11852581578949,00
Región de Valparaíso,san_esteban,otros_frutales,10,94,94,00,00,00,94,00
Región de Valparaíso,san_esteban,quinta_frutal,50,20567,20567,00,00,00,20566666666,00
Región de Valparaíso,la_ligua,total,2640,1993432,1707132,2863,00,372428820118,1620003125567,10
Región de Valparaíso,la_ligua,sin_clasificar,60,535,435,10,00,00,435,10
Región de Valparaíso,la_ligua,almendro,90,5979,5979,00,00,10,5879,00
Región de Valparaíso,la_ligua,berries,40,135,135,00,00,00,135,00
Región de Valparaíso,la_ligua,avellano_europeo,00,00,00,00,00,00,00,00
Región de Valparaíso,la_ligua,castaño,00,00,00,00,00,00,00,00
Región de Valparaíso,la_ligua,cerezo,00,00,00,00,00,00,00,00
Región de Valparaíso,la_ligua,chirimoyo,20,180,180,00,00,00,180,00
Región de Valparaíso,la_ligua,ciruelo_europeo,00,00,00,00,00,00,00,00
Región de Valparaíso,la_ligua,ciruelo_japonés,00,00,00,00,00,00,00,00
Región de Valparaíso,la_ligua,clementina,00,00,00,00,00,00,00,00
Región de Valparaíso,la_ligua,damasco,10,002,002,00,00,00,002,00
Región de Valparaíso,la_ligua,duraznero_(consumo_fresco),10,001,001,00,00,00,001,00
Región de Valparaíso,la_ligua,duraznero_(tipo_conservero),10,02,02,00,00,00,02,00
Región de Valparaíso,la_ligua,granado,10,02,00,02,00,00,02,00
Región de Valparaíso,la_ligua,higuera,00,00,00,00,00,00,00,00
Región de Valparaíso,la_ligua,kiwi,00,00,00,00,00,00,00,00
Región de Valparaíso,la_ligua,lima_(o_limón_sutil),00,00,00,00,00,00,00,00
Región de Valparaíso,la_ligua,limón_de_pica,00,00,00,00,00,00,00,00
Región de Valparaíso,la_ligua,limonero,340,2992929,2992929,00,00,68715,2305779238907,00
Región de Valparaíso,la_ligua,mandarina,10,002,002,00,00,00,002,00
Región de Valparaíso,la_ligua,mango,00,00,00,00,00,00,00,00
Región de Valparaíso,la_ligua,manzana,00,00,00,00,00,00,00,00
Región de Valparaíso,la_ligua,membrillo,20,0035,0035,00,00,00,0035,00
Región de Valparaíso,la_ligua,moras_murta_y_zarzaparrila,00,00,00,00,00,00,00,00
Región de Valparaíso,la_ligua,naranjo,30,1011,1011,00,00,01,1001,00
Región de Valparaíso,la_ligua,nectarino,00,00,00,00,00,00,00,00
Región de Valparaíso,la_ligua,nogal,20,301,301,00,00,00,301,00
Región de Valparaíso,la_ligua,olivo,80,38451,10431,2802,00,00,38451,00
Región de Valparaíso,la_ligua,palto,2270,11491091,11472091,19,00,301343820118,8477652016763,00
Región de Valparaíso,la_ligua,papayo,30,1193,1193,00,00,00,1193,00
Región de Valparaíso,la_ligua,pera,10,0025,0025,00,00,00,0025,00
Región de Valparaíso,la_ligua,pistacho,00,00,00,00,00,00,00,00
Región de Valparaíso,la_ligua,pomelo,00,00,00,00,00,00,00,00
Región de Valparaíso,la_ligua,rosa_mosqueta_(cultivada),00,00,00,00,00,00,00,00
Región de Valparaíso,la_ligua,tuna,30,2534,2234,30,00,00,2534,00
Región de Valparaíso,la_ligua,uva_de_mesa,00,00,00,00,00,00,00,00
Región de Valparaíso,la_ligua,otros_frutales,20,205,205,00,00,00,205,00
Región de Valparaíso,la_ligua,quinta_frutal,140,463,463,00,00,127,336,00
Región de Valparaíso,cabildo,total,1810,35451988,35120988,331,00,4604401798821,3083658874433,11
Región de Valparaíso,cabildo,sin_clasificar,70,64,53,11,00,303,227,11
Región de Valparaíso,cabildo,almendro,80,55831,55831,00,00,00,55831,00
Región de Valparaíso,cabildo,berries,00,00,00,00,00,00,00,00
Región de Valparaíso,cabildo,avellano_europeo,00,00,00,00,00,00,00,00
Región de Valparaíso,cabildo,castaño,00,00,00,00,00,00,00,00
Región de Valparaíso,cabildo,cerezo,30,18999,18999,00,00,19,00,00
Región de Valparaíso,cabildo,chirimoyo,30,54999,54999,00,00,00,55,00
Región de Valparaíso,cabildo,ciruelo_europeo,00,00,00,00,00,00,00,00
Región de Valparaíso,cabildo,ciruelo_japonés,00,00,00,00,00,00,00,00
Región de Valparaíso,cabildo,clementina,30,118,118,00,00,00,118,00
Región de Valparaíso,cabildo,damasco,00,00,00,00,00,00,00,00
Región de Valparaíso,cabildo,duraznero_(consumo_fresco),00,00,00,00,00,00,00,00
Región de Valparaíso,cabildo,duraznero_(tipo_conservero),00,00,00,00,00,00,00,00
Región de Valparaíso,cabildo,granado,00,00,00,00,00,00,00,00
Región de Valparaíso,cabildo,higuera,00,00,00,00,00,00,00,00
Región de Valparaíso,cabildo,kiwi,00,00,00,00,00,00,00,00
Región de Valparaíso,cabildo,lima_(o_limón_sutil),00,00,00,00,00,00,00,00
Región de Valparaíso,cabildo,limón_de_pica,00,00,00,00,00,00,00,00
Región de Valparaíso,cabildo,limonero,600,4817611,4817611,00,00,6674,4150210761093,00
Región de Valparaíso,cabildo,mandarina,30,476,476,00,00,00,476,00
Región de Valparaíso,cabildo,mango,00,00,00,00,00,00,00,00
Región de Valparaíso,cabildo,manzana,00,00,00,00,00,00,00,00
Región de Valparaíso,cabildo,membrillo,00,00,00,00,00,00,00,00
Región de Valparaíso,cabildo,moras_murta_y_zarzaparrila,00,00,00,00,00,00,00,00
Región de Valparaíso,cabildo,naranjo,80,8043,8043,00,00,05,7993,00
Región de Valparaíso,cabildo,nectarino,30,137,137,00,00,00,137,00
Región de Valparaíso,cabildo,nogal,180,27469,27469,00,00,2009,2546,00
Región de Valparaíso,cabildo,olivo,30,120,00,120,00,00,120,00
Región de Valparaíso,cabildo,palto,1480,20408779,20208779,200,00,3631301798821,16777477983237,00
Región de Valparaíso,cabildo,papayo,00,00,00,00,00,00,00,00
Región de Valparaíso,cabildo,pera,00,00,00,00,00,00,00,00
Región de Valparaíso,cabildo,pistacho,00,00,00,00,00,00,00,00
Región de Valparaíso,cabildo,pomelo,00,00,00,00,00,00,00,00
Región de Valparaíso,cabildo,rosa_mosqueta_(cultivada),00,00,00,00,00,00,00,00
Región de Valparaíso,cabildo,tuna,00,00,00,00,00,00,00,00
Región de Valparaíso,cabildo,uva_de_mesa,00,00,00,00,00,00,00,00
Región de Valparaíso,cabildo,otros_frutales,10,40,40,00,00,40,00,00
Región de Valparaíso,cabildo,quinta_frutal,50,623,623,00,00,105,518,00
Región de Valparaíso,papudo,total,80,632,632,00,00,165,467,00
Región de Valparaíso,papudo,sin_clasificar,10,30,30,00,00,125,175,00
Región de Valparaíso,papudo,almendro,00,00,00,00,00,00,00,00
Región de Valparaíso,papudo,berries,00,00,00,00,00,00,00,00
Región de Valparaíso,papudo,avellano_europeo,00,00,00,00,00,00,00,00
Región de Valparaíso,papudo,castaño,00,00,00,00,00,00,00,00
Región de Valparaíso,papudo,cerezo,00,00,00,00,00,00,00,00
Región de Valparaíso,papudo,chirimoyo,00,00,00,00,00,00,00,00
Región de Valparaíso,papudo,ciruelo_europeo,00,00,00,00,00,00,00,00
Región de Valparaíso,papudo,ciruelo_japonés,00,00,00,00,00,00,00,00
Región de Valparaíso,papudo,clementina,00,00,00,00,00,00,00,00
Región de Valparaíso,papudo,damasco,00,00,00,00,00,00,00,00
Región de Valparaíso,papudo,duraznero_(consumo_fresco),10,023,023,00,00,00,023,00
Región de Valparaíso,papudo,duraznero_(tipo_conservero),00,00,00,00,00,00,00,00
Región de Valparaíso,papudo,granado,00,00,00,00,00,00,00,00
Región de Valparaíso,papudo,higuera,00,00,00,00,00,00,00,00
Región de Valparaíso,papudo,kiwi,00,00,00,00,00,00,00,00
Región de Valparaíso,papudo,lima_(o_limón_sutil),00,00,00,00,00,00,00,00
Región de Valparaíso,papudo,limón_de_pica,00,00,00,00,00,00,00,00
Región de Valparaíso,papudo,limonero,50,062,062,00,00,03,032,00
Región de Valparaíso,papudo,mandarina,00,00,00,00,00,00,00,00
Región de Valparaíso,papudo,mango,00,00,00,00,00,00,00,00
Región de Valparaíso,papudo,manzana,00,00,00,00,00,00,00,00
Región de Valparaíso,papudo,membrillo,00,00,00,00,00,00,00,00
Región de Valparaíso,papudo,moras_murta_y_zarzaparrila,00,00,00,00,00,00,00,00
Región de Valparaíso,papudo,naranjo,00,00,00,00,00,00,00,00
Región de Valparaíso,papudo,nectarino,00,00,00,00,00,00,00,00
Región de Valparaíso,papudo,nogal,20,215,215,00,00,00,215,00
Región de Valparaíso,papudo,olivo,00,00,00,00,00,00,00,00
Región de Valparaíso,papudo,palto,20,025,025,00,00,01,015,00
Región de Valparaíso,papudo,papayo,00,00,00,00,00,00,00,00
Región de Valparaíso,papudo,pera,00,00,00,00,00,00,00,00
Región de Valparaíso,papudo,pistacho,00,00,00,00,00,00,00,00
Región de Valparaíso,papudo,pomelo,00,00,00,00,00,00,00,00
