total_nacional_region,comuna_78,especie_9,total_numero_de_upa1011,total_superficie_cultivo_ha
Región de Atacama,Copiapó/Caldera,Radal,0,0
Región de Atacama,Copiapó/Caldera,Rarán,0,0
Región de Atacama,Copiapó/Caldera,Raulí,0,0
Región de Atacama,Copiapó/Caldera,Roble,0,0
Región de Atacama,Copiapó/Caldera,Roble Blanco,0,0
Región de Atacama,Copiapó/Caldera,Ruil,0,0
Región de Atacama,Copiapó/Caldera,Sándalo,0,0
Región de Atacama,Copiapó/Caldera,Sauce Amargo,0,0
Región de Atacama,Copiapó/Caldera,Sauco,0,0
Región de Atacama,Copiapó/Caldera,Tamarugo,0,0
Región de Atacama,Copiapó/Caldera,Tara,0,0
Región de Atacama,Copiapó/Caldera,Tayu,0,0
Región de Atacama,Copiapó/Caldera,Tepa,0,0
Región de Atacama,Copiapó/Caldera,Tiaca,0,0
Región de Atacama,Copiapó/Caldera,Tineo,0,0
Región de Atacama,Copiapó/Caldera,Trevo,0,0
Región de Atacama,Copiapó/Caldera,Ulmo,0,0
Región de Atacama,Chañaral/Diego de Almagro,Total,0,0
Región de Atacama,Chañaral/Diego de Almagro,Sin clasificar,0,0
Región de Atacama,Chañaral/Diego de Almagro,Alerce,0,0
Región de Atacama,Chañaral/Diego de Almagro,Algarrobo,0,0
Región de Atacama,Chañaral/Diego de Almagro,Algarrobo del Norte,0,0
Región de Atacama,Chañaral/Diego de Almagro,Araucaria,0,0
Región de Atacama,Chañaral/Diego de Almagro,Arrayán,0,0
Región de Atacama,Chañaral/Diego de Almagro,Avellanillo,0,0
Región de Atacama,Chañaral/Diego de Almagro,Avellano,0,0
Región de Atacama,Chañaral/Diego de Almagro,Belloto del Norte,0,0
Región de Atacama,Chañaral/Diego de Almagro,Belloto del Sur,0,0
Región de Atacama,Chañaral/Diego de Almagro,Boldo,0,0
Región de Atacama,Chañaral/Diego de Almagro,Canelo,0,0
Región de Atacama,Chañaral/Diego de Almagro,Carbonillo o Carbón,0,0
Región de Atacama,Chañaral/Diego de Almagro,Chañar,0,0
Región de Atacama,Chañaral/Diego de Almagro,Ciprés de La Cordillera,0,0
Región de Atacama,Chañaral/Diego de Almagro,Ciprés de Las Guaitecas,0,0
Región de Atacama,Chañaral/Diego de Almagro,Coigüe,0,0
Región de Atacama,Chañaral/Diego de Almagro,Coigüe de Chiloé,0,0
Región de Atacama,Chañaral/Diego de Almagro,Coigüe de Magallanes,0,0
Región de Atacama,Chañaral/Diego de Almagro,Culén,0,0
Región de Atacama,Chañaral/Diego de Almagro,Espino,0,0
Región de Atacama,Chañaral/Diego de Almagro,Fuinque,0,0
Región de Atacama,Chañaral/Diego de Almagro,Huala,0,0
Región de Atacama,Chañaral/Diego de Almagro,Hualo,0,0
Región de Atacama,Chañaral/Diego de Almagro,Huayún,0,0
Región de Atacama,Chañaral/Diego de Almagro,Huella,0,0
Región de Atacama,Chañaral/Diego de Almagro,Huingán,0,0
Región de Atacama,Chañaral/Diego de Almagro,Laurel,0,0
Región de Atacama,Chañaral/Diego de Almagro,Lenga,0,0
Región de Atacama,Chañaral/Diego de Almagro,Leña Dura,0,0
Región de Atacama,Chañaral/Diego de Almagro,Lingue,0,0
Región de Atacama,Chañaral/Diego de Almagro,Lingue del Norte,0,0
Región de Atacama,Chañaral/Diego de Almagro,Litre,0,0
Región de Atacama,Chañaral/Diego de Almagro,Lleuque,0,0
Región de Atacama,Chañaral/Diego de Almagro,Luma,0,0
Región de Atacama,Chañaral/Diego de Almagro,Luma de Más Afuera,0,0
Región de Atacama,Chañaral/Diego de Almagro,Maitén,0,0
Región de Atacama,Chañaral/Diego de Almagro,Mañío de Hojas Cortas,0,0
Región de Atacama,Chañaral/Diego de Almagro,Mañío de Hojas Largas,0,0
Región de Atacama,Chañaral/Diego de Almagro,Mañío de Hojas Punzantes,0,0
Región de Atacama,Chañaral/Diego de Almagro,Mardoño,0,0
Región de Atacama,Chañaral/Diego de Almagro,Melí,0,0
Región de Atacama,Chañaral/Diego de Almagro,Molle,0,0
Región de Atacama,Chañaral/Diego de Almagro,Naranjillo,0,0
Región de Atacama,Chañaral/Diego de Almagro,Notro,0,0
Región de Atacama,Chañaral/Diego de Almagro,Ñirre,0,0
Región de Atacama,Chañaral/Diego de Almagro,Olivillo,0,0
Región de Atacama,Chañaral/Diego de Almagro,Palma Chilena,0,0
Región de Atacama,Chañaral/Diego de Almagro,Patagua,0,0
Región de Atacama,Chañaral/Diego de Almagro,Pelu,0,0
Región de Atacama,Chañaral/Diego de Almagro,Peumo,0,0
Región de Atacama,Chañaral/Diego de Almagro,Picha-Picha,0,0
Región de Atacama,Chañaral/Diego de Almagro,Pimiento,0,0
Región de Atacama,Chañaral/Diego de Almagro,Pitra,0,0
Región de Atacama,Chañaral/Diego de Almagro,Polizón,0,0
Región de Atacama,Chañaral/Diego de Almagro,Queñoa,0,0
Región de Atacama,Chañaral/Diego de Almagro,Queñoa de Altura,0,0
Región de Atacama,Chañaral/Diego de Almagro,Queule,0,0
Región de Atacama,Chañaral/Diego de Almagro,Quillay,0,0
Región de Atacama,Chañaral/Diego de Almagro,Radal,0,0
Región de Atacama,Chañaral/Diego de Almagro,Rarán,0,0
Región de Atacama,Chañaral/Diego de Almagro,Raulí,0,0
Región de Atacama,Chañaral/Diego de Almagro,Roble,0,0
Región de Atacama,Chañaral/Diego de Almagro,Roble Blanco,0,0
Región de Atacama,Chañaral/Diego de Almagro,Ruil,0,0
Región de Atacama,Chañaral/Diego de Almagro,Sándalo,0,0
Región de Atacama,Chañaral/Diego de Almagro,Sauce Amargo,0,0
Región de Atacama,Chañaral/Diego de Almagro,Sauco,0,0
Región de Atacama,Chañaral/Diego de Almagro,Tamarugo,0,0
Región de Atacama,Chañaral/Diego de Almagro,Tara,0,0
Región de Atacama,Chañaral/Diego de Almagro,Tayu,0,0
Región de Atacama,Chañaral/Diego de Almagro,Tepa,0,0
Región de Atacama,Chañaral/Diego de Almagro,Tiaca,0,0
Región de Atacama,Chañaral/Diego de Almagro,Tineo,0,0
Región de Atacama,Chañaral/Diego de Almagro,Trevo,0,0
Región de Atacama,Chañaral/Diego de Almagro,Ulmo,0,0
Región de Atacama,Vallenar,Total,6,37
Región de Atacama,Vallenar,Sin clasificar,0,0
Región de Atacama,Vallenar,Alerce,0,0
Región de Atacama,Vallenar,Algarrobo,0,0
Región de Atacama,Vallenar,Algarrobo del Norte,0,0
Región de Atacama,Vallenar,Araucaria,0,0
Región de Atacama,Vallenar,Arrayán,0,0
Región de Atacama,Vallenar,Avellanillo,0,0
Región de Atacama,Vallenar,Avellano,0,0
Región de Atacama,Vallenar,Belloto del Norte,0,0
Región de Atacama,Vallenar,Belloto del Sur,0,0
Región de Atacama,Vallenar,Boldo,0,0
Región de Atacama,Vallenar,Canelo,0,0
Región de Atacama,Vallenar,Carbonillo o Carbón,0,0
Región de Atacama,Vallenar,Chañar,0,0
Región de Atacama,Vallenar,Ciprés de La Cordillera,0,0
Región de Atacama,Vallenar,Ciprés de Las Guaitecas,0,0
Región de Atacama,Vallenar,Coigüe,0,0
Región de Atacama,Vallenar,Coigüe de Chiloé,0,0
Región de Atacama,Vallenar,Coigüe de Magallanes,0,0
Región de Atacama,Vallenar,Culén,0,0
Región de Atacama,Vallenar,Espino,1,1
Región de Atacama,Vallenar,Fuinque,0,0
Región de Atacama,Vallenar,Huala,0,0
Región de Atacama,Vallenar,Hualo,0,0
Región de Atacama,Vallenar,Huayún,0,0
Región de Atacama,Vallenar,Huella,0,0
Región de Atacama,Vallenar,Huingán,0,0
Región de Atacama,Vallenar,Laurel,0,0
Región de Atacama,Vallenar,Lenga,0,0
Región de Atacama,Vallenar,Leña Dura,0,0
Región de Atacama,Vallenar,Lingue,0,0
Región de Atacama,Vallenar,Lingue del Norte,0,0
Región de Atacama,Vallenar,Litre,0,0
Región de Atacama,Vallenar,Lleuque,0,0
Región de Atacama,Vallenar,Luma,0,0
Región de Atacama,Vallenar,Luma de Más Afuera,0,0
Región de Atacama,Vallenar,Maitén,0,0
Región de Atacama,Vallenar,Mañío de Hojas Cortas,0,0
Región de Atacama,Vallenar,Mañío de Hojas Largas,0,0
Región de Atacama,Vallenar,Mañío de Hojas Punzantes,0,0
Región de Atacama,Vallenar,Mardoño,0,0
Región de Atacama,Vallenar,Melí,0,0
Región de Atacama,Vallenar,Molle,1,10
Región de Atacama,Vallenar,Naranjillo,0,0
Región de Atacama,Vallenar,Notro,0,0
Región de Atacama,Vallenar,Ñirre,0,0
Región de Atacama,Vallenar,Olivillo,0,0
Región de Atacama,Vallenar,Palma Chilena,1,0.5
Región de Atacama,Vallenar,Patagua,0,0
Región de Atacama,Vallenar,Pelu,0,0
Región de Atacama,Vallenar,Peumo,0,0
Región de Atacama,Vallenar,Picha-Picha,0,0
Región de Atacama,Vallenar,Pimiento,2,10.5
Región de Atacama,Vallenar,Pitra,0,0
Región de Atacama,Vallenar,Polizón,0,0
Región de Atacama,Vallenar,Queñoa,0,0
Región de Atacama,Vallenar,Queñoa de Altura,0,0
Región de Atacama,Vallenar,Queule,0,0
Región de Atacama,Vallenar,Quillay,0,0
Región de Atacama,Vallenar,Radal,0,0
Región de Atacama,Vallenar,Rarán,0,0
Región de Atacama,Vallenar,Raulí,1,15
Región de Atacama,Vallenar,Roble,0,0
Región de Atacama,Vallenar,Roble Blanco,0,0
Región de Atacama,Vallenar,Ruil,0,0
Región de Atacama,Vallenar,Sándalo,0,0
Región de Atacama,Vallenar,Sauce Amargo,0,0
Región de Atacama,Vallenar,Sauco,0,0
Región de Atacama,Vallenar,Tamarugo,0,0
Región de Atacama,Vallenar,Tara,0,0
Región de Atacama,Vallenar,Tayu,0,0
Región de Atacama,Vallenar,Tepa,0,0
Región de Atacama,Vallenar,Tiaca,0,0
Región de Atacama,Vallenar,Tineo,0,0
Región de Atacama,Vallenar,Trevo,0,0
Región de Atacama,Vallenar,Ulmo,0,0
Región de Atacama,Alto del Carmen,Total,38,40.795
Región de Atacama,Alto del Carmen,Sin clasificar,0,0
Región de Atacama,Alto del Carmen,Alerce,0,0
Región de Atacama,Alto del Carmen,Algarrobo,0,0
Región de Atacama,Alto del Carmen,Algarrobo del Norte,1,0.4
Región de Atacama,Alto del Carmen,Araucaria,0,0
Región de Atacama,Alto del Carmen,Arrayán,0,0
Región de Atacama,Alto del Carmen,Avellanillo,0,0
Región de Atacama,Alto del Carmen,Avellano,0,0
Región de Atacama,Alto del Carmen,Belloto del Norte,0,0
Región de Atacama,Alto del Carmen,Belloto del Sur,0,0
Región de Atacama,Alto del Carmen,Boldo,0,0
Región de Atacama,Alto del Carmen,Canelo,0,0
Región de Atacama,Alto del Carmen,Carbonillo o Carbón,0,0
Región de Atacama,Alto del Carmen,Chañar,2,0.3
Región de Atacama,Alto del Carmen,Ciprés de La Cordillera,0,0
Región de Atacama,Alto del Carmen,Ciprés de Las Guaitecas,0,0
Región de Atacama,Alto del Carmen,Coigüe,0,0
Región de Atacama,Alto del Carmen,Coigüe de Chiloé,0,0
Región de Atacama,Alto del Carmen,Coigüe de Magallanes,0,0
Región de Atacama,Alto del Carmen,Culén,0,0
Región de Atacama,Alto del Carmen,Espino,26,32.575
Región de Atacama,Alto del Carmen,Fuinque,0,0
Región de Atacama,Alto del Carmen,Huala,0,0
Región de Atacama,Alto del Carmen,Hualo,0,0
Región de Atacama,Alto del Carmen,Huayún,0,0
Región de Atacama,Alto del Carmen,Huella,0,0
Región de Atacama,Alto del Carmen,Huingán,0,0
Región de Atacama,Alto del Carmen,Laurel,0,0
Región de Atacama,Alto del Carmen,Lenga,0,0
Región de Atacama,Alto del Carmen,Leña Dura,0,0
Región de Atacama,Alto del Carmen,Lingue,0,0
Región de Atacama,Alto del Carmen,Lingue del Norte,0,0
Región de Atacama,Alto del Carmen,Litre,0,0
Región de Atacama,Alto del Carmen,Lleuque,0,0
Región de Atacama,Alto del Carmen,Luma,0,0
Región de Atacama,Alto del Carmen,Luma de Más Afuera,0,0
Región de Atacama,Alto del Carmen,Maitén,0,0
Región de Atacama,Alto del Carmen,Mañío de Hojas Cortas,0,0
Región de Atacama,Alto del Carmen,Mañío de Hojas Largas,0,0
Región de Atacama,Alto del Carmen,Mañío de Hojas Punzantes,0,0
Región de Atacama,Alto del Carmen,Mardoño,0,0
Región de Atacama,Alto del Carmen,Melí,0,0
Región de Atacama,Alto del Carmen,Molle,5,3.03
Región de Atacama,Alto del Carmen,Naranjillo,0,0
Región de Atacama,Alto del Carmen,Notro,0,0
Región de Atacama,Alto del Carmen,Ñirre,0,0
Región de Atacama,Alto del Carmen,Olivillo,1,1.5
Región de Atacama,Alto del Carmen,Palma Chilena,0,0
Región de Atacama,Alto del Carmen,Patagua,0,0
Región de Atacama,Alto del Carmen,Pelu,0,0
Región de Atacama,Alto del Carmen,Peumo,0,0
Región de Atacama,Alto del Carmen,Picha-Picha,0,0
Región de Atacama,Alto del Carmen,Pimiento,5,1.49
Región de Atacama,Alto del Carmen,Pitra,0,0
Región de Atacama,Alto del Carmen,Polizón,0,0
Región de Atacama,Alto del Carmen,Queñoa,0,0
Región de Atacama,Alto del Carmen,Queñoa de Altura,0,0
Región de Atacama,Alto del Carmen,Queule,0,0
Región de Atacama,Alto del Carmen,Quillay,0,0
Región de Atacama,Alto del Carmen,Radal,0,0
Región de Atacama,Alto del Carmen,Rarán,0,0
Región de Atacama,Alto del Carmen,Raulí,0,0
Región de Atacama,Alto del Carmen,Roble,0,0
Región de Atacama,Alto del Carmen,Roble Blanco,0,0
Región de Atacama,Alto del Carmen,Ruil,0,0
Región de Atacama,Alto del Carmen,Sándalo,0,0
Región de Atacama,Alto del Carmen,Sauce Amargo,1,1.5
Región de Atacama,Alto del Carmen,Sauco,0,0
Región de Atacama,Alto del Carmen,Tamarugo,0,0
Región de Atacama,Alto del Carmen,Tara,0,0
Región de Atacama,Alto del Carmen,Tayu,0,0
Región de Atacama,Alto del Carmen,Tepa,0,0
Región de Atacama,Alto del Carmen,Tiaca,0,0
Región de Atacama,Alto del Carmen,Tineo,0,0
Región de Atacama,Alto del Carmen,Trevo,0,0
Región de Atacama,Alto del Carmen,Ulmo,0,0
Región de Atacama,Freirina,Total,0,0
Región de Atacama,Freirina,Sin clasificar,0,0
Región de Atacama,Freirina,Alerce,0,0
Región de Atacama,Freirina,Algarrobo,0,0
Región de Atacama,Freirina,Algarrobo del Norte,0,0
Región de Atacama,Freirina,Araucaria,0,0
Región de Atacama,Freirina,Arrayán,0,0
Región de Atacama,Freirina,Avellanillo,0,0
Región de Atacama,Freirina,Avellano,0,0
Región de Atacama,Freirina,Belloto del Norte,0,0
Región de Atacama,Freirina,Belloto del Sur,0,0
Región de Atacama,Freirina,Boldo,0,0
Región de Atacama,Freirina,Canelo,0,0
Región de Atacama,Freirina,Carbonillo o Carbón,0,0
Región de Atacama,Freirina,Chañar,0,0
Región de Atacama,Freirina,Ciprés de La Cordillera,0,0
Región de Atacama,Freirina,Ciprés de Las Guaitecas,0,0
Región de Atacama,Freirina,Coigüe,0,0
Región de Atacama,Freirina,Coigüe de Chiloé,0,0
Región de Atacama,Freirina,Coigüe de Magallanes,0,0
Región de Atacama,Freirina,Culén,0,0
Región de Atacama,Freirina,Espino,0,0
Región de Atacama,Freirina,Fuinque,0,0
Región de Atacama,Freirina,Huala,0,0
Región de Atacama,Freirina,Hualo,0,0
Región de Atacama,Freirina,Huayún,0,0
Región de Atacama,Freirina,Huella,0,0
Región de Atacama,Freirina,Huingán,0,0
Región de Atacama,Freirina,Laurel,0,0
Región de Atacama,Freirina,Lenga,0,0
Región de Atacama,Freirina,Leña Dura,0,0
Región de Atacama,Freirina,Lingue,0,0
Región de Atacama,Freirina,Lingue del Norte,0,0
Región de Atacama,Freirina,Litre,0,0
Región de Atacama,Freirina,Lleuque,0,0
Región de Atacama,Freirina,Luma,0,0
Región de Atacama,Freirina,Luma de Más Afuera,0,0
Región de Atacama,Freirina,Maitén,0,0
Región de Atacama,Freirina,Mañío de Hojas Cortas,0,0
Región de Atacama,Freirina,Mañío de Hojas Largas,0,0
Región de Atacama,Freirina,Mañío de Hojas Punzantes,0,0
Región de Atacama,Freirina,Mardoño,0,0
Región de Atacama,Freirina,Melí,0,0
Región de Atacama,Freirina,Molle,0,0
Región de Atacama,Freirina,Naranjillo,0,0
Región de Atacama,Freirina,Notro,0,0
Región de Atacama,Freirina,Ñirre,0,0
Región de Atacama,Freirina,Olivillo,0,0
Región de Atacama,Freirina,Palma Chilena,0,0
Región de Atacama,Freirina,Patagua,0,0
Región de Atacama,Freirina,Pelu,0,0
Región de Atacama,Freirina,Peumo,0,0
Región de Atacama,Freirina,Picha-Picha,0,0
Región de Atacama,Freirina,Pimiento,0,0
Región de Atacama,Freirina,Pitra,0,0
Región de Atacama,Freirina,Polizón,0,0
Región de Atacama,Freirina,Queñoa,0,0
Región de Atacama,Freirina,Queñoa de Altura,0,0
Región de Atacama,Freirina,Queule,0,0
Región de Atacama,Freirina,Quillay,0,0
Región de Atacama,Freirina,Radal,0,0
Región de Atacama,Freirina,Rarán,0,0
Región de Atacama,Freirina,Raulí,0,0
Región de Atacama,Freirina,Roble,0,0
Región de Atacama,Freirina,Roble Blanco,0,0
Región de Atacama,Freirina,Ruil,0,0
Región de Atacama,Freirina,Sándalo,0,0
Región de Atacama,Freirina,Sauce Amargo,0,0
Región de Atacama,Freirina,Sauco,0,0
Región de Atacama,Freirina,Tamarugo,0,0
Región de Atacama,Freirina,Tara,0,0
Región de Atacama,Freirina,Tayu,0,0
Región de Atacama,Freirina,Tepa,0,0
Región de Atacama,Freirina,Tiaca,0,0
Región de Atacama,Freirina,Tineo,0,0
Región de Atacama,Freirina,Trevo,0,0
Región de Atacama,Freirina,Ulmo,0,0
Región de Atacama,Huasco,Total,1,0.2
Región de Atacama,Huasco,Sin clasificar,0,0
Región de Atacama,Huasco,Alerce,0,0
Región de Atacama,Huasco,Algarrobo,0,0
Región de Atacama,Huasco,Algarrobo del Norte,0,0
Región de Atacama,Huasco,Araucaria,0,0
Región de Atacama,Huasco,Arrayán,0,0
Región de Atacama,Huasco,Avellanillo,0,0
Región de Atacama,Huasco,Avellano,0,0
Región de Atacama,Huasco,Belloto del Norte,0,0
Región de Atacama,Huasco,Belloto del Sur,0,0
Región de Atacama,Huasco,Boldo,0,0
Región de Atacama,Huasco,Canelo,0,0
Región de Atacama,Huasco,Carbonillo o Carbón,0,0
Región de Atacama,Huasco,Chañar,0,0
Región de Atacama,Huasco,Ciprés de La Cordillera,0,0
Región de Atacama,Huasco,Ciprés de Las Guaitecas,0,0
Región de Atacama,Huasco,Coigüe,0,0
Región de Atacama,Huasco,Coigüe de Chiloé,0,0
Región de Atacama,Huasco,Coigüe de Magallanes,0,0
Región de Atacama,Huasco,Culén,0,0
Región de Atacama,Huasco,Espino,0,0
Región de Atacama,Huasco,Fuinque,0,0
Región de Atacama,Huasco,Huala,0,0
Región de Atacama,Huasco,Hualo,0,0
Región de Atacama,Huasco,Huayún,0,0
Región de Atacama,Huasco,Huella,0,0
Región de Atacama,Huasco,Huingán,0,0
Región de Atacama,Huasco,Laurel,0,0
Región de Atacama,Huasco,Lenga,0,0
Región de Atacama,Huasco,Leña Dura,0,0
Región de Atacama,Huasco,Lingue,0,0
Región de Atacama,Huasco,Lingue del Norte,0,0
Región de Atacama,Huasco,Litre,0,0
Región de Atacama,Huasco,Lleuque,0,0
Región de Atacama,Huasco,Luma,0,0
Región de Atacama,Huasco,Luma de Más Afuera,0,0
Región de Atacama,Huasco,Maitén,0,0
Región de Atacama,Huasco,Mañío de Hojas Cortas,0,0
Región de Atacama,Huasco,Mañío de Hojas Largas,0,0
Región de Atacama,Huasco,Mañío de Hojas Punzantes,0,0
Región de Atacama,Huasco,Mardoño,0,0
Región de Atacama,Huasco,Melí,0,0
Región de Atacama,Huasco,Molle,0,0
Región de Atacama,Huasco,Naranjillo,0,0
Región de Atacama,Huasco,Notro,0,0
Región de Atacama,Huasco,Ñirre,0,0
Región de Atacama,Huasco,Olivillo,0,0
Región de Atacama,Huasco,Palma Chilena,0,0
Región de Atacama,Huasco,Patagua,0,0
Región de Atacama,Huasco,Pelu,0,0
Región de Atacama,Huasco,Peumo,0,0
Región de Atacama,Huasco,Picha-Picha,0,0
Región de Atacama,Huasco,Pimiento,0,0
Región de Atacama,Huasco,Pitra,0,0
Región de Atacama,Huasco,Polizón,0,0
Región de Atacama,Huasco,Queñoa,0,0
Región de Atacama,Huasco,Queñoa de Altura,0,0
Región de Atacama,Huasco,Queule,0,0
Región de Atacama,Huasco,Quillay,0,0
Región de Atacama,Huasco,Radal,0,0
Región de Atacama,Huasco,Rarán,0,0
Región de Atacama,Huasco,Raulí,0,0
Región de Atacama,Huasco,Roble,0,0
Región de Atacama,Huasco,Roble Blanco,0,0
Región de Atacama,Huasco,Ruil,0,0
Región de Atacama,Huasco,Sándalo,0,0
Región de Atacama,Huasco,Sauce Amargo,1,0.2
Región de Atacama,Huasco,Sauco,0,0
Región de Atacama,Huasco,Tamarugo,0,0
Región de Atacama,Huasco,Tara,0,0
Región de Atacama,Huasco,Tayu,0,0
Región de Atacama,Huasco,Tepa,0,0
Región de Atacama,Huasco,Tiaca,0,0
Región de Atacama,Huasco,Tineo,0,0
Región de Atacama,Huasco,Trevo,0,0
Región de Atacama,Huasco,Ulmo,0,0
Región de Coquimbo,Total Región,Total,492,34528.77
Región de Coquimbo,Total Región,Sin clasificar,3,3.95
Región de Coquimbo,Total Región,Alerce,0,0
Región de Coquimbo,Total Región,Algarrobo,13,2578.5
Región de Coquimbo,Total Región,Algarrobo del Norte,0,0
Región de Coquimbo,Total Región,Araucaria,0,0
Región de Coquimbo,Total Región,Arrayán,12,361.28
Región de Coquimbo,Total Región,Avellanillo,0,0
Región de Coquimbo,Total Región,Avellano,0,0
Región de Coquimbo,Total Región,Belloto del Norte,0,0
Región de Coquimbo,Total Región,Belloto del Sur,0,0
Región de Coquimbo,Total Región,Boldo,3,703.75
Región de Coquimbo,Total Región,Canelo,0,0
Región de Coquimbo,Total Región,Carbonillo o Carbón,4,740.1
Región de Coquimbo,Total Región,Chañar,7,646.776
Región de Coquimbo,Total Región,Ciprés de La Cordillera,0,0
Región de Coquimbo,Total Región,Ciprés de Las Guaitecas,0,0
Región de Coquimbo,Total Región,Coigüe,0,0
Región de Coquimbo,Total Región,Coigüe de Chiloé,0,0
Región de Coquimbo,Total Región,Coigüe de Magallanes,0,0
Región de Coquimbo,Total Región,Culén,1,0.05
Región de Coquimbo,Total Región,Espino,220,17242.577
Región de Coquimbo,Total Región,Fuinque,0,0
Región de Coquimbo,Total Región,Huala,0,0
Región de Coquimbo,Total Región,Hualo,0,0
Región de Coquimbo,Total Región,Huayún,0,0
Región de Coquimbo,Total Región,Huella,0,0
