0,1,2,3,4,5,6,7,8
región_metropolitana_de_santiago,quinta_normal,flores_de_corte,milindro_(godetia_multicolor),0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,quinta_normal,flores_de_corte,narciso_(narcissus_spp.),0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,quinta_normal,flores_de_corte,ornitogalum_(ornithogalum_spp.),0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,quinta_normal,flores_de_corte,peonía_(paeonia_spp.),0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,quinta_normal,flores_de_corte,perritos_(antirrhinum_majus),0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,quinta_normal,flores_de_corte,protea_(protea_spp.),0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,quinta_normal,flores_de_corte,ranúnculo_(ranunculus_spp.),0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,quinta_normal,flores_de_corte,reina_luisa_(aster_spp.),0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,quinta_normal,flores_de_corte,rosa_(rosa_spp.),0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,quinta_normal,flores_de_corte,ruscus_(ruscus_spp.),0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,quinta_normal,flores_de_corte,siempreviva_(helichrysum_spp.),0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,quinta_normal,flores_de_corte,tulipán_(tulipa_spp.),0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,quinta_normal,flores_de_corte,vara_de_oro_(solidago_spp.),0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,quinta_normal,flores_de_corte,vibornio_(viburnum_spp.),0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,quinta_normal,flores_de_corte,viola_(viola_spp.),0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,quinta_normal,flores_de_corte,zinnia_(zinnia_spp.),0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,quinta_normal,flores_de_corte,otras_flores_de_corte_o_follaje,0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,quinta_normal,hortalizas,total,0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,quinta_normal,hortalizas,sin_clasificar,0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,quinta_normal,hortalizas,acelga,0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,quinta_normal,hortalizas,achicoria,0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,quinta_normal,hortalizas,ají,0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,quinta_normal,hortalizas,ajo,0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,quinta_normal,hortalizas,ajo_chilote,0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,quinta_normal,hortalizas,albahaca,0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,quinta_normal,hortalizas,alcachofa,0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,quinta_normal,hortalizas,alcaparra,0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,quinta_normal,hortalizas,alcayota,0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,quinta_normal,hortalizas,apio,0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,quinta_normal,hortalizas,arveja_verde,0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,quinta_normal,hortalizas,berenjena,0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,quinta_normal,hortalizas,berro,0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,quinta_normal,hortalizas,betarraga,0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,quinta_normal,hortalizas,brócoli,0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,quinta_normal,hortalizas,bunching_(consumo),0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,quinta_normal,hortalizas,caigua,0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,quinta_normal,hortalizas,camote,0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,quinta_normal,hortalizas,cebolla,0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,quinta_normal,hortalizas,cebollín_(incl._baby_y_otros),0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,quinta_normal,hortalizas,chalota,0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,quinta_normal,hortalizas,choclo,0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,quinta_normal,hortalizas,choclo_dulce_(maíz_dulce),0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,quinta_normal,hortalizas,ciboultte,0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,quinta_normal,hortalizas,cilantro,0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,quinta_normal,hortalizas,coliflor,0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,quinta_normal,hortalizas,endibia,0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,quinta_normal,hortalizas,espárrago,0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,quinta_normal,hortalizas,espinaca,0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,quinta_normal,hortalizas,haba,0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,quinta_normal,hortalizas,huerta_casera_(princ._autoconsum,0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,quinta_normal,hortalizas,kale_(o_col_crespa),0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,quinta_normal,hortalizas,kohlrabi_(o_colirrábano),0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,quinta_normal,hortalizas,lechuga,0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,quinta_normal,hortalizas,locoto_(o_rocoto),0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,quinta_normal,hortalizas,lufa,0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,quinta_normal,hortalizas,melón,0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,quinta_normal,hortalizas,orégano,0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,quinta_normal,hortalizas,pak_choi_(o_bok_choy),0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,quinta_normal,hortalizas,pepino_dulce,0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,quinta_normal,hortalizas,pepino_ensalada,0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,quinta_normal,hortalizas,perejil,0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,quinta_normal,hortalizas,pimiento_(incl._todos_los_tipos),0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,quinta_normal,hortalizas,poroto_granado,0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,quinta_normal,hortalizas,poroto_verde,0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,quinta_normal,hortalizas,puerro,0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,quinta_normal,hortalizas,rábano_(o_rabanito),0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,quinta_normal,hortalizas,repollito_de_bruselas,0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,quinta_normal,hortalizas,repollo,0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,quinta_normal,hortalizas,rúcula,0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,quinta_normal,hortalizas,ruibardo,0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,quinta_normal,hortalizas,sandía,0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,quinta_normal,hortalizas,tomate,0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,quinta_normal,hortalizas,tomate_cherry_(u_otros_mini),0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,quinta_normal,hortalizas,zanahoria,0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,quinta_normal,hortalizas,zapallo,0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,quinta_normal,hortalizas,zapallo_italiano,0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,quinta_normal,hortalizas,otras_hortalizas,0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,quinta_normal,hortalizas,champiñón_de_parís_o_común_(agar,0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,quinta_normal,hortalizas,portobello_(agaricus_bisporus_va,0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,quinta_normal,hortalizas,shiitake_(lentinula_edodes),0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,quinta_normal,hortalizas,ostra_(pleurotus_varios),0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,quinta_normal,hortalizas,trufa_negra_(tuber_melanosporum),0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,quinta_normal,hortalizas,otros_hongos_y_setas,0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,quinta_normal,hortalizas,anís,0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,quinta_normal,hortalizas,azafrán,0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,quinta_normal,hortalizas,cedrón,0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,quinta_normal,hortalizas,comino,0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,quinta_normal,hortalizas,eneldo,0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,quinta_normal,hortalizas,hipérico_(o_hierba_de_s._juan),0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,quinta_normal,hortalizas,jengibre,0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,quinta_normal,hortalizas,lavanda,0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,quinta_normal,hortalizas,manzanilla,0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,quinta_normal,hortalizas,menta,0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,quinta_normal,hortalizas,romero,0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,quinta_normal,hortalizas,ruda,0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,quinta_normal,hortalizas,salvia,0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,quinta_normal,hortalizas,tomillo,0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,quinta_normal,hortalizas,toronjil_(o_melisa),0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,quinta_normal,hortalizas,otras_plantas_aromáticas_y_medic,0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,quinta_normal,semilleros,total,0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,quinta_normal,semilleros,sin_clasificar,0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,quinta_normal,semilleros,"semillas_de_cereal,_leguminosas",0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,quinta_normal,semilleros,semillas_de_cultivos_industriale,0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,quinta_normal,semilleros,semillas_de_hortalizas,0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,quinta_normal,semilleros,otras_semillas,0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,recoleta,flores_de_corte,total,0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,recoleta,flores_de_corte,sin_clasificar,0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,recoleta,flores_de_corte,agapanto_(agapanthus_spp.),0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,recoleta,flores_de_corte,alelí_(matthiola_incana),0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,recoleta,flores_de_corte,anémona_(anemone_spp.),0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,recoleta,flores_de_corte,astilbe_(astilbe_spp.),0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,recoleta,flores_de_corte,astromelia_(alstroemeria_spp.),0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,recoleta,flores_de_corte,ave_del_paraíso_(strelitzia_regi,0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,recoleta,flores_de_corte,azucena_(nerine_spp.),0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,recoleta,flores_de_corte,cala_(zantedeschia_spp.),0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,recoleta,flores_de_corte,cebolla_ornamental_(allium_spp.),0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,recoleta,flores_de_corte,celosía_(celosia_argentea),0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,recoleta,flores_de_corte,chinas_(tagetes_erecta),0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,recoleta,flores_de_corte,cineraria_(senecio_cruentus),0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,recoleta,flores_de_corte,clavel_(dianthus_caryophyllus),0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,recoleta,flores_de_corte,clavelina_(dianthus_barbatus),0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,recoleta,flores_de_corte,craspedia_(craspedia_uniflora),0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,recoleta,flores_de_corte,crisantemo_(chrysanthemum_spp.),0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,recoleta,flores_de_corte,dalia_(dahlia_spp.),0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,recoleta,flores_de_corte,escabiosa_(scabiosa_spp.),0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,recoleta,flores_de_corte,estatice_(limonium_spp.),0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,recoleta,flores_de_corte,flor_de_cera_(chamelaucium_uncin,0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,recoleta,flores_de_corte,fresia_(freesia_spp.),0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,recoleta,flores_de_corte,genciana_(gentiana_spp.),0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,recoleta,flores_de_corte,gerbera_(gerbera_spp.),0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,recoleta,flores_de_corte,girasol_(helianthus_annus),0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,recoleta,flores_de_corte,gladiolo_(gladiolus_spp.),0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,recoleta,flores_de_corte,hipérico_rojo_(hypericum_spp.),0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,recoleta,flores_de_corte,hortensia_(hydrangea_spp.),0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,recoleta,flores_de_corte,ilusión_(gypsophila_spp.),0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,recoleta,flores_de_corte,jacinto_(hyacinthus_orientalis),0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,recoleta,flores_de_corte,junco_(cyperus_papyrus),0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,recoleta,flores_de_corte,leucadendro_(leucadendron_spp.),0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,recoleta,flores_de_corte,liatris_(liatris_spp.),0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,recoleta,flores_de_corte,lilium_(lilium_spp.),0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,recoleta,flores_de_corte,lirios_(iris_spp.),0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,recoleta,flores_de_corte,lisianto_(lisianthus_spp.),0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,recoleta,flores_de_corte,milindro_(godetia_multicolor),0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,recoleta,flores_de_corte,narciso_(narcissus_spp.),0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,recoleta,flores_de_corte,ornitogalum_(ornithogalum_spp.),0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,recoleta,flores_de_corte,peonía_(paeonia_spp.),0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,recoleta,flores_de_corte,perritos_(antirrhinum_majus),0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,recoleta,flores_de_corte,protea_(protea_spp.),0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,recoleta,flores_de_corte,ranúnculo_(ranunculus_spp.),0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,recoleta,flores_de_corte,reina_luisa_(aster_spp.),0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,recoleta,flores_de_corte,rosa_(rosa_spp.),0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,recoleta,flores_de_corte,ruscus_(ruscus_spp.),0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,recoleta,flores_de_corte,siempreviva_(helichrysum_spp.),0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,recoleta,flores_de_corte,tulipán_(tulipa_spp.),0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,recoleta,flores_de_corte,vara_de_oro_(solidago_spp.),0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,recoleta,flores_de_corte,vibornio_(viburnum_spp.),0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,recoleta,flores_de_corte,viola_(viola_spp.),0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,recoleta,flores_de_corte,zinnia_(zinnia_spp.),0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,recoleta,flores_de_corte,otras_flores_de_corte_o_follaje,0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,recoleta,hortalizas,total,0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,recoleta,hortalizas,sin_clasificar,0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,recoleta,hortalizas,acelga,0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,recoleta,hortalizas,achicoria,0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,recoleta,hortalizas,ají,0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,recoleta,hortalizas,ajo,0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,recoleta,hortalizas,ajo_chilote,0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,recoleta,hortalizas,albahaca,0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,recoleta,hortalizas,alcachofa,0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,recoleta,hortalizas,alcaparra,0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,recoleta,hortalizas,alcayota,0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,recoleta,hortalizas,apio,0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,recoleta,hortalizas,arveja_verde,0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,recoleta,hortalizas,berenjena,0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,recoleta,hortalizas,berro,0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,recoleta,hortalizas,betarraga,0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,recoleta,hortalizas,brócoli,0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,recoleta,hortalizas,bunching_(consumo),0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,recoleta,hortalizas,caigua,0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,recoleta,hortalizas,camote,0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,recoleta,hortalizas,cebolla,0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,recoleta,hortalizas,cebollín_(incl._baby_y_otros),0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,recoleta,hortalizas,chalota,0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,recoleta,hortalizas,choclo,0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,recoleta,hortalizas,choclo_dulce_(maíz_dulce),0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,recoleta,hortalizas,ciboultte,0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,recoleta,hortalizas,cilantro,0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,recoleta,hortalizas,coliflor,0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,recoleta,hortalizas,endibia,0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,recoleta,hortalizas,espárrago,0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,recoleta,hortalizas,espinaca,0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,recoleta,hortalizas,haba,0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,recoleta,hortalizas,huerta_casera_(princ._autoconsum,0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,recoleta,hortalizas,kale_(o_col_crespa),0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,recoleta,hortalizas,kohlrabi_(o_colirrábano),0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,recoleta,hortalizas,lechuga,0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,recoleta,hortalizas,locoto_(o_rocoto),0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,recoleta,hortalizas,lufa,0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,recoleta,hortalizas,melón,0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,recoleta,hortalizas,orégano,0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,recoleta,hortalizas,pak_choi_(o_bok_choy),0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,recoleta,hortalizas,pepino_dulce,0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,recoleta,hortalizas,pepino_ensalada,0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,recoleta,hortalizas,perejil,0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,recoleta,hortalizas,pimiento_(incl._todos_los_tipos),0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,recoleta,hortalizas,poroto_granado,0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,recoleta,hortalizas,poroto_verde,0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,recoleta,hortalizas,puerro,0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,recoleta,hortalizas,rábano_(o_rabanito),0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,recoleta,hortalizas,repollito_de_bruselas,0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,recoleta,hortalizas,repollo,0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,recoleta,hortalizas,rúcula,0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,recoleta,hortalizas,ruibardo,0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,recoleta,hortalizas,sandía,0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,recoleta,hortalizas,tomate,0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,recoleta,hortalizas,tomate_cherry_(u_otros_mini),0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,recoleta,hortalizas,zanahoria,0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,recoleta,hortalizas,zapallo,0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,recoleta,hortalizas,zapallo_italiano,0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,recoleta,hortalizas,otras_hortalizas,0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,recoleta,hortalizas,champiñón_de_parís_o_común_(agar,0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,recoleta,hortalizas,portobello_(agaricus_bisporus_va,0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,recoleta,hortalizas,shiitake_(lentinula_edodes),0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,recoleta,hortalizas,ostra_(pleurotus_varios),0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,recoleta,hortalizas,trufa_negra_(tuber_melanosporum),0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,recoleta,hortalizas,otros_hongos_y_setas,0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,recoleta,hortalizas,anís,0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,recoleta,hortalizas,azafrán,0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,recoleta,hortalizas,cedrón,0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,recoleta,hortalizas,comino,0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,recoleta,hortalizas,eneldo,0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,recoleta,hortalizas,hipérico_(o_hierba_de_s._juan),0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,recoleta,hortalizas,jengibre,0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,recoleta,hortalizas,lavanda,0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,recoleta,hortalizas,manzanilla,0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,recoleta,hortalizas,menta,0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,recoleta,hortalizas,romero,0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,recoleta,hortalizas,ruda,0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,recoleta,hortalizas,salvia,0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,recoleta,hortalizas,tomillo,0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,recoleta,hortalizas,toronjil_(o_melisa),0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,recoleta,hortalizas,otras_plantas_aromáticas_y_medic,0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,recoleta,semilleros,total,0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,recoleta,semilleros,sin_clasificar,0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,recoleta,semilleros,"semillas_de_cereal,_leguminosas",0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,recoleta,semilleros,semillas_de_cultivos_industriale,0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,recoleta,semilleros,semillas_de_hortalizas,0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,recoleta,semilleros,otras_semillas,0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,san_joaquín,flores_de_corte,total,0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,san_joaquín,flores_de_corte,sin_clasificar,0.0,0.0,0.0,0.0,0.0
