total_nacional_region,comuna_67,tipo_de_cultivo,especie,numero_total_de_upa8910,superficie_total_de_cultivo_ha,aire_libre_superficie_ha,bajo_cubierta_superficie_ha,sin_clasificar_superficie_ha_11
Región del Maule,Licantén,Hortalizas,Cedrón,0,0,0,0,0
Región del Maule,Licantén,Hortalizas,Comino,0,0,0,0,0
Región del Maule,Licantén,Hortalizas,Eneldo,0,0,0,0,0
Región del Maule,Licantén,Hortalizas,Hipérico (o hierba de S. Juan),0,0,0,0,0
Región del Maule,Licantén,Hortalizas,Jengibre,0,0,0,0,0
Región del Maule,Licantén,Hortalizas,Lavanda,0,0,0,0,0
Región del Maule,Licantén,Hortalizas,Manzanilla,0,0,0,0,0
Región del Maule,Licantén,Hortalizas,Menta,0,0,0,0,0
Región del Maule,Licantén,Hortalizas,Romero,0,0,0,0,0
Región del Maule,Licantén,Hortalizas,Ruda,0,0,0,0,0
Región del Maule,Licantén,Hortalizas,Salvia,0,0,0,0,0
Región del Maule,Licantén,Hortalizas,Tomillo,0,0,0,0,0
Región del Maule,Licantén,Hortalizas,Toronjil (o melisa),0,0,0,0,0
Región del Maule,Licantén,Hortalizas,Otras Plantas Aromáticas y Medicinales,0,0,0,0,0
Región del Maule,Licantén,Semilleros,Total,2,15.5,15.5,0,0
Región del Maule,Licantén,Semilleros,Sin Clasificar,0,0,0,0,0
Región del Maule,Licantén,Semilleros,"Semillas de Cereal, Leguminosas y Tubérculos",0,0,0,0,0
Región del Maule,Licantén,Semilleros,Semillas de Cultivos Industriales,0,0,0,0,0
Región del Maule,Licantén,Semilleros,Semillas de Hortalizas,2,15.5,15.5,0,0
Región del Maule,Licantén,Semilleros,Otras Semillas,0,0,0,0,0
Región del Maule,Molina,Flores de corte,Total,2,2.4,0.4,2,0
Región del Maule,Molina,Flores de corte,Sin Clasificar,0,0,0,0,0
Región del Maule,Molina,Flores de corte,Agapanto (Agapanthus spp.),0,0,0,0,0
Región del Maule,Molina,Flores de corte,Alelí (Matthiola incana),0,0,0,0,0
Región del Maule,Molina,Flores de corte,Anémona (Anemone spp.),0,0,0,0,0
Región del Maule,Molina,Flores de corte,Astilbe (Astilbe spp.),0,0,0,0,0
Región del Maule,Molina,Flores de corte,Astromelia (Alstroemeria spp.),0,0,0,0,0
Región del Maule,Molina,Flores de corte,Ave del Paraíso (Strelitzia reginae),0,0,0,0,0
Región del Maule,Molina,Flores de corte,Azucena (Nerine spp.),0,0,0,0,0
Región del Maule,Molina,Flores de corte,Cala (Zantedeschia spp.),0,0,0,0,0
Región del Maule,Molina,Flores de corte,Cebolla Ornamental (Allium spp.),0,0,0,0,0
Región del Maule,Molina,Flores de corte,Celosía (Celosia Argentea),0,0,0,0,0
Región del Maule,Molina,Flores de corte,Chinas (Tagetes erecta),0,0,0,0,0
Región del Maule,Molina,Flores de corte,Cineraria (Senecio cruentus),0,0,0,0,0
Región del Maule,Molina,Flores de corte,Clavel (Dianthus caryophyllus),0,0,0,0,0
Región del Maule,Molina,Flores de corte,Clavelina (Dianthus barbatus),0,0,0,0,0
Región del Maule,Molina,Flores de corte,Craspedia (Craspedia uniflora),0,0,0,0,0
Región del Maule,Molina,Flores de corte,Crisantemo (Chrysanthemum spp.),1,0.35,0.35,0,0
Región del Maule,Molina,Flores de corte,Dalia (Dahlia spp.),0,0,0,0,0
Región del Maule,Molina,Flores de corte,Escabiosa (Scabiosa spp.),0,0,0,0,0
Región del Maule,Molina,Flores de corte,Estatice (Limonium spp.),1,0.05,0.05,0,0
Región del Maule,Molina,Flores de corte,Flor de cera (Chamelaucium uncinatum),0,0,0,0,0
Región del Maule,Molina,Flores de corte,Fresia (Freesia spp.),0,0,0,0,0
Región del Maule,Molina,Flores de corte,Genciana (Gentiana spp.),0,0,0,0,0
Región del Maule,Molina,Flores de corte,Gerbera (Gerbera spp.),0,0,0,0,0
Región del Maule,Molina,Flores de corte,Girasol (Helianthus annus),0,0,0,0,0
Región del Maule,Molina,Flores de corte,Gladiolo (Gladiolus spp.),0,0,0,0,0
Región del Maule,Molina,Flores de corte,Hipérico rojo (Hypericum spp.),0,0,0,0,0
Región del Maule,Molina,Flores de corte,Hortensia (Hydrangea spp.),0,0,0,0,0
Región del Maule,Molina,Flores de corte,Ilusión (Gypsophila spp.),0,0,0,0,0
Región del Maule,Molina,Flores de corte,Jacinto (Hyacinthus orientalis),0,0,0,0,0
Región del Maule,Molina,Flores de corte,Junco (Cyperus papyrus),0,0,0,0,0
Región del Maule,Molina,Flores de corte,Leucadendro (Leucadendron spp.),0,0,0,0,0
Región del Maule,Molina,Flores de corte,Liatris (Liatris spp.),0,0,0,0,0
Región del Maule,Molina,Flores de corte,Lilium (Lilium spp.),0,0,0,0,0
Región del Maule,Molina,Flores de corte,Lirios (Iris spp.),0,0,0,0,0
Región del Maule,Molina,Flores de corte,Lisianto (Lisianthus spp.),0,0,0,0,0
Región del Maule,Molina,Flores de corte,Milindro (Godetia multicolor),0,0,0,0,0
Región del Maule,Molina,Flores de corte,Narciso (Narcissus spp.),0,0,0,0,0
Región del Maule,Molina,Flores de corte,Ornitogalum (Ornithogalum spp.),0,0,0,0,0
Región del Maule,Molina,Flores de corte,Peonía (Paeonia spp.),1,2,0,2,0
Región del Maule,Molina,Flores de corte,Perritos (Antirrhinum majus),0,0,0,0,0
Región del Maule,Molina,Flores de corte,Protea (Protea spp.),0,0,0,0,0
Región del Maule,Molina,Flores de corte,Ranúnculo (Ranunculus spp.),0,0,0,0,0
Región del Maule,Molina,Flores de corte,Reina Luisa (Aster spp.),0,0,0,0,0
Región del Maule,Molina,Flores de corte,Rosa (Rosa spp.),0,0,0,0,0
Región del Maule,Molina,Flores de corte,Ruscus (Ruscus spp.),0,0,0,0,0
Región del Maule,Molina,Flores de corte,Siempreviva (Helichrysum spp.),0,0,0,0,0
Región del Maule,Molina,Flores de corte,Tulipán (Tulipa spp.),0,0,0,0,0
Región del Maule,Molina,Flores de corte,Vara de oro (Solidago spp.),0,0,0,0,0
Región del Maule,Molina,Flores de corte,Vibornio (Viburnum spp.),0,0,0,0,0
Región del Maule,Molina,Flores de corte,Viola (Viola spp.),0,0,0,0,0
Región del Maule,Molina,Flores de corte,Zinnia (Zinnia spp.),0,0,0,0,0
Región del Maule,Molina,Flores de corte,Otras flores de corte o follaje de corte,0,0,0,0,0
Región del Maule,Molina,Hortalizas,Total,41,60.893,59.585,0.208,1.1
Región del Maule,Molina,Hortalizas,Sin Clasificar,2,1.1,0,0,1.1
Región del Maule,Molina,Hortalizas,Acelga,0,0,0,0,0
Región del Maule,Molina,Hortalizas,Achicoria,0,0,0,0,0
Región del Maule,Molina,Hortalizas,Ají,0,0,0,0,0
Región del Maule,Molina,Hortalizas,Ajo,0,0,0,0,0
Región del Maule,Molina,Hortalizas,Ajo chilote,0,0,0,0,0
Región del Maule,Molina,Hortalizas,Albahaca,0,0,0,0,0
Región del Maule,Molina,Hortalizas,Alcachofa,3,2,2,0,0
Región del Maule,Molina,Hortalizas,Alcaparra,0,0,0,0,0
Región del Maule,Molina,Hortalizas,Alcayota,0,0,0,0,0
Región del Maule,Molina,Hortalizas,Apio,0,0,0,0,0
Región del Maule,Molina,Hortalizas,Arveja Verde,0,0,0,0,0
Región del Maule,Molina,Hortalizas,Berenjena,0,0,0,0,0
Región del Maule,Molina,Hortalizas,Berro,0,0,0,0,0
Región del Maule,Molina,Hortalizas,Betarraga,0,0,0,0,0
Región del Maule,Molina,Hortalizas,Brócoli,1,0.1,0.1,0,0
Región del Maule,Molina,Hortalizas,Bunching (consumo),0,0,0,0,0
Región del Maule,Molina,Hortalizas,Caigua,0,0,0,0,0
Región del Maule,Molina,Hortalizas,Camote,0,0,0,0,0
Región del Maule,Molina,Hortalizas,Cebolla,4,1.11,1.1,0.01,0
Región del Maule,Molina,Hortalizas,Cebollín (incl. baby y otros),1,0.01,0,0.01,0
Región del Maule,Molina,Hortalizas,Chalota,0,0,0,0,0
Región del Maule,Molina,Hortalizas,Choclo,1,0.2,0.2,0,0
Región del Maule,Molina,Hortalizas,Choclo dulce (maíz dulce),0,0,0,0,0
Región del Maule,Molina,Hortalizas,Ciboultte,0,0,0,0,0
Región del Maule,Molina,Hortalizas,Cilantro,1,0.145,0.145,0,0
Región del Maule,Molina,Hortalizas,Coliflor,1,0.1,0.1,0,0
Región del Maule,Molina,Hortalizas,Endibia,0,0,0,0,0
Región del Maule,Molina,Hortalizas,Espárrago,0,0,0,0,0
Región del Maule,Molina,Hortalizas,Espinaca,0,0,0,0,0
Región del Maule,Molina,Hortalizas,Haba,1,0.01,0,0.01,0
Región del Maule,Molina,Hortalizas,Huerta casera (princ. autoconsumo),2,1.062,1.05,0.012,0
Región del Maule,Molina,Hortalizas,Kale (o col crespa),0,0,0,0,0
Región del Maule,Molina,Hortalizas,Kohlrabi (o colirrábano),0,0,0,0,0
Región del Maule,Molina,Hortalizas,Lechuga,5,0.9,0.8,0.1,0
Región del Maule,Molina,Hortalizas,Locoto (o rocoto),0,0,0,0,0
Región del Maule,Molina,Hortalizas,Lufa,0,0,0,0,0
Región del Maule,Molina,Hortalizas,Melón,2,0.505,0.505,0,0
Región del Maule,Molina,Hortalizas,Orégano,0,0,0,0,0
Región del Maule,Molina,Hortalizas,Pak Choi (o Bok Choy),0,0,0,0,0
Región del Maule,Molina,Hortalizas,Pepino dulce,0,0,0,0,0
Región del Maule,Molina,Hortalizas,Pepino ensalada,1,0.005,0.005,0,0
Región del Maule,Molina,Hortalizas,Perejil,0,0,0,0,0
Región del Maule,Molina,Hortalizas,Pimiento (incl. todos los tipos),1,0.5,0.5,0,0
Región del Maule,Molina,Hortalizas,Poroto Granado,3,0.32,0.3,0.02,0
Región del Maule,Molina,Hortalizas,Poroto Verde,1,0.01,0,0.01,0
Región del Maule,Molina,Hortalizas,Puerro,0,0,0,0,0
Región del Maule,Molina,Hortalizas,Rábano (o rabanito),0,0,0,0,0
Región del Maule,Molina,Hortalizas,Repollito de Bruselas,0,0,0,0,0
Región del Maule,Molina,Hortalizas,Repollo,0,0,0,0,0
Región del Maule,Molina,Hortalizas,Rúcula,0,0,0,0,0
Región del Maule,Molina,Hortalizas,Ruibardo,0,0,0,0,0
Región del Maule,Molina,Hortalizas,Sandía,2,1.05,1.05,0,0
Región del Maule,Molina,Hortalizas,Tomate,24,40.461,40.425,0.036,0
Región del Maule,Molina,Hortalizas,Tomate cherry (u otros mini),0,0,0,0,0
Región del Maule,Molina,Hortalizas,Zanahoria,0,0,0,0,0
Región del Maule,Molina,Hortalizas,Zapallo,3,7.105,7.105,0,0
Región del Maule,Molina,Hortalizas,Zapallo Italiano,1,0.2,0.2,0,0
Región del Maule,Molina,Hortalizas,Otras Hortalizas,0,0,0,0,0
Región del Maule,Molina,Hortalizas,Champiñón de parís o común (Agaricus bisporus),0,0,0,0,0
Región del Maule,Molina,Hortalizas,Portobello (Agaricus bisporus var. portabella),0,0,0,0,0
Región del Maule,Molina,Hortalizas,Shiitake (Lentinula edodes),0,0,0,0,0
Región del Maule,Molina,Hortalizas,Ostra (Pleurotus varios),0,0,0,0,0
Región del Maule,Molina,Hortalizas,Trufa Negra (Tuber melanosporum),1,4,4,0,0
Región del Maule,Molina,Hortalizas,Otros Hongos y Setas,0,0,0,0,0
Región del Maule,Molina,Hortalizas,Anís,0,0,0,0,0
Región del Maule,Molina,Hortalizas,Azafrán,0,0,0,0,0
Región del Maule,Molina,Hortalizas,Cedrón,0,0,0,0,0
Región del Maule,Molina,Hortalizas,Comino,0,0,0,0,0
Región del Maule,Molina,Hortalizas,Eneldo,0,0,0,0,0
Región del Maule,Molina,Hortalizas,Hipérico (o hierba de S. Juan),0,0,0,0,0
Región del Maule,Molina,Hortalizas,Jengibre,0,0,0,0,0
Región del Maule,Molina,Hortalizas,Lavanda,0,0,0,0,0
Región del Maule,Molina,Hortalizas,Manzanilla,0,0,0,0,0
Región del Maule,Molina,Hortalizas,Menta,0,0,0,0,0
Región del Maule,Molina,Hortalizas,Romero,0,0,0,0,0
Región del Maule,Molina,Hortalizas,Ruda,0,0,0,0,0
Región del Maule,Molina,Hortalizas,Salvia,0,0,0,0,0
Región del Maule,Molina,Hortalizas,Tomillo,0,0,0,0,0
Región del Maule,Molina,Hortalizas,Toronjil (o melisa),0,0,0,0,0
Región del Maule,Molina,Hortalizas,Otras Plantas Aromáticas y Medicinales,0,0,0,0,0
Región del Maule,Molina,Semilleros,Total,6,163.81,163.81,0,0
Región del Maule,Molina,Semilleros,Sin Clasificar,0,0,0,0,0
Región del Maule,Molina,Semilleros,"Semillas de Cereal, Leguminosas y Tubérculos",3,100.01,100.01,0,0
Región del Maule,Molina,Semilleros,Semillas de Cultivos Industriales,3,51,51,0,0
Región del Maule,Molina,Semilleros,Semillas de Hortalizas,3,12.8,12.8,0,0
Región del Maule,Molina,Semilleros,Otras Semillas,0,0,0,0,0
Región del Maule,Rauco,Flores de corte,Total,1,0.75,0.75,0,0
Región del Maule,Rauco,Flores de corte,Sin Clasificar,0,0,0,0,0
Región del Maule,Rauco,Flores de corte,Agapanto (Agapanthus spp.),0,0,0,0,0
Región del Maule,Rauco,Flores de corte,Alelí (Matthiola incana),0,0,0,0,0
Región del Maule,Rauco,Flores de corte,Anémona (Anemone spp.),0,0,0,0,0
Región del Maule,Rauco,Flores de corte,Astilbe (Astilbe spp.),0,0,0,0,0
Región del Maule,Rauco,Flores de corte,Astromelia (Alstroemeria spp.),0,0,0,0,0
Región del Maule,Rauco,Flores de corte,Ave del Paraíso (Strelitzia reginae),0,0,0,0,0
Región del Maule,Rauco,Flores de corte,Azucena (Nerine spp.),0,0,0,0,0
Región del Maule,Rauco,Flores de corte,Cala (Zantedeschia spp.),0,0,0,0,0
Región del Maule,Rauco,Flores de corte,Cebolla Ornamental (Allium spp.),0,0,0,0,0
Región del Maule,Rauco,Flores de corte,Celosía (Celosia Argentea),0,0,0,0,0
Región del Maule,Rauco,Flores de corte,Chinas (Tagetes erecta),0,0,0,0,0
Región del Maule,Rauco,Flores de corte,Cineraria (Senecio cruentus),0,0,0,0,0
Región del Maule,Rauco,Flores de corte,Clavel (Dianthus caryophyllus),0,0,0,0,0
Región del Maule,Rauco,Flores de corte,Clavelina (Dianthus barbatus),0,0,0,0,0
Región del Maule,Rauco,Flores de corte,Craspedia (Craspedia uniflora),0,0,0,0,0
Región del Maule,Rauco,Flores de corte,Crisantemo (Chrysanthemum spp.),0,0,0,0,0
Región del Maule,Rauco,Flores de corte,Dalia (Dahlia spp.),0,0,0,0,0
Región del Maule,Rauco,Flores de corte,Escabiosa (Scabiosa spp.),0,0,0,0,0
Región del Maule,Rauco,Flores de corte,Estatice (Limonium spp.),0,0,0,0,0
Región del Maule,Rauco,Flores de corte,Flor de cera (Chamelaucium uncinatum),0,0,0,0,0
Región del Maule,Rauco,Flores de corte,Fresia (Freesia spp.),0,0,0,0,0
Región del Maule,Rauco,Flores de corte,Genciana (Gentiana spp.),0,0,0,0,0
Región del Maule,Rauco,Flores de corte,Gerbera (Gerbera spp.),0,0,0,0,0
Región del Maule,Rauco,Flores de corte,Girasol (Helianthus annus),0,0,0,0,0
Región del Maule,Rauco,Flores de corte,Gladiolo (Gladiolus spp.),0,0,0,0,0
Región del Maule,Rauco,Flores de corte,Hipérico rojo (Hypericum spp.),0,0,0,0,0
Región del Maule,Rauco,Flores de corte,Hortensia (Hydrangea spp.),0,0,0,0,0
Región del Maule,Rauco,Flores de corte,Ilusión (Gypsophila spp.),0,0,0,0,0
Región del Maule,Rauco,Flores de corte,Jacinto (Hyacinthus orientalis),0,0,0,0,0
Región del Maule,Rauco,Flores de corte,Junco (Cyperus papyrus),0,0,0,0,0
Región del Maule,Rauco,Flores de corte,Leucadendro (Leucadendron spp.),0,0,0,0,0
Región del Maule,Rauco,Flores de corte,Liatris (Liatris spp.),0,0,0,0,0
Región del Maule,Rauco,Flores de corte,Lilium (Lilium spp.),0,0,0,0,0
Región del Maule,Rauco,Flores de corte,Lirios (Iris spp.),0,0,0,0,0
Región del Maule,Rauco,Flores de corte,Lisianto (Lisianthus spp.),0,0,0,0,0
Región del Maule,Rauco,Flores de corte,Milindro (Godetia multicolor),0,0,0,0,0
Región del Maule,Rauco,Flores de corte,Narciso (Narcissus spp.),0,0,0,0,0
Región del Maule,Rauco,Flores de corte,Ornitogalum (Ornithogalum spp.),0,0,0,0,0
Región del Maule,Rauco,Flores de corte,Peonía (Paeonia spp.),1,0.75,0.75,0,0
Región del Maule,Rauco,Flores de corte,Perritos (Antirrhinum majus),0,0,0,0,0
Región del Maule,Rauco,Flores de corte,Protea (Protea spp.),0,0,0,0,0
Región del Maule,Rauco,Flores de corte,Ranúnculo (Ranunculus spp.),0,0,0,0,0
Región del Maule,Rauco,Flores de corte,Reina Luisa (Aster spp.),0,0,0,0,0
Región del Maule,Rauco,Flores de corte,Rosa (Rosa spp.),0,0,0,0,0
Región del Maule,Rauco,Flores de corte,Ruscus (Ruscus spp.),0,0,0,0,0
Región del Maule,Rauco,Flores de corte,Siempreviva (Helichrysum spp.),0,0,0,0,0
Región del Maule,Rauco,Flores de corte,Tulipán (Tulipa spp.),0,0,0,0,0
Región del Maule,Rauco,Flores de corte,Vara de oro (Solidago spp.),0,0,0,0,0
Región del Maule,Rauco,Flores de corte,Vibornio (Viburnum spp.),0,0,0,0,0
Región del Maule,Rauco,Flores de corte,Viola (Viola spp.),0,0,0,0,0
Región del Maule,Rauco,Flores de corte,Zinnia (Zinnia spp.),0,0,0,0,0
Región del Maule,Rauco,Flores de corte,Otras flores de corte o follaje de corte,0,0,0,0,0
Región del Maule,Rauco,Hortalizas,Total,76,238.1074297843,229.0474297843,8.86,0.2
Región del Maule,Rauco,Hortalizas,Sin Clasificar,1,0.2,0,0,0.2
Región del Maule,Rauco,Hortalizas,Acelga,0,0,0,0,0
Región del Maule,Rauco,Hortalizas,Achicoria,0,0,0,0,0
Región del Maule,Rauco,Hortalizas,Ají,2,0.35,0.35,0,0
Región del Maule,Rauco,Hortalizas,Ajo,0,0,0,0,0
Región del Maule,Rauco,Hortalizas,Ajo chilote,0,0,0,0,0
Región del Maule,Rauco,Hortalizas,Albahaca,0,0,0,0,0
Región del Maule,Rauco,Hortalizas,Alcachofa,1,1,1,0,0
Región del Maule,Rauco,Hortalizas,Alcaparra,0,0,0,0,0
Región del Maule,Rauco,Hortalizas,Alcayota,0,0,0,0,0
Región del Maule,Rauco,Hortalizas,Apio,0,0,0,0,0
Región del Maule,Rauco,Hortalizas,Arveja Verde,0,0,0,0,0
Región del Maule,Rauco,Hortalizas,Berenjena,0,0,0,0,0
Región del Maule,Rauco,Hortalizas,Berro,0,0,0,0,0
Región del Maule,Rauco,Hortalizas,Betarraga,5,5.9608099281,5.9608099281,0,0
Región del Maule,Rauco,Hortalizas,Brócoli,17,27.62,27.62,0,0
Región del Maule,Rauco,Hortalizas,Bunching (consumo),0,0,0,0,0
Región del Maule,Rauco,Hortalizas,Caigua,0,0,0,0,0
Región del Maule,Rauco,Hortalizas,Camote,0,0,0,0,0
Región del Maule,Rauco,Hortalizas,Cebolla,3,1.5,1.5,0,0
Región del Maule,Rauco,Hortalizas,Cebollín (incl. baby y otros),0,0,0,0,0
Región del Maule,Rauco,Hortalizas,Chalota,0,0,0,0,0
Región del Maule,Rauco,Hortalizas,Choclo,5,14.86,14.86,0,0
Región del Maule,Rauco,Hortalizas,Choclo dulce (maíz dulce),0,0,0,0,0
Región del Maule,Rauco,Hortalizas,Ciboultte,0,0,0,0,0
Región del Maule,Rauco,Hortalizas,Cilantro,1,0.25,0.25,0,0
Región del Maule,Rauco,Hortalizas,Coliflor,14,10.26,10.26,0,0
Región del Maule,Rauco,Hortalizas,Endibia,0,0,0,0,0
Región del Maule,Rauco,Hortalizas,Espárrago,0,0,0,0,0
Región del Maule,Rauco,Hortalizas,Espinaca,0,0,0,0,0
Región del Maule,Rauco,Hortalizas,Haba,1,0.4,0.4,0,0
Región del Maule,Rauco,Hortalizas,Huerta casera (princ. autoconsumo),2,0.405,0.405,0,0
Región del Maule,Rauco,Hortalizas,Kale (o col crespa),0,0,0,0,0
Región del Maule,Rauco,Hortalizas,Kohlrabi (o colirrábano),0,0,0,0,0
Región del Maule,Rauco,Hortalizas,Lechuga,30,58.65,58.05,0.6,0
Región del Maule,Rauco,Hortalizas,Locoto (o rocoto),0,0,0,0,0
Región del Maule,Rauco,Hortalizas,Lufa,0,0,0,0,0
Región del Maule,Rauco,Hortalizas,Melón,8,6.5,6.5,0,0
Región del Maule,Rauco,Hortalizas,Orégano,0,0,0,0,0
Región del Maule,Rauco,Hortalizas,Pak Choi (o Bok Choy),0,0,0,0,0
Región del Maule,Rauco,Hortalizas,Pepino dulce,0,0,0,0,0
Región del Maule,Rauco,Hortalizas,Pepino ensalada,4,1.7,0.1,1.6,0
Región del Maule,Rauco,Hortalizas,Perejil,1,0.25,0.25,0,0
Región del Maule,Rauco,Hortalizas,Pimiento (incl. todos los tipos),8,4.3338732854,2.6738732854,1.66,0
Región del Maule,Rauco,Hortalizas,Poroto Granado,1,0.5,0.5,0,0
Región del Maule,Rauco,Hortalizas,Poroto Verde,0,0,0,0,0
Región del Maule,Rauco,Hortalizas,Puerro,0,0,0,0,0
Región del Maule,Rauco,Hortalizas,Rábano (o rabanito),0,0,0,0,0
Región del Maule,Rauco,Hortalizas,Repollito de Bruselas,0,0,0,0,0
Región del Maule,Rauco,Hortalizas,Repollo,18,23.8677465708,23.8677465708,0,0
Región del Maule,Rauco,Hortalizas,Rúcula,0,0,0,0,0
Región del Maule,Rauco,Hortalizas,Ruibardo,0,0,0,0,0
Región del Maule,Rauco,Hortalizas,Sandía,14,23.1,22.3,0.8,0
Región del Maule,Rauco,Hortalizas,Tomate,15,47.75,43.85,3.9,0
Región del Maule,Rauco,Hortalizas,Tomate cherry (u otros mini),0,0,0,0,0
Región del Maule,Rauco,Hortalizas,Zanahoria,0,0,0,0,0
Región del Maule,Rauco,Hortalizas,Zapallo,3,5.2,5.2,0,0
Región del Maule,Rauco,Hortalizas,Zapallo Italiano,4,2.15,2.15,0,0
Región del Maule,Rauco,Hortalizas,Otras Hortalizas,1,1,1,0,0
Región del Maule,Rauco,Hortalizas,Champiñón de parís o común (Agaricus bisporus),1,0.3,0,0.3,0
Región del Maule,Rauco,Hortalizas,Portobello (Agaricus bisporus var. portabella),0,0,0,0,0
Región del Maule,Rauco,Hortalizas,Shiitake (Lentinula edodes),0,0,0,0,0
Región del Maule,Rauco,Hortalizas,Ostra (Pleurotus varios),0,0,0,0,0
Región del Maule,Rauco,Hortalizas,Trufa Negra (Tuber melanosporum),0,0,0,0,0
Región del Maule,Rauco,Hortalizas,Otros Hongos y Setas,0,0,0,0,0
Región del Maule,Rauco,Hortalizas,Anís,0,0,0,0,0
Región del Maule,Rauco,Hortalizas,Azafrán,0,0,0,0,0
Región del Maule,Rauco,Hortalizas,Cedrón,0,0,0,0,0
Región del Maule,Rauco,Hortalizas,Comino,0,0,0,0,0
Región del Maule,Rauco,Hortalizas,Eneldo,0,0,0,0,0
Región del Maule,Rauco,Hortalizas,Hipérico (o hierba de S. Juan),0,0,0,0,0
Región del Maule,Rauco,Hortalizas,Jengibre,0,0,0,0,0
Región del Maule,Rauco,Hortalizas,Lavanda,0,0,0,0,0
Región del Maule,Rauco,Hortalizas,Manzanilla,0,0,0,0,0
Región del Maule,Rauco,Hortalizas,Menta,0,0,0,0,0
Región del Maule,Rauco,Hortalizas,Romero,0,0,0,0,0
Región del Maule,Rauco,Hortalizas,Ruda,0,0,0,0,0
Región del Maule,Rauco,Hortalizas,Salvia,0,0,0,0,0
Región del Maule,Rauco,Hortalizas,Tomillo,0,0,0,0,0
Región del Maule,Rauco,Hortalizas,Toronjil (o melisa),0,0,0,0,0
Región del Maule,Rauco,Hortalizas,Otras Plantas Aromáticas y Medicinales,0,0,0,0,0
Región del Maule,Rauco,Semilleros,Total,1,4,4,0,0
Región del Maule,Rauco,Semilleros,Sin Clasificar,0,0,0,0,0
Región del Maule,Rauco,Semilleros,"Semillas de Cereal, Leguminosas y Tubérculos",0,0,0,0,0
Región del Maule,Rauco,Semilleros,Semillas de Cultivos Industriales,0,0,0,0,0
Región del Maule,Rauco,Semilleros,Semillas de Hortalizas,1,4,4,0,0
Región del Maule,Rauco,Semilleros,Otras Semillas,0,0,0,0,0
Región del Maule,Romeral,Flores de corte,Total,0,0,0,0,0
Región del Maule,Romeral,Flores de corte,Sin Clasificar,0,0,0,0,0
Región del Maule,Romeral,Flores de corte,Agapanto (Agapanthus spp.),0,0,0,0,0
Región del Maule,Romeral,Flores de corte,Alelí (Matthiola incana),0,0,0,0,0
Región del Maule,Romeral,Flores de corte,Anémona (Anemone spp.),0,0,0,0,0
Región del Maule,Romeral,Flores de corte,Astilbe (Astilbe spp.),0,0,0,0,0
Región del Maule,Romeral,Flores de corte,Astromelia (Alstroemeria spp.),0,0,0,0,0
Región del Maule,Romeral,Flores de corte,Ave del Paraíso (Strelitzia reginae),0,0,0,0,0
Región del Maule,Romeral,Flores de corte,Azucena (Nerine spp.),0,0,0,0,0
Región del Maule,Romeral,Flores de corte,Cala (Zantedeschia spp.),0,0,0,0,0
Región del Maule,Romeral,Flores de corte,Cebolla Ornamental (Allium spp.),0,0,0,0,0
Región del Maule,Romeral,Flores de corte,Celosía (Celosia Argentea),0,0,0,0,0
Región del Maule,Romeral,Flores de corte,Chinas (Tagetes erecta),0,0,0,0,0
Región del Maule,Romeral,Flores de corte,Cineraria (Senecio cruentus),0,0,0,0,0
Región del Maule,Romeral,Flores de corte,Clavel (Dianthus caryophyllus),0,0,0,0,0
Región del Maule,Romeral,Flores de corte,Clavelina (Dianthus barbatus),0,0,0,0,0
Región del Maule,Romeral,Flores de corte,Craspedia (Craspedia uniflora),0,0,0,0,0
Región del Maule,Romeral,Flores de corte,Crisantemo (Chrysanthemum spp.),0,0,0,0,0
Región del Maule,Romeral,Flores de corte,Dalia (Dahlia spp.),0,0,0,0,0
Región del Maule,Romeral,Flores de corte,Escabiosa (Scabiosa spp.),0,0,0,0,0
Región del Maule,Romeral,Flores de corte,Estatice (Limonium spp.),0,0,0,0,0
Región del Maule,Romeral,Flores de corte,Flor de cera (Chamelaucium uncinatum),0,0,0,0,0
Región del Maule,Romeral,Flores de corte,Fresia (Freesia spp.),0,0,0,0,0
Región del Maule,Romeral,Flores de corte,Genciana (Gentiana spp.),0,0,0,0,0
Región del Maule,Romeral,Flores de corte,Gerbera (Gerbera spp.),0,0,0,0,0
Región del Maule,Romeral,Flores de corte,Girasol (Helianthus annus),0,0,0,0,0
Región del Maule,Romeral,Flores de corte,Gladiolo (Gladiolus spp.),0,0,0,0,0
Región del Maule,Romeral,Flores de corte,Hipérico rojo (Hypericum spp.),0,0,0,0,0
Región del Maule,Romeral,Flores de corte,Hortensia (Hydrangea spp.),0,0,0,0,0
Región del Maule,Romeral,Flores de corte,Ilusión (Gypsophila spp.),0,0,0,0,0
Región del Maule,Romeral,Flores de corte,Jacinto (Hyacinthus orientalis),0,0,0,0,0
Región del Maule,Romeral,Flores de corte,Junco (Cyperus papyrus),0,0,0,0,0
Región del Maule,Romeral,Flores de corte,Leucadendro (Leucadendron spp.),0,0,0,0,0
Región del Maule,Romeral,Flores de corte,Liatris (Liatris spp.),0,0,0,0,0
Región del Maule,Romeral,Flores de corte,Lilium (Lilium spp.),0,0,0,0,0
Región del Maule,Romeral,Flores de corte,Lirios (Iris spp.),0,0,0,0,0
Región del Maule,Romeral,Flores de corte,Lisianto (Lisianthus spp.),0,0,0,0,0
Región del Maule,Romeral,Flores de corte,Milindro (Godetia multicolor),0,0,0,0,0
Región del Maule,Romeral,Flores de corte,Narciso (Narcissus spp.),0,0,0,0,0
