total_nacional_region,comuna_67,tipo_de_cultivo,especie,numero_total_de_upa8910,superficie_total_de_cultivo_ha,aire_libre_superficie_ha,bajo_cubierta_superficie_ha,sin_clasificar_superficie_ha_11
Región de Ñuble,Ránquil,Flores de corte,Milindro (Godetia multicolor),0,0,0,0,0
Región de Ñuble,Ránquil,Flores de corte,Narciso (Narcissus spp.),0,0,0,0,0
Región de Ñuble,Ránquil,Flores de corte,Ornitogalum (Ornithogalum spp.),0,0,0,0,0
Región de Ñuble,Ránquil,Flores de corte,Peonía (Paeonia spp.),0,0,0,0,0
Región de Ñuble,Ránquil,Flores de corte,Perritos (Antirrhinum majus),0,0,0,0,0
Región de Ñuble,Ránquil,Flores de corte,Protea (Protea spp.),0,0,0,0,0
Región de Ñuble,Ránquil,Flores de corte,Ranúnculo (Ranunculus spp.),0,0,0,0,0
Región de Ñuble,Ránquil,Flores de corte,Reina Luisa (Aster spp.),0,0,0,0,0
Región de Ñuble,Ránquil,Flores de corte,Rosa (Rosa spp.),0,0,0,0,0
Región de Ñuble,Ránquil,Flores de corte,Ruscus (Ruscus spp.),0,0,0,0,0
Región de Ñuble,Ránquil,Flores de corte,Siempreviva (Helichrysum spp.),0,0,0,0,0
Región de Ñuble,Ránquil,Flores de corte,Tulipán (Tulipa spp.),0,0,0,0,0
Región de Ñuble,Ránquil,Flores de corte,Vara de oro (Solidago spp.),0,0,0,0,0
Región de Ñuble,Ránquil,Flores de corte,Vibornio (Viburnum spp.),0,0,0,0,0
Región de Ñuble,Ránquil,Flores de corte,Viola (Viola spp.),0,0,0,0,0
Región de Ñuble,Ránquil,Flores de corte,Zinnia (Zinnia spp.),0,0,0,0,0
Región de Ñuble,Ránquil,Flores de corte,Otras flores de corte o follaje de corte,0,0,0,0,0
Región de Ñuble,Ránquil,Hortalizas,Total,89,77.219,74.353,0.388,2.478
Región de Ñuble,Ránquil,Hortalizas,Sin Clasificar,3,2.478,0,0,2.478
Región de Ñuble,Ránquil,Hortalizas,Acelga,10,0.925,0.907,0.018,0
Región de Ñuble,Ránquil,Hortalizas,Achicoria,0,0,0,0,0
Región de Ñuble,Ránquil,Hortalizas,Ají,22,2.486,2.486,0,0
Región de Ñuble,Ránquil,Hortalizas,Ajo,0,0,0,0,0
Región de Ñuble,Ránquil,Hortalizas,Ajo chilote,0,0,0,0,0
Región de Ñuble,Ránquil,Hortalizas,Albahaca,1,0.001,0.001,0,0
Región de Ñuble,Ránquil,Hortalizas,Alcachofa,0,0,0,0,0
Región de Ñuble,Ránquil,Hortalizas,Alcaparra,0,0,0,0,0
Región de Ñuble,Ránquil,Hortalizas,Alcayota,1,0.1,0.1,0,0
Región de Ñuble,Ránquil,Hortalizas,Apio,1,0.01,0.01,0,0
Región de Ñuble,Ránquil,Hortalizas,Arveja Verde,4,1.12,1.12,0,0
Región de Ñuble,Ránquil,Hortalizas,Berenjena,0,0,0,0,0
Región de Ñuble,Ránquil,Hortalizas,Berro,0,0,0,0,0
Región de Ñuble,Ránquil,Hortalizas,Betarraga,4,0.157,0.157,0,0
Región de Ñuble,Ránquil,Hortalizas,Brócoli,0,0,0,0,0
Región de Ñuble,Ránquil,Hortalizas,Bunching (consumo),0,0,0,0,0
Región de Ñuble,Ránquil,Hortalizas,Caigua,0,0,0,0,0
Región de Ñuble,Ránquil,Hortalizas,Camote,0,0,0,0,0
Región de Ñuble,Ránquil,Hortalizas,Cebolla,23,3.489,3.489,0,0
Región de Ñuble,Ránquil,Hortalizas,Cebollín (incl. baby y otros),2,0.055,0.05,0.005,0
Región de Ñuble,Ránquil,Hortalizas,Chalota,0,0,0,0,0
Región de Ñuble,Ránquil,Hortalizas,Choclo,51,16.655,16.655,0,0
Región de Ñuble,Ránquil,Hortalizas,Choclo dulce (maíz dulce),4,1.35,1.35,0,0
Región de Ñuble,Ránquil,Hortalizas,Ciboultte,1,0.02,0.02,0,0
Región de Ñuble,Ránquil,Hortalizas,Cilantro,4,0.045,0.04,0.005,0
Región de Ñuble,Ránquil,Hortalizas,Coliflor,2,0.351,0.351,0,0
Región de Ñuble,Ránquil,Hortalizas,Endibia,0,0,0,0,0
Región de Ñuble,Ránquil,Hortalizas,Espárrago,0,0,0,0,0
Región de Ñuble,Ránquil,Hortalizas,Espinaca,0,0,0,0,0
Región de Ñuble,Ránquil,Hortalizas,Haba,7,3.18,3.18,0,0
Región de Ñuble,Ránquil,Hortalizas,Huerta casera (princ. autoconsumo),3,0.2,0.1,0.1,0
Región de Ñuble,Ránquil,Hortalizas,Kale (o col crespa),0,0,0,0,0
Región de Ñuble,Ránquil,Hortalizas,Kohlrabi (o colirrábano),0,0,0,0,0
Región de Ñuble,Ránquil,Hortalizas,Lechuga,12,1.707,1.528,0.179,0
Región de Ñuble,Ránquil,Hortalizas,Locoto (o rocoto),0,0,0,0,0
Región de Ñuble,Ránquil,Hortalizas,Lufa,0,0,0,0,0
Región de Ñuble,Ránquil,Hortalizas,Melón,5,2.1,2.1,0,0
Región de Ñuble,Ránquil,Hortalizas,Orégano,0,0,0,0,0
Región de Ñuble,Ránquil,Hortalizas,Pak Choi (o Bok Choy),0,0,0,0,0
Región de Ñuble,Ránquil,Hortalizas,Pepino dulce,0,0,0,0,0
Región de Ñuble,Ránquil,Hortalizas,Pepino ensalada,2,0.26,0.25,0.01,0
Región de Ñuble,Ránquil,Hortalizas,Perejil,3,0.042,0.042,0,0
Región de Ñuble,Ránquil,Hortalizas,Pimiento (incl. todos los tipos),0,0,0,0,0
Región de Ñuble,Ránquil,Hortalizas,Poroto Granado,10,2.9,2.9,0,0
Región de Ñuble,Ránquil,Hortalizas,Poroto Verde,16,2.264,2.254,0.01,0
Región de Ñuble,Ránquil,Hortalizas,Puerro,0,0,0,0,0
Región de Ñuble,Ránquil,Hortalizas,Rábano (o rabanito),0,0,0,0,0
Región de Ñuble,Ránquil,Hortalizas,Repollito de Bruselas,0,0,0,0,0
Región de Ñuble,Ránquil,Hortalizas,Repollo,3,0.38,0.38,0,0
Región de Ñuble,Ránquil,Hortalizas,Rúcula,0,0,0,0,0
Región de Ñuble,Ránquil,Hortalizas,Ruibardo,0,0,0,0,0
Región de Ñuble,Ránquil,Hortalizas,Sandía,3,0.52,0.52,0,0
Región de Ñuble,Ránquil,Hortalizas,Tomate,56,20.358,20.298,0.06000000000000001,0
Región de Ñuble,Ránquil,Hortalizas,Tomate cherry (u otros mini),0,0,0,0,0
Región de Ñuble,Ránquil,Hortalizas,Zanahoria,0,0,0,0,0
Región de Ñuble,Ránquil,Hortalizas,Zapallo,19,11.4,11.4,0,0
Región de Ñuble,Ránquil,Hortalizas,Zapallo Italiano,5,0.86,0.86,0,0
Región de Ñuble,Ránquil,Hortalizas,Otras Hortalizas,6,1.805,1.805,0,0
Región de Ñuble,Ránquil,Hortalizas,Champiñón de parís o común (Agaricus bisporus),0,0,0,0,0
Región de Ñuble,Ránquil,Hortalizas,Portobello (Agaricus bisporus var. portabella),0,0,0,0,0
Región de Ñuble,Ránquil,Hortalizas,Shiitake (Lentinula edodes),0,0,0,0,0
Región de Ñuble,Ránquil,Hortalizas,Ostra (Pleurotus varios),0,0,0,0,0
Región de Ñuble,Ránquil,Hortalizas,Trufa Negra (Tuber melanosporum),0,0,0,0,0
Región de Ñuble,Ránquil,Hortalizas,Otros Hongos y Setas,0,0,0,0,0
Región de Ñuble,Ránquil,Hortalizas,Anís,0,0,0,0,0
Región de Ñuble,Ránquil,Hortalizas,Azafrán,0,0,0,0,0
Región de Ñuble,Ránquil,Hortalizas,Cedrón,0,0,0,0,0
Región de Ñuble,Ránquil,Hortalizas,Comino,0,0,0,0,0
Región de Ñuble,Ránquil,Hortalizas,Eneldo,0,0,0,0,0
Región de Ñuble,Ránquil,Hortalizas,Hipérico (o hierba de S. Juan),0,0,0,0,0
Región de Ñuble,Ránquil,Hortalizas,Jengibre,0,0,0,0,0
Región de Ñuble,Ránquil,Hortalizas,Lavanda,0,0,0,0,0
Región de Ñuble,Ránquil,Hortalizas,Manzanilla,0,0,0,0,0
Región de Ñuble,Ránquil,Hortalizas,Menta,0,0,0,0,0
Región de Ñuble,Ránquil,Hortalizas,Romero,0,0,0,0,0
Región de Ñuble,Ránquil,Hortalizas,Ruda,0,0,0,0,0
Región de Ñuble,Ránquil,Hortalizas,Salvia,0,0,0,0,0
Región de Ñuble,Ránquil,Hortalizas,Tomillo,0,0,0,0,0
Región de Ñuble,Ránquil,Hortalizas,Toronjil (o melisa),0,0,0,0,0
Región de Ñuble,Ránquil,Hortalizas,Otras Plantas Aromáticas y Medicinales,1,0.001,0,0.001,0
Región de Ñuble,Ránquil,Semilleros,Total,0,0,0,0,0
Región de Ñuble,Ránquil,Semilleros,Sin Clasificar,0,0,0,0,0
Región de Ñuble,Ránquil,Semilleros,"Semillas de Cereal, Leguminosas y Tubérculos",0,0,0,0,0
Región de Ñuble,Ránquil,Semilleros,Semillas de Cultivos Industriales,0,0,0,0,0
Región de Ñuble,Ránquil,Semilleros,Semillas de Hortalizas,0,0,0,0,0
Región de Ñuble,Ránquil,Semilleros,Otras Semillas,0,0,0,0,0
Región de Ñuble,Treguaco,Flores de corte,Total,0,0,0,0,0
Región de Ñuble,Treguaco,Flores de corte,Sin Clasificar,0,0,0,0,0
Región de Ñuble,Treguaco,Flores de corte,Agapanto (Agapanthus spp.),0,0,0,0,0
Región de Ñuble,Treguaco,Flores de corte,Alelí (Matthiola incana),0,0,0,0,0
Región de Ñuble,Treguaco,Flores de corte,Anémona (Anemone spp.),0,0,0,0,0
Región de Ñuble,Treguaco,Flores de corte,Astilbe (Astilbe spp.),0,0,0,0,0
Región de Ñuble,Treguaco,Flores de corte,Astromelia (Alstroemeria spp.),0,0,0,0,0
Región de Ñuble,Treguaco,Flores de corte,Ave del Paraíso (Strelitzia reginae),0,0,0,0,0
Región de Ñuble,Treguaco,Flores de corte,Azucena (Nerine spp.),0,0,0,0,0
Región de Ñuble,Treguaco,Flores de corte,Cala (Zantedeschia spp.),0,0,0,0,0
Región de Ñuble,Treguaco,Flores de corte,Cebolla Ornamental (Allium spp.),0,0,0,0,0
Región de Ñuble,Treguaco,Flores de corte,Celosía (Celosia Argentea),0,0,0,0,0
Región de Ñuble,Treguaco,Flores de corte,Chinas (Tagetes erecta),0,0,0,0,0
Región de Ñuble,Treguaco,Flores de corte,Cineraria (Senecio cruentus),0,0,0,0,0
Región de Ñuble,Treguaco,Flores de corte,Clavel (Dianthus caryophyllus),0,0,0,0,0
Región de Ñuble,Treguaco,Flores de corte,Clavelina (Dianthus barbatus),0,0,0,0,0
Región de Ñuble,Treguaco,Flores de corte,Craspedia (Craspedia uniflora),0,0,0,0,0
Región de Ñuble,Treguaco,Flores de corte,Crisantemo (Chrysanthemum spp.),0,0,0,0,0
Región de Ñuble,Treguaco,Flores de corte,Dalia (Dahlia spp.),0,0,0,0,0
Región de Ñuble,Treguaco,Flores de corte,Escabiosa (Scabiosa spp.),0,0,0,0,0
Región de Ñuble,Treguaco,Flores de corte,Estatice (Limonium spp.),0,0,0,0,0
Región de Ñuble,Treguaco,Flores de corte,Flor de cera (Chamelaucium uncinatum),0,0,0,0,0
Región de Ñuble,Treguaco,Flores de corte,Fresia (Freesia spp.),0,0,0,0,0
Región de Ñuble,Treguaco,Flores de corte,Genciana (Gentiana spp.),0,0,0,0,0
Región de Ñuble,Treguaco,Flores de corte,Gerbera (Gerbera spp.),0,0,0,0,0
Región de Ñuble,Treguaco,Flores de corte,Girasol (Helianthus annus),0,0,0,0,0
Región de Ñuble,Treguaco,Flores de corte,Gladiolo (Gladiolus spp.),0,0,0,0,0
Región de Ñuble,Treguaco,Flores de corte,Hipérico rojo (Hypericum spp.),0,0,0,0,0
Región de Ñuble,Treguaco,Flores de corte,Hortensia (Hydrangea spp.),0,0,0,0,0
Región de Ñuble,Treguaco,Flores de corte,Ilusión (Gypsophila spp.),0,0,0,0,0
Región de Ñuble,Treguaco,Flores de corte,Jacinto (Hyacinthus orientalis),0,0,0,0,0
Región de Ñuble,Treguaco,Flores de corte,Junco (Cyperus papyrus),0,0,0,0,0
Región de Ñuble,Treguaco,Flores de corte,Leucadendro (Leucadendron spp.),0,0,0,0,0
Región de Ñuble,Treguaco,Flores de corte,Liatris (Liatris spp.),0,0,0,0,0
Región de Ñuble,Treguaco,Flores de corte,Lilium (Lilium spp.),0,0,0,0,0
Región de Ñuble,Treguaco,Flores de corte,Lirios (Iris spp.),0,0,0,0,0
Región de Ñuble,Treguaco,Flores de corte,Lisianto (Lisianthus spp.),0,0,0,0,0
Región de Ñuble,Treguaco,Flores de corte,Milindro (Godetia multicolor),0,0,0,0,0
Región de Ñuble,Treguaco,Flores de corte,Narciso (Narcissus spp.),0,0,0,0,0
Región de Ñuble,Treguaco,Flores de corte,Ornitogalum (Ornithogalum spp.),0,0,0,0,0
Región de Ñuble,Treguaco,Flores de corte,Peonía (Paeonia spp.),0,0,0,0,0
Región de Ñuble,Treguaco,Flores de corte,Perritos (Antirrhinum majus),0,0,0,0,0
Región de Ñuble,Treguaco,Flores de corte,Protea (Protea spp.),0,0,0,0,0
Región de Ñuble,Treguaco,Flores de corte,Ranúnculo (Ranunculus spp.),0,0,0,0,0
Región de Ñuble,Treguaco,Flores de corte,Reina Luisa (Aster spp.),0,0,0,0,0
Región de Ñuble,Treguaco,Flores de corte,Rosa (Rosa spp.),0,0,0,0,0
Región de Ñuble,Treguaco,Flores de corte,Ruscus (Ruscus spp.),0,0,0,0,0
Región de Ñuble,Treguaco,Flores de corte,Siempreviva (Helichrysum spp.),0,0,0,0,0
Región de Ñuble,Treguaco,Flores de corte,Tulipán (Tulipa spp.),0,0,0,0,0
Región de Ñuble,Treguaco,Flores de corte,Vara de oro (Solidago spp.),0,0,0,0,0
Región de Ñuble,Treguaco,Flores de corte,Vibornio (Viburnum spp.),0,0,0,0,0
Región de Ñuble,Treguaco,Flores de corte,Viola (Viola spp.),0,0,0,0,0
Región de Ñuble,Treguaco,Flores de corte,Zinnia (Zinnia spp.),0,0,0,0,0
Región de Ñuble,Treguaco,Flores de corte,Otras flores de corte o follaje de corte,0,0,0,0,0
Región de Ñuble,Treguaco,Hortalizas,Total,2,2.5,0.5,0,2
Región de Ñuble,Treguaco,Hortalizas,Sin Clasificar,1,2,0,0,2
Región de Ñuble,Treguaco,Hortalizas,Acelga,0,0,0,0,0
Región de Ñuble,Treguaco,Hortalizas,Achicoria,0,0,0,0,0
Región de Ñuble,Treguaco,Hortalizas,Ají,0,0,0,0,0
Región de Ñuble,Treguaco,Hortalizas,Ajo,0,0,0,0,0
Región de Ñuble,Treguaco,Hortalizas,Ajo chilote,0,0,0,0,0
Región de Ñuble,Treguaco,Hortalizas,Albahaca,0,0,0,0,0
Región de Ñuble,Treguaco,Hortalizas,Alcachofa,0,0,0,0,0
Región de Ñuble,Treguaco,Hortalizas,Alcaparra,0,0,0,0,0
Región de Ñuble,Treguaco,Hortalizas,Alcayota,0,0,0,0,0
Región de Ñuble,Treguaco,Hortalizas,Apio,0,0,0,0,0
Región de Ñuble,Treguaco,Hortalizas,Arveja Verde,0,0,0,0,0
Región de Ñuble,Treguaco,Hortalizas,Berenjena,0,0,0,0,0
Región de Ñuble,Treguaco,Hortalizas,Berro,0,0,0,0,0
Región de Ñuble,Treguaco,Hortalizas,Betarraga,0,0,0,0,0
Región de Ñuble,Treguaco,Hortalizas,Brócoli,0,0,0,0,0
Región de Ñuble,Treguaco,Hortalizas,Bunching (consumo),0,0,0,0,0
Región de Ñuble,Treguaco,Hortalizas,Caigua,0,0,0,0,0
Región de Ñuble,Treguaco,Hortalizas,Camote,0,0,0,0,0
Región de Ñuble,Treguaco,Hortalizas,Cebolla,0,0,0,0,0
Región de Ñuble,Treguaco,Hortalizas,Cebollín (incl. baby y otros),0,0,0,0,0
Región de Ñuble,Treguaco,Hortalizas,Chalota,0,0,0,0,0
Región de Ñuble,Treguaco,Hortalizas,Choclo,0,0,0,0,0
Región de Ñuble,Treguaco,Hortalizas,Choclo dulce (maíz dulce),0,0,0,0,0
Región de Ñuble,Treguaco,Hortalizas,Ciboultte,0,0,0,0,0
Región de Ñuble,Treguaco,Hortalizas,Cilantro,0,0,0,0,0
Región de Ñuble,Treguaco,Hortalizas,Coliflor,0,0,0,0,0
Región de Ñuble,Treguaco,Hortalizas,Endibia,0,0,0,0,0
Región de Ñuble,Treguaco,Hortalizas,Espárrago,0,0,0,0,0
Región de Ñuble,Treguaco,Hortalizas,Espinaca,0,0,0,0,0
Región de Ñuble,Treguaco,Hortalizas,Haba,0,0,0,0,0
Región de Ñuble,Treguaco,Hortalizas,Huerta casera (princ. autoconsumo),0,0,0,0,0
Región de Ñuble,Treguaco,Hortalizas,Kale (o col crespa),0,0,0,0,0
Región de Ñuble,Treguaco,Hortalizas,Kohlrabi (o colirrábano),0,0,0,0,0
Región de Ñuble,Treguaco,Hortalizas,Lechuga,1,0.5,0.5,0,0
Región de Ñuble,Treguaco,Hortalizas,Locoto (o rocoto),0,0,0,0,0
Región de Ñuble,Treguaco,Hortalizas,Lufa,0,0,0,0,0
Región de Ñuble,Treguaco,Hortalizas,Melón,0,0,0,0,0
Región de Ñuble,Treguaco,Hortalizas,Orégano,0,0,0,0,0
Región de Ñuble,Treguaco,Hortalizas,Pak Choi (o Bok Choy),0,0,0,0,0
Región de Ñuble,Treguaco,Hortalizas,Pepino dulce,0,0,0,0,0
Región de Ñuble,Treguaco,Hortalizas,Pepino ensalada,0,0,0,0,0
Región de Ñuble,Treguaco,Hortalizas,Perejil,0,0,0,0,0
Región de Ñuble,Treguaco,Hortalizas,Pimiento (incl. todos los tipos),0,0,0,0,0
Región de Ñuble,Treguaco,Hortalizas,Poroto Granado,0,0,0,0,0
Región de Ñuble,Treguaco,Hortalizas,Poroto Verde,0,0,0,0,0
Región de Ñuble,Treguaco,Hortalizas,Puerro,0,0,0,0,0
Región de Ñuble,Treguaco,Hortalizas,Rábano (o rabanito),0,0,0,0,0
Región de Ñuble,Treguaco,Hortalizas,Repollito de Bruselas,0,0,0,0,0
Región de Ñuble,Treguaco,Hortalizas,Repollo,0,0,0,0,0
Región de Ñuble,Treguaco,Hortalizas,Rúcula,0,0,0,0,0
Región de Ñuble,Treguaco,Hortalizas,Ruibardo,0,0,0,0,0
Región de Ñuble,Treguaco,Hortalizas,Sandía,0,0,0,0,0
Región de Ñuble,Treguaco,Hortalizas,Tomate,0,0,0,0,0
Región de Ñuble,Treguaco,Hortalizas,Tomate cherry (u otros mini),0,0,0,0,0
Región de Ñuble,Treguaco,Hortalizas,Zanahoria,0,0,0,0,0
Región de Ñuble,Treguaco,Hortalizas,Zapallo,0,0,0,0,0
Región de Ñuble,Treguaco,Hortalizas,Zapallo Italiano,0,0,0,0,0
Región de Ñuble,Treguaco,Hortalizas,Otras Hortalizas,0,0,0,0,0
Región de Ñuble,Treguaco,Hortalizas,Champiñón de parís o común (Agaricus bisporus),0,0,0,0,0
Región de Ñuble,Treguaco,Hortalizas,Portobello (Agaricus bisporus var. portabella),0,0,0,0,0
Región de Ñuble,Treguaco,Hortalizas,Shiitake (Lentinula edodes),0,0,0,0,0
Región de Ñuble,Treguaco,Hortalizas,Ostra (Pleurotus varios),0,0,0,0,0
Región de Ñuble,Treguaco,Hortalizas,Trufa Negra (Tuber melanosporum),0,0,0,0,0
Región de Ñuble,Treguaco,Hortalizas,Otros Hongos y Setas,0,0,0,0,0
Región de Ñuble,Treguaco,Hortalizas,Anís,0,0,0,0,0
Región de Ñuble,Treguaco,Hortalizas,Azafrán,0,0,0,0,0
Región de Ñuble,Treguaco,Hortalizas,Cedrón,0,0,0,0,0
Región de Ñuble,Treguaco,Hortalizas,Comino,0,0,0,0,0
Región de Ñuble,Treguaco,Hortalizas,Eneldo,0,0,0,0,0
Región de Ñuble,Treguaco,Hortalizas,Hipérico (o hierba de S. Juan),0,0,0,0,0
Región de Ñuble,Treguaco,Hortalizas,Jengibre,0,0,0,0,0
Región de Ñuble,Treguaco,Hortalizas,Lavanda,0,0,0,0,0
Región de Ñuble,Treguaco,Hortalizas,Manzanilla,0,0,0,0,0
Región de Ñuble,Treguaco,Hortalizas,Menta,0,0,0,0,0
Región de Ñuble,Treguaco,Hortalizas,Romero,0,0,0,0,0
Región de Ñuble,Treguaco,Hortalizas,Ruda,0,0,0,0,0
Región de Ñuble,Treguaco,Hortalizas,Salvia,0,0,0,0,0
Región de Ñuble,Treguaco,Hortalizas,Tomillo,0,0,0,0,0
Región de Ñuble,Treguaco,Hortalizas,Toronjil (o melisa),0,0,0,0,0
Región de Ñuble,Treguaco,Hortalizas,Otras Plantas Aromáticas y Medicinales,0,0,0,0,0
Región de Ñuble,Treguaco,Semilleros,Total,0,0,0,0,0
Región de Ñuble,Treguaco,Semilleros,Sin Clasificar,0,0,0,0,0
Región de Ñuble,Treguaco,Semilleros,"Semillas de Cereal, Leguminosas y Tubérculos",0,0,0,0,0
Región de Ñuble,Treguaco,Semilleros,Semillas de Cultivos Industriales,0,0,0,0,0
Región de Ñuble,Treguaco,Semilleros,Semillas de Hortalizas,0,0,0,0,0
Región de Ñuble,Treguaco,Semilleros,Otras Semillas,0,0,0,0,0
Región de Ñuble,San Carlos,Flores de corte,Total,9,2.9658,2.6878,0.278,0
Región de Ñuble,San Carlos,Flores de corte,Sin Clasificar,0,0,0,0,0
Región de Ñuble,San Carlos,Flores de corte,Agapanto (Agapanthus spp.),0,0,0,0,0
Región de Ñuble,San Carlos,Flores de corte,Alelí (Matthiola incana),0,0,0,0,0
Región de Ñuble,San Carlos,Flores de corte,Anémona (Anemone spp.),0,0,0,0,0
Región de Ñuble,San Carlos,Flores de corte,Astilbe (Astilbe spp.),0,0,0,0,0
Región de Ñuble,San Carlos,Flores de corte,Astromelia (Alstroemeria spp.),2,0.012,0,0.012,0
Región de Ñuble,San Carlos,Flores de corte,Ave del Paraíso (Strelitzia reginae),0,0,0,0,0
Región de Ñuble,San Carlos,Flores de corte,Azucena (Nerine spp.),0,0,0,0,0
Región de Ñuble,San Carlos,Flores de corte,Cala (Zantedeschia spp.),2,0.08299999999999999,0.08299999999999999,0,0
Región de Ñuble,San Carlos,Flores de corte,Cebolla Ornamental (Allium spp.),0,0,0,0,0
Región de Ñuble,San Carlos,Flores de corte,Celosía (Celosia Argentea),0,0,0,0,0
Región de Ñuble,San Carlos,Flores de corte,Chinas (Tagetes erecta),0,0,0,0,0
Región de Ñuble,San Carlos,Flores de corte,Cineraria (Senecio cruentus),0,0,0,0,0
Región de Ñuble,San Carlos,Flores de corte,Clavel (Dianthus caryophyllus),1,0.2,0,0.2,0
Región de Ñuble,San Carlos,Flores de corte,Clavelina (Dianthus barbatus),0,0,0,0,0
Región de Ñuble,San Carlos,Flores de corte,Craspedia (Craspedia uniflora),0,0,0,0,0
Región de Ñuble,San Carlos,Flores de corte,Crisantemo (Chrysanthemum spp.),3,1.173,1.168,0.005,0
Región de Ñuble,San Carlos,Flores de corte,Dalia (Dahlia spp.),0,0,0,0,0
Región de Ñuble,San Carlos,Flores de corte,Escabiosa (Scabiosa spp.),0,0,0,0,0
Región de Ñuble,San Carlos,Flores de corte,Estatice (Limonium spp.),2,0.5680000000000001,0.5680000000000001,0,0
Región de Ñuble,San Carlos,Flores de corte,Flor de cera (Chamelaucium uncinatum),0,0,0,0,0
Región de Ñuble,San Carlos,Flores de corte,Fresia (Freesia spp.),0,0,0,0,0
Región de Ñuble,San Carlos,Flores de corte,Genciana (Gentiana spp.),0,0,0,0,0
Región de Ñuble,San Carlos,Flores de corte,Gerbera (Gerbera spp.),0,0,0,0,0
Región de Ñuble,San Carlos,Flores de corte,Girasol (Helianthus annus),1,0.5,0.5,0,0
Región de Ñuble,San Carlos,Flores de corte,Gladiolo (Gladiolus spp.),4,0.2113,0.2008,0.0105,0
Región de Ñuble,San Carlos,Flores de corte,Hipérico rojo (Hypericum spp.),0,0,0,0,0
Región de Ñuble,San Carlos,Flores de corte,Hortensia (Hydrangea spp.),0,0,0,0,0
Región de Ñuble,San Carlos,Flores de corte,Ilusión (Gypsophila spp.),0,0,0,0,0
Región de Ñuble,San Carlos,Flores de corte,Jacinto (Hyacinthus orientalis),0,0,0,0,0
Región de Ñuble,San Carlos,Flores de corte,Junco (Cyperus papyrus),0,0,0,0,0
Región de Ñuble,San Carlos,Flores de corte,Leucadendro (Leucadendron spp.),0,0,0,0,0
Región de Ñuble,San Carlos,Flores de corte,Liatris (Liatris spp.),0,0,0,0,0
Región de Ñuble,San Carlos,Flores de corte,Lilium (Lilium spp.),4,0.0455,0,0.0455,0
Región de Ñuble,San Carlos,Flores de corte,Lirios (Iris spp.),0,0,0,0,0
Región de Ñuble,San Carlos,Flores de corte,Lisianto (Lisianthus spp.),1,0.005,0,0.005,0
Región de Ñuble,San Carlos,Flores de corte,Milindro (Godetia multicolor),0,0,0,0,0
Región de Ñuble,San Carlos,Flores de corte,Narciso (Narcissus spp.),0,0,0,0,0
Región de Ñuble,San Carlos,Flores de corte,Ornitogalum (Ornithogalum spp.),0,0,0,0,0
Región de Ñuble,San Carlos,Flores de corte,Peonía (Paeonia spp.),0,0,0,0,0
Región de Ñuble,San Carlos,Flores de corte,Perritos (Antirrhinum majus),0,0,0,0,0
Región de Ñuble,San Carlos,Flores de corte,Protea (Protea spp.),0,0,0,0,0
Región de Ñuble,San Carlos,Flores de corte,Ranúnculo (Ranunculus spp.),0,0,0,0,0
Región de Ñuble,San Carlos,Flores de corte,Reina Luisa (Aster spp.),1,0.068,0.068,0,0
Región de Ñuble,San Carlos,Flores de corte,Rosa (Rosa spp.),0,0,0,0,0
Región de Ñuble,San Carlos,Flores de corte,Ruscus (Ruscus spp.),0,0,0,0,0
Región de Ñuble,San Carlos,Flores de corte,Siempreviva (Helichrysum spp.),0,0,0,0,0
Región de Ñuble,San Carlos,Flores de corte,Tulipán (Tulipa spp.),0,0,0,0,0
Región de Ñuble,San Carlos,Flores de corte,Vara de oro (Solidago spp.),0,0,0,0,0
Región de Ñuble,San Carlos,Flores de corte,Vibornio (Viburnum spp.),0,0,0,0,0
Región de Ñuble,San Carlos,Flores de corte,Viola (Viola spp.),0,0,0,0,0
Región de Ñuble,San Carlos,Flores de corte,Zinnia (Zinnia spp.),1,0.1,0.1,0,0
Región de Ñuble,San Carlos,Flores de corte,Otras flores de corte o follaje de corte,0,0,0,0,0
Región de Ñuble,San Carlos,Hortalizas,Total,257,633.985,624.3845,3.9005,5.7
Región de Ñuble,San Carlos,Hortalizas,Sin Clasificar,5,5.7,0,0,5.7
Región de Ñuble,San Carlos,Hortalizas,Acelga,5,0.2,0.13,0.07,0
Región de Ñuble,San Carlos,Hortalizas,Achicoria,0,0,0,0,0
Región de Ñuble,San Carlos,Hortalizas,Ají,14,1.001,1.001,0,0
Región de Ñuble,San Carlos,Hortalizas,Ajo,1,0.05,0.05,0,0
Región de Ñuble,San Carlos,Hortalizas,Ajo chilote,0,0,0,0,0
Región de Ñuble,San Carlos,Hortalizas,Albahaca,0,0,0,0,0
Región de Ñuble,San Carlos,Hortalizas,Alcachofa,0,0,0,0,0
Región de Ñuble,San Carlos,Hortalizas,Alcaparra,0,0,0,0,0
Región de Ñuble,San Carlos,Hortalizas,Alcayota,0,0,0,0,0
Región de Ñuble,San Carlos,Hortalizas,Apio,1,0.028,0,0.028,0
Región de Ñuble,San Carlos,Hortalizas,Arveja Verde,5,12.026,12.026,0,0
Región de Ñuble,San Carlos,Hortalizas,Berenjena,0,0,0,0,0
Región de Ñuble,San Carlos,Hortalizas,Berro,0,0,0,0,0
Región de Ñuble,San Carlos,Hortalizas,Betarraga,2,17,17,0,0
Región de Ñuble,San Carlos,Hortalizas,Brócoli,8,7.71,7.7,0.01,0
