total_nacional_region__,comuna_6_7_8__,categorias_de_uso_del_suelo__total__numero_de_upa,categorias_de_uso_del_suelo__total__superficie_ha,categorias_de_uso_del_suelo__cereales__numero_de_upa,categorias_de_uso_del_suelo__cereales__superficie_ha,categorias_de_uso_del_suelo__leguminosas_y_tuberculos__numero_de_upa,categorias_de_uso_del_suelo__leguminosas_y_tuberculos__superficie_ha,categorias_de_uso_del_suelo__cultivos_industriales__numero_de_upa,categorias_de_uso_del_suelo__cultivos_industriales__superficie_ha,categorias_de_uso_del_suelo__hortalizas_hongos_aromaticas_medicinales_y_condimentarias__numero_de_upa,categorias_de_uso_del_suelo__hortalizas_hongos_aromaticas_medicinales_y_condimentarias__superficie_ha,categorias_de_uso_del_suelo__frutales__numero_de_upa,categorias_de_uso_del_suelo__frutales__superficie_ha,categorias_de_uso_del_suelo__vides_para_vinificacion_y_uvas_pisqueras__numero_de_upa,categorias_de_uso_del_suelo__vides_para_vinificacion_y_uvas_pisqueras__superficie_ha,categorias_de_uso_del_suelo__flores_de_corte__numero_de_upa,categorias_de_uso_del_suelo__flores_de_corte__superficie_ha,categorias_de_uso_del_suelo__semilleros__numero_de_upa,categorias_de_uso_del_suelo__semilleros__superficie_ha,categorias_de_uso_del_suelo__viveros_y_cesped_alfombra__numero_de_upa,categorias_de_uso_del_suelo__viveros_y_cesped_alfombra__superficie_ha,categorias_de_uso_del_suelo__forrajeras__numero_de_upa,categorias_de_uso_del_suelo__forrajeras__superficie_ha,categorias_de_uso_del_suelo__plantaciones_forestales__numero_de_upa,categorias_de_uso_del_suelo__plantaciones_forestales__superficie_ha,categorias_de_uso_del_suelo__bosque_nativo__numero_de_upa,categorias_de_uso_del_suelo__bosque_nativo__superficie_ha,categorias_de_uso_del_suelo__praderas_mejoradas__numero_de_upa,categorias_de_uso_del_suelo__praderas_mejoradas__superficie_ha,categorias_de_uso_del_suelo__praderas_naturales__numero_de_upa,categorias_de_uso_del_suelo__praderas_naturales__superficie_ha,categorias_de_uso_del_suelo__terrenos_productivos_no_trabajados__numero_de_upa,categorias_de_uso_del_suelo__terrenos_productivos_no_trabajados__superficie_ha,categorias_de_uso_del_suelo__matorrales__numero_de_upa,categorias_de_uso_del_suelo__matorrales__superficie_ha,categorias_de_uso_del_suelo__terrenos_no_productivos__numero_de_upa,categorias_de_uso_del_suelo__terrenos_no_productivos__superficie_ha,categorias_de_uso_del_suelo__infraestructura__numero_de_upa,categorias_de_uso_del_suelo__infraestructura__superficie_ha
Región de La Araucanía,Temuco,2014,31047.66808595154,1051,4063.8495241266,361,304.556,53,333.9886410656,1090,257.635,832,303.594,0,0,45,8.489,1,0.02,11,9.485,144,564.313,978,9365.067482095088,572,3150.450381702772,51,131.468,1676,7923.71758537021,292,1580.494441899458,622,843.17299761181,306,1227.273688528187,1799,980.093343551818
Región de La Araucanía,Carahue,2154,91089.56587176927,1016,3719.6925234451,1115,1520.35940118855,22,638.5779461367,471,425.800566849106,307,129.787293756472,1,0.5,9,2.02429032258,2,0.9,2,0.51,268,626.69618013665,1299,35003.59318642391,673,14473.34788248683,154,470.94190187327,1792,15169.49365501224,260,7720.096370841784,983,6969.867573536948,538,2752.199322839785,1806,1465.17777691935
Región de La Araucanía,Cunco,1374,78072.61811967786,356,5128.677705043,79,25.507720626633,7,484.1891891834,270,23.557777635735,277,1252.687781918113,1,2,0,0,3,120,4,5.092,196,1886.9704673775,405,15438.53569624991,922,18879.79591386964,494,8768.23810566288,1148,17982.44344079686,150,2350.120191627657,326,2353.850873740902,284,2022.130905936769,932,1348.820350008871
Región de La Araucanía,Curarrehue,687,28647.7778,5,21.125,98,22.028,1,0.002,418,25.097,336,169.194,0,0,1,0.012,0,0,1,1,134,283.155,79,315.505,610,18560.615,91,694.645,595,4822.5218,84,482.035,213,1087.158,276,1822.684,516,341.001
Región de La Araucanía,Freire,1946,51352.02760211722,881,10527.7054550547,606,1378.686703202817,20,1016.4735318672,1126,345.61402036147,821,1374.66956439923,1,0.25,12,1.234,3,26.5,20,23.7218131416,399,2039.9601702144,413,2821.90240234641,607,5119.940532560202,396,8085.07758709885,1658,13712.8340813714,148,1805.177114682906,405,1005.411038048069,286,938.514061352427,1586,1128.355526415533
Región de La Araucanía,Galvarino,1492,41412.03734075998,779,6212.4872561944,221,122.4840967742,15,1218.6151612904,684,97.544483871,385,260.9406231884,5,2.55,4,0.05500000000000001,3,55,0,0,98,333.929,998,18961.12047903132,264,1329.567594526054,16,137.5306293578,1181,7346.709277611944,266,1736.101687228858,483,995.567659839586,310,1948.760868412884,1077,653.07352343312
Región de La Araucanía,Gorbea,822,45717.21137112362,112,6066.197914514112,48,450.42443071325,4,324.245901639,53,17.0778408377763,202,1872.96635064013,0,0,6,64.506,5,185.72131147,19,32.6661868584,55,1308.2325543794,315,12800.46463907797,335,5046.151751032716,137,1839.50965699105,663,9507.634158260793,84,3133.723312867816,258,1532.596054050732,117,787.451334951155,671,747.641972839325
Región de La Araucanía,Lautaro,1916,62104.49586348017,944,12111.16291505712,223,269.5454654960658,72,2094.561663935,827,58.4644673227858,745,330.2005681211018,6,1.279,36,3.819,4,22.75,16,3.624,517,1745.4565295401,746,14939.33949289795,541,9483.688692983145,127,1958.2062903226,1648,11535.8258928431,187,3407.94131182301,398,1807.091388875869,279,1268.87819665469,1746,1062.660987607635
Región de La Araucanía,Loncoche,1338,63311.00750067845,164,1940.5927149966,321,118.0576315343,1,1.0327868852,523,69.679783875349,535,1080.98735486305,0,0,3,0.314,3,16.229508196,8,8.85,232,996.4712953,457,18930.52982829514,968,15575.53010296209,299,3823.53643409585,1200,11989.50641958325,139,3503.642088152791,424,1894.173689654824,310,2336.73552398888,1113,1025.13833829513
Región de La Araucanía,Melipeuco,363,38491.68750004536,28,85.1875,56,10.763,0,0,137,14.5185,142,70.477,0,0,0,0,0,0,1,0.002,128,374.8,138,4498.11516956004,264,21589.08241846911,50,1690.02000001212,322,4127.706595992,44,438.67,99,1158.79190750988,117,4182.127976494056,306,251.42543200816
Región de La Araucanía,Nueva Imperial,2298,40013.46974722433,1328,4911.4021413005,635,710.20410043885,211,1399.732916903,832,267.79000502882,650,196.4771722890767,2,1.2,21,1.533,6,2.101,13,16.807,219,457.4285886611,861,11515.19065141144,435,2929.45082156573,116,541.03,1751,10479.60073352584,431,3284.999133028801,414,691.326448566525,371,1438.175367194314,1719,1169.020667310324
Región de La Araucanía,Padre Las Casas,2768,16499.09169217261,1447,3966.7156456769,613,345.4162566372,56,510.424555783,1456,549.1973,882,559.0594594612,2,0.7,29,6.764,3,20.75,16,2.745,336,715.0330927551,548,959.273127204685,291,508.32329729428,165,540.97797566375,2008,4796.776,361,753.304000089261,607,465.519229273061,442,563.405299657656,2313,1234.707452676522
Región de La Araucanía,Perquenco,688,24888.29199997518,296,12774.46214987182,105,472.85218347575,50,3374.103645169808,348,183.4252829929,335,634.603705883,0,0,2,0.005,0,0,4,23.6,56,150.561764706,304,1200.3131255594,140,829.833840326219,99,998.735882354,528,2759.905461803566,38,106.919522715,173,466.032068520477,132,563.268684496246,592,349.669682100988
Región de La Araucanía,Pitrufquén,1619,42540.09044596132,357,3559.705209392889,182,181.28285910715,3,112.8129566219,779,94.9167371916497,579,790.13850199772,2,0.5,11,0.431,4,61.34918032300001,8,7.156,259,1935.4206139086,572,9722.193659905175,484,4910.473103419102,389,3591.0089407377,1434,12640.33750066423,114,1346.403270244511,391,1139.31529577299,225,1290.86562981124,1462,1155.779986863462
Región de La Araucanía,Pucón,437,132098.421988,4,7.5,42,13.047,0,0,207,27.740988,203,115.487,0,0,0,0,3,2.01,7,7.366,45,461.21,43,1288.528,359,100043.783,44,1684.099,378,6195.402,30,195.37,85,8816.41,102,12896.369,285,344.1
Región de La Araucanía,Saavedra,1723,21974.09326674775,823,1371.1224255598,1290,1716.64284770525,5,271.5220538633,369,145.658420120424,250,57.9907266516913,0,0,11,1.67170967742,5,3.7,1,0.05,163,309.66181986335,1089,3208.851680625465,386,873.754680755922,127,602.98660897293,1599,10231.43834309904,249,853.118661266134,560,825.627435605436,359,983.62101953367,1283,516.674833447925
Región de La Araucanía,Teodoro Schmidt,2034,44604.72322226952,950,5037.74597731315,683,1599.559988056775,74,741.916520051,385,56.23783333333,306,158.58126480305,5,2.75,7,1.86,10,132.55,6,1.77,272,890.0855587392,584,4662.150344866963,672,3540.835340126491,322,1787.75585791288,1849,19823.14305731717,227,2793.789105967255,422,719.48976271527,419,1772.87661406589,1570,881.6259970011
Región de La Araucanía,Toltén,1162,64796.38732855571,144,465.54093490269,314,314.446014456325,0,0,301,28.0696,116,45.70652220193,0,0,2,0.25,0,0,0,0,188,439.9347772203,529,25342.80737652088,448,10696.41778230162,208,2016.41721495272,1061,12135.072981366,53,3808.039386964806,557,2674.268906938807,390,6120.033131626086,878,709.382699103548
Región de La Araucanía,Vilcún,1559,75747.12557642869,659,16475.6926790576,241,1441.513910714284,26,1023.451343361,454,461.5369935967542,399,687.0646336206858,0,0,15,4.7106,3,179.3,10,16.2037,282,2204.4697789508,366,9401.068449129669,633,17138.51281037163,270,5697.4946924812,1245,14623.19180757612,119,1795.888982343191,214,2737.154305196261,239,789.02894460691,1234,1070.841945422567
Región de La Araucanía,Villarrica,1413,55009.11007547351,122,1442.321004690909,289,86.2275676512,0,0,891,98.6884,654,985.45991932625,1,2.4,8,1.2162,1,2,17,16.794,211,1263.8160017959,218,4122.947244965217,1031,21775.96919061667,238,4626.924511833,1315,17779.50864615059,57,570.508999853432,235,931.2198935443799,147,609.696192293364,1082,693.4123027526
Región de La Araucanía,Cholchol,997,19351.70577046085,607,1513.237632527,239,181.292478681,9,17.25,464,348.4313538468,244,115.736,0,0,14,6.2,0,0,1,0.006500000000000001,89,146.05,426,8553.021634765453,212,1219.679438866176,31,61.38,748,3531.334407628374,214,1982.667324259751,280,468.496,238,630.689999886292,636,576.233
Región de La Araucanía,Angol,577,76770.77556436804,100,787.20593335526,83,45.998,6,228.38225831394,320,145.197886561781,288,1031.134978135525,4,0.613,4,0.337,1,94.1844966435,8,16.19,209,851.5784237442,284,35153.20801950471,226,20136.44767118978,25,483.19835189391,365,3702.515344634714,169,10460.40571255001,212,1374.732582902326,151,1608.250636365893,479,651.195268572504
Región de La Araucanía,Collipulli,622,87760.2088437489,233,3584.4,37,12.241,5,543,322,60.8599,159,466.594,0,0,9,6.705,1,0.5,3,9.760000000000002,41,103.6,209,40818.03130745029,165,21646.48960058996,55,160.06,428,2550.68799999579,132,10158.46215352663,132,4315.459430389257,110,2602.972304689913,578,720.38614710705
Región de La Araucanía,Curacautín,281,142585.2512950957,96,6652.29600333638,9,2.275,6,907.741859584,38,2.792,37,52.51055687889999,0,0,0,0,0,0,1,3.1,107,1504.6738064516,49,5239.46213682773,193,78491.26229435248,28,205.5257096774,228,6557.565379843206,28,788.154849335575,23,6219.514000000544,26,35589.99385610933,217,368.3838426985
Región de La Araucanía,Ercilla,75,24097.39402618212,47,3873.0205145935,7,3.292,10,946.071166408,7,1.749464386129,12,37.036609653225,0,0,0,0,0,0,0,0,12,82.1572633548,21,10968.756186753,34,2727.206493732211,12,109.026,45,363.94575921227,16,2490.745866075427,11,60.989689704414,16,2196.867638430008,57,236.529373879138
Región de La Araucanía,Lonquimay,1057,189936.529,4,6.5,13,11.512,0,0,162,10.233,40,10.151,0,0,0,0,0,0,1,1,482,897.95,145,1177.42,606,94818.431,151,1406.4,868,26679.447,276,4075.192,312,9669.383,318,49937.01,869,1235.9
Región de La Araucanía,Los Sauces,615,60412.23896819275,177,2106.222159558,81,96.4144049416,3,129.70958073,219,54.9908701317386,152,254.52532534632,2,3.8,3,1.512,2,26.5,1,0.5,132,1358.591992751609,407,32585.27889404909,198,4985.127169797026,31,1111.425912994789,462,8849.130787438817,151,5893.556949261529,146,899.30189686986,116,1520.57544227538,503,535.075582046984
Región de La Araucanía,Lumaco,668,65252.34019765578,133,861.2319381211,104,83.6953759398,7,26.2797197405,211,55.9977184994382,53,29.5407243157,5,2.25,0,0,0,0,1,2,82,198.18205686371,491,38772.53136190254,235,7362.467402073442,14,156.77297079089,394,3260.677751352815,111,8759.505226832036,238,3073.515104264038,67,1941.159532587603,477,666.533314372171
Región de La Araucanía,Purén,722,28377.63831461342,215,641.1813146899,314,263.90064769,1,1,323,44.075662484854,224,80.1790932875,5,12.5,4,0.186,3,1.375,2,1.5,192,636.3095981753399,473,11198.95636612945,264,5050.951177265484,22,50.5835602094,596,6955.350149249407,99,794.14422989438,204,1486.479948324142,81,675.218394628935,604,483.747172584627
Región de La Araucanía,Renaico,247,17177.34485855035,74,1589.98551931624,36,76.518,7,154.01774168606,133,120.66044603437,77,903.793111857,0,0,1,0.09,5,175.3155033565,7,44.9,111,607.453898978891,68,7065.66494262347,12,640.08534756067,10,443.89253095,138,2213.740637077362,74,2498.072881346237,31,121.773498971042,35,240.905415555195,210,280.47538323731
Región de La Araucanía,Traiguén,736,63008.64043979141,399,13433.6663524069,92,397.4984746544,57,3633.2168623351,269,165.0148953034192,161,1092.25915740473,7,47.8,5,4.363,1,1,1,0.04,102,739.01125714905,401,21392.3564210459,225,4977.198113760305,146,1575.687915377411,503,7589.881716695983,95,3165.744071775962,126,753.073837066526,231,2835.587961680188,653,1205.240403135524
Región de La Araucanía,Victoria,862,86021.00426469881,505,26167.42295586738,45,112.0074403139,70,5543.319997446192,189,56.08098973437,131,819.071,2,12,2,0.5,1,10,5,5.765,114,1891.2355089824,153,18649.91165473218,258,8777.43315487642,131,1571.4027577836,558,6564.167428587756,90,5304.275143093521,100,899.757482521662,73,8242.119056125208,751,1394.534694634214
Región de Los Ríos,Total Región,8749,1224008.426857959,884,23869.5500000463,2070,4623.7910000156,30,2536.9200000033,3618,798.92035,2918,6297.674,10,30,53,55.7157,8,233.075,58,47.1428,1308,26290.3770000225,1901,196609.2769995307,5067,594951.61100703,2824,129752.7780001097,6881,88111.672,564,8118.227999689358,2312,46114.0990010237,1940,76084.57499996905,7552,19483.0210005189
Región de Los Ríos,Valdivia,353,67798.87519284304,12,860.575,81,17.111,1,2.2,149,23.287,120,67.843,1,3.5,12,9.763,3,2.1,12,8.088,34,308.555,129,24729.30151077264,245,25692.84634190703,53,3023.1051970836,268,3319.522000003814,20,1706.164434597557,131,5020.684999767917,89,1758.837941603596,309,1245.390767106894
Región de Los Ríos,Corral,167,43791.0991657867,2,0.55,62,12.863,0,0,106,22.289,59,24.129,0,0,7,0.22,0,0,1,0.012,6,2.48,61,13595.30428016068,119,24691.5456402916,37,168.188,126,545.95400000806,15,31.128,67,3822.399999431729,59,261.056999995597,145,612.9792458990449
Región de Los Ríos,Lanco,457,34040.75204650178,81,627.85,173,89.941,0,0,247,62.164,241,436.393,0,0,1,0.25,0,0,3,3.48,147,1786.2,145,10932.81394091825,319,11440.31247526882,148,1272.68,390,4490.739900285257,27,891.23480249406,90,633.57672734548,62,441.019999993936,399,932.09620019598
Región de Los Ríos,Los Lagos,538,105967.1127037623,19,1974.8264735668,41,50.3489375,1,150,144,33.755875,108,974.11714249952,1,0.8,2,0.21,0,0,1,0.035,55,3299.5223151124,127,24686.75899792243,330,40337.83303871725,172,20162.92990483495,392,8145.055670561409,13,613.198715563144,105,2362.597749857531,87,860.206058392486,468,2314.916824234333
Región de Los Ríos,Máfil,409,48766.19399895328,20,2825,34,74.559,5,298.32,68,31.102,127,317.023,0,0,1,0.06,3,137.355,1,0.045,71,1953.53,111,14218.29684622069,272,14064.18393647225,182,5906.76,290,3467.916000002137,21,1562.079740360576,166,2313.605000299663,77,492.700000005102,379,1103.65847559285
Región de Los Ríos,Mariquina,894,88525.73838495156,53,3236.982,276,510.761,4,296.12,455,82.2187,337,648.36,0,0,1,0.05,1,2.6,15,18.217,73,872.702,307,32869.85169324321,561,28162.25081242183,265,4160.425,769,7240.588099702363,112,1225.456143490389,404,5020.028273249264,283,1860.449000006405,833,2318.678662838101
Región de Los Ríos,Paillaco,667,69885.48165127712,78,3274.317410695576,88,1415.191952476,4,325.21,111,34.257,97,660.18081381248,0,0,3,1.225,1,30.02,2,0.5096,73,1349.66439541,159,16460.30709498445,381,15349.13856035576,346,17861.6656660378,446,6902.158575040131,32,434.288709746402,111,2362.854230617743,131,2046.483633421941,541,1378.009008678827
Región de Los Ríos,Panguipulli,1322,249356.9771832727,161,1670.7,336,213.141,3,729.22,675,188.811,476,1597.376,0,0,5,0.1922,0,0,8,3.4232,199,2280.22,215,16960.06220836172,1021,159793.860084926,197,6125.34,1180,16160.31700000154,159,479.367014728825,407,12280.82500010953,266,27381.05299999729,940,3493.06947514779
Región de Los Ríos,La Unión,1227,162708.4706327308,188,4271.889830448256,206,810.825022636536,8,257.914544041352,403,110.01625,496,684.424218688,7,11.7,13,2.2855,1,1,7,9.065,369,5715.6588385287,356,35027.14693993498,663,85549.1900074864,317,13239.34998196,888,7828.0678806085,67,503.547438722414,307,4730.534769954801,283,1409.353553680555,1113,2546.500856040282
Región de Los Ríos,Futrono,545,97918.23966501968,82,640.486766148,268,250.945,2,80.1,312,66.06431818182,129,187.18,1,14,0,0,0,0,1,0.004,38,1911.3844509714,74,3652.296524071588,317,63467.99827354875,134,11180.00910172125,465,7112.02154083227,38,124.81,150,3176.220000000122,191,4697.025457468935,471,1357.694232075542
Región de Los Ríos,Lago Ranco,661,111161.5420002271,56,434.9239198594,173,200.0258355136,1,2.8343558298,319,54.64543303497,150,175.11395608395,0,0,0,0,0,0,2,0.208,18,462.25,104,601.480001401696,354,73995.21458550556,186,3651.894628113,561,7144.097425449606,13,222.809999859401,170,2350.809400824511,99,21395.94837840194,482,469.2860803497
Región de Los Ríos,Río Bueno,1683,144087.9442326331,158,4051.448599328268,341,978.078251889464,5,395.001100132148,634,90.30977378321,589,525.53386891605,0,0,8,41.46,1,60,5,4.056,251,6348.21,174,2875.656961538392,603,52407.23725012879,846,43000.4305203591,1162,15755.23390750492,61,324.14300012659,242,2039.962849565406,350,13480.44097700126,1587,1710.741172359561
Región de Los Lagos,Total Región,18343,2629360.929498168,780,18253.1100000063,7692,10165.4530000023,31,996.67,6667,1466.9319,4942,4725.695,12,12.96,84,54.9724,17,397.172,70,190.1662,2337,26693.5590000097,2870,52804.80899831426,11629,1532386.687000215,6560,240560.406999882,14550,196525.627,1120,12631.54199974057,6940,110049.3970000025,3612,407327.9629999976,13129,14117.8079999974
Región de Los Lagos,Puerto Montt,817,99826.77470000015,46,300.253,363,235.215,1,1.0932475885,236,33.3827,331,131.888,0,0,19,0.1642,0,0,6,1.9028,119,559.579524116645,191,523.9246827301,533,74269.3039199826,215,4579.7273838702,589,4404.4435822762,87,2705.554,386,2311.2624905363,198,9271.804990354,716,497.275178545605
Región de Los Lagos,Calbuco,1931,25817.79470001484,12,7.3,1363,474.994,0,0,1305,216.1777,685,163.845,0,0,9,0.318,2,0.204,4,0.84,230,264.43,215,2393.5635854524,1149,8170.83364654084,343,1540.39,1733,7942.111,76,543.1850000000001,869,2585.125140018,263,904.9291680016,1557,609.548460002
Región de Los Lagos,Cochamó,331,72651.45339933869,4,2.5,187,53.06,1,0.5,177,14.6294,162,72.533,2,2.7,0,0,0,0,0,0,35,45.6,12,270.40117605548,299,63527.63452385031,105,553.86,304,3090.772,7,77.374299432912,221,4101.238,46,680.1700000000002,238,158.481
Región de Los Lagos,Fresia,595,45492.35473942053,65,2305.390823964,175,1602.2150419331,1,18.6248153628,110,38.505,165,176.60700000005,0,0,2,0.453,1,2.5,4,3.9,173,2229.91675662702,155,2591.495815320955,423,12529.08354766732,310,12648.24118034754,427,8323.284355978443,26,234.5221775705,184,1090.257034933458,172,1036.875156277099,530,660.483033438244
Región de Los Lagos,Frutillar,401,48250.0420000066,46,1931.3389912152,48,509.4799834728,2,103,50,7.311,23,274.777,1,1,2,13.5,1,139.5,3,11.83,58,2758.43634424,30,417.75,168,5336.689450569475,245,22868.1668542112,278,10977.31891815377,11,143.847268848,65,967.21974894,47,781.617544396,301,1007.25889596015
Región de Los Lagos,Los Muermos,1348,73690.05449997235,199,1607.0083783008,463,1760.5279782244,4,133.5,213,40.9171,190,127.304,2,2.25,1,0.1,0,0,15,0.1994,274,1712.1817191445,206,637.284412883,1065,22875.11266865827,905,25748.96507241771,786,11658.57387048981,23,188.325,595,4019.6962491111,349,1964.28392224,1200,1213.82472850275
Región de Los Lagos,Llanquihue,197,29498.21999985079,43,1282.5714995344,60,1083.9929466048,1,70,43,9.291,32,62.97,0,0,1,0.5,1,154.9,0,0,46,1676.8275370936,33,135.3692550006,129,4389.0425298784,116,13939.1470852016,134,5122.314254275086,8,114.3168224295,35,397.612054308,50,569.3254146918,168,490.039600833
Región de Los Lagos,Maullín,911,31745.55099997359,36,138.300344601,286,277.1682329215,2,4,124,24.078,91,65.07,0,0,1,0.005,0,0,2,1,168,1013.76101083,184,1609.3614145476,530,7688.67888663049,529,7305.3983322172,547,7440.292581225,99,629.305,338,2799.4501208519,328,2249.2768319984,637,500.4052441505
Región de Los Lagos,Puerto Varas,232,293368.1896000307,25,671.6340768853,28,504.4068660953,3,49.9067524115,29,19.7316,23,15.446,0,0,0,0,0,0,6,40.901,38,513.430369058055,52,572.976736164055,170,192391.8763877828,123,11218.60168476099,151,10227.92910484081,9,212.249073142042,68,6094.8395714302,96,70415.7177212136,180,418.542656246045
Región de Los Lagos,Castro,873,12336.82539999965,15,8.3,590,301.741469026544,0,0,320,49.3564,297,108.163,0,0,6,0.961,1,0.004,2,0.238,20,118.2,44,36.295,412,2996.75269911476,143,937.4449999999999,753,5593.324831858344,55,380.925,293,1426.394,113,224.017,267,154.708
Región de Los Lagos,Ancud,1159,52804.06169998804,15,8.755,405,130.911,0,0,571,43.1967,331,82.738,2,1.01,3,0.19,0,0,5,0.711,97,270.87,178,574.851,775,28183.289188175,465,7329.324087815,880,11436.45972399805,85,317.447,433,2603.858,244,1329.736,1019,490.715
Región de Los Lagos,Chonchi,777,86873.30029970688,3,0.95,487,253.105,0,0,463,37.6523,313,63.441,0,0,1,0.5,8,0.517,0,0,128,301.833,39,472.82,588,75276.04599970688,350,2871.271,639,5546.534,37,135.995,243,1346.123,138,463.948,479,102.565
Región de Los Lagos,Curaco de Vélez,359,3293.519653845855,5,2.45,272,106.009538461535,0,0,58,5.5945,48,10.72,0,0,1,0.02,0,0,0,0,2,2,9,5.95,203,637.988230769,109,391.605,321,1763.76538461532,14,31.56,123,228.68,41,67.327,155,39.85
Región de Los Lagos,Dalcahue,664,16960.95594616645,3,1.25,443,149.127992511921,0,0,242,21.7811,132,38.998,0,0,0,0,0,0,1,0.25,103,206.438,48,208.477,503,5716.46288194124,207,1384.128912185,585,5747.260059528286,105,671.78,305,1694.422,220,988.763,431,131.817
Región de Los Lagos,Puqueldón,453,4312.8198,3,2.5,360,179.033,0,0,212,25.0868,79,21.685,0,0,1,0.008,0,0,0,0,66,48.05,16,5.18,277,901.104,108,179.845,433,2526.207,17,45.62,121,216.649,30,43.996,379,117.856
Región de Los Lagos,Queilén,363,7298.983000000001,0,0,189,79.47,0,0,77,31.4,70,24.15,0,0,1,0.5,0,0,0,0,0,0,6,3.565,297,4548.31,129,484.371,305,1549.912,4,18.13,95,467.995,8,24.54,144,66.64
Región de Los Lagos,Quellón,629,203704.7740002931,1,2,235,429.376,1,0.2,256,297.454,195,178.314,0,0,1,0.25,0,0,1,0.7,57,300.44,19,243.65,446,190687.7450002931,201,1676.59,485,5248.492,53,118.544,379,3707.932,147,589.375,366,223.712
Región de Los Lagos,Quemchi,829,17570.268,1,0.5,589,231.132,0,0,464,34.773,400,123.739,0,0,3,0.209,1,0.002,4,1.62,176,185.071,164,225.072,631,7309.45,383,2652.523,646,4697.645,40,92.459,386,1346.814,145,542.766,726,126.493
Región de Los Lagos,Quinchao,785,7220.402400000001,11,9.012,587,285.937,0,0,509,77.7864,339,104.252,0,0,3,0.058,1,0.2,1,4,102,104.249,177,90.965,473,1489.91,95,121.68,734,3748.86,112,231.014,399,760.744,46,82.171,345,109.564
Región de Los Lagos,Osorno,681,64100.3538737214,57,4359.288231564095,61,476.4288700176,6,198.0848153628,103,50.0467,132,1104.931239049155,0,0,7,4.9,1,4,10,108.18211764705,79,2959.77719268239,143,2893.53877222277,250,5716.032793179659,290,30610.09024786875,431,11380.55284598658,30,417.892589039558,81,506.063323475234,162,2013.75201914042,413,1296.792116485363
Región de Los Lagos,Puerto Octay,336,79441.31659295809,9,402.681365576,4,95.241820768,0,0,17,1.826,10,45.55,0,0,3,3.5,0,0,1,0.4,57,3324.47276382415,43,9101.328187144703,227,27234.86116174094,235,30221.4178354964,178,2841.340559104035,6,2519.590498684623,75,1260.086493780441,97,1166.9324459,305,1222.087460938784
Región de Los Lagos,Purranque,345,46859.59321531561,15,1182.6,11,406.1,3,139,31,12.38,22,518.44999999995,0,0,1,0.8,0,0,0,0,16,1129.7028571434,50,5731.53205747895,167,8877.70647692314,55,12180.95477887772,295,13801.66291686354,12,219.096684646,55,1011.954819585934,76,1029.2929591033,138,618.359664693668
Región de Los Lagos,Puyehue,693,145624.1691687458,7,302.9298411271392,28,27.75,3,56.99999999999999,43,10.039,41,66.42333333335,1,0.25,4,23.75,0,0,2,0.7558823529500001,67,2498.70761513688,37,1213.641530767655,316,87081.57439237768,362,20241.4000165026,519,15258.5446023391,5,132.45,106,1503.36513884601,99,16410.78624529758,436,794.80157066487
Región de Los Lagos,Río Negro,528,44575.90380984507,21,946.5997490788,44,322.2052832206,2,33.7503692744,80,48.1515116279,115,617.985490837095,0,0,3,3.5,1,95.2,2,3.7,87,1783.57865745046,92,7243.788167749432,216,4932.39356659565,131,15482.2764306501,467,9162.359208245472,39,575.81470234222,163,820.554325501696,125,1332.379581383661,487,1171.666765887578
Región de Los Lagos,San Juan de La Costa,806,51078.04068817443,51,84.4,169,102.5869767442,0,0,280,105.2604883721,217,97.2639534884,0,0,4,0.1762,0,0,0,0,49,164.5058139536,461,12191.45856518998,554,27026.8483006633,77,287.99,719,6054.268372093782,100,1009.499883606479,346,2959.480000001282,69,214.609999999976,451,779.692134061336
Región de Los Lagos,San Pablo,692,27482.57501059477,85,2642.398698159565,87,30.395,4,188,316,156.0662,310,345.538983292,4,5.75,5,0.601,0,0,3,9.036,116,2326.259838709,243,2824.08938644158,249,1472.601775394358,235,9961.38608479999,493,5525.842103508965,22,348.555999998732,65,423.988450702909,156,743.427000000164,564,478.638489587507
Región de Los Lagos,Chaitén,284,786994.0170001904,2,0.898,71,18.64,0,0,53,9.009,13,6.855,0,0,0,0,0,0,0,0,3,120.54,2,2.5,237,515747.14695912,43,1885.13,248,5197.3710410704,6,227.579,162,47202.74,35,216377.33,178,198.278
Región de Los Lagos,Futaleufú,146,65832.2028,15,19.7,3,3.25,0,0,9,4.5628,2,3,0,0,0,0,0,0,0,0,4,40,16,170.5,129,33236.76,75,526.2,141,3596.7,1,3.09,86,7844.72,22,20310,52,73.72
Región de Los Lagos,Hualaihué,304,115101.010000014,2,0.6,118,31.925,1,0.01,228,38.56,126,47.422,0,0,2,0.009000000000000001,1,0.145,0,0,6,6.2,21,15.080253165,243,78020.65201266,44,200.28101266,266,1420.346683549,51,135.82,161,1761.21803798,94,33211.903,283,210.838
Región de Los Lagos,Palena,206,69555.40250000001,19,29,10,4.027,0,0,50,2.9255,59,25.635,0,0,0,0,0,0,0,0,12,28.5,44,398.4,201,34114.796,97,532,203,5241.139,1,150,183,6588.915,84,22286.91,181,153.155
Región de Aysén del General Carlos Ibáñez del Campo,Total Región,1968,7436342.9595,31,182.602,194,124.953,1,0.125,446,110.6005,237,331.61,5,3.12,10,6.241,12,52.69,9,7.2,387,11857.175,275,30855.681,1414,2583207.835,615,24939.038,1704,308368.224,241,56410.35,813,265413.022,744,4149837.685,1174,4634.808
