total_nacional_region__,comuna_6_7_8__,categorias_de_uso_del_suelo__total__numero_de_upa,categorias_de_uso_del_suelo__total__superficie_ha,categorias_de_uso_del_suelo__cereales__numero_de_upa,categorias_de_uso_del_suelo__cereales__superficie_ha,categorias_de_uso_del_suelo__leguminosas_y_tuberculos__numero_de_upa,categorias_de_uso_del_suelo__leguminosas_y_tuberculos__superficie_ha,categorias_de_uso_del_suelo__cultivos_industriales__numero_de_upa,categorias_de_uso_del_suelo__cultivos_industriales__superficie_ha,categorias_de_uso_del_suelo__hortalizas_hongos_aromaticas_medicinales_y_condimentarias__numero_de_upa,categorias_de_uso_del_suelo__hortalizas_hongos_aromaticas_medicinales_y_condimentarias__superficie_ha,categorias_de_uso_del_suelo__frutales__numero_de_upa,categorias_de_uso_del_suelo__frutales__superficie_ha,categorias_de_uso_del_suelo__vides_para_vinificacion_y_uvas_pisqueras__numero_de_upa,categorias_de_uso_del_suelo__vides_para_vinificacion_y_uvas_pisqueras__superficie_ha,categorias_de_uso_del_suelo__flores_de_corte__numero_de_upa,categorias_de_uso_del_suelo__flores_de_corte__superficie_ha,categorias_de_uso_del_suelo__semilleros__numero_de_upa,categorias_de_uso_del_suelo__semilleros__superficie_ha,categorias_de_uso_del_suelo__viveros_y_cesped_alfombra__numero_de_upa,categorias_de_uso_del_suelo__viveros_y_cesped_alfombra__superficie_ha,categorias_de_uso_del_suelo__forrajeras__numero_de_upa,categorias_de_uso_del_suelo__forrajeras__superficie_ha,categorias_de_uso_del_suelo__plantaciones_forestales__numero_de_upa,categorias_de_uso_del_suelo__plantaciones_forestales__superficie_ha,categorias_de_uso_del_suelo__bosque_nativo__numero_de_upa,categorias_de_uso_del_suelo__bosque_nativo__superficie_ha,categorias_de_uso_del_suelo__praderas_mejoradas__numero_de_upa,categorias_de_uso_del_suelo__praderas_mejoradas__superficie_ha,categorias_de_uso_del_suelo__praderas_naturales__numero_de_upa,categorias_de_uso_del_suelo__praderas_naturales__superficie_ha,categorias_de_uso_del_suelo__terrenos_productivos_no_trabajados__numero_de_upa,categorias_de_uso_del_suelo__terrenos_productivos_no_trabajados__superficie_ha,categorias_de_uso_del_suelo__matorrales__numero_de_upa,categorias_de_uso_del_suelo__matorrales__superficie_ha,categorias_de_uso_del_suelo__terrenos_no_productivos__numero_de_upa,categorias_de_uso_del_suelo__terrenos_no_productivos__superficie_ha,categorias_de_uso_del_suelo__infraestructura__numero_de_upa,categorias_de_uso_del_suelo__infraestructura__superficie_ha
Región del Maule,Retiro,932,43304.85000186224,359,6520.6583911775,72,218.19969604871,15,197.5,326,1391.58229096034,447,4783.123556366915,33,877.84,6,2.7072875106,9,643.01833333345,9,122.4657166808,127,761.28823589861,57,7175.535667453019,27,388.174289826453,61,991.1251818254,551,14936.26378072797,146,2555.926507538202,44,260.880452572438,120,604.734007800438,659,873.8266061414
Región del Maule,San Javier,901,81500.04955818801,257,2867.39301641045,85,1011.9335087704,7,334.5,197,340.6450877184,131,1324.59742028985,439,6626.76612003875,0,0,4,203.42,3,0.602,79,513.0910344828,145,22108.22929628603,83,9898.297896707856,36,1112.682169491,438,13537.56901704677,246,9727.949754525547,28,8159.522975664896,132,2424.567501342865,579,1308.282759412393
Región del Maule,Villa Alegre,356,8726.325300003191,110,1931.134298661534,24,302.16443775078,8,215.3,46,60.5557684224,132,1322.01087848645,85,1812.2006442137,5,1.812,6,110.1,13,3.5089,48,258.78512915102,32,125.361768995456,8,35.02711901004,47,243.732778595895,119,1212.88916785812,36,400.58443899815,11,17.4,41,409.341,206,264.416969859645
Región del Maule,Yerbas Buenas,698,12936.16067919316,275,2841.56496097885,107,525.173846153,11,120.3687804869,50,77.6641666615,386,2798.684693196075,17,514.59686747,1,0.05,16,101.1536545633,8,24.1883333333,117,683.2093218482,27,468.119949778302,10,65.336493499957,47,607.777501547395,229,1671.740817873565,117,1030.920290021723,29,166.94418036376,74,591.49436484868,502,647.172456568656
Región de Ñuble,Total Región,12171,807993.0097955882,5046,79425.673,2356,4496.113,212,8489.904,2573,4520.0623,3340,18486.627,1824,4715.429,84,20.497,106,2226.76,100,212.721,2222,15545.853,2171,230493.8510048282,1383,182055.0289919336,1238,14953.961,7242,144403.2249996378,2568,29307.18150003599,1656,22698.75599961555,1787,29149.94509839934,9707,16791.42190113775
Región de Ñuble,Chillán,826,29480.59115791275,290,4193.03569995293,97,200.22,12,276.1947153362,254,568.2265259825,263,1839.554847501219,150,532.452,6,3.474,8,97.3940593184,15,43.005,163,1407.0352576639,107,6121.038222497796,50,600.904862320744,114,1339.23143797748,386,6491.590506779253,229,2009.056665236277,97,1348.831313982928,154,1322.191198555923,704,1087.154844807206
Región de Ñuble,Bulnes,738,32945.48901055875,325,5727.8768803666,91,314.9086777175,14,928.05,188,313.921131579,133,2442.0725845309,24,103.269006784,6,2.566,10,278.3,6,42.68,181,2677.138111025,64,4384.202839922251,27,538.428660033848,130,2010.2147292513,483,8414.0334128619,104,1184.439634239758,82,931.499235553336,96,1482.578434332706,566,1169.30967236065
Región de Ñuble,Chillán Viejo,270,17753.97079553634,59,1187.7,20,12.25,3,40,118,146.49,50,131.345,31,143.63,1,0.03,1,6,3,2.3,30,283.406241789,45,7699.140437916018,14,386.411579453386,15,1309.08863406363,180,4841.067988477406,31,454.699381736562,18,437.862940868532,23,251.983698873606,193,420.5648923582
Región de Ñuble,El Carmen,1168,63516.56397905235,833,14420.38918387757,454,664.785,31,1591.7852846638,172,451.1447740175,354,1328.2389690743,20,21.18,5,1.606,5,569.1159406816,2,2.005,372,1517.6348453715,286,7180.937963698839,292,14688.61180495036,222,858.87,822,14684.47870003595,126,1830.325605626267,227,1106.567439490665,198,1586.975309386897,1055,1011.912158177096
Región de Ñuble,Pemuco,378,46586.41240712664,190,7381.1475581235,46,40.125,13,784.95,93,62.9446,66,190.22,0,0,0,0,3,37,0,0,88,339.91,99,22265.96884418105,83,3584.676124329478,49,650.56,257,4487.566394791646,39,2008.762809622397,85,1238.763701359269,95,2269.761681743084,317,1244.055692976222
Región de Ñuble,Pinto,442,54328.11809994233,186,4029.688,64,38.287,5,132.5,85,284.11,155,605.316,1,0.05,3,4.19,2,6.04,0,0,81,435.616899371,121,4327.787889070144,94,19598.42870594918,63,407.64610062889,278,22614.86500932222,32,593.707920836761,50,498.4372387144,52,359.014746806893,368,392.432589242853
Región de Ñuble,Quillón,636,14457.69834982902,25,58.650443731,26,17.31,0,0,182,117.672868421,294,777.3059473684,276,453.3503691791,23,3.106,0,0,22,8.06,8,23.3,89,6502.342524474943,48,1102.028265738402,14,89.6370364425,175,864.329686259743,226,755.677432336998,165,1537.377621084412,194,1603.712342768264,498,543.837812024258
Región de Ñuble,San Ignacio,967,21242.7233146502,665,6862.732558046,372,829.117,47,990.91,129,378.466,138,1286.93440916351,1,1,2,0.6,14,209.96,0,0,276,1668.3947558046,58,2304.361903857977,37,217.115641320611,104,740.39,547,3459.045770332894,83,532.1995553779179,97,370.17591037896,109,507.957527195364,712,883.36228317237
Región de Ñuble,Yungay,481,56244.13588592396,142,10355.99,81,206.337,11,910.414,136,386.2536,59,647.328,6,2.36,2,0.324,0,0,3,2.653,64,289.83,120,25304.05527133035,79,8502.238020157522,62,255.35,314,2933.111237440794,147,2794.290687131005,107,1274.76385036852,110,1196.140662860314,343,1182.696556635456
Región de Ñuble,Quirihue,304,32660.39035564462,108,317.83,80,62.35,0,0,38,17.9184,25,19.55,84,162.5107834789,1,0.018,0,0,0,0,43,112.125,186,21024.48834019548,43,1611.397479014841,2,11.5,217,4593.886178651727,79,1178.087776921266,96,1286.855067799644,54,1489.918025137636,262,771.95530444513
Región de Ñuble,Cobquecura,391,25339.39860431686,170,314.47,252,219.75,0,0,23,5.93,71,32.43,11,8.35,0,0,0,0,5,0.88,16,38.5,280,16425.31871318185,88,3452.014282547614,34,69.86,248,1377.610379609889,96,1237.972988846973,103,884.240915270678,42,641.540324877304,276,630.530999982548
Región de Ñuble,Coelemu,348,21969.29383290507,35,67.9259444875,108,230.5123222825,1,0.25,74,18.835,57,57.59,164,485.9455555555,5,0.51,0,0,1,0.1,20,81.901888975,164,14646.8421008553,57,1903.554556973858,6,19,106,759.446018965171,223,1622.768425328065,57,788.8524685576181,57,521.2168446600319,268,764.042706264526
Región de Ñuble,Ninhue,420,21127.11457383099,183,468.39,78,83.37,0,0,22,5.685,40,54.87460725675,258,419.3443778114,0,0,0,0,1,0.1,23,49.65,99,9848.363060048585,60,1811.604025803802,4,8,318,4334.934470977503,136,1358.083504929247,31,1133.12567228897,46,1098.372652507006,348,453.21720220773
Región de Ñuble,Portezuelo,248,14144.56800890021,50,119.11,14,10.9,1,0.74,15,3.2418,36,155.25,182,792.1806240369,0,0,0,0,1,0.01,4,19.5,48,6923.162837502185,11,1416.232454056844,9,21.3860400615,150,2324.4345985418,47,552.488869211305,20,838.843259802681,27,575.439260935434,179,391.648264751559
Región de Ñuble,Ránquil,347,11709.3195917344,25,75.981,9,6.45,0,0,89,77.187,105,114.676,266,637.142,1,0.2,0,0,1,0.071,19,65.9,99,6256.575427222806,32,1109.769999326926,0,0,30,367.03000000867,211,1186.867165572923,46,1008.739999845152,39,462.3529998066379,280,340.376999951286
Región de Ñuble,Treguaco,208,12989.88725447473,104,189.8,55,80.83,0,0,2,2.5,18,7.65,103,220.25,0,0,0,0,1,0.02,3,3.9,60,8586.09061841218,9,1590.612926812072,9,19.8,33,221.161547830334,142,986.574583782111,62,374.52873578822,25,328.875210607883,105,377.2936312419309
Región de Ñuble,San Carlos,1541,53499.88696537411,603,7912.4830154925,163,733.75,46,1529.75,254,627.465,433,1838.903,48,79.72714285725,8,2.949,49,651.65,16,68.925,342,2784.1008508016,94,7343.826519042233,57,865.951313082831,125,3066.96781751,975,21377.83497405357,183,1395.856508043854,85,609.029324065073,181,1554.133637968974,1125,1056.58386245622
Región de Ñuble,Coihueco,935,94786.07829207853,385,7026.258731414901,139,389.947,36,845.96,183,683.8004999999999,528,4122.268860911371,1,0.6944444445,2,0.36,12,237.3,14,32.732,180,1887.89,112,29032.65779412853,114,33293.11771498212,70,1603.3471942447,469,6364.771225678408,133,2047.859992045853,125,1622.084543982418,125,3326.699113608944,662,2268.329176636766
Región de Ñuble,Ñiquén,974,29259.80607797535,566,5048.4048385172,127,209.401,11,129.4,155,211.3031,227,1579.74,3,11.7048929664,0,0,3,42,2,2.2,172,1231.8941491984,29,5538.370968027444,74,1689.417583008258,103,1093.24818249,617,8829.67148662209,138,1547.495408698318,46,706.527157844964,120,714.040042148832,739,674.987268453444
Región de Ñuble,San Fabián,326,114351.9974118027,33,93.625,44,4.383,0,0,202,11.043,192,86.624,1,0.1,16,0.488,0,0,3,2.262,48,50.545,38,8975.45886067842,169,82988.51584110183,50,346.327,265,10313.02164910749,68,961.043126752725,77,3481.69631602909,77,6599.622097050036,265,437.2425210831
Región de Ñuble,San Nicolás,764,39599.56582601823,199,3574.1841459903,44,141.13,3,329,182,145.924,144,1168.75477419355,218,640.18780288605,3,0.07600000000000001,5,92,6,4.718,120,577.68,102,9802.859868583813,20,1103.997150969031,77,1033.53682733,560,14749.33376328929,192,3068.923457759405,55,1219.953286540017,55,1257.41928656757,645,689.887461909204
Región del Biobío,Total Región,12448,1358582.104013841,3225,43920.611,3156,3491.791,121,7200.952,4570,2564.9549,3102,9924.933,650,2002.192,156,38.3425,58,1731.625,124,125.7686,2671,17295.652,4894,608659.8250016192,3330,276012.5370032977,851,13459.46,7444,94504.633,3610,132585.8970061249,2744,49262.9090031113,2880,66794.33899975647,10280,29005.68199993141
Región del Biobío,Concepción,59,10453.15749191074,2,2,8,2.13,0,0,35,16.9145,30,14.227,3,1.102,3,0.025,0,0,3,0.467,3,7.2,32,6234.306532650635,28,1853.025613392252,0,0,25,337.50999985035,21,232.03367778288,18,1194.38500060434,24,202.180167239476,51,355.651000390804
Región del Biobío,Florida,465,26841.18281274959,45,358.9,59,34.571,0,0,207,64.7895,182,194.607,126,189.117,9,0.1922,0,0,18,6.73,12,59.2,252,15016.89909375107,153,3076.042197141398,13,126.21,157,1363.705610645324,256,1475.894708328023,166,2680.166426725444,127,1273.593712141125,281,920.564364017197
Región del Biobío,Penco,54,4023.51899949735,4,5.8,19,6.112,0,0,28,18.706,12,2.84,0,0,0,0,0,0,0,0,2,2,40,2552.069896858167,20,600.389997049824,1,2,12,170.690000089795,19,61.13710560032,13,409.91800024456,8,46.289999873954,43,145.56599978073
Región del Biobío,San Pedro de La Paz,34,4260.319991191122,1,1.1,2,0.9500000000000001,0,0,25,50.142,0,0,0,0,0,0,0,0,3,0.54,1,0.25,6,2393.546918088283,2,456.4224300816341,0,0,6,33.99,3,1042.330642667541,5,253.540000029468,2,1.834,19,25.674000324196
Región del Biobío,Santa Juana,576,60451.55978524873,112,74.37,365,150.227,0,0,425,68.4792,267,168.092,69,56.445,2,0.05180000000000001,0,0,3,0.0326,124,220.955,358,37222.60580776187,188,11069.7787906833,8,6.55,268,1098.301208849646,246,7378.050870619645,208,989.801061485288,193,402.611998131438,526,1545.20744771753
Región del Biobío,Tomé,242,23776.2193310694,33,28.97,116,50.602,0,0,141,12.6971,125,43.541,22,30.942,19,1.625,2,0.303,2,0.014,19,32.6,140,15780.15482476908,96,3217.110392583382,9,17.51,64,653.045612184709,167,991.324024573225,107,1117.265427757814,87,830.445012391009,219,968.069936810177
Región del Biobío,Chiguayante/Hualqui,409,33180.72016112739,51,54.3,187,78.235,0,0,312,52.952,213,55.525,76,30.825,20,0.371,0,0,11,1.2,30,56.85,212,17530.8927191272,93,5619.434565117418,4,15,167,989.2495846914,257,4137.334980953416,211,2987.77518110284,121,914.309852958688,320,656.46527717643
Región del Biobío,Coronel/Lota,114,23970.45950323584,8,7.001,26,29.541,0,0,51,25.2515,21,5.581,0,0,2,0.22,0,0,6,8.540000000000001,27,426.81,42,15515.39762862548,17,3340.698171143656,2,115,58,1467.095000076615,34,1327.160203626363,14,384.119999902616,17,142.798999853154,89,1175.245000007948
Región del Biobío,Talcahuano/Hualpén,24,4626.86799997636,0,0,0,0,0,0,8,8.5,1,0.5,0,0,0,0,0,0,1,0.1,1,1,6,1324.69248509844,5,153.97331717924,2,346,15,761.07,1,1.36141492364,6,472.27,7,672.00278277504,21,885.398
Región del Biobío,Lebu,259,41486.99699916068,54,139.275,118,145.695,0,0,65,20.146,31,13.54,0,0,1,0.001,0,0,0,0,22,62.8,178,23438.34600443717,95,7533.602810065348,17,87.25,201,3585.136097426704,76,715.748161186975,117,2387.684999463132,101,2306.96408233927,185,1050.807844242084
Región del Biobío,Arauco,531,71491.02538724722,13,88.9,181,211.58,0,0,34,7.5194,33,13.209,0,0,6,1.159,0,0,1,0.002,57,334.1,376,37436.50932957282,210,12762.96817551648,17,198.95,444,8631.980000133435,108,1494.267015684507,201,5375.973000810608,139,2189.559870833591,272,2744.348594695782
Región del Biobío,Cañete,919,66538.43199515594,546,1494.0559375,665,987.918,3,114.0703125,223,33.875,155,51.316,0,0,12,1.714,1,0.5,4,0.319,165,484.53,369,25873.32017017123,187,18801.71593706581,28,150.608,566,4747.99949986392,266,7618.910271996132,130,1624.97699935169,123,2891.376199937143,809,1661.226666770017
Región del Biobío,Contulmo,118,31487.6850128049,5,4.6,58,24.96,0,0,51,5.212,50,15.646,0,0,4,0.568,0,0,0,0,1,3,67,18895.88863741596,41,5307.263853040114,10,64.24,76,492.45199999042,17,4168.752087045345,14,149.305999759978,30,1671.515692399468,98,684.28074315361
Región del Biobío,Curanilahue,172,85267.06160601827,3,7,26,18.48,0,0,24,6.4226,24,8.583,0,0,0,0,0,0,0,0,9,13,134,55821.81493568191,136,18866.57996019053,5,24.375,111,536.925714330605,10,4350.009521149733,35,2571.547142932442,33,395.196946872328,132,2647.126784860718
Región del Biobío,Los Álamos,282,41818.35400126408,128,319.4,188,404.97,0,0,35,7.199,22,25.05,0,0,0,0,0,0,1,2,9,30.6,155,20725.44961804571,88,14641.91056163577,31,71.8,220,1874.951999948345,29,266.30242171625,77,1218.930000066298,139,908.718992108956,203,1321.071407742744
Región del Biobío,Tirúa,405,26943.92599673207,146,222.15,243,221.24,0,0,114,15.93,66,31.905,0,0,5,0.906,0,0,0,0,51,113.91,286,13848.53126055788,120,3282.61785005081,57,116.29,261,1342.710000070285,171,6197.389172096619,108,602.724000414152,84,651.8914568475,339,295.73125669483
Región del Biobío,Los Ángeles,2260,111994.4487858665,728,16121.16523326162,265,773.867,67,3655.673041774795,741,906.3451,392,4079.3558382852,10,33.43,19,3.7665,35,915.3748233775,36,84.789,748,7582.1679495808,406,40099.56489731289,241,3588.438101658188,266,3314.3569091364,1162,9662.166237571522,532,9481.015257610397,315,3278.015438675802,510,3828.345913355134,1866,4586.611544266262
Región del Biobío,Antuco,112,68762.59000813075,22,47.431,13,3.108,0,0,45,4.516,24,95.578,0,0,0,0,0,0,2,0.104,20,529.5999999999999,22,1400.064863820843,51,30997.78559060459,2,7.5,55,16961.56199992471,30,147.141416208732,42,620.767,55,17880.03413737425,78,67.398000197628
Región del Biobío,Cabrero,307,42034.98114559224,51,1788.2803595786,31,60.92,5,300.8696875,105,113.898,33,214.173,3,135.4,1,0.3,2,84.4683682093,0,0,64,651.14,104,22594.65151138218,28,1811.26880470736,31,1475.8527615076,175,3360.076966085648,93,6639.183004683933,50,438.398711175958,133,1627.766044306424,260,738.333926455224
Región del Biobío,Laja,354,21681.9550015049,49,523.222,19,5.495,0,0,169,46.225,184,345.038,56,51.231,4,0.17,1,0.002,5,0.142,44,986.56,125,10829.56662351698,75,1945.515589176338,51,391.82,209,2034.32099997458,149,3780.554790037053,89,312.327999580576,51,116.183999939006,325,313.57999928036
Región del Biobío,Mulchén,687,141527.4043705891,224,8643.295120189245,32,19.971,21,1992.326153845805,174,55.626,188,1623.36115841668,7,702.06017258644,9,0.154,6,450.54,5,4.035,151,1600.8817731486,320,61921.28279349898,147,24339.51160116155,63,3678.475,432,5345.529327620838,141,24538.49504811574,73,2925.411191979152,167,2304.97505234128,604,1381.473977684785
Región del Biobío,Nacimiento,564,58577.46749293741,60,440.16,63,32.885,2,13.1,194,82.5074,132,108.84,37,41.22,3,0.21,3,23,3,5.5,32,88.64,335,30397.04836214404,291,9113.12331100855,11,35.55,326,1728.710809183504,193,13574.45994758723,212,1564.573459335066,176,673.452275477008,436,654.48692820201
Región del Biobío,Negrete,381,10962.01641166282,156,2626.90795672724,34,23.124,4,113.75,132,52.4184,55,621.54384158332,1,356.49982741356,1,0.09,3,138,3,7.032,110,478.9862781288,69,1724.243572707677,24,314.259613684364,52,313.55,216,2088.2165663182,55,1017.135682397902,22,352.5960706506,66,233.672229185216,311,499.990372865941
Región del Biobío,Quilaco,314,69356.35173864297,79,728.6916531548,29,5.408,4,89.1079416524,127,7.8902,97,496.0552448418,0,0,2,0.51,3,54.3889789272,1,0.019,105,296.4949793672,95,11992.93159840244,174,37138.96169553432,32,292.1,230,2615.798290260464,124,4622.485921258302,36,5667.022834836862,69,4934.430151966758,279,414.055248440434
Región del Biobío,Quilleco,548,76239.51914455925,172,3387.4349634695,9,23.52,7,636.702862727,101,539.1125,55,174.978916873,1,0.025,3,25,3,56.147829486,1,2,105,471.466118498,205,31873.56174596802,180,18511.39400564097,47,1565.253329356,454,6864.975701337358,91,6845.398233961165,68,1226.256054333192,96,3068.95658548382,460,967.335297425234
Región del Biobío,San Rosendo,77,8798.250072739156,21,30.65,10,3.613,0,0,37,2.444,19,5.079,22,15.114,1,0.014,0,0,0,0,3,6.5,32,4991.279383254981,17,780.308225522984,6,9.1,19,219.557251652038,47,2425.170286199779,38,143.068110427566,16,136.569717115564,61,29.783098566244
Región del Biobío,Santa Bárbara,636,70541.67199291984,206,2277.239776119,37,13.145,4,111,241,203.2569,150,423.181,1,0.5,1,0.001,0,0,2,0.4,170,921.7909012766,217,26733.22825729911,298,16281.94145624665,39,682.34,516,5803.736066681251,79,6243.785393550706,92,3548.95836354063,113,6494.324315046,589,802.8435631598979
Región del Biobío,Tucapel,406,50682.92700973302,134,3700.711,76,17.157,6,174,95,21.489,92,205.872,1,0.75,0,0,0,0,2,0.59,123,450.66,146,27075.72774601738,153,7458.243898304654,26,135.95,309,4161.65400004619,37,5425.086364388395,101,855.63300045651,49,389.01500014854,314,610.388000371364
Región del Biobío,Yumbel,838,36002.16776457338,196,776.08,190,133.367,3,0.352,435,86.8006,424,881.355,218,357.531,29,1.294,3,8.9,10,0.513,166,1063.589,309,17247.3007836808,221,2006.248488110242,18,208.329,394,3869.896455192149,444,6337.429380174925,207,1415.527527468718,219,1099.576811315327,690,508.077718631229
Región del Biobío,Alto Biobío,571,34802.866,11,21.52,89,9,0,0,200,27.69,35,6.36,0,0,0,0,0,0,1,0.7,309,318.37,15,10168.947,62,11142.002,7,7.5,373,1701.62,4,50.55,25,2493.97,23,8505.747,533,348.89
Región de La Araucanía,Total Región,36552,1910167.97394177,13855,161105.2569999695,8530,12390.2499999993,764,25675.6399999993,14234,4314.335188,10473,15968.605,51,93.092,263,118.7878,67,1139.755999989,192,262.2042,5818,28004.4,13760,436072.0959619504,12962,527288.3030014342,4377,57021.96,30080,294401.2138000609,4677,98037.26898954774,9536,68456.52100001564,6956,154335.4460007782,29694,25482.838000026
