total_nacional_region,comuna_67,tipo_de_cultivo,especie,numero_total_de_upa8910,superficie_total_de_cultivo_ha,aire_libre_superficie_ha,bajo_cubierta_superficie_ha,sin_clasificar_superficie_ha_11
Región del Maule,Maule,Hortalizas,Shiitake (Lentinula edodes),0,0,0,0,0
Región del Maule,Maule,Hortalizas,Ostra (Pleurotus varios),0,0,0,0,0
Región del Maule,Maule,Hortalizas,Trufa Negra (Tuber melanosporum),0,0,0,0,0
Región del Maule,Maule,Hortalizas,Otros Hongos y Setas,0,0,0,0,0
Región del Maule,Maule,Hortalizas,Anís,0,0,0,0,0
Región del Maule,Maule,Hortalizas,Azafrán,0,0,0,0,0
Región del Maule,Maule,Hortalizas,Cedrón,0,0,0,0,0
Región del Maule,Maule,Hortalizas,Comino,0,0,0,0,0
Región del Maule,Maule,Hortalizas,Eneldo,0,0,0,0,0
Región del Maule,Maule,Hortalizas,Hipérico (o hierba de S. Juan),0,0,0,0,0
Región del Maule,Maule,Hortalizas,Jengibre,0,0,0,0,0
Región del Maule,Maule,Hortalizas,Lavanda,0,0,0,0,0
Región del Maule,Maule,Hortalizas,Manzanilla,0,0,0,0,0
Región del Maule,Maule,Hortalizas,Menta,0,0,0,0,0
Región del Maule,Maule,Hortalizas,Romero,0,0,0,0,0
Región del Maule,Maule,Hortalizas,Ruda,0,0,0,0,0
Región del Maule,Maule,Hortalizas,Salvia,0,0,0,0,0
Región del Maule,Maule,Hortalizas,Tomillo,0,0,0,0,0
Región del Maule,Maule,Hortalizas,Toronjil (o melisa),0,0,0,0,0
Región del Maule,Maule,Hortalizas,Otras Plantas Aromáticas y Medicinales,0,0,0,0,0
Región del Maule,Maule,Semilleros,Total,6,91.9954403832,91.9954403832,0,0
Región del Maule,Maule,Semilleros,Sin Clasificar,0,0,0,0,0
Región del Maule,Maule,Semilleros,"Semillas de Cereal, Leguminosas y Tubérculos",4,58.60226341,58.60226341,0,0
Región del Maule,Maule,Semilleros,Semillas de Cultivos Industriales,3,30.7931769732,30.7931769732,0,0
Región del Maule,Maule,Semilleros,Semillas de Hortalizas,1,2.6,2.6,0,0
Región del Maule,Maule,Semilleros,Otras Semillas,0,0,0,0,0
Región del Maule,Pelarco,Flores de corte,Total,6,0.54,0.2,0.29,0.05
Región del Maule,Pelarco,Flores de corte,Sin Clasificar,1,0.05,0,0,0.05
Región del Maule,Pelarco,Flores de corte,Agapanto (Agapanthus spp.),0,0,0,0,0
Región del Maule,Pelarco,Flores de corte,Alelí (Matthiola incana),0,0,0,0,0
Región del Maule,Pelarco,Flores de corte,Anémona (Anemone spp.),0,0,0,0,0
Región del Maule,Pelarco,Flores de corte,Astilbe (Astilbe spp.),0,0,0,0,0
Región del Maule,Pelarco,Flores de corte,Astromelia (Alstroemeria spp.),1,0.05,0,0.05,0
Región del Maule,Pelarco,Flores de corte,Ave del Paraíso (Strelitzia reginae),0,0,0,0,0
Región del Maule,Pelarco,Flores de corte,Azucena (Nerine spp.),0,0,0,0,0
Región del Maule,Pelarco,Flores de corte,Cala (Zantedeschia spp.),0,0,0,0,0
Región del Maule,Pelarco,Flores de corte,Cebolla Ornamental (Allium spp.),0,0,0,0,0
Región del Maule,Pelarco,Flores de corte,Celosía (Celosia Argentea),0,0,0,0,0
Región del Maule,Pelarco,Flores de corte,Chinas (Tagetes erecta),0,0,0,0,0
Región del Maule,Pelarco,Flores de corte,Cineraria (Senecio cruentus),0,0,0,0,0
Región del Maule,Pelarco,Flores de corte,Clavel (Dianthus caryophyllus),1,0.05,0,0.05,0
Región del Maule,Pelarco,Flores de corte,Clavelina (Dianthus barbatus),0,0,0,0,0
Región del Maule,Pelarco,Flores de corte,Craspedia (Craspedia uniflora),0,0,0,0,0
Región del Maule,Pelarco,Flores de corte,Crisantemo (Chrysanthemum spp.),0,0,0,0,0
Región del Maule,Pelarco,Flores de corte,Dalia (Dahlia spp.),0,0,0,0,0
Región del Maule,Pelarco,Flores de corte,Escabiosa (Scabiosa spp.),0,0,0,0,0
Región del Maule,Pelarco,Flores de corte,Estatice (Limonium spp.),0,0,0,0,0
Región del Maule,Pelarco,Flores de corte,Flor de cera (Chamelaucium uncinatum),0,0,0,0,0
Región del Maule,Pelarco,Flores de corte,Fresia (Freesia spp.),0,0,0,0,0
Región del Maule,Pelarco,Flores de corte,Genciana (Gentiana spp.),0,0,0,0,0
Región del Maule,Pelarco,Flores de corte,Gerbera (Gerbera spp.),0,0,0,0,0
Región del Maule,Pelarco,Flores de corte,Girasol (Helianthus annus),0,0,0,0,0
Región del Maule,Pelarco,Flores de corte,Gladiolo (Gladiolus spp.),1,0.02,0,0.02,0
Región del Maule,Pelarco,Flores de corte,Hipérico rojo (Hypericum spp.),0,0,0,0,0
Región del Maule,Pelarco,Flores de corte,Hortensia (Hydrangea spp.),0,0,0,0,0
Región del Maule,Pelarco,Flores de corte,Ilusión (Gypsophila spp.),0,0,0,0,0
Región del Maule,Pelarco,Flores de corte,Jacinto (Hyacinthus orientalis),0,0,0,0,0
Región del Maule,Pelarco,Flores de corte,Junco (Cyperus papyrus),0,0,0,0,0
Región del Maule,Pelarco,Flores de corte,Leucadendro (Leucadendron spp.),0,0,0,0,0
Región del Maule,Pelarco,Flores de corte,Liatris (Liatris spp.),0,0,0,0,0
Región del Maule,Pelarco,Flores de corte,Lilium (Lilium spp.),4,0.32,0.2,0.12,0
Región del Maule,Pelarco,Flores de corte,Lirios (Iris spp.),0,0,0,0,0
Región del Maule,Pelarco,Flores de corte,Lisianto (Lisianthus spp.),0,0,0,0,0
Región del Maule,Pelarco,Flores de corte,Milindro (Godetia multicolor),0,0,0,0,0
Región del Maule,Pelarco,Flores de corte,Narciso (Narcissus spp.),0,0,0,0,0
Región del Maule,Pelarco,Flores de corte,Ornitogalum (Ornithogalum spp.),0,0,0,0,0
Región del Maule,Pelarco,Flores de corte,Peonía (Paeonia spp.),0,0,0,0,0
Región del Maule,Pelarco,Flores de corte,Perritos (Antirrhinum majus),0,0,0,0,0
Región del Maule,Pelarco,Flores de corte,Protea (Protea spp.),0,0,0,0,0
Región del Maule,Pelarco,Flores de corte,Ranúnculo (Ranunculus spp.),0,0,0,0,0
Región del Maule,Pelarco,Flores de corte,Reina Luisa (Aster spp.),0,0,0,0,0
Región del Maule,Pelarco,Flores de corte,Rosa (Rosa spp.),0,0,0,0,0
Región del Maule,Pelarco,Flores de corte,Ruscus (Ruscus spp.),0,0,0,0,0
Región del Maule,Pelarco,Flores de corte,Siempreviva (Helichrysum spp.),0,0,0,0,0
Región del Maule,Pelarco,Flores de corte,Tulipán (Tulipa spp.),0,0,0,0,0
Región del Maule,Pelarco,Flores de corte,Vara de oro (Solidago spp.),0,0,0,0,0
Región del Maule,Pelarco,Flores de corte,Vibornio (Viburnum spp.),0,0,0,0,0
Región del Maule,Pelarco,Flores de corte,Viola (Viola spp.),0,0,0,0,0
Región del Maule,Pelarco,Flores de corte,Zinnia (Zinnia spp.),0,0,0,0,0
Región del Maule,Pelarco,Flores de corte,Otras flores de corte o follaje de corte,1,0.05,0,0.05,0
Región del Maule,Pelarco,Hortalizas,Total,95,382.0409981306,376.9999981306,1.441,3.6
Región del Maule,Pelarco,Hortalizas,Sin Clasificar,3,3.6,0,0,3.6
Región del Maule,Pelarco,Hortalizas,Acelga,2,0.3,0.3,0,0
Región del Maule,Pelarco,Hortalizas,Achicoria,0,0,0,0,0
Región del Maule,Pelarco,Hortalizas,Ají,8,8.700000000000001,8.55,0.15,0
Región del Maule,Pelarco,Hortalizas,Ajo,0,0,0,0,0
Región del Maule,Pelarco,Hortalizas,Ajo chilote,0,0,0,0,0
Región del Maule,Pelarco,Hortalizas,Albahaca,0,0,0,0,0
Región del Maule,Pelarco,Hortalizas,Alcachofa,0,0,0,0,0
Región del Maule,Pelarco,Hortalizas,Alcaparra,0,0,0,0,0
Región del Maule,Pelarco,Hortalizas,Alcayota,0,0,0,0,0
Región del Maule,Pelarco,Hortalizas,Apio,0,0,0,0,0
Región del Maule,Pelarco,Hortalizas,Arveja Verde,0,0,0,0,0
Región del Maule,Pelarco,Hortalizas,Berenjena,1,0.1,0.1,0,0
Región del Maule,Pelarco,Hortalizas,Berro,0,0,0,0,0
Región del Maule,Pelarco,Hortalizas,Betarraga,0,0,0,0,0
Región del Maule,Pelarco,Hortalizas,Brócoli,5,15.2,15.2,0,0
Región del Maule,Pelarco,Hortalizas,Bunching (consumo),3,3,3,0,0
Región del Maule,Pelarco,Hortalizas,Caigua,0,0,0,0,0
Región del Maule,Pelarco,Hortalizas,Camote,0,0,0,0,0
Región del Maule,Pelarco,Hortalizas,Cebolla,12,16.8,16.8,0,0
Región del Maule,Pelarco,Hortalizas,Cebollín (incl. baby y otros),0,0,0,0,0
Región del Maule,Pelarco,Hortalizas,Chalota,0,0,0,0,0
Región del Maule,Pelarco,Hortalizas,Choclo,22,66.9,66.9,0,0
Región del Maule,Pelarco,Hortalizas,Choclo dulce (maíz dulce),0,0,0,0,0
Región del Maule,Pelarco,Hortalizas,Ciboultte,0,0,0,0,0
Región del Maule,Pelarco,Hortalizas,Cilantro,1,0.2,0.2,0,0
Región del Maule,Pelarco,Hortalizas,Coliflor,7,4.8,4.8,0,0
Región del Maule,Pelarco,Hortalizas,Endibia,0,0,0,0,0
Región del Maule,Pelarco,Hortalizas,Espárrago,0,0,0,0,0
Región del Maule,Pelarco,Hortalizas,Espinaca,0,0,0,0,0
Región del Maule,Pelarco,Hortalizas,Haba,0,0,0,0,0
Región del Maule,Pelarco,Hortalizas,Huerta casera (princ. autoconsumo),7,0.564419183,0.558419183,0.006,0
Región del Maule,Pelarco,Hortalizas,Kale (o col crespa),0,0,0,0,0
Región del Maule,Pelarco,Hortalizas,Kohlrabi (o colirrábano),0,0,0,0,0
Región del Maule,Pelarco,Hortalizas,Lechuga,5,21.37,21.25,0.12,0
Región del Maule,Pelarco,Hortalizas,Locoto (o rocoto),0,0,0,0,0
Región del Maule,Pelarco,Hortalizas,Lufa,0,0,0,0,0
Región del Maule,Pelarco,Hortalizas,Melón,3,3.3631578948,3.3631578948,0,0
Región del Maule,Pelarco,Hortalizas,Orégano,0,0,0,0,0
Región del Maule,Pelarco,Hortalizas,Pak Choi (o Bok Choy),0,0,0,0,0
Región del Maule,Pelarco,Hortalizas,Pepino dulce,2,5,5,0,0
Región del Maule,Pelarco,Hortalizas,Pepino ensalada,9,6.075,5.55,0.525,0
Región del Maule,Pelarco,Hortalizas,Perejil,0,0,0,0,0
Región del Maule,Pelarco,Hortalizas,Pimiento (incl. todos los tipos),6,2.88,2.71,0.17,0
Región del Maule,Pelarco,Hortalizas,Poroto Granado,7,28.1,27.8,0.3,0
Región del Maule,Pelarco,Hortalizas,Poroto Verde,2,2.5,2.5,0,0
Región del Maule,Pelarco,Hortalizas,Puerro,0,0,0,0,0
Región del Maule,Pelarco,Hortalizas,Rábano (o rabanito),0,0,0,0,0
Región del Maule,Pelarco,Hortalizas,Repollito de Bruselas,0,0,0,0,0
Región del Maule,Pelarco,Hortalizas,Repollo,9,10.72,10.7,0.02,0
Región del Maule,Pelarco,Hortalizas,Rúcula,0,0,0,0,0
Región del Maule,Pelarco,Hortalizas,Ruibardo,0,0,0,0,0
Región del Maule,Pelarco,Hortalizas,Sandía,2,5.157894737,5.157894737,0,0
Región del Maule,Pelarco,Hortalizas,Tomate,9,8.8605263158,8.8605263158,0,0
Región del Maule,Pelarco,Hortalizas,Tomate cherry (u otros mini),3,11,11,0,0
Región del Maule,Pelarco,Hortalizas,Zanahoria,0,0,0,0,0
Región del Maule,Pelarco,Hortalizas,Zapallo,27,142.5,142.5,0,0
Región del Maule,Pelarco,Hortalizas,Zapallo Italiano,3,11.5,11.5,0,0
Región del Maule,Pelarco,Hortalizas,Otras Hortalizas,3,0.7,0.7,0,0
Región del Maule,Pelarco,Hortalizas,Champiñón de parís o común (Agaricus bisporus),0,0,0,0,0
Región del Maule,Pelarco,Hortalizas,Portobello (Agaricus bisporus var. portabella),0,0,0,0,0
Región del Maule,Pelarco,Hortalizas,Shiitake (Lentinula edodes),0,0,0,0,0
Región del Maule,Pelarco,Hortalizas,Ostra (Pleurotus varios),0,0,0,0,0
Región del Maule,Pelarco,Hortalizas,Trufa Negra (Tuber melanosporum),3,2,2,0,0
Región del Maule,Pelarco,Hortalizas,Otros Hongos y Setas,0,0,0,0,0
Región del Maule,Pelarco,Hortalizas,Anís,0,0,0,0,0
Región del Maule,Pelarco,Hortalizas,Azafrán,0,0,0,0,0
Región del Maule,Pelarco,Hortalizas,Cedrón,0,0,0,0,0
Región del Maule,Pelarco,Hortalizas,Comino,0,0,0,0,0
Región del Maule,Pelarco,Hortalizas,Eneldo,0,0,0,0,0
Región del Maule,Pelarco,Hortalizas,Hipérico (o hierba de S. Juan),0,0,0,0,0
Región del Maule,Pelarco,Hortalizas,Jengibre,0,0,0,0,0
Región del Maule,Pelarco,Hortalizas,Lavanda,0,0,0,0,0
Región del Maule,Pelarco,Hortalizas,Manzanilla,0,0,0,0,0
Región del Maule,Pelarco,Hortalizas,Menta,0,0,0,0,0
Región del Maule,Pelarco,Hortalizas,Romero,0,0,0,0,0
Región del Maule,Pelarco,Hortalizas,Ruda,0,0,0,0,0
Región del Maule,Pelarco,Hortalizas,Salvia,0,0,0,0,0
Región del Maule,Pelarco,Hortalizas,Tomillo,0,0,0,0,0
Región del Maule,Pelarco,Hortalizas,Toronjil (o melisa),0,0,0,0,0
Región del Maule,Pelarco,Hortalizas,Otras Plantas Aromáticas y Medicinales,2,0.15,0,0.15,0
Región del Maule,Pelarco,Semilleros,Total,22,1117.6188624862,1117.6188624862,0,0
Región del Maule,Pelarco,Semilleros,Sin Clasificar,0,0,0,0,0
Región del Maule,Pelarco,Semilleros,"Semillas de Cereal, Leguminosas y Tubérculos",13,468.9688624862,468.9688624862,0,0
Región del Maule,Pelarco,Semilleros,Semillas de Cultivos Industriales,3,574.55,574.55,0,0
Región del Maule,Pelarco,Semilleros,Semillas de Hortalizas,10,74.1,74.1,0,0
Región del Maule,Pelarco,Semilleros,Otras Semillas,0,0,0,0,0
Región del Maule,Pencahue,Flores de corte,Total,9,0.814,0.08,0.734,0
Región del Maule,Pencahue,Flores de corte,Sin Clasificar,0,0,0,0,0
Región del Maule,Pencahue,Flores de corte,Agapanto (Agapanthus spp.),0,0,0,0,0
Región del Maule,Pencahue,Flores de corte,Alelí (Matthiola incana),1,0.01,0.01,0,0
Región del Maule,Pencahue,Flores de corte,Anémona (Anemone spp.),0,0,0,0,0
Región del Maule,Pencahue,Flores de corte,Astilbe (Astilbe spp.),0,0,0,0,0
Región del Maule,Pencahue,Flores de corte,Astromelia (Alstroemeria spp.),3,0.036,0.01,0.026,0
Región del Maule,Pencahue,Flores de corte,Ave del Paraíso (Strelitzia reginae),0,0,0,0,0
Región del Maule,Pencahue,Flores de corte,Azucena (Nerine spp.),0,0,0,0,0
Región del Maule,Pencahue,Flores de corte,Cala (Zantedeschia spp.),0,0,0,0,0
Región del Maule,Pencahue,Flores de corte,Cebolla Ornamental (Allium spp.),0,0,0,0,0
Región del Maule,Pencahue,Flores de corte,Celosía (Celosia Argentea),0,0,0,0,0
Región del Maule,Pencahue,Flores de corte,Chinas (Tagetes erecta),0,0,0,0,0
Región del Maule,Pencahue,Flores de corte,Cineraria (Senecio cruentus),0,0,0,0,0
Región del Maule,Pencahue,Flores de corte,Clavel (Dianthus caryophyllus),0,0,0,0,0
Región del Maule,Pencahue,Flores de corte,Clavelina (Dianthus barbatus),1,0.01,0.01,0,0
Región del Maule,Pencahue,Flores de corte,Craspedia (Craspedia uniflora),0,0,0,0,0
Región del Maule,Pencahue,Flores de corte,Crisantemo (Chrysanthemum spp.),1,0.12,0,0.12,0
Región del Maule,Pencahue,Flores de corte,Dalia (Dahlia spp.),0,0,0,0,0
Región del Maule,Pencahue,Flores de corte,Escabiosa (Scabiosa spp.),0,0,0,0,0
Región del Maule,Pencahue,Flores de corte,Estatice (Limonium spp.),1,0.014,0,0.014,0
Región del Maule,Pencahue,Flores de corte,Flor de cera (Chamelaucium uncinatum),0,0,0,0,0
Región del Maule,Pencahue,Flores de corte,Fresia (Freesia spp.),0,0,0,0,0
Región del Maule,Pencahue,Flores de corte,Genciana (Gentiana spp.),0,0,0,0,0
Región del Maule,Pencahue,Flores de corte,Gerbera (Gerbera spp.),1,0.06,0,0.06,0
Región del Maule,Pencahue,Flores de corte,Girasol (Helianthus annus),0,0,0,0,0
Región del Maule,Pencahue,Flores de corte,Gladiolo (Gladiolus spp.),2,0.205,0,0.205,0
Región del Maule,Pencahue,Flores de corte,Hipérico rojo (Hypericum spp.),1,0.03,0,0.03,0
Región del Maule,Pencahue,Flores de corte,Hortensia (Hydrangea spp.),0,0,0,0,0
Región del Maule,Pencahue,Flores de corte,Ilusión (Gypsophila spp.),1,0.03,0,0.03,0
Región del Maule,Pencahue,Flores de corte,Jacinto (Hyacinthus orientalis),0,0,0,0,0
Región del Maule,Pencahue,Flores de corte,Junco (Cyperus papyrus),0,0,0,0,0
Región del Maule,Pencahue,Flores de corte,Leucadendro (Leucadendron spp.),0,0,0,0,0
Región del Maule,Pencahue,Flores de corte,Liatris (Liatris spp.),0,0,0,0,0
Región del Maule,Pencahue,Flores de corte,Lilium (Lilium spp.),5,0.129,0,0.129,0
Región del Maule,Pencahue,Flores de corte,Lirios (Iris spp.),0,0,0,0,0
Región del Maule,Pencahue,Flores de corte,Lisianto (Lisianthus spp.),1,0.06,0,0.06,0
Región del Maule,Pencahue,Flores de corte,Milindro (Godetia multicolor),0,0,0,0,0
Región del Maule,Pencahue,Flores de corte,Narciso (Narcissus spp.),0,0,0,0,0
Región del Maule,Pencahue,Flores de corte,Ornitogalum (Ornithogalum spp.),0,0,0,0,0
Región del Maule,Pencahue,Flores de corte,Peonía (Paeonia spp.),0,0,0,0,0
Región del Maule,Pencahue,Flores de corte,Perritos (Antirrhinum majus),0,0,0,0,0
Región del Maule,Pencahue,Flores de corte,Protea (Protea spp.),0,0,0,0,0
Región del Maule,Pencahue,Flores de corte,Ranúnculo (Ranunculus spp.),0,0,0,0,0
Región del Maule,Pencahue,Flores de corte,Reina Luisa (Aster spp.),0,0,0,0,0
Región del Maule,Pencahue,Flores de corte,Rosa (Rosa spp.),0,0,0,0,0
Región del Maule,Pencahue,Flores de corte,Ruscus (Ruscus spp.),0,0,0,0,0
Región del Maule,Pencahue,Flores de corte,Siempreviva (Helichrysum spp.),0,0,0,0,0
Región del Maule,Pencahue,Flores de corte,Tulipán (Tulipa spp.),0,0,0,0,0
Región del Maule,Pencahue,Flores de corte,Vara de oro (Solidago spp.),1,0.06,0,0.06,0
Región del Maule,Pencahue,Flores de corte,Vibornio (Viburnum spp.),0,0,0,0,0
Región del Maule,Pencahue,Flores de corte,Viola (Viola spp.),0,0,0,0,0
Región del Maule,Pencahue,Flores de corte,Zinnia (Zinnia spp.),0,0,0,0,0
Región del Maule,Pencahue,Flores de corte,Otras flores de corte o follaje de corte,1,0.05,0.05,0,0
Región del Maule,Pencahue,Hortalizas,Total,288,862.881,818.962,42.885,1.034
Región del Maule,Pencahue,Hortalizas,Sin Clasificar,4,1.034,0,0,1.034
Región del Maule,Pencahue,Hortalizas,Acelga,76,36.02,31.12,4.9,0
Región del Maule,Pencahue,Hortalizas,Achicoria,1,0.5,0.3,0.2,0
Región del Maule,Pencahue,Hortalizas,Ají,9,2.425,2.145,0.28,0
Región del Maule,Pencahue,Hortalizas,Ajo,2,0.535,0.535,0,0
Región del Maule,Pencahue,Hortalizas,Ajo chilote,0,0,0,0,0
Región del Maule,Pencahue,Hortalizas,Albahaca,4,1.45,1.3,0.15,0
Región del Maule,Pencahue,Hortalizas,Alcachofa,0,0,0,0,0
Región del Maule,Pencahue,Hortalizas,Alcaparra,0,0,0,0,0
Región del Maule,Pencahue,Hortalizas,Alcayota,1,0.1,0.1,0,0
Región del Maule,Pencahue,Hortalizas,Apio,33,15.85,12.85,3,0
Región del Maule,Pencahue,Hortalizas,Arveja Verde,3,8.5,8.4,0.1,0
Región del Maule,Pencahue,Hortalizas,Berenjena,0,0,0,0,0
Región del Maule,Pencahue,Hortalizas,Berro,0,0,0,0,0
Región del Maule,Pencahue,Hortalizas,Betarraga,0,0,0,0,0
Región del Maule,Pencahue,Hortalizas,Brócoli,4,2.05,2.05,0,0
Región del Maule,Pencahue,Hortalizas,Bunching (consumo),0,0,0,0,0
Región del Maule,Pencahue,Hortalizas,Caigua,0,0,0,0,0
Región del Maule,Pencahue,Hortalizas,Camote,0,0,0,0,0
Región del Maule,Pencahue,Hortalizas,Cebolla,51,56.794,56.641,0.153,0
Región del Maule,Pencahue,Hortalizas,Cebollín (incl. baby y otros),52,22.541,19.63,2.911,0
Región del Maule,Pencahue,Hortalizas,Chalota,0,0,0,0,0
Región del Maule,Pencahue,Hortalizas,Choclo,1,0.15,0.15,0,0
Región del Maule,Pencahue,Hortalizas,Choclo dulce (maíz dulce),0,0,0,0,0
Región del Maule,Pencahue,Hortalizas,Ciboultte,16,3.568,3.21,0.358,0
Región del Maule,Pencahue,Hortalizas,Cilantro,110,52.3786,45.565,6.8136,0
Región del Maule,Pencahue,Hortalizas,Coliflor,3,6.5,6.5,0,0
Región del Maule,Pencahue,Hortalizas,Endibia,0,0,0,0,0
Región del Maule,Pencahue,Hortalizas,Espárrago,0,0,0,0,0
Región del Maule,Pencahue,Hortalizas,Espinaca,62,27.1,23.855,3.245,0
Región del Maule,Pencahue,Hortalizas,Haba,3,0.55,0.4,0.15,0
Región del Maule,Pencahue,Hortalizas,Huerta casera (princ. autoconsumo),1,0.03,0.03,0,0
Región del Maule,Pencahue,Hortalizas,Kale (o col crespa),1,0.05,0.05,0,0
Región del Maule,Pencahue,Hortalizas,Kohlrabi (o colirrábano),0,0,0,0,0
Región del Maule,Pencahue,Hortalizas,Lechuga,35,18.626,17.045,1.581,0
Región del Maule,Pencahue,Hortalizas,Locoto (o rocoto),0,0,0,0,0
Región del Maule,Pencahue,Hortalizas,Lufa,0,0,0,0,0
Región del Maule,Pencahue,Hortalizas,Melón,89,166.6,160.6,6,0
Región del Maule,Pencahue,Hortalizas,Orégano,0,0,0,0,0
Región del Maule,Pencahue,Hortalizas,Pak Choi (o Bok Choy),0,0,0,0,0
Región del Maule,Pencahue,Hortalizas,Pepino dulce,0,0,0,0,0
Región del Maule,Pencahue,Hortalizas,Pepino ensalada,3,5.33,4.33,1,0
Región del Maule,Pencahue,Hortalizas,Perejil,84,32.502,28.58,3.922,0
Región del Maule,Pencahue,Hortalizas,Pimiento (incl. todos los tipos),8,0.617,0.517,0.1,0
Región del Maule,Pencahue,Hortalizas,Poroto Granado,1,0.1,0.1,0,0
Región del Maule,Pencahue,Hortalizas,Poroto Verde,9,0.431,0.25,0.181,0
Región del Maule,Pencahue,Hortalizas,Puerro,1,0.0024,0,0.0024,0
Región del Maule,Pencahue,Hortalizas,Rábano (o rabanito),7,2.06,2.06,0,0
Región del Maule,Pencahue,Hortalizas,Repollito de Bruselas,0,0,0,0,0
Región del Maule,Pencahue,Hortalizas,Repollo,6,5.15,5.15,0,0
Región del Maule,Pencahue,Hortalizas,Rúcula,2,0.25,0.05,0.2,0
Región del Maule,Pencahue,Hortalizas,Ruibardo,0,0,0,0,0
Región del Maule,Pencahue,Hortalizas,Sandía,86,202.35,197.35,5,0
Región del Maule,Pencahue,Hortalizas,Tomate,67,30.276,27.658,2.618,0
Región del Maule,Pencahue,Hortalizas,Tomate cherry (u otros mini),3,12.55,12.55,0,0
Región del Maule,Pencahue,Hortalizas,Zanahoria,0,0,0,0,0
Región del Maule,Pencahue,Hortalizas,Zapallo,43,143.85,143.85,0,0
Región del Maule,Pencahue,Hortalizas,Zapallo Italiano,6,0.722,0.702,0.02,0
Región del Maule,Pencahue,Hortalizas,Otras Hortalizas,1,0.25,0.25,0,0
Región del Maule,Pencahue,Hortalizas,Champiñón de parís o común (Agaricus bisporus),0,0,0,0,0
Región del Maule,Pencahue,Hortalizas,Portobello (Agaricus bisporus var. portabella),0,0,0,0,0
Región del Maule,Pencahue,Hortalizas,Shiitake (Lentinula edodes),0,0,0,0,0
Región del Maule,Pencahue,Hortalizas,Ostra (Pleurotus varios),0,0,0,0,0
Región del Maule,Pencahue,Hortalizas,Trufa Negra (Tuber melanosporum),3,2.5,2.5,0,0
Región del Maule,Pencahue,Hortalizas,Otros Hongos y Setas,0,0,0,0,0
Región del Maule,Pencahue,Hortalizas,Anís,0,0,0,0,0
Región del Maule,Pencahue,Hortalizas,Azafrán,0,0,0,0,0
Región del Maule,Pencahue,Hortalizas,Cedrón,0,0,0,0,0
Región del Maule,Pencahue,Hortalizas,Comino,0,0,0,0,0
Región del Maule,Pencahue,Hortalizas,Eneldo,0,0,0,0,0
Región del Maule,Pencahue,Hortalizas,Hipérico (o hierba de S. Juan),0,0,0,0,0
Región del Maule,Pencahue,Hortalizas,Jengibre,0,0,0,0,0
Región del Maule,Pencahue,Hortalizas,Lavanda,1,0.025,0.025,0,0
Región del Maule,Pencahue,Hortalizas,Manzanilla,0,0,0,0,0
Región del Maule,Pencahue,Hortalizas,Menta,0,0,0,0,0
Región del Maule,Pencahue,Hortalizas,Romero,0,0,0,0,0
Región del Maule,Pencahue,Hortalizas,Ruda,0,0,0,0,0
Región del Maule,Pencahue,Hortalizas,Salvia,0,0,0,0,0
Región del Maule,Pencahue,Hortalizas,Tomillo,2,0.058,0.058,0,0
Región del Maule,Pencahue,Hortalizas,Toronjil (o melisa),0,0,0,0,0
Región del Maule,Pencahue,Hortalizas,Otras Plantas Aromáticas y Medicinales,2,0.506,0.506,0,0
Región del Maule,Pencahue,Semilleros,Total,4,49,49,0,0
Región del Maule,Pencahue,Semilleros,Sin Clasificar,0,0,0,0,0
Región del Maule,Pencahue,Semilleros,"Semillas de Cereal, Leguminosas y Tubérculos",3,42.5,42.5,0,0
Región del Maule,Pencahue,Semilleros,Semillas de Cultivos Industriales,1,2,2,0,0
Región del Maule,Pencahue,Semilleros,Semillas de Hortalizas,1,4.5,4.5,0,0
Región del Maule,Pencahue,Semilleros,Otras Semillas,0,0,0,0,0
Región del Maule,Río Claro,Flores de corte,Total,6,0.86,0,0.86,0
Región del Maule,Río Claro,Flores de corte,Sin Clasificar,0,0,0,0,0
Región del Maule,Río Claro,Flores de corte,Agapanto (Agapanthus spp.),0,0,0,0,0
Región del Maule,Río Claro,Flores de corte,Alelí (Matthiola incana),0,0,0,0,0
Región del Maule,Río Claro,Flores de corte,Anémona (Anemone spp.),0,0,0,0,0
Región del Maule,Río Claro,Flores de corte,Astilbe (Astilbe spp.),0,0,0,0,0
Región del Maule,Río Claro,Flores de corte,Astromelia (Alstroemeria spp.),5,0.48,0,0.48,0
Región del Maule,Río Claro,Flores de corte,Ave del Paraíso (Strelitzia reginae),0,0,0,0,0
Región del Maule,Río Claro,Flores de corte,Azucena (Nerine spp.),0,0,0,0,0
Región del Maule,Río Claro,Flores de corte,Cala (Zantedeschia spp.),0,0,0,0,0
Región del Maule,Río Claro,Flores de corte,Cebolla Ornamental (Allium spp.),0,0,0,0,0
Región del Maule,Río Claro,Flores de corte,Celosía (Celosia Argentea),0,0,0,0,0
Región del Maule,Río Claro,Flores de corte,Chinas (Tagetes erecta),0,0,0,0,0
Región del Maule,Río Claro,Flores de corte,Cineraria (Senecio cruentus),0,0,0,0,0
Región del Maule,Río Claro,Flores de corte,Clavel (Dianthus caryophyllus),0,0,0,0,0
Región del Maule,Río Claro,Flores de corte,Clavelina (Dianthus barbatus),0,0,0,0,0
Región del Maule,Río Claro,Flores de corte,Craspedia (Craspedia uniflora),0,0,0,0,0
Región del Maule,Río Claro,Flores de corte,Crisantemo (Chrysanthemum spp.),0,0,0,0,0
