total_nacional_region,comuna_67,tipo_de_cultivo,especie,numero_total_de_upa8910,superficie_total_de_cultivo_ha,aire_libre_superficie_ha,bajo_cubierta_superficie_ha,sin_clasificar_superficie_ha_11
Región de Valparaíso,Juan Fernández,Hortalizas,Ostra (Pleurotus varios),0,0,0,0,0
Región de Valparaíso,Juan Fernández,Hortalizas,Trufa Negra (Tuber melanosporum),0,0,0,0,0
Región de Valparaíso,Juan Fernández,Hortalizas,Otros Hongos y Setas,0,0,0,0,0
Región de Valparaíso,Juan Fernández,Hortalizas,Anís,0,0,0,0,0
Región de Valparaíso,Juan Fernández,Hortalizas,Azafrán,0,0,0,0,0
Región de Valparaíso,Juan Fernández,Hortalizas,Cedrón,0,0,0,0,0
Región de Valparaíso,Juan Fernández,Hortalizas,Comino,0,0,0,0,0
Región de Valparaíso,Juan Fernández,Hortalizas,Eneldo,0,0,0,0,0
Región de Valparaíso,Juan Fernández,Hortalizas,Hipérico (o hierba de S. Juan),0,0,0,0,0
Región de Valparaíso,Juan Fernández,Hortalizas,Jengibre,0,0,0,0,0
Región de Valparaíso,Juan Fernández,Hortalizas,Lavanda,0,0,0,0,0
Región de Valparaíso,Juan Fernández,Hortalizas,Manzanilla,0,0,0,0,0
Región de Valparaíso,Juan Fernández,Hortalizas,Menta,0,0,0,0,0
Región de Valparaíso,Juan Fernández,Hortalizas,Romero,0,0,0,0,0
Región de Valparaíso,Juan Fernández,Hortalizas,Ruda,0,0,0,0,0
Región de Valparaíso,Juan Fernández,Hortalizas,Salvia,0,0,0,0,0
Región de Valparaíso,Juan Fernández,Hortalizas,Tomillo,0,0,0,0,0
Región de Valparaíso,Juan Fernández,Hortalizas,Toronjil (o melisa),0,0,0,0,0
Región de Valparaíso,Juan Fernández,Hortalizas,Otras Plantas Aromáticas y Medicinales,0,0,0,0,0
Región de Valparaíso,Juan Fernández,Semilleros,Total,0,0,0,0,0
Región de Valparaíso,Juan Fernández,Semilleros,Sin Clasificar,0,0,0,0,0
Región de Valparaíso,Juan Fernández,Semilleros,"Semillas de Cereal, Leguminosas y Tubérculos",0,0,0,0,0
Región de Valparaíso,Juan Fernández,Semilleros,Semillas de Cultivos Industriales,0,0,0,0,0
Región de Valparaíso,Juan Fernández,Semilleros,Semillas de Hortalizas,0,0,0,0,0
Región de Valparaíso,Juan Fernández,Semilleros,Otras Semillas,0,0,0,0,0
Región de Valparaíso,Puchuncaví,Flores de corte,Total,0,0,0,0,0
Región de Valparaíso,Puchuncaví,Flores de corte,Sin Clasificar,0,0,0,0,0
Región de Valparaíso,Puchuncaví,Flores de corte,Agapanto (Agapanthus spp.),0,0,0,0,0
Región de Valparaíso,Puchuncaví,Flores de corte,Alelí (Matthiola incana),0,0,0,0,0
Región de Valparaíso,Puchuncaví,Flores de corte,Anémona (Anemone spp.),0,0,0,0,0
Región de Valparaíso,Puchuncaví,Flores de corte,Astilbe (Astilbe spp.),0,0,0,0,0
Región de Valparaíso,Puchuncaví,Flores de corte,Astromelia (Alstroemeria spp.),0,0,0,0,0
Región de Valparaíso,Puchuncaví,Flores de corte,Ave del Paraíso (Strelitzia reginae),0,0,0,0,0
Región de Valparaíso,Puchuncaví,Flores de corte,Azucena (Nerine spp.),0,0,0,0,0
Región de Valparaíso,Puchuncaví,Flores de corte,Cala (Zantedeschia spp.),0,0,0,0,0
Región de Valparaíso,Puchuncaví,Flores de corte,Cebolla Ornamental (Allium spp.),0,0,0,0,0
Región de Valparaíso,Puchuncaví,Flores de corte,Celosía (Celosia Argentea),0,0,0,0,0
Región de Valparaíso,Puchuncaví,Flores de corte,Chinas (Tagetes erecta),0,0,0,0,0
Región de Valparaíso,Puchuncaví,Flores de corte,Cineraria (Senecio cruentus),0,0,0,0,0
Región de Valparaíso,Puchuncaví,Flores de corte,Clavel (Dianthus caryophyllus),0,0,0,0,0
Región de Valparaíso,Puchuncaví,Flores de corte,Clavelina (Dianthus barbatus),0,0,0,0,0
Región de Valparaíso,Puchuncaví,Flores de corte,Craspedia (Craspedia uniflora),0,0,0,0,0
Región de Valparaíso,Puchuncaví,Flores de corte,Crisantemo (Chrysanthemum spp.),0,0,0,0,0
Región de Valparaíso,Puchuncaví,Flores de corte,Dalia (Dahlia spp.),0,0,0,0,0
Región de Valparaíso,Puchuncaví,Flores de corte,Escabiosa (Scabiosa spp.),0,0,0,0,0
Región de Valparaíso,Puchuncaví,Flores de corte,Estatice (Limonium spp.),0,0,0,0,0
Región de Valparaíso,Puchuncaví,Flores de corte,Flor de cera (Chamelaucium uncinatum),0,0,0,0,0
Región de Valparaíso,Puchuncaví,Flores de corte,Fresia (Freesia spp.),0,0,0,0,0
Región de Valparaíso,Puchuncaví,Flores de corte,Genciana (Gentiana spp.),0,0,0,0,0
Región de Valparaíso,Puchuncaví,Flores de corte,Gerbera (Gerbera spp.),0,0,0,0,0
Región de Valparaíso,Puchuncaví,Flores de corte,Girasol (Helianthus annus),0,0,0,0,0
Región de Valparaíso,Puchuncaví,Flores de corte,Gladiolo (Gladiolus spp.),0,0,0,0,0
Región de Valparaíso,Puchuncaví,Flores de corte,Hipérico rojo (Hypericum spp.),0,0,0,0,0
Región de Valparaíso,Puchuncaví,Flores de corte,Hortensia (Hydrangea spp.),0,0,0,0,0
Región de Valparaíso,Puchuncaví,Flores de corte,Ilusión (Gypsophila spp.),0,0,0,0,0
Región de Valparaíso,Puchuncaví,Flores de corte,Jacinto (Hyacinthus orientalis),0,0,0,0,0
Región de Valparaíso,Puchuncaví,Flores de corte,Junco (Cyperus papyrus),0,0,0,0,0
Región de Valparaíso,Puchuncaví,Flores de corte,Leucadendro (Leucadendron spp.),0,0,0,0,0
Región de Valparaíso,Puchuncaví,Flores de corte,Liatris (Liatris spp.),0,0,0,0,0
Región de Valparaíso,Puchuncaví,Flores de corte,Lilium (Lilium spp.),0,0,0,0,0
Región de Valparaíso,Puchuncaví,Flores de corte,Lirios (Iris spp.),0,0,0,0,0
Región de Valparaíso,Puchuncaví,Flores de corte,Lisianto (Lisianthus spp.),0,0,0,0,0
Región de Valparaíso,Puchuncaví,Flores de corte,Milindro (Godetia multicolor),0,0,0,0,0
Región de Valparaíso,Puchuncaví,Flores de corte,Narciso (Narcissus spp.),0,0,0,0,0
Región de Valparaíso,Puchuncaví,Flores de corte,Ornitogalum (Ornithogalum spp.),0,0,0,0,0
Región de Valparaíso,Puchuncaví,Flores de corte,Peonía (Paeonia spp.),0,0,0,0,0
Región de Valparaíso,Puchuncaví,Flores de corte,Perritos (Antirrhinum majus),0,0,0,0,0
Región de Valparaíso,Puchuncaví,Flores de corte,Protea (Protea spp.),0,0,0,0,0
Región de Valparaíso,Puchuncaví,Flores de corte,Ranúnculo (Ranunculus spp.),0,0,0,0,0
Región de Valparaíso,Puchuncaví,Flores de corte,Reina Luisa (Aster spp.),0,0,0,0,0
Región de Valparaíso,Puchuncaví,Flores de corte,Rosa (Rosa spp.),0,0,0,0,0
Región de Valparaíso,Puchuncaví,Flores de corte,Ruscus (Ruscus spp.),0,0,0,0,0
Región de Valparaíso,Puchuncaví,Flores de corte,Siempreviva (Helichrysum spp.),0,0,0,0,0
Región de Valparaíso,Puchuncaví,Flores de corte,Tulipán (Tulipa spp.),0,0,0,0,0
Región de Valparaíso,Puchuncaví,Flores de corte,Vara de oro (Solidago spp.),0,0,0,0,0
Región de Valparaíso,Puchuncaví,Flores de corte,Vibornio (Viburnum spp.),0,0,0,0,0
Región de Valparaíso,Puchuncaví,Flores de corte,Viola (Viola spp.),0,0,0,0,0
Región de Valparaíso,Puchuncaví,Flores de corte,Zinnia (Zinnia spp.),0,0,0,0,0
Región de Valparaíso,Puchuncaví,Flores de corte,Otras flores de corte o follaje de corte,0,0,0,0,0
Región de Valparaíso,Puchuncaví,Hortalizas,Total,29,70.0519619264,67.047,0.0046619264,3.0003
Región de Valparaíso,Puchuncaví,Hortalizas,Sin Clasificar,2,3.0003,0,0,3.0003
Región de Valparaíso,Puchuncaví,Hortalizas,Acelga,2,0.0127,0.012,0.0007,0
Región de Valparaíso,Puchuncaví,Hortalizas,Achicoria,0,0,0,0,0
Región de Valparaíso,Puchuncaví,Hortalizas,Ají,2,0.0604,0.06,0.0004,0
Región de Valparaíso,Puchuncaví,Hortalizas,Ajo,0,0,0,0,0
Región de Valparaíso,Puchuncaví,Hortalizas,Ajo chilote,0,0,0,0,0
Región de Valparaíso,Puchuncaví,Hortalizas,Albahaca,2,0.00345,0.003,0.00045,0
Región de Valparaíso,Puchuncaví,Hortalizas,Alcachofa,1,0.5,0.5,0,0
Región de Valparaíso,Puchuncaví,Hortalizas,Alcaparra,0,0,0,0,0
Región de Valparaíso,Puchuncaví,Hortalizas,Alcayota,0,0,0,0,0
Región de Valparaíso,Puchuncaví,Hortalizas,Apio,0,0,0,0,0
Región de Valparaíso,Puchuncaví,Hortalizas,Arveja Verde,2,0.351,0.351,0,0
Región de Valparaíso,Puchuncaví,Hortalizas,Berenjena,0,0,0,0,0
Región de Valparaíso,Puchuncaví,Hortalizas,Berro,0,0,0,0,0
Región de Valparaíso,Puchuncaví,Hortalizas,Betarraga,1,0.00045,0,0.00045,0
Región de Valparaíso,Puchuncaví,Hortalizas,Brócoli,3,5.61,5.61,0,0
Región de Valparaíso,Puchuncaví,Hortalizas,Bunching (consumo),0,0,0,0,0
Región de Valparaíso,Puchuncaví,Hortalizas,Caigua,0,0,0,0,0
Región de Valparaíso,Puchuncaví,Hortalizas,Camote,0,0,0,0,0
Región de Valparaíso,Puchuncaví,Hortalizas,Cebolla,7,1.4960004764,1.496,4.764e-07,0
Región de Valparaíso,Puchuncaví,Hortalizas,Cebollín (incl. baby y otros),1,0.03,0.03,0,0
Región de Valparaíso,Puchuncaví,Hortalizas,Chalota,0,0,0,0,0
Región de Valparaíso,Puchuncaví,Hortalizas,Choclo,3,0.57,0.57,0,0
Región de Valparaíso,Puchuncaví,Hortalizas,Choclo dulce (maíz dulce),0,0,0,0,0
Región de Valparaíso,Puchuncaví,Hortalizas,Ciboultte,0,0,0,0,0
Región de Valparaíso,Puchuncaví,Hortalizas,Cilantro,3,0.250000102,0.25,1.02e-07,0
Región de Valparaíso,Puchuncaví,Hortalizas,Coliflor,2,3.75,3.75,0,0
Región de Valparaíso,Puchuncaví,Hortalizas,Endibia,0,0,0,0,0
Región de Valparaíso,Puchuncaví,Hortalizas,Espárrago,0,0,0,0,0
Región de Valparaíso,Puchuncaví,Hortalizas,Espinaca,0,0,0,0,0
Región de Valparaíso,Puchuncaví,Hortalizas,Haba,4,0.632,0.632,0,0
Región de Valparaíso,Puchuncaví,Hortalizas,Huerta casera (princ. autoconsumo),0,0,0,0,0
Región de Valparaíso,Puchuncaví,Hortalizas,Kale (o col crespa),0,0,0,0,0
Región de Valparaíso,Puchuncaví,Hortalizas,Kohlrabi (o colirrábano),0,0,0,0,0
Región de Valparaíso,Puchuncaví,Hortalizas,Lechuga,10,36.739000374,36.739,3.74e-07,0
Región de Valparaíso,Puchuncaví,Hortalizas,Locoto (o rocoto),0,0,0,0,0
Región de Valparaíso,Puchuncaví,Hortalizas,Lufa,0,0,0,0,0
Región de Valparaíso,Puchuncaví,Hortalizas,Melón,2,0.20036,0.2,0.00036,0
Región de Valparaíso,Puchuncaví,Hortalizas,Orégano,0,0,0,0,0
Región de Valparaíso,Puchuncaví,Hortalizas,Pak Choi (o Bok Choy),0,0,0,0,0
Región de Valparaíso,Puchuncaví,Hortalizas,Pepino dulce,1,0.00045,0,0.00045,0
Región de Valparaíso,Puchuncaví,Hortalizas,Pepino ensalada,1,0.00045,0,0.00045,0
Región de Valparaíso,Puchuncaví,Hortalizas,Perejil,1,1.02e-07,0,1.02e-07,0
Región de Valparaíso,Puchuncaví,Hortalizas,Pimiento (incl. todos los tipos),1,0.0007,0,0.0007,0
Región de Valparaíso,Puchuncaví,Hortalizas,Poroto Granado,0,0,0,0,0
Región de Valparaíso,Puchuncaví,Hortalizas,Poroto Verde,2,0.2500002625,0.25,2.625e-07,0
Región de Valparaíso,Puchuncaví,Hortalizas,Puerro,1,1.02e-07,0,1.02e-07,0
Región de Valparaíso,Puchuncaví,Hortalizas,Rábano (o rabanito),0,0,0,0,0
Región de Valparaíso,Puchuncaví,Hortalizas,Repollito de Bruselas,0,0,0,0,0
Región de Valparaíso,Puchuncaví,Hortalizas,Repollo,4,8.14,8.14,0,0
Región de Valparaíso,Puchuncaví,Hortalizas,Rúcula,0,0,0,0,0
Región de Valparaíso,Puchuncaví,Hortalizas,Ruibardo,0,0,0,0,0
Región de Valparaíso,Puchuncaví,Hortalizas,Sandía,1,0.2,0.2,0,0
Región de Valparaíso,Puchuncaví,Hortalizas,Tomate,6,2.75,2.75,0,0
Región de Valparaíso,Puchuncaví,Hortalizas,Tomate cherry (u otros mini),0,0,0,0,0
Región de Valparaíso,Puchuncaví,Hortalizas,Zanahoria,1,0.0007,0,0.0007,0
Región de Valparaíso,Puchuncaví,Hortalizas,Zapallo,10,3.7510002625,3.751,2.625e-07,0
Región de Valparaíso,Puchuncaví,Hortalizas,Zapallo Italiano,4,1.753000245,1.753,2.45e-07,0
Región de Valparaíso,Puchuncaví,Hortalizas,Otras Hortalizas,0,0,0,0,0
Región de Valparaíso,Puchuncaví,Hortalizas,Champiñón de parís o común (Agaricus bisporus),0,0,0,0,0
Región de Valparaíso,Puchuncaví,Hortalizas,Portobello (Agaricus bisporus var. portabella),0,0,0,0,0
Región de Valparaíso,Puchuncaví,Hortalizas,Shiitake (Lentinula edodes),0,0,0,0,0
Región de Valparaíso,Puchuncaví,Hortalizas,Ostra (Pleurotus varios),0,0,0,0,0
Región de Valparaíso,Puchuncaví,Hortalizas,Trufa Negra (Tuber melanosporum),0,0,0,0,0
Región de Valparaíso,Puchuncaví,Hortalizas,Otros Hongos y Setas,0,0,0,0,0
Región de Valparaíso,Puchuncaví,Hortalizas,Anís,0,0,0,0,0
Región de Valparaíso,Puchuncaví,Hortalizas,Azafrán,0,0,0,0,0
Región de Valparaíso,Puchuncaví,Hortalizas,Cedrón,0,0,0,0,0
Región de Valparaíso,Puchuncaví,Hortalizas,Comino,0,0,0,0,0
Región de Valparaíso,Puchuncaví,Hortalizas,Eneldo,0,0,0,0,0
Región de Valparaíso,Puchuncaví,Hortalizas,Hipérico (o hierba de S. Juan),0,0,0,0,0
Región de Valparaíso,Puchuncaví,Hortalizas,Jengibre,0,0,0,0,0
Región de Valparaíso,Puchuncaví,Hortalizas,Lavanda,0,0,0,0,0
Región de Valparaíso,Puchuncaví,Hortalizas,Manzanilla,0,0,0,0,0
Región de Valparaíso,Puchuncaví,Hortalizas,Menta,0,0,0,0,0
Región de Valparaíso,Puchuncaví,Hortalizas,Romero,0,0,0,0,0
Región de Valparaíso,Puchuncaví,Hortalizas,Ruda,0,0,0,0,0
Región de Valparaíso,Puchuncaví,Hortalizas,Salvia,0,0,0,0,0
Región de Valparaíso,Puchuncaví,Hortalizas,Tomillo,0,0,0,0,0
Región de Valparaíso,Puchuncaví,Hortalizas,Toronjil (o melisa),0,0,0,0,0
Región de Valparaíso,Puchuncaví,Hortalizas,Otras Plantas Aromáticas y Medicinales,0,0,0,0,0
Región de Valparaíso,Puchuncaví,Semilleros,Total,0,0,0,0,0
Región de Valparaíso,Puchuncaví,Semilleros,Sin Clasificar,0,0,0,0,0
Región de Valparaíso,Puchuncaví,Semilleros,"Semillas de Cereal, Leguminosas y Tubérculos",0,0,0,0,0
Región de Valparaíso,Puchuncaví,Semilleros,Semillas de Cultivos Industriales,0,0,0,0,0
Región de Valparaíso,Puchuncaví,Semilleros,Semillas de Hortalizas,0,0,0,0,0
Región de Valparaíso,Puchuncaví,Semilleros,Otras Semillas,0,0,0,0,0
Región de Valparaíso,Quintero,Flores de corte,Total,0,0,0,0,0
Región de Valparaíso,Quintero,Flores de corte,Sin Clasificar,0,0,0,0,0
Región de Valparaíso,Quintero,Flores de corte,Agapanto (Agapanthus spp.),0,0,0,0,0
Región de Valparaíso,Quintero,Flores de corte,Alelí (Matthiola incana),0,0,0,0,0
Región de Valparaíso,Quintero,Flores de corte,Anémona (Anemone spp.),0,0,0,0,0
Región de Valparaíso,Quintero,Flores de corte,Astilbe (Astilbe spp.),0,0,0,0,0
Región de Valparaíso,Quintero,Flores de corte,Astromelia (Alstroemeria spp.),0,0,0,0,0
Región de Valparaíso,Quintero,Flores de corte,Ave del Paraíso (Strelitzia reginae),0,0,0,0,0
Región de Valparaíso,Quintero,Flores de corte,Azucena (Nerine spp.),0,0,0,0,0
Región de Valparaíso,Quintero,Flores de corte,Cala (Zantedeschia spp.),0,0,0,0,0
Región de Valparaíso,Quintero,Flores de corte,Cebolla Ornamental (Allium spp.),0,0,0,0,0
Región de Valparaíso,Quintero,Flores de corte,Celosía (Celosia Argentea),0,0,0,0,0
Región de Valparaíso,Quintero,Flores de corte,Chinas (Tagetes erecta),0,0,0,0,0
Región de Valparaíso,Quintero,Flores de corte,Cineraria (Senecio cruentus),0,0,0,0,0
Región de Valparaíso,Quintero,Flores de corte,Clavel (Dianthus caryophyllus),0,0,0,0,0
Región de Valparaíso,Quintero,Flores de corte,Clavelina (Dianthus barbatus),0,0,0,0,0
Región de Valparaíso,Quintero,Flores de corte,Craspedia (Craspedia uniflora),0,0,0,0,0
Región de Valparaíso,Quintero,Flores de corte,Crisantemo (Chrysanthemum spp.),0,0,0,0,0
Región de Valparaíso,Quintero,Flores de corte,Dalia (Dahlia spp.),0,0,0,0,0
Región de Valparaíso,Quintero,Flores de corte,Escabiosa (Scabiosa spp.),0,0,0,0,0
Región de Valparaíso,Quintero,Flores de corte,Estatice (Limonium spp.),0,0,0,0,0
Región de Valparaíso,Quintero,Flores de corte,Flor de cera (Chamelaucium uncinatum),0,0,0,0,0
Región de Valparaíso,Quintero,Flores de corte,Fresia (Freesia spp.),0,0,0,0,0
Región de Valparaíso,Quintero,Flores de corte,Genciana (Gentiana spp.),0,0,0,0,0
Región de Valparaíso,Quintero,Flores de corte,Gerbera (Gerbera spp.),0,0,0,0,0
Región de Valparaíso,Quintero,Flores de corte,Girasol (Helianthus annus),0,0,0,0,0
Región de Valparaíso,Quintero,Flores de corte,Gladiolo (Gladiolus spp.),0,0,0,0,0
Región de Valparaíso,Quintero,Flores de corte,Hipérico rojo (Hypericum spp.),0,0,0,0,0
Región de Valparaíso,Quintero,Flores de corte,Hortensia (Hydrangea spp.),0,0,0,0,0
Región de Valparaíso,Quintero,Flores de corte,Ilusión (Gypsophila spp.),0,0,0,0,0
Región de Valparaíso,Quintero,Flores de corte,Jacinto (Hyacinthus orientalis),0,0,0,0,0
Región de Valparaíso,Quintero,Flores de corte,Junco (Cyperus papyrus),0,0,0,0,0
Región de Valparaíso,Quintero,Flores de corte,Leucadendro (Leucadendron spp.),0,0,0,0,0
Región de Valparaíso,Quintero,Flores de corte,Liatris (Liatris spp.),0,0,0,0,0
Región de Valparaíso,Quintero,Flores de corte,Lilium (Lilium spp.),0,0,0,0,0
Región de Valparaíso,Quintero,Flores de corte,Lirios (Iris spp.),0,0,0,0,0
Región de Valparaíso,Quintero,Flores de corte,Lisianto (Lisianthus spp.),0,0,0,0,0
Región de Valparaíso,Quintero,Flores de corte,Milindro (Godetia multicolor),0,0,0,0,0
Región de Valparaíso,Quintero,Flores de corte,Narciso (Narcissus spp.),0,0,0,0,0
Región de Valparaíso,Quintero,Flores de corte,Ornitogalum (Ornithogalum spp.),0,0,0,0,0
Región de Valparaíso,Quintero,Flores de corte,Peonía (Paeonia spp.),0,0,0,0,0
Región de Valparaíso,Quintero,Flores de corte,Perritos (Antirrhinum majus),0,0,0,0,0
Región de Valparaíso,Quintero,Flores de corte,Protea (Protea spp.),0,0,0,0,0
Región de Valparaíso,Quintero,Flores de corte,Ranúnculo (Ranunculus spp.),0,0,0,0,0
Región de Valparaíso,Quintero,Flores de corte,Reina Luisa (Aster spp.),0,0,0,0,0
Región de Valparaíso,Quintero,Flores de corte,Rosa (Rosa spp.),0,0,0,0,0
Región de Valparaíso,Quintero,Flores de corte,Ruscus (Ruscus spp.),0,0,0,0,0
Región de Valparaíso,Quintero,Flores de corte,Siempreviva (Helichrysum spp.),0,0,0,0,0
Región de Valparaíso,Quintero,Flores de corte,Tulipán (Tulipa spp.),0,0,0,0,0
Región de Valparaíso,Quintero,Flores de corte,Vara de oro (Solidago spp.),0,0,0,0,0
Región de Valparaíso,Quintero,Flores de corte,Vibornio (Viburnum spp.),0,0,0,0,0
Región de Valparaíso,Quintero,Flores de corte,Viola (Viola spp.),0,0,0,0,0
Región de Valparaíso,Quintero,Flores de corte,Zinnia (Zinnia spp.),0,0,0,0,0
Región de Valparaíso,Quintero,Flores de corte,Otras flores de corte o follaje de corte,0,0,0,0,0
Región de Valparaíso,Quintero,Hortalizas,Total,7,1.425,1,0.425,0
Región de Valparaíso,Quintero,Hortalizas,Sin Clasificar,0,0,0,0,0
Región de Valparaíso,Quintero,Hortalizas,Acelga,0,0,0,0,0
Región de Valparaíso,Quintero,Hortalizas,Achicoria,0,0,0,0,0
Región de Valparaíso,Quintero,Hortalizas,Ají,0,0,0,0,0
Región de Valparaíso,Quintero,Hortalizas,Ajo,0,0,0,0,0
Región de Valparaíso,Quintero,Hortalizas,Ajo chilote,0,0,0,0,0
Región de Valparaíso,Quintero,Hortalizas,Albahaca,0,0,0,0,0
Región de Valparaíso,Quintero,Hortalizas,Alcachofa,0,0,0,0,0
Región de Valparaíso,Quintero,Hortalizas,Alcaparra,0,0,0,0,0
Región de Valparaíso,Quintero,Hortalizas,Alcayota,0,0,0,0,0
Región de Valparaíso,Quintero,Hortalizas,Apio,0,0,0,0,0
Región de Valparaíso,Quintero,Hortalizas,Arveja Verde,0,0,0,0,0
Región de Valparaíso,Quintero,Hortalizas,Berenjena,0,0,0,0,0
Región de Valparaíso,Quintero,Hortalizas,Berro,0,0,0,0,0
Región de Valparaíso,Quintero,Hortalizas,Betarraga,0,0,0,0,0
Región de Valparaíso,Quintero,Hortalizas,Brócoli,1,0.03,0.03,0,0
Región de Valparaíso,Quintero,Hortalizas,Bunching (consumo),0,0,0,0,0
Región de Valparaíso,Quintero,Hortalizas,Caigua,0,0,0,0,0
Región de Valparaíso,Quintero,Hortalizas,Camote,0,0,0,0,0
Región de Valparaíso,Quintero,Hortalizas,Cebolla,1,0.01,0.01,0,0
Región de Valparaíso,Quintero,Hortalizas,Cebollín (incl. baby y otros),0,0,0,0,0
Región de Valparaíso,Quintero,Hortalizas,Chalota,0,0,0,0,0
Región de Valparaíso,Quintero,Hortalizas,Choclo,3,0.4,0.4,0,0
Región de Valparaíso,Quintero,Hortalizas,Choclo dulce (maíz dulce),0,0,0,0,0
Región de Valparaíso,Quintero,Hortalizas,Ciboultte,0,0,0,0,0
Región de Valparaíso,Quintero,Hortalizas,Cilantro,0,0,0,0,0
Región de Valparaíso,Quintero,Hortalizas,Coliflor,1,0.1,0.1,0,0
Región de Valparaíso,Quintero,Hortalizas,Endibia,0,0,0,0,0
Región de Valparaíso,Quintero,Hortalizas,Espárrago,0,0,0,0,0
Región de Valparaíso,Quintero,Hortalizas,Espinaca,0,0,0,0,0
Región de Valparaíso,Quintero,Hortalizas,Haba,0,0,0,0,0
Región de Valparaíso,Quintero,Hortalizas,Huerta casera (princ. autoconsumo),0,0,0,0,0
Región de Valparaíso,Quintero,Hortalizas,Kale (o col crespa),0,0,0,0,0
Región de Valparaíso,Quintero,Hortalizas,Kohlrabi (o colirrábano),0,0,0,0,0
Región de Valparaíso,Quintero,Hortalizas,Lechuga,2,0.77,0.37,0.4,0
Región de Valparaíso,Quintero,Hortalizas,Locoto (o rocoto),0,0,0,0,0
Región de Valparaíso,Quintero,Hortalizas,Lufa,0,0,0,0,0
Región de Valparaíso,Quintero,Hortalizas,Melón,0,0,0,0,0
Región de Valparaíso,Quintero,Hortalizas,Orégano,0,0,0,0,0
Región de Valparaíso,Quintero,Hortalizas,Pak Choi (o Bok Choy),0,0,0,0,0
Región de Valparaíso,Quintero,Hortalizas,Pepino dulce,0,0,0,0,0
Región de Valparaíso,Quintero,Hortalizas,Pepino ensalada,0,0,0,0,0
Región de Valparaíso,Quintero,Hortalizas,Perejil,0,0,0,0,0
Región de Valparaíso,Quintero,Hortalizas,Pimiento (incl. todos los tipos),1,0.02,0,0.02,0
Región de Valparaíso,Quintero,Hortalizas,Poroto Granado,2,0.015,0.015,0,0
Región de Valparaíso,Quintero,Hortalizas,Poroto Verde,2,0.015,0.015,0,0
Región de Valparaíso,Quintero,Hortalizas,Puerro,0,0,0,0,0
Región de Valparaíso,Quintero,Hortalizas,Rábano (o rabanito),0,0,0,0,0
Región de Valparaíso,Quintero,Hortalizas,Repollito de Bruselas,0,0,0,0,0
Región de Valparaíso,Quintero,Hortalizas,Repollo,0,0,0,0,0
Región de Valparaíso,Quintero,Hortalizas,Rúcula,0,0,0,0,0
Región de Valparaíso,Quintero,Hortalizas,Ruibardo,0,0,0,0,0
Región de Valparaíso,Quintero,Hortalizas,Sandía,0,0,0,0,0
Región de Valparaíso,Quintero,Hortalizas,Tomate,1,0.03,0.03,0,0
Región de Valparaíso,Quintero,Hortalizas,Tomate cherry (u otros mini),1,0.005,0,0.005,0
Región de Valparaíso,Quintero,Hortalizas,Zanahoria,0,0,0,0,0
Región de Valparaíso,Quintero,Hortalizas,Zapallo,1,0.03,0.03,0,0
Región de Valparaíso,Quintero,Hortalizas,Zapallo Italiano,0,0,0,0,0
Región de Valparaíso,Quintero,Hortalizas,Otras Hortalizas,0,0,0,0,0
Región de Valparaíso,Quintero,Hortalizas,Champiñón de parís o común (Agaricus bisporus),0,0,0,0,0
Región de Valparaíso,Quintero,Hortalizas,Portobello (Agaricus bisporus var. portabella),0,0,0,0,0
Región de Valparaíso,Quintero,Hortalizas,Shiitake (Lentinula edodes),0,0,0,0,0
Región de Valparaíso,Quintero,Hortalizas,Ostra (Pleurotus varios),0,0,0,0,0
Región de Valparaíso,Quintero,Hortalizas,Trufa Negra (Tuber melanosporum),0,0,0,0,0
Región de Valparaíso,Quintero,Hortalizas,Otros Hongos y Setas,0,0,0,0,0
Región de Valparaíso,Quintero,Hortalizas,Anís,0,0,0,0,0
Región de Valparaíso,Quintero,Hortalizas,Azafrán,0,0,0,0,0
Región de Valparaíso,Quintero,Hortalizas,Cedrón,0,0,0,0,0
Región de Valparaíso,Quintero,Hortalizas,Comino,0,0,0,0,0
Región de Valparaíso,Quintero,Hortalizas,Eneldo,0,0,0,0,0
Región de Valparaíso,Quintero,Hortalizas,Hipérico (o hierba de S. Juan),0,0,0,0,0
Región de Valparaíso,Quintero,Hortalizas,Jengibre,0,0,0,0,0
Región de Valparaíso,Quintero,Hortalizas,Lavanda,0,0,0,0,0
Región de Valparaíso,Quintero,Hortalizas,Manzanilla,0,0,0,0,0
Región de Valparaíso,Quintero,Hortalizas,Menta,0,0,0,0,0
Región de Valparaíso,Quintero,Hortalizas,Romero,0,0,0,0,0
Región de Valparaíso,Quintero,Hortalizas,Ruda,0,0,0,0,0
Región de Valparaíso,Quintero,Hortalizas,Salvia,0,0,0,0,0
Región de Valparaíso,Quintero,Hortalizas,Tomillo,0,0,0,0,0
Región de Valparaíso,Quintero,Hortalizas,Toronjil (o melisa),0,0,0,0,0
Región de Valparaíso,Quintero,Hortalizas,Otras Plantas Aromáticas y Medicinales,0,0,0,0,0
Región de Valparaíso,Quintero,Semilleros,Total,0,0,0,0,0
Región de Valparaíso,Quintero,Semilleros,Sin Clasificar,0,0,0,0,0
Región de Valparaíso,Quintero,Semilleros,"Semillas de Cereal, Leguminosas y Tubérculos",0,0,0,0,0
Región de Valparaíso,Quintero,Semilleros,Semillas de Cultivos Industriales,0,0,0,0,0
