0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
"","",categorías_de_uso_del_suelo,categorías_de_uso_del_suelo,categorías_de_uso_del_suelo,categorías_de_uso_del_suelo,categorías_de_uso_del_suelo,categorías_de_uso_del_suelo,categorías_de_uso_del_suelo,categorías_de_uso_del_suelo,categorías_de_uso_del_suelo,categorías_de_uso_del_suelo,categorías_de_uso_del_suelo,categorías_de_uso_del_suelo,categorías_de_uso_del_suelo,categorías_de_uso_del_suelo,categorías_de_uso_del_suelo,categorías_de_uso_del_suelo,categorías_de_uso_del_suelo,categorías_de_uso_del_suelo,categorías_de_uso_del_suelo,categorías_de_uso_del_suelo,categorías_de_uso_del_suelo,categorías_de_uso_del_suelo,categorías_de_uso_del_suelo,categorías_de_uso_del_suelo,categorías_de_uso_del_suelo,categorías_de_uso_del_suelo,categorías_de_uso_del_suelo,categorías_de_uso_del_suelo,categorías_de_uso_del_suelo,categorías_de_uso_del_suelo,categorías_de_uso_del_suelo,categorías_de_uso_del_suelo,categorías_de_uso_del_suelo,categorías_de_uso_del_suelo,categorías_de_uso_del_suelo,categorías_de_uso_del_suelo,categorías_de_uso_del_suelo,categorías_de_uso_del_suelo
total_nacional_región,"comuna_6,_7,_8",total,total,cereales,cereales,leguminosas_y_tubérculos,leguminosas_y_tubérculos,cultivos_industriales,cultivos_industriales,"hortalizas,_hongos,_aromáticas,","hortalizas,_hongos,_aromáticas,",frutales,frutales,vides_para_vinificación_y_uvas_p,vides_para_vinificación_y_uvas_p,flores_de_corte,flores_de_corte,semilleros,semilleros,viveros_y_césped_alfombra,viveros_y_césped_alfombra,forrajeras,forrajeras,plantaciones_forestales,plantaciones_forestales,bosque_nativo,bosque_nativo,praderas_mejoradas,praderas_mejoradas,praderas_naturales,praderas_naturales,terrenos_productivos_no_trabajad,terrenos_productivos_no_trabajad,matorrales,matorrales,terrenos_no_productivos,terrenos_no_productivos,infraestructura,infraestructura
total_nacional_región,"comuna_6,_7,_8",número_de_upa,superficie_(ha),número_de_upa,superficie_(ha),número_de_upa,superficie_(ha),número_de_upa,superficie_(ha),número_de_upa,superficie_(ha),número_de_upa,superficie_(ha),número_de_upa,superficie_(ha),número_de_upa,superficie_(ha),número_de_upa,superficie_(ha),número_de_upa,superficie_(ha),número_de_upa,superficie_(ha),número_de_upa,superficie_(ha),número_de_upa,superficie_(ha),número_de_upa,superficie_(ha),número_de_upa,superficie_(ha),número_de_upa,superficie_(ha),número_de_upa,superficie_(ha),número_de_upa,superficie_(ha),número_de_upa,superficie_(ha)
región_de_valparaíso,casablanca,235.0,47629.87600009679,16.0,271.19,9.0,21.2,0.0,0.0,62.0,101.256,74.0,628.045,48.0,4320.57,3.0,1.13,1.0,6.0,2.0,1.06,36.0,1652.88,30.0,4703.63476492,68.0,12009.1615507865,4.0,73.0,55.0,3151.24,41.0,3526.714075865944,24.0,6500.475,79.0,9080.223,177.0,1582.09660852435
región_de_valparaíso,juan_fernández,1.0,9573.050000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.01,0.0,0.0,1.0,15.0,1.0,2733.0,0.0,0.0,1.0,2767.0,0.0,0.0,1.0,4033.0,1.0,0.01,1.0,25.03
región_de_valparaíso,puchuncaví,88.0,8279.903,10.0,13.35,11.0,10.35,0.0,0.0,23.0,67.348,28.0,101.526,1.0,4.2,0.0,0.0,0.0,0.0,6.0,1.095,8.0,14.94,8.0,212.13,18.0,3918.49,10.0,150.5,40.0,2670.277,19.0,113.983,25.0,482.42,21.0,427.75,55.0,91.544
región_de_valparaíso,quintero,42.0,5443.06,0.0,0.0,2.0,0.075,0.0,0.0,7.0,1.425,6.0,92.57,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.099,11.0,83.2,7.0,514.0,4.0,55.46,1.0,0.5,17.0,3451.1,12.0,225.286,3.0,611.255,17.0,378.38,27.0,29.71
región_de_valparaíso,valparaíso/viña_del_mar/_concón,27.0,14269.34599990033,1.0,1.0,1.0,1.0,0.0,0.0,5.0,11.4,7.0,53.8925407927,0.0,0.0,2.0,0.7999999999999999,0.0,0.0,2.0,1.0,6.0,55.0,6.0,4574.03223508,8.0,4279.9684492135,1.0,0.5,5.0,40.8,10.0,827.78725280234,3.0,216.45,11.0,4179.57,18.0,26.14552201179
región_de_valparaíso,isla_de_pascua,17.0,3014.409999999999,0.0,0.0,0.0,0.0,0.0,0.0,14.0,8.28,9.0,5.507,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2801.49,12.0,167.81,1.0,6.07,4.0,6.738,15.0,18.015
región_de_valparaíso,los_andes,25.0,54235.63600000012,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,1100.84444444456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,17.0,1.0,11.21,3.0,44342.2,0.0,0.0,1.0,3000.0,0.0,0.0,0.0,0.0,8.0,5698.55,9.0,57.83155555555999
región_de_valparaíso,calle_larga,107.0,27784.52000000038,4.0,89.35,3.0,27.1999999986,1.0,5.6,5.0,5.4,78.0,1683.49,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,270.080000001783,0.0,0.0,1.0,1294.0,0.0,0.0,1.0,17671.0,27.0,315.8,1.0,6000.0,22.0,206.08,56.0,212.52
región_de_valparaíso,rinconada,54.0,2566.418000000509,5.0,33.5,3.0,12.5000000014,3.0,10.5,0.0,0.0,35.0,1200.7,1.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,22.0,276.674517603817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,527.92,0.0,0.0,18.0,456.973482395292,15.0,38.15
región_de_valparaíso,san_esteban,147.0,4506.12000000005,6.0,76.2,1.0,0.7,0.0,0.0,6.0,12.8,125.0,2068.84149122809,3.0,116.22,1.0,0.15,0.0,0.0,2.0,3.5,27.0,123.7,0.0,0.0,1.0,1.0,0.0,0.0,2.0,8.0,21.0,177.19,0.0,0.0,17.0,1492.84,91.0,424.97850877196
región_de_valparaíso,la_ligua,460.0,47667.73200000538,13.0,14.53384615383,51.0,95.02,0.0,0.0,80.0,77.37869230766,264.0,1993.431945684939,0.0,0.0,132.0,83.119,0.0,0.0,6.0,22.55,34.0,65.09,12.0,87.21923076923,23.0,6096.75,2.0,3.02,65.0,6322.34692307692,246.0,19350.26447074766,25.0,2524.99076923075,78.0,10566.05605028209,342.0,365.961071752306
región_de_valparaíso,cabildo,209.0,84471.46099999921,4.0,3.11615384617,6.0,13.8,0.0,0.0,18.0,124.23230769234,181.0,3545.199054315061,0.0,0.0,3.0,0.09999999999999999,1.0,0.5,8.0,4.675,4.0,3.1,2.0,0.16876923077,5.0,5407.71,0.0,0.0,12.0,23847.99307692308,118.0,1909.72252925694,6.0,41301.81923076925,32.0,7811.13894971791,176.0,498.185928247694
región_de_valparaíso,papudo,22.0,13257.95,3.0,4.55,8.0,11.68,0.0,0.0,5.0,5.35,8.0,6.32,1.0,4.0,3.0,12.35,3.0,9.5,0.0,0.0,6.0,74.2,3.0,800.0,1.0,500.0,0.0,0.0,5.0,4133.46,4.0,2176.19,1.0,5494.6,4.0,7.45,15.0,18.3
región_de_valparaíso,petorca,209.0,13035.24049003904,0.0,0.0,5.0,1.67,0.0,0.0,17.0,3.26,165.0,1149.5678446208,1.0,0.9,4.0,0.205,0.0,0.0,1.0,0.14,33.0,28.565,1.0,0.5,28.0,21.536,4.0,2.25,27.0,5996.097,117.0,1563.673,13.0,2083.369,62.0,2090.686,146.0,92.82164541824
región_de_valparaíso,zapallar,51.0,9145.586,14.0,62.8,1.0,0.5,0.0,0.0,5.0,2.465,11.0,104.45,3.0,52.8,1.0,0.85,0.0,0.0,2.0,0.51,0.0,0.0,0.0,0.0,5.0,90.66,1.0,699.0,30.0,7694.953,4.0,64.84,3.0,183.5,8.0,108.25,30.0,80.008
región_de_valparaíso,quillota,594.0,11620.268500013,3.0,8.9,1.0,0.12,0.0,0.0,363.0,812.1200000001,177.0,2264.8020000101,3.0,306.37,77.0,37.6275,14.0,28.555,32.0,29.701,11.0,127.9,3.0,7.3,20.0,3422.366666668,7.0,178.15,10.0,490.29,124.0,457.826,7.0,20.0,88.0,2742.2033333337,545.0,686.0370000011
región_de_valparaíso,calera,136.0,1771.27500000684,1.0,0.5,3.0,3.6,0.0,0.0,16.0,24.52,101.0,524.96284927289,0.0,0.0,17.0,11.35,0.0,0.0,9.0,7.67,9.0,19.6,0.0,0.0,2.0,5.1288492746,0.0,0.0,3.0,80.57,29.0,394.67,2.0,0.9,16.0,631.61,113.0,66.19330145935
región_de_valparaíso,hijuelas,460.0,12584.85699999935,7.0,7.5,13.0,24.1,0.0,0.0,120.0,341.4,184.0,2530.652697227555,3.0,272.08,155.0,206.915,1.0,0.7,48.0,99.29,75.0,189.25,3.0,6.9,30.0,6735.347,1.0,2.21,7.0,18.4,145.0,828.13,1.0,0.5,42.0,972.45,299.0,349.0323027718
región_de_valparaíso,la_cruz,213.0,3024.367999987805,0.0,0.0,0.0,0.0,0.0,0.0,31.0,73.9100967734,149.0,1426.153453496555,0.0,0.0,18.0,13.819032258,2.0,3.164516129,33.0,44.593,3.0,1.05,3.0,2.2,7.0,558.0544840574,0.0,0.0,0.0,0.0,37.0,275.9313548385,3.0,83.652,46.0,348.9896666663,176.0,192.85039576865
región_de_valparaíso,nogales,237.0,19651.27850995836,10.0,42.3,35.0,71.386363637,0.0,0.0,44.0,96.956,115.0,2575.3471553792,1.0,0.4,19.0,15.74,4.0,61.7,20.0,24.382,37.0,105.55,2.0,853.8900000000001,11.0,4244.62,0.0,0.0,6.0,1380.4,133.0,2419.8454545422,4.0,1301.25,20.0,4983.308,183.0,1474.20353639996
región_de_valparaíso,san_antonio,143.0,22864.179,6.0,31.6,11.0,20.1,3.0,65.0,29.0,76.15,42.0,1604.41,17.0,1476.91,1.0,0.25,1.0,12.0,5.0,1.11,23.0,1008.1,26.0,1882.24,32.0,2008.43,6.0,82.0,72.0,8729.24,50.0,3044.726,29.0,490.16,44.0,1561.6,111.0,770.153
región_de_valparaíso,algarrobo,89.0,3584.58,1.0,0.2,11.0,3.335,2.0,14.7,29.0,7.564,36.0,41.375,3.0,6.3,0.0,0.0,0.0,0.0,3.0,0.12,18.0,59.075,50.0,842.05,38.0,403.48,0.0,0.0,45.0,1024.883,47.0,265.11,24.0,277.79,43.0,564.083,83.0,74.515
región_de_valparaíso,cartagena,76.0,9852.10999998016,6.0,623.0,0.0,0.0,0.0,0.0,23.0,90.55,30.0,175.6,6.0,481.83,3.0,4.17,1.0,1.0,1.0,0.5,0.0,0.0,18.0,457.10419462776,15.0,777.84102908,3.0,731.6051454,12.0,1197.9,38.0,1830.52,18.0,1807.95,21.0,1468.9,52.0,203.6396308724
región_de_valparaíso,santo_domingo,319.0,36410.52299999505,47.0,552.17,11.0,21.81,0.0,0.0,60.0,127.242,167.0,3397.5049999929,8.0,300.75,3.0,4.518,3.0,12.5,7.0,2.7,65.0,557.7,87.0,4514.85,51.0,3567.12,4.0,203.5,98.0,7918.63,143.0,8018.861000003056,18.0,382.2,148.0,6418.666,246.0,409.8009999991
región_de_valparaíso,el_quisco/el_tabo,35.0,9894.67200001984,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.022,5.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.864,1.0,3.5,21.0,5048.23580537224,10.0,538.47897092,1.0,488.3948546,9.0,156.398,16.0,1407.66,8.0,1737.188,5.0,362.5,28.0,141.6303691276
región_de_valparaíso,san_felipe,278.0,12231.41519999586,13.0,95.2,7.0,8.0,2.0,5.7,40.0,70.888533333375,191.0,3926.949638693909,5.0,212.83,3.0,1.05,0.0,0.0,7.0,9.626581027668,82.0,464.65329267108,1.0,1.53,8.0,1126.0765931696,0.0,0.0,1.0,0.1,43.0,1813.714184273846,2.0,40.1,29.0,4110.242103626316,153.0,344.75427320007
región_de_valparaíso,catemu,163.0,13112.40699997755,9.0,132.82,24.0,105.39808080754,1.0,2.0,56.0,413.7749887527,67.0,1504.38738236392,1.0,0.02,3.0,1.5578,0.0,0.0,0.0,0.0,63.0,573.7650331002,4.0,31.3,12.0,1619.32,2.0,53.0,15.0,7402.74,37.0,354.91616304696,9.0,8.55,50.0,772.47635278183,86.0,136.3811991244
región_de_valparaíso,llaillay,118.0,20535.24600000342,0.0,0.0,4.0,17.91,0.0,0.0,44.0,369.3245589185,42.0,3739.14,3.0,56.2,3.0,4.670967742,2.0,2.535483871,4.0,14.0,38.0,289.122744678,2.0,12.5,2.0,327.73,0.0,0.0,2.0,187.6,35.0,708.4206451615,2.0,6778.56,15.0,7890.26,45.0,137.27159963242
región_de_valparaíso,panquehue,135.0,7278.0630000163,28.0,384.885,10.0,11.08555555546,0.0,0.0,31.0,40.4855555553,74.0,2567.70713156979,7.0,147.6,2.0,0.258,0.0,0.0,4.0,11.05,41.0,468.0622222218,4.0,14.5,3.0,90.35000000000001,0.0,0.0,10.0,97.9,26.0,533.47347164448,1.0,300.0,14.0,2132.20364721817,109.0,478.5024162513
región_de_valparaíso,putaendo,343.0,61066.04100000266,8.0,10.3,10.0,16.56,4.0,4.3,54.0,70.049666666625,243.0,1659.81820021503,3.0,5.01,0.0,0.0,1.0,0.004,5.0,1.108418972332,114.0,199.36318972332,1.0,0.3,2.0,47001.0,3.0,4.7,7.0,16.16,199.0,987.389855476898,3.0,2.97,45.0,10901.64,241.0,185.367668948455
región_de_valparaíso,santa_maría,212.0,3971.734000001964,1.0,3.5,1.0,2.0,1.0,2.0,5.0,1.93,190.0,2681.910170692001,4.0,112.41,0.0,0.0,1.0,0.02,4.0,9.23,29.0,153.85,0.0,0.0,2.0,50.1234068304,0.0,0.0,0.0,0.0,39.0,180.020542339676,1.0,1.12,35.0,423.154413978392,130.0,350.465466161495
región_de_valparaíso,quilpué,96.0,23401.23,1.0,0.5,0.0,0.0,0.0,0.0,11.0,53.26800000000001,30.0,169.313,1.0,4.0,0.0,0.0,0.0,0.0,5.0,2.075,1.0,0.5,3.0,12.06,36.0,655.98,1.0,3.97,16.0,12996.757,57.0,8988.055,8.0,71.42999999999999,43.0,391.21,90.0,52.112
región_de_valparaíso,limache,264.0,4832.06,4.0,69.2,1.0,0.5,0.0,0.0,173.0,377.94,56.0,538.35,2.0,5.0,12.0,11.98,1.0,1.7,12.0,23.37,12.0,27.51,1.0,0.1,10.0,1331.61,1.0,2.8,25.0,909.76,72.0,700.489,11.0,517.65,24.0,94.0,209.0,220.101
región_de_valparaíso,olmué,98.0,21634.715,0.0,0.0,0.0,0.0,0.0,0.0,27.0,81.414,52.0,281.23,0.0,0.0,4.0,9.35,1.0,5.06,3.0,11.86,3.0,26.2,2.0,6.2,22.0,13315.44,0.0,0.0,5.0,922.24,36.0,1096.87,11.0,2985.15,26.0,2418.79,81.0,474.911
región_de_valparaíso,villa_alemana,53.0,911.6160000000001,0.0,0.0,0.0,0.0,0.0,0.0,9.0,3.02,12.0,17.05,0.0,0.0,1.0,0.5,0.0,0.0,9.0,5.5,0.0,0.0,0.0,0.0,6.0,151.59,0.0,0.0,18.0,192.08,15.0,440.436,1.0,3.0,19.0,77.44500000000001,43.0,20.995
región_metropolitana_de_santiago,total_región,5530.0,925334.8514000437,594.0,10111.21,538.0,3049.339,24.0,240.49,1809.0,11984.0271,2258.0,58017.818,152.0,8621.179,72.0,46.6274,163.0,2849.53,256.0,870.6319,1283.0,15320.65,177.0,3682.58,410.0,162057.74,218.0,2435.587,1057.0,133903.285,1388.0,30228.29,406.0,91558.913,579.0,371934.055,4174.0,18422.89900004387
región_metropolitana_de_santiago,independencia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,la_cisterna,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,la_granja,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,lo_espejo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,macul,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,maipú,87.0,6042.239999998138,5.0,140.65,19.0,85.0,0.0,0.0,47.0,541.54,15.0,231.14819367288,2.0,11.31,0.0,0.0,4.0,27.5,1.0,90.0,18.0,450.91,1.0,10.0,1.0,1110.7,0.0,0.0,7.0,1659.672,27.0,187.3,28.0,401.5901308334,13.0,870.8199999999999,76.0,224.099675491858
región_metropolitana_de_santiago,pudahuel,36.0,3118.420000018598,0.0,0.0,0.0,0.0,0.0,0.0,10.0,110.5,7.0,316.60980632712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,232.79,0.0,0.0,3.0,780.0,4.0,86.22,12.0,571.88,12.0,122.18,20.0,307.9598691666,10.0,153.5,31.0,436.780324524878
región_metropolitana_de_santiago,quinta_normal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,recoleta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,san_joaquín,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,san_miguel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
región_metropolitana_de_santiago,g1_santiago,36.0,72046.837,0.0,0.0,1.0,0.1,0.0,0.0,8.0,7.05,5.0,12.55,2.0,14.8,3.0,3.95,0.0,0.0,9.0,1.255,7.0,62.5,2.0,9.0,4.0,13593.86,0.0,0.0,5.0,10598.19,11.0,209.47,12.0,23100.66,7.0,22960.633,25.0,1472.819
región_metropolitana_de_santiago,g2_santiago,38.0,1314.53100000224,0.0,0.0,0.0,0.0,0.0,0.0,14.0,103.15,3.0,92.430315672,0.0,0.0,0.0,0.0,2.0,10.0,5.0,3.21,10.0,187.3,2.0,51.5,1.0,20.0,1.0,12.0,3.0,289.5,9.0,53.7450281856,7.0,98.75,11.0,288.41,37.0,104.53565614464
región_metropolitana_de_santiago,g3_santiago,65.0,1185.4409999958,4.0,82.64,8.0,38.1,0.0,0.0,40.0,191.73,6.0,15.89,5.0,181.7060449408,4.0,0.84,0.0,0.0,9.0,4.51,18.0,253.22,1.0,0.2,1.0,0.25,0.0,0.0,2.0,2.1,20.0,62.7692584264,2.0,2.46,3.0,193.06,54.0,155.9656966286
región_metropolitana_de_santiago,puente_alto,27.0,511.4860000042,3.0,27.5,2.0,2.0,0.0,0.0,6.0,37.5,1.0,9.0,3.0,214.4839550592,3.0,4.0,0.0,0.0,0.0,0.0,8.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,11.0,44.0907415736,0.0,0.0,0.0,0.0,22.0,102.9113033714
región_metropolitana_de_santiago,pirque,175.0,34483.58800004,13.0,283.6,8.0,7.1,2.0,0.15,42.0,106.18,59.0,1791.7896052645,23.0,867.9514473695,2.0,1.62,3.0,11.0,1.0,1.0,60.0,979.1,2.0,2.25,26.0,25999.8721053,6.0,129.6,29.0,1464.53,42.0,1117.218526316,8.0,51.54631579,25.0,1044.69,145.0,624.39
región_metropolitana_de_santiago,san_josé_de_maipo,108.0,430877.8599999601,3.0,5.75,1.0,0.1,0.0,0.0,20.0,5.156,54.0,247.5603947355,2.0,3.5285526305,0.0,0.0,0.0,0.0,2.0,0.636,18.0,145.07,6.0,55.43,28.0,12322.2678947,2.0,65.0,55.0,53378.962,30.0,4720.839473684,51.0,44123.53568421,28.0,314846.08,95.0,957.944
región_metropolitana_de_santiago,colina,196.0,19212.11170002098,5.0,6.05,3.0,3.3,1.0,0.75,114.0,794.0208,38.0,1842.033373645221,1.0,4.55,0.0,0.0,4.0,16.2,6.0,5.8769,49.0,333.37,3.0,333.89,2.0,2728.1,2.0,17.4,10.0,4720.45,85.0,1477.854268448702,16.0,2457.43,27.0,2401.227357927057,137.0,2069.609
región_metropolitana_de_santiago,lampa,199.0,13249.98,3.0,27.0,10.0,13.5,0.0,0.0,129.0,1353.74,23.0,1221.23,0.0,0.0,0.0,0.0,5.0,26.5,10.0,130.75,54.0,708.54,0.0,0.0,1.0,3500.0,0.0,0.0,19.0,2620.08,61.0,823.63,4.0,1879.0,24.0,434.13,128.0,511.88
región_metropolitana_de_santiago,tiltil,141.0,14804.22429997902,0.0,0.0,0.0,0.0,1.0,3.0,34.0,470.5933,70.0,1609.361626354779,3.0,60.8,1.0,0.25,0.0,0.0,3.0,42.004,13.0,95.1,4.0,112.05,14.0,201.019,0.0,0.0,21.0,6029.634,74.0,1565.527731551298,31.0,1765.396,14.0,2141.112642072943,125.0,708.376
región_metropolitana_de_santiago,san_bernardo,151.0,5203.350000012608,10.0,397.22,14.0,102.0,0.0,0.0,35.0,229.75,61.0,1808.21,11.0,360.01,4.0,9.5,10.0,105.2,8.0,16.95,30.0,341.6,0.0,0.0,0.0,0.0,2.0,31.6,6.0,429.67,28.0,281.66,3.0,32.0,16.0,462.97,121.0,595.010000012608
región_metropolitana_de_santiago,buin,348.0,14078.23299998535,33.0,557.23,27.0,235.86,1.0,6.0,79.0,467.718,151.0,5581.16777886392,19.0,1281.05421835107,4.0,6.82,8.0,223.66,66.0,176.4234054048,54.0,488.7957894736,3.0,12.66,2.0,2001.36,2.0,0.6,16.0,210.57155639286,107.0,985.838117021874,6.0,189.409999999648,27.0,382.195781644548,272.0,1270.868352833032
región_metropolitana_de_santiago,calera_de_tango,132.0,3972.766000000102,7.0,88.7,7.0,24.15,0.0,0.0,28.0,110.328,63.0,1756.7319335916,4.0,79.0,8.0,4.9,3.0,25.2,6.0,9.05,37.0,543.36202829892,3.0,12.05,1.0,2.0,2.0,11.0,28.0,794.344420913,43.0,219.5907127942,15.0,7.342,9.0,39.63,117.0,245.386904402382
región_metropolitana_de_santiago,paine,747.0,36171.90400001465,123.0,898.9,46.0,146.49,3.0,7.0,237.0,818.501,301.0,6509.30722113608,32.0,1155.05478164893,13.0,3.998,17.0,135.7,59.0,226.2165945952,156.0,705.7792105264,13.0,128.7,15.0,8711.84,8.0,68.0,56.0,11150.26044360714,179.0,1837.276882978126,37.0,1820.110000000352,45.0,418.289218355452,550.0,1430.480647166968
región_metropolitana_de_santiago,melipilla,1199.0,73926.25700003047,184.0,4095.80759036128,162.0,1026.599,5.0,35.06,384.0,2259.7370621067,511.0,13224.289684328,19.0,858.75,12.0,3.672,61.0,1011.09,21.0,33.524,307.0,3231.1860050251,36.0,290.79,58.0,12797.105,152.0,1464.1343366834,202.0,11284.31492461976,180.0,4369.152319382524,69.0,9240.84,118.0,5914.395,956.0,2785.8100775237
región_metropolitana_de_santiago,alhué,130.0,73916.5654,23.0,143.82,26.0,67.03,1.0,2.0,42.0,68.438,38.0,2137.493,3.0,471.0,2.0,0.0174,2.0,5.8,7.0,12.11,55.0,190.27,3.0,379.71,45.0,57358.946,0.0,0.0,52.0,2871.176,36.0,1090.202,33.0,4725.392,7.0,3693.3,88.0,699.861
región_metropolitana_de_santiago,curacaví,251.0,15515.50799998671,53.0,718.96,31.0,159.65,2.0,59.0,112.0,1160.29,76.0,1310.17496259392,3.0,22.5,3.0,0.968,3.0,83.98,5.0,18.8,46.0,833.02,3.0,75.0,5.0,3914.0,3.0,49.5,36.0,1919.59,31.0,1405.999999986266,2.0,100.1,21.0,3363.06,116.0,320.91503740652
región_metropolitana_de_santiago,maría_pinto,287.0,25039.48400000328,55.0,1068.20240963872,20.0,211.9,0.0,0.0,98.0,611.5915903616,58.0,4436.18603740608,2.0,263.84,0.0,0.0,8.0,514.3,5.0,10.13,111.0,1245.4389949749,2.0,2.9,13.0,4866.02,11.0,81.4626633166,107.0,7993.80507538024,42.0,1923.06,4.0,9.200000000000001,28.0,1111.94,179.0,689.50722892514
región_metropolitana_de_santiago,san_pedro,571.0,49091.02399998012,19.0,419.95,7.0,2.85,0.0,0.0,28.0,9.57,439.0,6595.548,4.0,670.1,2.0,0.142,0.0,0.0,7.0,1.434,62.0,1695.9,82.0,2102.33,195.0,11209.6,11.0,343.93,304.0,11630.07,226.0,6291.590999980124,42.0,1116.151,57.0,6028.792,404.0,973.066
región_metropolitana_de_santiago,talagante,200.0,4928.068000002394,15.0,270.6028420745,29.0,158.949337526274,1.0,6.0,55.0,429.256114941306,89.0,1550.2600947565,7.0,191.89,3.0,2.15,16.0,339.884310458848,13.0,39.2274851876,52.0,800.884817882618,4.0,20.6,1.0,0.8,2.0,18.4739279955,13.0,122.519157628706,51.0,384.11616127508,10.0,10.4,40.0,128.18,164.0,453.873750275462
región_metropolitana_de_santiago,el_monte,202.0,6942.46699999961,21.0,253.3,67.0,487.088638472226,3.0,12.0,106.0,1152.852731784094,54.0,1665.76,3.0,77.7,2.0,2.1,7.0,69.91,6.0,8.9925148124,39.0,632.33,2.0,4.0,1.0,670.0,10.0,43.14,23.0,426.61111958412,30.0,191.828652465486,9.0,89.6,27.0,814.12,124.0,341.133342881284
región_metropolitana_de_santiago,isla_de_maipo,214.0,14022.32600000044,4.0,142.3771579255,33.0,119.93,3.0,109.13,76.0,229.353,139.0,2707.9759052435,19.0,1760.05,6.0,1.7,13.0,156.090663927052,6.0,19.3,35.0,308.71,4.0,62.72000000000001,2.0,10.0,0.0,0.0,27.0,2916.364,36.0,455.288,4.0,27.04,26.0,4145.57,172.0,850.727272904383
