0,1,2,3,4,5,6,7,8,9,10
total_nacional_región,"comuna6,_7",especie,total,total,total,total,total,total,total,total
total_nacional_región,"comuna6,_7",especie,"número_de_upa8,9",superficie_(ha),superficie_(ha),superficie_(ha),superficie_(ha),estado_desarrollo_(ha),estado_desarrollo_(ha),estado_desarrollo_(ha)
total_nacional_región,"comuna6,_7",especie,"número_de_upa8,9",superficie_(ha),en_riego,en_secano,sin_clasificar_10,en_formación_11,en_producción_12,sin_clasificar_10
región_de_arica_y_parinacota,putre,olivo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
región_de_arica_y_parinacota,putre,palto,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
región_de_arica_y_parinacota,putre,papayo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
región_de_arica_y_parinacota,putre,pera,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
región_de_arica_y_parinacota,putre,pistacho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
región_de_arica_y_parinacota,putre,pomelo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
región_de_arica_y_parinacota,putre,rosa_mosqueta_(cultivada),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
región_de_arica_y_parinacota,putre,tuna,14.0,4.052000000000001,4.052000000000001,0.0,0.0,0.2,3.852,0.0
región_de_arica_y_parinacota,putre,uva_de_mesa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
región_de_arica_y_parinacota,putre,otros_frutales,5.0,0.48,0.48,0.0,0.0,0.1,0.38,0.0
región_de_arica_y_parinacota,putre,quinta_frutal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
región_de_arica_y_parinacota,general_lagos,total,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
región_de_arica_y_parinacota,general_lagos,sin_clasificar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
región_de_arica_y_parinacota,general_lagos,almendro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
